Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status
DOC0000310,C000047,KTP,2024-05-02,0.875,0.665,5,6,2902,VALID
DOC0000311,C000582,Slip Gaji,2025-08-03,0.993,0.932,4,10,1115,VALID
DOC0000312,C000607,Rekening Koran,2025-05-31,0.67,0.946,0,10,4746,VALID
DOC0000313,C000202,KTP,2024-10-27,1.0,0.85,4,11,356,INVALID
DOC0000314,C000514,Rekening Koran,2024-08-22,0.904,0.871,4,9,4455,VALID
DOC0000315,C000692,Surat Kerja,2024-04-22,0.894,1.0,9,11,3451,VALID
DOC0000316,C000579,Slip Gaji,2025-02-22,0.828,0.944,9,7,3847,VALID
DOC0000317,C000176,KTP,2025-03-27,0.594,1.0,9,11,4250,VALID
DOC0000318,C000306,KTP,2024-05-30,0.801,0.917,6,6,1730,VALID
DOC0000319,C000523,NPWP,2024-11-02,0.837,0.746,0,9,1049,VALID
DOC0000320,C000693,KTP,2024-08-09,1.0,0.97,10,10,3785,NEEDS_REVIEW
DOC0000321,C000273,Slip Gaji,2026-03-16,0.878,0.936,8,11,2733,NEEDS_REVIEW
DOC0000322,C000477,Rekening Koran,2025-01-24,0.918,1.0,5,11,2675,VALID
DOC0000323,C000595,KTP,2026-07-20,0.831,0.901,5,11,4649,VALID
DOC0000324,C000508,Surat Kerja,2026-06-10,0.865,0.903,9,11,2963,VALID
DOC0000325,C000645,Form Aplikasi,2025-11-28,0.667,0.963,9,10,1949,VALID
DOC0000326,C000698,Slip Gaji,2024-02-28,0.897,0.839,4,8,2069,VALID
DOC0000327,C000530,NPWP,2025-08-08,0.978,0.932,10,9,4737,VALID
DOC0000328,C000376,KTP,2025-07-08,0.895,0.882,9,7,524,VALID
DOC0000329,C000128,Surat Kerja,2024-08-09,0.993,1.0,6,8,3657,NEEDS_REVIEW
DOC0000330,C000312,Surat Kerja,2026-02-21,0.826,1.0,0,6,1928,VALID
DOC0000331,C000135,Form Aplikasi,2024-08-13,0.858,1.0,6,6,4093,VALID
DOC0000332,C000585,Surat Kerja,2026-02-11,0.742,0.932,0,11,4622,NEEDS_REVIEW
DOC0000333,C000454,Rekening Koran,2025-06-06,0.949,0.976,5,6,3166,NEEDS_REVIEW
DOC0000334,C000478,Surat Kerja,2025-10-20,0.796,0.878,11,6,2699,VALID
DOC0000335,C000616,Rekening Koran,2025-04-07,0.639,0.757,6,11,1852,VALID
DOC0000336,C000102,Rekening Koran,2026-03-19,0.767,0.875,6,10,3160,NEEDS_REVIEW
DOC0000337,C000304,Form Aplikasi,2024-05-30,0.93,0.837,8,9,3112,VALID
DOC0000338,C000447,KTP,2024-05-23,1.0,0.84,7,7,140,VALID
DOC0000339,C000222,Rekening Koran,2025-05-22,1.0,0.91,7,7,3108,VALID
DOC0000340,C000224,Rekening Koran,2024-11-21,1.0,0.9,6,9,3488,VALID
DOC0000341,C000167,Rekening Koran,2024-09-19,0.918,1.0,4,10,1300,VALID
DOC0000342,C000362,Slip Gaji,2024-03-21,0.788,1.0,11,8,157,VALID
DOC0000343,C000448,Surat Kerja,2026-01-21,0.927,0.773,10,11,4651,NEEDS_REVIEW
DOC0000344,C000086,KTP,2024-12-18,0.644,1.0,4,9,2270,VALID
DOC0000345,C000144,Rekening Koran,2024-06-14,0.925,0.93,10,9,4326,VALID
DOC0000346,C000087,Form Aplikasi,2025-07-22,0.665,0.959,11,8,2103,VALID
DOC0000347,C000366,Surat Kerja,2025-04-01,0.802,0.885,10,7,3950,VALID
DOC0000348,C000466,Form Aplikasi,2024-03-27,0.808,0.743,6,6,2511,VALID
DOC0000349,C000264,Surat Kerja,2026-05-10,0.903,0.914,6,7,2954,VALID
DOC0000350,C000652,Rekening Koran,2025-10-31,0.913,0.765,5,11,485,VALID
DOC0000351,C000583,NPWP,2026-06-06,0.906,0.845,8,7,1307,VALID
DOC0000352,C000576,Surat Kerja,2024-09-21,0.85,0.937,6,10,4417,VALID
DOC0000353,C000645,NPWP,2026-03-09,0.76,1.0,5,10,2016,VALID
DOC0000354,C000521,Form Aplikasi,2026-02-01,0.894,0.757,5,7,4216,VALID
DOC0000355,C000638,Slip Gaji,2025-01-29,0.752,0.831,8,6,3716,VALID
DOC0000356,C000402,NPWP,2024-11-05,0.788,0.879,8,7,2544,VALID
DOC0000357,C000549,Surat Kerja,2026-03-28,0.778,0.855,6,6,504,VALID
DOC0000358,C000408,Surat Kerja,2025-04-30,1.0,0.845,8,6,4747,VALID
DOC0000359,C000043,Form Aplikasi,2026-05-25,1.0,0.884,11,11,4269,VALID
DOC0000360,C000482,Slip Gaji,2025-05-22,0.744,0.833,11,7,1211,VALID
DOC0000361,C000391,Form Aplikasi,2025-10-04,0.733,0.758,11,7,1717,NEEDS_REVIEW
DOC0000362,C000352,KTP,2024-09-08,0.746,0.896,6,10,2098,VALID
DOC0000363,C000178,Surat Kerja,2026-01-10,0.874,0.878,11,6,3561,VALID
DOC0000364,C000209,Slip Gaji,2024-02-27,0.804,0.949,8,7,3556,VALID
DOC0000365,C000692,Surat Kerja,2024-04-03,1.0,0.892,7,10,950,VALID
DOC0000366,C000145,Rekening Koran,2025-06-16,0.831,1.0,10,6,477,NEEDS_REVIEW
DOC0000367,C000284,Form Aplikasi,2026-03-08,0.975,0.95,7,9,3775,VALID
DOC0000368,C000643,Slip Gaji,2024-03-29,0.96,1.0,9,6,4218,NEEDS_REVIEW
DOC0000369,C000199,Surat Kerja,2024-06-10,0.854,0.967,8,8,3307,VALID
DOC0000370,C000454,Slip Gaji,2024-04-02,0.879,0.993,9,7,1808,VALID
DOC0000371,C000533,Surat Kerja,2025-11-22,0.816,0.838,8,11,3571,VALID
DOC0000372,C000053,Form Aplikasi,2026-04-30,1.0,0.873,6,9,3423,VALID
DOC0000373,C000236,Rekening Koran,2026-09-25,0.758,0.962,6,7,3228,VALID
DOC0000374,C000230,KTP,2024-07-26,0.804,0.897,9,8,276,VALID
DOC0000375,C000333,Slip Gaji,2025-07-12,0.989,0.814,10,7,3400,VALID
DOC0000376,C000475,Form Aplikasi,2024-09-02,0.666,0.867,5,10,4077,VALID
DOC0000377,C000091,Rekening Koran,2024-08-09,0.952,0.987,6,9,4770,VALID
DOC0000378,C000455,Slip Gaji,2025-06-27,0.927,0.873,7,10,1287,VALID
DOC0000379,C000260,Slip Gaji,2025-08-10,0.906,0.918,8,8,1444,INVALID
DOC0000380,C000302,Slip Gaji,2026-08-15,0.847,0.847,7,7,3759,VALID
DOC0000381,C000686,Rekening Koran,2025-02-18,0.929,0.859,10,6,4226,VALID
DOC0000382,C000287,Form Aplikasi,2024-01-17,0.873,1.0,4,8,1307,VALID
DOC0000383,C000616,Slip Gaji,2024-08-04,0.81,0.867,0,6,876,VALID
DOC0000384,C000220,Slip Gaji,2025-07-03,0.961,0.787,0,8,4711,VALID
DOC0000385,C000495,KTP,2024-05-06,1.0,1.0,8,11,3687,NEEDS_REVIEW
DOC0000386,C000062,Slip Gaji,2025-03-13,0.741,0.949,11,7,814,NEEDS_REVIEW
DOC0000387,C000338,NPWP,2025-01-14,0.992,0.956,7,9,3094,VALID
DOC0000388,C000493,Rekening Koran,2026-04-02,0.954,0.988,5,7,4283,VALID
DOC0000389,C000195,Form Aplikasi,2025-12-09,0.853,0.92,8,6,912,VALID
DOC0000390,C000413,NPWP,2025-07-31,1.0,0.823,5,11,2850,NEEDS_REVIEW
DOC0000391,C000647,Rekening Koran,2025-10-28,0.779,0.824,9,6,846,VALID
DOC0000392,C000690,Surat Kerja,2024-05-05,0.76,0.942,6,9,4007,NEEDS_REVIEW
DOC0000393,C000455,KTP,2026-05-25,0.921,0.921,10,9,1046,VALID
DOC0000394,C000236,KTP,2026-01-13,0.78,0.857,8,6,1345,VALID
DOC0000395,C000237,Slip Gaji,2024-11-16,0.691,0.992,5,9,1327,NEEDS_REVIEW
DOC0000396,C000090,Rekening Koran,2024-08-05,0.716,0.954,9,9,4385,VALID
DOC0000397,C000580,KTP,2024-10-05,1.0,1.0,7,6,4820,VALID
DOC0000398,C000384,NPWP,2026-07-02,0.783,0.856,8,11,2850,VALID
DOC0000399,C000577,Slip Gaji,2025-10-17,0.964,1.0,9,9,2379,VALID
DOC0000400,C000172,KTP,2024-11-27,0.812,0.85,4,10,3774,VALID
DOC0000401,C000222,Surat Kerja,2026-06-08,1.0,0.944,10,11,1303,VALID
DOC0000402,C000065,Slip Gaji,2024-04-22,0.821,0.709,8,7,1625,VALID
DOC0000403,C000273,Form Aplikasi,2024-09-23,0.708,0.908,7,6,1912,VALID
DOC0000404,C000178,Form Aplikasi,2024-10-28,0.778,1.0,0,7,2918,VALID
DOC0000405,C000445,Form Aplikasi,2024-07-29,0.874,0.935,11,7,2348,VALID
DOC0000406,C000476,Slip Gaji,2026-07-07,0.849,1.0,4,10,3068,VALID
DOC0000407,C000430,NPWP,2024-08-18,0.885,1.0,8,10,2254,VALID
DOC0000408,C000116,Slip Gaji,2026-06-01,0.802,0.849,5,10,403,VALID
DOC0000409,C000314,Form Aplikasi,2024-01-12,0.943,1.0,11,9,1740,VALID
DOC0000410,C000062,Slip Gaji,2025-08-31,0.949,1.0,6,10,4110,VALID
DOC0000411,C000532,Slip Gaji,2025-01-25,0.784,0.995,10,7,4587,INVALID
DOC0000412,C000273,Rekening Koran,2026-08-22,0.908,0.849,8,7,860,NEEDS_REVIEW
DOC0000413,C000119,KTP,2024-02-29,0.759,0.932,9,9,1710,VALID
DOC0000414,C000307,Form Aplikasi,2024-07-05,0.877,0.902,8,9,102,VALID
DOC0000415,C000316,KTP,2025-10-12,0.801,0.926,5,11,1715,VALID
DOC0000416,C000553,KTP,2025-03-30,0.748,0.838,8,10,3686,VALID
DOC0000417,C000660,Form Aplikasi,2025-05-21,0.779,0.885,10,9,4227,VALID
DOC0000418,C000050,Slip Gaji,2026-02-15,0.891,0.945,4,6,1414,VALID
DOC0000419,C000579,Surat Kerja,2024-12-02,0.952,1.0,4,6,3024,VALID
DOC0000420,C000565,KTP,2024-05-03,0.727,0.928,0,10,4586,VALID
DOC0000421,C000543,Form Aplikasi,2026-09-09,0.878,0.988,4,10,1219,VALID
DOC0000422,C000068,KTP,2024-06-22,0.724,1.0,9,9,4924,VALID
DOC0000423,C000239,Form Aplikasi,2024-02-10,0.986,0.904,8,11,3817,VALID
DOC0000424,C000180,KTP,2024-05-26,0.888,1.0,10,6,785,VALID
DOC0000425,C000204,KTP,2024-07-14,0.761,0.81,10,8,1343,VALID
DOC0000426,C000388,KTP,2026-03-23,0.927,0.907,11,10,3275,NEEDS_REVIEW
DOC0000427,C000593,KTP,2025-02-20,0.785,0.868,9,8,937,INVALID
DOC0000428,C000491,NPWP,2026-03-28,0.837,1.0,0,7,448,VALID
DOC0000429,C000232,Surat Kerja,2026-02-27,0.846,1.0,10,11,3411,VALID
DOC0000430,C000207,Rekening Koran,2025-10-10,0.767,1.0,6,6,2610,VALID
DOC0000431,C000115,Form Aplikasi,2025-10-19,0.927,0.964,11,11,2849,NEEDS_REVIEW
DOC0000432,C000550,KTP,2024-10-26,0.988,0.965,8,11,1564,NEEDS_REVIEW
DOC0000433,C000331,Rekening Koran,2024-10-02,0.881,0.96,0,10,512,VALID
DOC0000434,C000071,Rekening Koran,2024-10-24,0.943,0.801,4,6,2427,VALID
DOC0000435,C000045,KTP,2024-08-16,0.87,0.816,11,11,1618,VALID
DOC0000436,C000416,Surat Kerja,2025-02-20,0.81,0.864,8,6,1673,VALID
DOC0000437,C000445,KTP,2025-10-26,0.898,0.992,10,9,229,VALID
DOC0000438,C000440,KTP,2025-12-29,0.982,0.947,8,9,2498,VALID
DOC0000439,C000008,Surat Kerja,2026-08-24,0.661,0.762,0,6,4717,VALID
DOC0000440,C000312,Form Aplikasi,2024-09-12,0.704,0.959,0,7,205,VALID
DOC0000441,C000225,Form Aplikasi,2024-03-12,0.802,0.954,7,7,2468,VALID
DOC0000442,C000045,KTP,2026-08-30,0.758,0.931,0,8,4003,INVALID
DOC0000443,C000495,NPWP,2026-06-06,0.965,0.925,8,9,1177,NEEDS_REVIEW
DOC0000444,C000338,KTP,2024-10-01,0.782,1.0,6,9,2848,VALID
DOC0000445,C000618,Rekening Koran,2024-07-10,1.0,0.871,4,10,2554,VALID
DOC0000446,C000580,NPWP,2026-03-06,0.821,0.896,0,9,651,VALID
DOC0000447,C000017,Rekening Koran,2024-11-24,0.768,0.878,8,10,937,VALID
DOC0000448,C000467,Slip Gaji,2025-11-20,0.981,0.801,6,9,3494,VALID
DOC0000449,C000279,Rekening Koran,2024-05-15,0.926,0.863,4,6,1869,VALID
DOC0000450,C000355,KTP,2024-02-03,0.926,1.0,6,6,4342,NEEDS_REVIEW
DOC0000451,C000465,Slip Gaji,2025-07-10,0.739,0.874,8,8,782,VALID
DOC0000452,C000188,Surat Kerja,2026-05-13,0.964,0.897,11,11,447,VALID
DOC0000453,C000054,NPWP,2025-11-22,0.953,0.983,7,11,325,INVALID
DOC0000454,C000614,Rekening Koran,2026-02-27,0.862,0.907,9,11,739,VALID
DOC0000455,C000377,Slip Gaji,2024-02-24,0.731,0.78,9,6,398,NEEDS_REVIEW
DOC0000456,C000595,Slip Gaji,2024-12-18,0.832,0.931,8,10,504,NEEDS_REVIEW
DOC0000457,C000484,Surat Kerja,2026-07-13,0.763,0.882,7,7,3757,VALID
DOC0000458,C000054,Slip Gaji,2024-11-11,0.88,0.906,6,10,1004,VALID
DOC0000459,C000617,Form Aplikasi,2024-12-30,0.826,0.934,6,7,4695,VALID
DOC0000460,C000575,Rekening Koran,2025-09-26,0.859,0.861,10,7,4692,NEEDS_REVIEW
DOC0000461,C000022,Surat Kerja,2024-01-21,1.0,0.856,0,8,1497,VALID
DOC0000462,C000065,NPWP,2026-03-04,0.799,0.824,10,8,2556,VALID
DOC0000463,C000313,Rekening Koran,2025-03-05,0.752,0.889,11,7,4665,VALID
DOC0000464,C000199,Surat Kerja,2025-03-18,0.678,0.81,5,10,1155,VALID
DOC0000465,C000473,Slip Gaji,2025-01-04,0.855,0.734,5,9,4096,VALID
DOC0000466,C000523,Slip Gaji,2026-01-28,0.973,0.921,7,6,3086,VALID
DOC0000467,C000451,Rekening Koran,2025-04-09,1.0,0.94,6,9,4798,VALID
DOC0000468,C000087,Form Aplikasi,2026-09-14,0.819,0.919,10,7,425,VALID
DOC0000469,C000380,Rekening Koran,2026-03-10,1.0,1.0,8,11,2207,VALID
DOC0000470,C000652,Surat Kerja,2024-06-02,0.977,0.867,0,6,2409,VALID
DOC0000471,C000439,Surat Kerja,2025-12-06,1.0,0.842,5,7,1759,VALID
DOC0000472,C000622,Form Aplikasi,2025-02-25,0.69,0.805,7,11,4988,VALID
DOC0000473,C000171,Form Aplikasi,2026-05-01,0.972,0.786,6,7,274,VALID
DOC0000474,C000559,Form Aplikasi,2025-08-27,0.603,0.892,8,6,4530,VALID
DOC0000475,C000206,Surat Kerja,2026-08-31,0.965,0.997,5,7,965,VALID
DOC0000476,C000533,Slip Gaji,2024-05-20,0.745,0.887,10,8,1342,VALID
DOC0000477,C000109,Surat Kerja,2024-03-14,0.931,0.891,7,11,4506,VALID
DOC0000478,C000560,Rekening Koran,2024-03-01,0.838,0.946,6,7,4045,VALID
DOC0000479,C000183,Form Aplikasi,2024-02-14,0.903,0.886,6,6,100,VALID
DOC0000480,C000351,Form Aplikasi,2025-09-04,0.865,0.885,5,7,1190,VALID
DOC0000481,C000280,NPWP,2024-11-23,0.847,1.0,7,8,1815,VALID
DOC0000482,C000112,Form Aplikasi,2024-05-27,0.973,0.883,10,8,3368,VALID
DOC0000483,C000543,NPWP,2026-06-04,0.828,0.858,10,11,2623,VALID
DOC0000484,C000419,NPWP,2024-09-19,0.718,0.993,10,9,2709,VALID
DOC0000485,C000499,Surat Kerja,2024-01-31,0.761,0.967,6,8,1245,VALID
DOC0000486,C000273,Form Aplikasi,2025-06-24,0.946,0.815,5,10,1642,VALID
DOC0000487,C000351,Rekening Koran,2024-06-07,0.855,0.861,11,11,2426,VALID
DOC0000488,C000623,Slip Gaji,2026-08-27,0.937,1.0,7,6,2913,VALID
DOC0000489,C000591,Slip Gaji,2025-09-02,0.764,0.866,6,7,4631,VALID
DOC0000490,C000400,KTP,2025-12-28,1.0,0.876,7,6,987,VALID
DOC0000491,C000416,Form Aplikasi,2024-12-14,1.0,0.916,0,7,3033,VALID
DOC0000492,C000551,Surat Kerja,2025-06-26,0.937,0.849,0,8,201,VALID
DOC0000493,C000522,Slip Gaji,2026-06-02,0.963,1.0,0,6,833,VALID
DOC0000494,C000169,Rekening Koran,2025-11-01,0.754,0.994,11,11,2923,INVALID
DOC0000495,C000528,Surat Kerja,2025-08-11,0.936,0.968,7,6,3220,VALID
DOC0000496,C000473,Rekening Koran,2026-05-01,1.0,0.929,8,7,2852,VALID
DOC0000497,C000497,Form Aplikasi,2026-06-22,0.827,0.792,5,10,4876,VALID
DOC0000498,C000333,Surat Kerja,2025-12-25,0.962,0.968,4,11,4039,VALID
DOC0000499,C000358,Surat Kerja,2025-08-02,0.861,0.911,5,11,497,VALID
DOC0000500,C000530,Surat Kerja,2025-03-26,0.728,0.771,6,7,142,VALID
DOC0000501,C000649,Form Aplikasi,2026-03-14,0.697,1.0,4,8,3966,VALID
DOC0000502,C000156,NPWP,2024-12-02,0.876,0.874,7,10,3335,INVALID
DOC0000503,C000572,Rekening Koran,2024-04-14,1.0,0.967,11,9,498,INVALID
DOC0000504,C000196,Slip Gaji,2026-07-21,0.84,0.825,8,6,4638,VALID
DOC0000505,C000244,Slip Gaji,2024-04-10,0.923,0.891,8,6,3293,VALID
DOC0000506,C000344,Rekening Koran,2026-02-17,0.842,0.916,4,7,2572,VALID
DOC0000507,C000125,KTP,2024-09-12,0.894,0.914,10,11,2873,VALID
DOC0000508,C000615,KTP,2025-07-18,0.936,0.933,4,7,795,INVALID
DOC0000509,C000480,Surat Kerja,2025-07-02,0.869,0.874,0,10,1888,VALID
DOC0000510,C000381,Slip Gaji,2025-02-27,0.769,0.773,8,10,2115,VALID
DOC0000511,C000200,Rekening Koran,2024-10-17,1.0,0.887,7,7,1836,VALID
DOC0000512,C000478,NPWP,2025-05-30,0.836,0.808,5,6,1473,VALID
DOC0000513,C000354,Slip Gaji,2024-10-04,0.852,1.0,7,10,791,VALID
DOC0000514,C000306,KTP,2024-01-09,0.699,0.944,6,7,4750,VALID
DOC0000515,C000195,Slip Gaji,2025-07-17,0.634,0.94,10,7,883,VALID
DOC0000516,C000078,Form Aplikasi,2024-05-23,0.82,0.913,4,10,2139,VALID
DOC0000517,C000366,Surat Kerja,2026-07-03,0.683,0.896,4,11,4165,VALID
DOC0000518,C000650,KTP,2026-04-19,0.77,0.892,11,11,3130,VALID
DOC0000519,C000027,KTP,2025-02-04,0.908,0.931,10,10,1236,VALID
DOC0000520,C000371,NPWP,2025-11-23,0.772,0.905,10,6,2595,VALID
DOC0000521,C000569,Slip Gaji,2026-05-15,0.835,0.884,11,9,1984,VALID
DOC0000522,C000462,Slip Gaji,2024-03-06,0.744,1.0,5,7,2835,VALID
DOC0000523,C000523,KTP,2026-04-08,0.822,0.896,5,9,3539,VALID
DOC0000524,C000026,Slip Gaji,2026-03-09,0.58,0.902,4,8,439,VALID
DOC0000525,C000574,NPWP,2024-07-09,0.818,0.917,9,6,4345,VALID
DOC0000526,C000613,Rekening Koran,2024-04-21,0.714,0.967,4,6,2999,NEEDS_REVIEW
DOC0000527,C000093,KTP,2026-08-04,0.898,0.955,5,10,4952,VALID
DOC0000528,C000192,KTP,2025-09-21,0.908,0.82,11,9,793,VALID
DOC0000529,C000502,KTP,2024-07-15,1.0,0.85,9,8,4840,VALID
DOC0000530,C000456,Rekening Koran,2024-08-06,0.714,0.797,4,8,1163,VALID
DOC0000531,C000045,Form Aplikasi,2026-09-17,0.784,0.936,10,7,116,VALID
DOC0000532,C000167,KTP,2025-10-07,1.0,0.782,9,7,1837,INVALID
DOC0000533,C000289,Rekening Koran,2024-08-28,0.702,0.731,7,6,1271,VALID
DOC0000534,C000428,KTP,2024-09-10,0.899,0.885,8,9,1312,VALID
DOC0000535,C000674,Surat Kerja,2024-03-28,0.688,0.85,7,11,3684,NEEDS_REVIEW
DOC0000536,C000557,NPWP,2025-01-24,0.885,1.0,8,7,1826,VALID
DOC0000537,C000148,KTP,2025-06-30,0.884,0.966,8,8,285,VALID
DOC0000538,C000575,Surat Kerja,2025-06-07,0.855,0.852,6,9,1268,VALID
DOC0000539,C000235,Surat Kerja,2025-01-01,0.769,0.989,7,8,3301,INVALID
DOC0000540,C000579,Slip Gaji,2025-04-30,0.805,0.891,11,10,3541,VALID
DOC0000541,C000314,KTP,2025-08-09,0.886,0.929,10,11,4420,VALID
DOC0000542,C000127,NPWP,2026-03-25,0.949,0.972,0,8,2231,VALID
DOC0000543,C000454,KTP,2024-10-20,0.785,0.82,9,6,1603,VALID
DOC0000544,C000616,Rekening Koran,2026-07-12,0.777,0.958,7,6,3748,INVALID
DOC0000545,C000535,KTP,2024-05-28,0.89,0.982,8,8,3458,NEEDS_REVIEW
DOC0000546,C000308,NPWP,2024-10-22,0.759,1.0,9,6,4813,VALID
DOC0000547,C000498,Form Aplikasi,2026-06-09,0.846,1.0,10,9,2541,VALID
DOC0000548,C000223,NPWP,2024-09-24,0.675,0.839,9,11,2778,NEEDS_REVIEW
DOC0000549,C000558,Slip Gaji,2026-03-16,0.713,0.873,7,9,4008,NEEDS_REVIEW
DOC0000550,C000446,NPWP,2026-01-01,0.777,0.896,6,6,694,INVALID
DOC0000551,C000352,Surat Kerja,2026-03-06,0.842,0.897,4,6,1964,VALID
DOC0000552,C000298,KTP,2024-09-12,0.795,0.956,11,7,2496,VALID
DOC0000553,C000376,Rekening Koran,2024-02-06,0.931,0.902,4,10,2298,VALID
DOC0000554,C000465,Slip Gaji,2025-06-07,0.761,0.904,4,7,3588,VALID
DOC0000555,C000014,Rekening Koran,2024-10-27,1.0,0.813,11,7,1531,INVALID
DOC0000556,C000090,NPWP,2025-07-09,0.963,0.916,5,10,3878,VALID
DOC0000557,C000090,Rekening Koran,2026-07-03,0.807,0.97,5,7,422,VALID
DOC0000558,C000165,Surat Kerja,2024-03-21,0.926,0.975,11,9,4656,NEEDS_REVIEW
DOC0000559,C000083,KTP,2026-04-27,1.0,0.882,4,6,3102,VALID
DOC0000560,C000641,KTP,2026-01-21,0.927,0.859,10,10,1254,VALID
DOC0000561,C000250,KTP,2024-12-04,0.775,0.851,4,7,4881,VALID
DOC0000562,C000328,KTP,2024-06-30,0.981,0.886,8,11,3588,VALID
DOC0000563,C000422,Rekening Koran,2025-04-14,0.851,0.826,0,10,2035,VALID
DOC0000564,C000541,KTP,2025-09-27,0.842,1.0,10,11,4154,VALID
DOC0000565,C000323,Surat Kerja,2025-05-23,0.846,0.771,0,11,1043,INVALID
DOC0000566,C000192,KTP,2024-12-06,0.793,0.939,9,6,4226,VALID
DOC0000567,C000022,Form Aplikasi,2025-03-10,0.924,0.802,6,9,4099,VALID
DOC0000568,C000494,Rekening Koran,2025-05-26,0.987,0.959,8,11,2400,INVALID
DOC0000569,C000335,Form Aplikasi,2026-07-28,0.799,0.943,10,11,1502,VALID
DOC0000570,C000677,Slip Gaji,2024-01-08,1.0,0.908,11,6,4527,VALID
DOC0000571,C000636,Form Aplikasi,2024-07-14,0.98,0.976,0,6,3830,INVALID
DOC0000572,C000413,Rekening Koran,2024-10-26,0.663,0.747,9,10,2401,VALID
DOC0000573,C000131,Slip Gaji,2026-09-24,0.829,0.911,5,8,3879,VALID
DOC0000574,C000658,Rekening Koran,2024-10-07,0.926,0.899,4,8,3128,NEEDS_REVIEW
DOC0000575,C000569,Form Aplikasi,2026-02-26,0.814,1.0,4,9,3425,VALID
DOC0000576,C000042,Rekening Koran,2024-08-18,0.908,1.0,11,11,580,NEEDS_REVIEW
DOC0000577,C000226,Rekening Koran,2024-03-08,1.0,0.958,0,11,202,VALID
DOC0000578,C000408,KTP,2026-03-22,0.758,0.826,11,10,2314,VALID
DOC0000579,C000614,Surat Kerja,2025-08-09,0.785,1.0,4,8,4471,VALID
DOC0000580,C000601,Slip Gaji,2026-08-10,0.652,0.999,10,9,4659,NEEDS_REVIEW
DOC0000581,C000461,Surat Kerja,2025-03-15,0.752,0.979,5,10,2205,VALID
DOC0000582,C000615,Rekening Koran,2024-04-28,0.707,0.823,7,10,3673,NEEDS_REVIEW
DOC0000583,C000137,KTP,2024-08-05,0.831,0.88,7,6,4222,NEEDS_REVIEW
DOC0000584,C000352,KTP,2024-10-30,1.0,0.853,4,10,1379,VALID
DOC0000585,C000363,Slip Gaji,2024-11-29,0.756,1.0,5,11,3909,INVALID
DOC0000586,C000545,KTP,2026-01-16,0.807,0.998,8,11,2417,NEEDS_REVIEW
DOC0000587,C000263,KTP,2024-08-14,1.0,0.937,5,9,1344,VALID
DOC0000588,C000668,KTP,2025-06-18,0.857,0.906,9,7,2611,VALID
DOC0000589,C000429,NPWP,2024-05-22,0.872,0.79,5,7,226,VALID
DOC0000590,C000563,Surat Kerja,2026-06-20,0.647,1.0,10,10,1968,VALID
DOC0000591,C000166,Slip Gaji,2025-11-06,0.878,0.872,11,9,619,VALID
DOC0000592,C000479,Rekening Koran,2025-01-16,0.793,0.939,8,11,3054,VALID
DOC0000593,C000457,Rekening Koran,2024-11-04,0.722,0.917,4,10,4136,VALID
DOC0000594,C000457,Slip Gaji,2025-02-18,1.0,0.938,8,6,1857,NEEDS_REVIEW
DOC0000595,C000461,Slip Gaji,2024-03-17,0.914,0.896,4,11,2518,VALID
DOC0000596,C000259,Slip Gaji,2025-06-20,0.965,0.734,11,9,4354,VALID
DOC0000597,C000553,Form Aplikasi,2026-02-04,0.898,0.948,6,10,2705,VALID
DOC0000598,C000607,Form Aplikasi,2026-04-30,1.0,0.925,11,8,197,INVALID
DOC0000599,C000346,Surat Kerja,2026-02-26,0.868,0.873,7,6,722,VALID
DOC0000600,C000556,KTP,2025-02-15,0.85,1.0,10,9,4307,VALID
DOC0000601,C000614,KTP,2025-09-09,0.844,0.97,10,11,1286,VALID
DOC0000602,C000380,Surat Kerja,2025-02-17,1.0,1.0,4,10,4836,VALID
DOC0000603,C000477,Rekening Koran,2026-05-07,0.88,0.799,7,9,2555,VALID
DOC0000604,C000015,Form Aplikasi,2025-10-28,0.882,1.0,0,7,225,NEEDS_REVIEW
DOC0000605,C000478,Slip Gaji,2025-05-08,0.9,0.737,5,10,2351,VALID
DOC0000606,C000199,Surat Kerja,2024-06-03,0.862,1.0,9,11,3867,VALID
DOC0000607,C000278,Surat Kerja,2024-01-25,1.0,0.86,11,10,565,VALID
DOC0000608,C000113,Surat Kerja,2025-05-16,0.99,0.861,6,6,4391,VALID
DOC0000609,C000493,Surat Kerja,2024-12-30,0.896,0.85,10,8,2984,VALID
DOC0000610,C000053,Surat Kerja,2025-06-26,0.798,0.971,10,6,2568,NEEDS_REVIEW
DOC0000611,C000051,Form Aplikasi,2025-10-05,0.783,1.0,4,7,2065,NEEDS_REVIEW
DOC0000612,C000148,Rekening Koran,2025-03-30,0.772,0.832,8,8,4621,NEEDS_REVIEW
DOC0000613,C000257,Surat Kerja,2025-10-13,0.681,0.997,9,6,599,NEEDS_REVIEW
DOC0000614,C000681,Slip Gaji,2025-07-05,0.739,0.837,6,9,749,VALID
DOC0000615,C000390,Rekening Koran,2025-03-22,0.975,0.975,11,11,2571,VALID
DOC0000616,C000077,Surat Kerja,2024-12-31,0.733,0.935,6,6,2280,VALID
DOC0000617,C000373,NPWP,2024-09-28,0.776,1.0,5,7,4899,VALID
DOC0000618,C000155,KTP,2025-07-25,0.904,0.837,11,10,4598,VALID
