Customer_ID,Income_Band,Digital_Engagement,Balance_Band,Tenure_Band,Recent_Activity
C00744,Low,100,Medium,New,Medium
C00745,Medium,86,High,New,Low
C00746,Medium,22,Low,Loyal,High
C00747,Medium,67,Low,Loyal,Medium
C00748,Medium,68,Low,New,Medium
C00749,Medium,25,Medium,Loyal,High
C00750,High,72,Low,New,Low
C00751,Low,62,Medium,Established,Low
C00752,Medium,75,Low,New,Low
C00753,Low,44,Medium,Established,Medium
C00754,Medium,40,High,New,Low
C00755,Medium,79,Medium,Established,High
C00756,Low,78,Low,New,Medium
C00757,Medium,33,Medium,Established,Medium
C00758,High,37,Low,Established,Medium
C00759,Low,67,Medium,New,Medium
C00760,Medium,87,Medium,Loyal,Medium
C00761,Medium,36,Medium,Established,Medium
C00762,Low,37,Low,New,High
C00763,Low,85,High,New,Medium
C00764,Low,76,High,Established,Medium
C00765,High,93,Medium,New,Medium
C00766,Low,83,High,Established,Medium
C00767,Low,97,High,Established,Medium
C00768,Low,35,Low,Established,Medium
C00769,Low,42,Medium,Established,Low
C00770,Medium,39,Low,Established,Medium
C00771,Low,24,Medium,Established,Low
C00772,Medium,83,Low,Established,High
C00773,Medium,73,High,Loyal,Low
C00774,High,26,Medium,New,Medium
C00775,Low,36,Low,Established,Low
C00776,High,35,Medium,Loyal,Low
C00777,Medium,52,Medium,Established,Medium
C00778,Low,56,Medium,Loyal,Medium
C00779,Medium,43,High,Established,Low
C00780,High,95,Low,Established,Low
C00781,Low,37,Medium,Established,Low
C00782,High,65,Medium,New,Medium
C00783,Medium,55,Medium,Loyal,High
C00784,Medium,51,Medium,New,Medium
C00785,High,86,Low,Loyal,High
C00786,Medium,99,Low,Established,Medium
C00787,High,20,Medium,Loyal,Medium
C00788,Medium,57,High,Loyal,High
C00789,Medium,29,Low,Established,Low
C00790,Medium,55,Low,Loyal,High
C00791,Low,69,Medium,Established,Medium
C00792,Medium,53,High,Established,Medium
C00793,Medium,45,Medium,Established,High
C00794,Low,45,Low,New,Medium
C00795,Low,44,Medium,New,High
C00796,Medium,46,Medium,New,High
C00797,Low,50,Medium,Established,Low
C00798,Low,75,Low,New,Medium
C00799,Medium,27,Low,Established,High
C00800,Medium,23,Low,Established,Low
C00801,Medium,61,Medium,Established,Medium
C00802,Medium,75,Medium,Loyal,Low
C00803,High,40,Low,Loyal,Low
C00804,Medium,36,Medium,Loyal,Medium
C00805,Low,70,Medium,Established,Medium
C00806,Low,51,Low,New,Medium
C00807,Medium,79,Medium,Loyal,Medium
C00808,Low,31,Medium,New,Low
C00809,Medium,29,Medium,New,Medium
C00810,High,64,High,Established,Low
C00811,Low,51,High,Established,Low
C00812,Low,79,Low,Established,Medium
C00813,High,60,Low,New,Medium
C00814,Medium,48,Low,Established,Low
C00815,Low,32,Low,New,Low
C00816,High,33,Medium,New,Medium
C00817,High,81,High,Established,Low
C00818,Medium,38,High,Established,High
C00819,Medium,60,Low,Established,Medium
C00820,Low,86,Medium,New,Low
C00821,Low,92,Low,New,High
C00822,Medium,41,Medium,New,Medium
C00823,Low,28,Low,Established,High
C00824,Medium,82,High,Loyal,Medium
C00825,High,75,High,Established,Medium
C00826,Low,46,Low,Established,Medium
C00827,Medium,68,Medium,Loyal,Medium
C00828,Low,35,Medium,New,Medium
C00829,High,76,High,New,Low
C00830,Low,78,Medium,Established,Medium
C00831,Medium,44,Low,New,Low
C00832,Medium,57,Medium,Established,High
C00833,Medium,47,Low,Established,Medium
C00834,Medium,22,Medium,Established,High
C00835,Medium,30,Low,Established,Low
C00836,Medium,97,Medium,Established,Medium
C00837,Medium,56,High,New,Medium
C00838,High,31,Low,Loyal,Medium
C00839,Medium,23,Medium,Established,High
C00840,Medium,48,Medium,New,Medium
C00841,Low,99,Low,New,Medium
C00842,Medium,51,Medium,New,Medium
C00843,Medium,100,Medium,New,Low
C00844,Medium,59,Medium,New,Medium
C00845,Low,81,High,New,Medium
C00846,High,83,Medium,Loyal,Low
C00847,Medium,22,Medium,Loyal,Medium
C00848,Medium,20,Low,Established,Medium
C00849,Low,94,Low,Established,Low
C00850,High,95,Low,Established,Medium
C00851,Low,30,High,Established,Medium
C00852,Low,72,High,Loyal,High
C00853,High,94,High,Established,Medium
C00854,High,97,Low,Established,Medium
C00855,Low,44,Medium,Loyal,Medium
C00856,Medium,86,Medium,Established,Low
C00857,Medium,72,Medium,New,Low
C00858,High,95,Low,New,Low
C00859,Medium,31,High,Established,Low
C00860,Medium,68,Low,New,Low
C00861,Medium,21,Low,New,Medium
C00862,Medium,48,High,New,Medium
C00863,Medium,20,Medium,Established,Low
C00864,Medium,55,Medium,Loyal,Medium
C00865,Low,85,Medium,Established,Low
C00866,High,73,High,New,Medium
C00867,High,45,Low,Established,High
C00868,Medium,54,Medium,Established,Medium
C00869,Low,49,Low,Established,Low
C00870,Low,79,Low,Established,Medium
C00871,Medium,41,Medium,New,Medium
C00872,Low,27,Medium,Established,Low
C00873,High,61,Low,New,High
C00874,Medium,87,Medium,Established,Medium
C00875,Medium,58,Medium,Loyal,Low
C00876,High,36,Medium,Loyal,Medium
C00877,Medium,23,Medium,New,Medium
C00878,Medium,96,High,Established,Medium
C00879,Medium,81,Medium,Established,High
C00880,Medium,32,Medium,Loyal,High
C00881,Medium,25,Medium,New,Low
C00882,Medium,30,Medium,Established,Low
C00883,High,50,Low,New,Medium
C00884,Medium,85,Low,New,Medium
C00885,Low,32,Low,Established,Medium
C00886,Medium,86,Medium,Established,Low
C00887,Medium,20,High,New,High
C00888,Low,79,Medium,Loyal,Medium
C00889,Low,42,Medium,Established,High
C00890,Medium,97,Medium,Loyal,High
C00891,Medium,58,Medium,Established,Low
C00892,High,41,Medium,Loyal,Low
C00893,Low,39,Medium,Established,Low
C00894,Low,86,Medium,New,High
C00895,Medium,52,Low,New,Medium
C00896,High,48,Medium,Loyal,High
C00897,Low,79,Medium,New,Medium
C00898,Low,63,Medium,Established,Medium
C00899,Low,73,High,Established,High
C00900,Medium,56,Medium,New,Medium
C00901,Medium,25,Medium,New,Medium
C00902,Low,20,Low,Established,Medium
C00903,Low,23,Medium,Established,Low
C00904,Medium,66,High,Established,Low
C00905,High,61,High,New,Low
C00906,Medium,80,High,Established,Medium
C00907,Medium,92,Low,New,Medium
C00908,Low,34,Medium,Established,Medium
C00909,Low,97,High,New,Low
C00910,Low,95,Medium,New,Medium
C00911,Medium,69,Medium,Loyal,High
C00912,High,62,Medium,New,Medium
C00913,High,34,Medium,Established,High
C00914,High,34,Low,New,Low
C00915,High,21,Low,New,Low
C00916,High,72,High,New,Medium
C00917,Low,55,High,Loyal,Low
C00918,Low,35,High,Established,Medium
C00919,Medium,30,Low,New,High
C00920,Medium,25,Low,Established,Low
C00921,Low,71,Low,Established,High
C00922,High,75,High,Established,Low
C00923,Medium,71,Medium,Loyal,Medium
C00924,Medium,28,High,Established,Medium
C00925,Low,23,Low,Established,Medium
C00926,Low,28,Medium,Established,Low
C00927,Low,80,Medium,Loyal,High
C00928,High,79,Low,Established,High
C00929,Medium,43,High,New,Medium
C00930,Medium,24,Medium,Loyal,Medium
C00931,Low,45,Low,Loyal,Medium
C00932,Medium,85,Low,Established,Medium
C00933,Medium,31,High,Established,Medium
C00934,Medium,84,Medium,Established,Medium
C00935,Medium,57,Medium,Loyal,High
C00936,Low,31,Medium,Established,Medium
C00937,High,95,Medium,Established,Low
C00938,Low,61,Medium,Established,High
C00939,High,74,High,Established,Low
C00940,Low,27,Low,New,Low
C00941,Low,50,Medium,Established,High
C00942,High,71,Low,New,Low
C00943,Low,72,Low,Established,Low
C00944,Medium,25,Medium,Loyal,Medium
C00945,Medium,68,High,Established,High
C00946,Low,96,Low,New,Low
C00947,Medium,83,Medium,Loyal,Medium
C00948,High,36,Medium,New,Low
C00949,High,93,Low,Loyal,Medium
C00950,Medium,75,Medium,New,Medium
C00951,Medium,24,High,Established,Low
C00952,Low,30,Low,Established,High
C00953,Low,94,Low,Established,Medium
C00954,Low,36,High,Established,High
C00955,High,27,Low,New,High
C00956,High,56,Low,Established,High
C00957,Medium,62,High,New,Medium
C00958,Medium,66,High,Established,Medium
C00959,Medium,73,Medium,Established,High
C00960,Medium,100,Medium,Established,Medium
C00961,Medium,81,High,New,Low
C00962,Medium,22,Medium,Established,Medium
C00963,Low,27,Medium,Established,Medium
C00964,Low,20,High,New,Medium
C00965,High,52,Medium,Established,High
C00966,Medium,48,Medium,New,Medium
C00967,High,95,Medium,New,Low
C00968,Low,49,Medium,Established,Low
C00969,Medium,22,Medium,New,High
C00970,Low,91,Medium,New,Medium
C00971,Low,41,Medium,Established,Medium
C00972,Low,93,High,Established,High
C00973,Low,82,Medium,New,High
C00974,High,91,Low,New,Medium
C00975,Medium,86,Low,Established,Medium
C00976,Medium,31,Low,Established,Low
C00977,Medium,70,Medium,Established,High
C00978,Medium,53,Medium,Established,Medium
C00979,Medium,70,Low,Established,Medium
C00980,Low,80,High,Loyal,Low
C00981,High,60,Low,Established,Medium
C00982,High,45,Low,New,Medium
C00983,Medium,94,High,New,Medium
C00984,Medium,73,Medium,New,Medium
C00985,Low,91,Medium,Established,High
C00986,High,39,High,Loyal,Medium
C00987,Medium,87,High,Established,High
C00988,Low,46,Low,New,Low
C00989,Medium,57,Medium,Established,Medium
C00990,Medium,89,Medium,Loyal,Low
C00991,Medium,48,Low,New,Low
C00992,Medium,40,High,Established,High
C00993,Medium,94,Medium,Loyal,Low
C00994,Low,98,High,Established,High
C00995,High,45,Medium,Established,Medium
C00996,Medium,44,Medium,Established,Medium
C00997,Medium,38,Low,New,Low
C00998,Low,21,High,Established,Medium
C00999,High,64,Medium,New,High
C01000,Low,40,Low,Established,Medium
C01001,Low,88,Low,Loyal,Medium
C01002,Medium,33,Medium,Established,High
C01003,Low,71,Low,Established,Medium
C01004,Low,61,Medium,New,Low
C01005,Medium,69,Medium,New,Medium
C01006,Medium,29,Low,Established,Medium
C01007,High,57,Medium,New,High
C01008,Medium,70,Low,Established,Medium
C01009,Medium,47,High,New,Medium
C01010,Medium,90,High,Loyal,High
C01011,Medium,62,Low,Established,Medium
C01012,Medium,49,Medium,Established,Medium
C01013,Medium,22,Medium,Established,High
C01014,High,33,High,Established,Low
C01015,Medium,58,Medium,New,Medium
C01016,Low,52,Medium,Loyal,High
C01017,Medium,90,High,Established,Medium
C01018,High,83,Low,New,High
C01019,Low,32,Medium,Established,Medium
C01020,Medium,67,Low,Established,Medium
C01021,High,56,Medium,Established,Medium
C01022,Medium,28,Medium,Loyal,Low
C01023,High,73,High,Established,High
C01024,Medium,63,Medium,New,Low
C01025,Medium,27,Low,New,Medium
C01026,Medium,57,High,New,Medium
C01027,High,79,High,Established,Low
C01028,Medium,46,Medium,New,Low
C01029,Medium,48,Medium,Established,Medium
C01030,Medium,28,Low,Established,Low
C01031,Medium,36,Medium,Established,High
C01032,Medium,99,Low,New,High
C01033,Medium,70,Low,New,Low
C01034,High,34,High,Loyal,High
C01035,Medium,59,Medium,Established,Medium
C01036,Medium,35,Low,Established,Low
C01037,Medium,55,Low,Established,Medium
C01038,Medium,31,High,Loyal,High
C01039,Medium,70,Low,New,Medium
C01040,Low,66,Low,Loyal,Low
C01041,Low,71,Low,New,Medium
C01042,Medium,55,Low,Loyal,Medium
C01043,Medium,43,Low,New,Medium
C01044,Medium,40,High,New,Medium
C01045,Low,37,Low,New,High
C01046,Medium,54,Medium,Loyal,Medium
C01047,Low,56,Medium,Loyal,Low
C01048,Medium,74,Medium,New,High
C01049,High,24,Medium,Established,Medium
C01050,Low,42,Medium,New,Medium
C01051,Medium,89,Medium,New,Medium
C01052,Low,94,Medium,Established,Medium
C01053,Low,95,Medium,New,Low
C01054,Low,44,Medium,Loyal,Medium
C01055,Low,31,Medium,Loyal,High
C01056,Medium,36,Low,New,High
C01057,High,30,Medium,Established,Medium
C01058,Low,97,Medium,Loyal,Low
C01059,Medium,91,Low,Loyal,Medium
C01060,Medium,85,High,Established,High
C01061,High,79,Low,New,Medium
C01062,Medium,47,Low,New,Medium
C01063,Low,58,High,Established,Medium
C01064,Medium,88,Low,Established,Low
C01065,Medium,85,Medium,Established,Medium
C01066,High,62,Medium,Established,Medium
C01067,Medium,87,High,Established,Medium
C01068,Medium,48,Medium,New,Low
C01069,Low,53,Medium,Established,High
C01070,Medium,88,Medium,Loyal,Medium
C01071,High,50,Medium,Established,High
C01072,Medium,80,High,New,Medium
C01073,Medium,56,High,Loyal,Medium
C01074,High,44,Medium,Established,Medium
C01075,High,37,High,Established,Medium
C01076,Medium,69,Medium,Loyal,Medium
C01077,Medium,58,Low,Established,Medium
C01078,Medium,49,Low,Loyal,Low
C01079,Medium,80,Medium,Loyal,High
C01080,Medium,20,Low,New,Medium
C01081,Low,27,Medium,Established,Low
C01082,High,97,Medium,New,High
C01083,High,73,Medium,Established,Low
C01084,High,64,Low,Established,High
C01085,High,21,High,Established,Medium
C01086,Medium,68,Medium,Loyal,Low
C01087,Medium,55,Low,Established,Low
C01088,Medium,68,Medium,Established,Low
C01089,Medium,23,Medium,Established,Low
C01090,Medium,64,Medium,Established,Low
C01091,Low,66,Medium,New,Medium
C01092,Medium,43,Low,Established,Medium
C01093,Low,24,High,Established,Medium
C01094,Low,98,Medium,New,Low
C01095,Medium,77,Low,Established,Low
C01096,Medium,70,Medium,Established,Low
C01097,Low,82,Medium,Established,Low
C01098,High,74,Medium,Loyal,Medium
C01099,High,30,Medium,Established,Low
C01100,Low,56,Medium,Established,Medium
C01101,Low,91,Medium,Established,High
C01102,Medium,43,Low,New,Low
C01103,Medium,98,Low,Established,Low
C01104,High,25,High,New,Medium
C01105,Low,46,Medium,New,Medium
C01106,Medium,48,Medium,Established,Low
C01107,Low,70,Low,New,High
C01108,Medium,34,Medium,Loyal,Medium
C01109,High,38,Low,Established,High
C01110,Low,73,Low,New,High
C01111,Low,43,Low,Loyal,Medium
C01112,Medium,91,Medium,Established,Medium
C01113,Medium,90,Medium,Established,Medium
C01114,High,44,Low,Established,High
C01115,High,65,Low,Loyal,Medium
C01116,Low,46,Medium,New,Medium
C01117,Low,47,Medium,New,Low
C01118,Medium,74,Medium,Loyal,Medium
C01119,Low,43,Low,New,Medium
C01120,High,32,Medium,Established,High
C01121,Medium,40,High,Established,Low
C01122,Low,95,Medium,Established,High
C01123,High,41,Low,Established,Low
C01124,Low,49,Medium,Loyal,Medium
C01125,Medium,70,Low,New,Medium
C01126,Medium,28,Low,Established,Medium
C01127,Medium,41,Low,Established,Medium
C01128,Medium,34,High,Established,Low
C01129,Medium,94,Medium,Loyal,Low
C01130,High,95,High,Established,High
C01131,High,81,Medium,New,Low
C01132,Medium,40,Medium,Loyal,Medium
C01133,Low,69,Low,Loyal,Medium
C01134,Medium,73,Medium,New,Low
C01135,High,90,Low,Established,High
C01136,Medium,32,Medium,New,High
C01137,Medium,79,Low,New,High
C01138,Medium,35,Medium,New,High
C01139,Low,66,Medium,Loyal,Medium
C01140,Medium,91,Low,New,High
C01141,Medium,25,Low,New,Low
C01142,Medium,31,High,Established,Low
C01143,High,85,Low,Established,Medium
C01144,High,21,Low,New,Low
C01145,Medium,75,Low,New,Medium
C01146,Medium,60,Medium,Established,Medium
C01147,Medium,48,Medium,Established,Medium
C01148,High,89,Low,Established,High
C01149,Medium,88,Medium,New,Low
C01150,High,46,Medium,Established,Low
C01151,Low,20,Low,Established,Medium
C01152,High,30,High,New,High
C01153,Low,28,High,New,High
C01154,Low,99,Low,Established,Low
C01155,Medium,68,Low,Established,High
C01156,Low,74,Low,New,Medium
C01157,Low,38,Low,Loyal,High
C01158,Low,88,Medium,Established,Low
C01159,Medium,78,Medium,Established,Medium
C01160,Medium,80,Medium,New,Medium
C01161,Low,57,Low,Established,Medium
C01162,Medium,76,Low,Established,Low
C01163,High,64,High,Loyal,Medium
C01164,Low,51,High,Established,Medium
C01165,Low,68,Low,Established,Medium
C01166,High,46,Medium,Established,Medium
C01167,High,97,Medium,Established,Low
C01168,Medium,78,Medium,Loyal,High
C01169,High,79,Medium,Established,Medium
C01170,Low,78,High,Established,Medium
C01171,Medium,56,Low,Loyal,High
C01172,Medium,96,Low,Loyal,Medium
C01173,Low,36,High,New,Low
C01174,Medium,66,Low,New,Medium
C01175,Medium,25,Low,Established,High
C01176,Medium,43,Medium,Loyal,Low
C01177,Medium,66,Medium,Established,Medium
C01178,Medium,59,Medium,Established,Low
C01179,Low,96,Medium,Established,High
C01180,Low,69,Medium,New,Medium
C01181,Medium,53,Low,New,High
C01182,Low,54,Medium,New,Medium
C01183,Low,69,Medium,New,Low
C01184,Low,84,High,Established,Medium
C01185,Low,42,Low,Established,High
C01186,High,67,Low,New,Low
C01187,Medium,66,Medium,Established,Low
C01188,High,20,Low,Established,Medium
C01189,Low,93,Low,Established,Medium
C01190,Medium,66,High,Established,Low
C01191,Medium,39,Medium,New,Low
C01192,Medium,71,Low,Established,Medium
C01193,High,74,Low,New,Medium
C01194,High,94,Low,New,Medium
C01195,High,22,Medium,New,Medium
C01196,Low,53,Medium,Established,High
C01197,Low,34,Low,New,Low
C01198,Medium,66,Medium,Established,Medium
C01199,Low,60,Low,New,Medium
C01200,Medium,58,Low,New,Medium
C01201,Medium,99,Low,Loyal,Medium
C01202,Medium,63,Medium,Established,Medium
C01203,High,53,Low,New,High
C01204,Medium,25,Low,Established,Low
C01205,Low,43,Medium,New,Low
C01206,Low,92,Medium,Established,Medium
C01207,Medium,56,Low,New,Medium
C01208,Medium,93,Low,Established,Low
C01209,Low,63,Low,Loyal,High
C01210,Medium,64,Medium,New,High
C01211,Medium,54,Medium,New,Medium
C01212,High,65,Low,Established,Medium
C01213,Medium,25,Medium,Loyal,Low
C01214,Medium,24,Medium,Established,Medium
C01215,Low,58,Low,Established,Medium
C01216,Medium,68,Low,New,High
C01217,Medium,64,Low,Established,Medium
C01218,Medium,54,Low,New,Low
C01219,Medium,43,Medium,Established,Low
C01220,Low,77,Low,New,Low
C01221,Low,68,High,Established,High
C01222,Low,23,Medium,New,High
C01223,High,56,Medium,Established,High
C01224,Medium,77,Medium,Established,High
C01225,Low,83,Medium,Loyal,Low
C01226,High,43,High,Loyal,Medium
C01227,Medium,94,High,Established,Medium
C01228,Medium,72,Medium,Established,Low
C01229,High,55,Low,New,Medium
C01230,Low,70,Medium,Loyal,Medium
C01231,Low,90,Low,Established,High
C01232,Medium,38,Medium,Established,Low
C01233,Low,32,Medium,Established,High
C01234,Medium,55,Medium,Established,High
C01235,Low,26,Medium,Loyal,High
C01236,Low,87,Low,Loyal,Low
C01237,Low,98,Medium,Established,Low
C01238,Medium,69,Low,Established,Medium
C01239,Low,99,Medium,Loyal,Medium
C01240,Low,25,Medium,Established,Low
C01241,High,71,Low,Established,High
C01242,Medium,55,Medium,Established,Low
C01243,Medium,42,Low,Established,Medium
C01244,Low,45,Medium,Established,High
C01245,Medium,64,Medium,Established,Medium
C01246,Low,71,Medium,Loyal,High
C01247,Medium,33,Medium,Loyal,Medium
C01248,Low,69,High,Established,Medium
C01249,High,95,Medium,New,Low
C01250,High,20,Medium,Established,Medium
C01251,Low,91,Medium,Established,Medium
C01252,Low,69,Medium,Established,High
C01253,Low,47,Medium,Loyal,High
C01254,Medium,79,High,New,Low
C01255,Low,70,Low,New,Low
C01256,High,82,Low,Loyal,Medium
C01257,Medium,26,Low,Loyal,Medium
C01258,High,24,Low,Established,Low
C01259,Medium,72,Medium,New,Low
C01260,High,44,Low,Established,Low
C01261,Low,39,Medium,Established,Medium
C01262,Medium,54,Low,Established,Low
C01263,Medium,78,Low,New,Medium
C01264,High,34,Medium,Established,Medium
C01265,Medium,98,Medium,Established,Medium
C01266,High,54,Medium,Established,Medium
C01267,Low,32,Medium,Established,Low
C01268,High,25,High,Established,High
C01269,Medium,89,Medium,Established,Medium
C01270,Medium,29,Low,Established,High
C01271,High,53,Low,Loyal,Medium
C01272,Medium,74,High,Established,Medium
C01273,Medium,61,Medium,Established,Low
C01274,Medium,41,Medium,Established,Medium
C01275,Low,28,Medium,Loyal,Medium
C01276,Medium,77,Low,Established,Medium
C01277,Low,59,Medium,Established,Low
C01278,Low,23,Medium,Loyal,Low
C01279,High,34,High,New,Low
C01280,Medium,65,Low,Established,Medium
C01281,Medium,33,Medium,Established,Medium
C01282,Medium,51,Low,Loyal,High
C01283,Medium,30,High,Established,Low
C01284,Medium,84,Low,New,Low
C01285,High,71,Medium,Loyal,Low
C01286,High,83,Low,Established,Low
C01287,Medium,24,Medium,Established,Medium
C01288,Medium,50,Medium,New,Low
C01289,Medium,41,Low,New,High
C01290,Medium,70,High,Established,High
C01291,Medium,86,High,Established,Medium
C01292,Medium,38,High,Loyal,High
C01293,Medium,82,Low,New,Medium
C01294,Medium,67,Medium,Established,High
C01295,Medium,86,Medium,New,Low
C01296,Medium,26,Medium,Established,High
C01297,Low,100,Medium,New,Low
C01298,Low,55,Medium,Established,Medium
C01299,Medium,42,Low,New,High
C01300,Medium,34,Medium,Established,Medium
C01301,Low,99,Low,Established,Low
C01302,Medium,91,Low,Established,Low
C01303,Medium,30,Low,New,Low
C01304,Low,56,Low,Established,Medium
C01305,High,79,Medium,Established,Medium
C01306,High,67,Medium,New,Medium
C01307,Medium,35,Low,New,High
C01308,Medium,49,Medium,Established,Low
C01309,Low,49,High,Established,High
C01310,High,43,High,Loyal,Medium
C01311,Medium,97,High,New,High
C01312,High,36,High,Established,High
C01313,Medium,77,Medium,Established,High
C01314,Low,93,High,Established,Low
C01315,Low,84,High,Established,Medium
C01316,Medium,84,Low,Loyal,High
C01317,Medium,32,High,Established,Medium
C01318,Low,30,Medium,Loyal,Low
C01319,Medium,83,Medium,New,Medium
C01320,High,80,High,Loyal,High
C01321,Medium,80,Medium,Loyal,Low
C01322,Medium,53,Medium,Loyal,Medium
C01323,Low,62,Medium,Established,High
C01324,Medium,21,Medium,Loyal,Medium
C01325,Medium,43,High,New,Low
C01326,High,62,High,Established,Medium
C01327,Medium,30,Medium,Established,Medium
C01328,Medium,30,High,Established,Medium
C01329,Low,23,Low,Established,Medium
C01330,Low,37,High,New,Medium
C01331,Medium,100,Low,New,High
C01332,Medium,76,Medium,New,High
C01333,Medium,96,Low,Established,High
C01334,High,40,Medium,Loyal,Medium
C01335,High,68,Medium,Established,Low
C01336,High,92,Low,Established,Medium
C01337,Low,48,Medium,Loyal,Low
C01338,Medium,73,Medium,Established,Medium
C01339,High,76,Low,Established,Low
C01340,Medium,87,Medium,Established,Medium
C01341,Low,98,Low,New,Medium
C01342,High,69,Low,Established,Medium
C01343,Medium,67,Low,Established,Medium
C01344,Medium,90,Medium,Established,Low
C01345,High,75,Medium,Established,Medium
C01346,Medium,49,Medium,New,Medium
C01347,Medium,71,High,Established,High
C01348,Medium,64,Medium,New,High
C01349,Medium,38,Medium,Loyal,High
C01350,Low,61,High,New,Low
C01351,Medium,70,Medium,Established,Low
C01352,High,93,Low,Established,Medium
C01353,Low,67,Low,New,Medium
C01354,Medium,33,Medium,Established,Medium
C01355,High,99,Medium,New,High
C01356,Low,66,Low,Established,Medium
C01357,Medium,43,High,Loyal,Medium
C01358,Medium,81,High,Established,High
C01359,Medium,51,Low,Established,Low
C01360,Low,49,Low,Loyal,High
C01361,Medium,87,Low,Established,Medium
C01362,Medium,90,Medium,Loyal,Low
C01363,Medium,62,High,Established,High
C01364,Low,50,Medium,Established,High
C01365,Medium,89,Low,New,High
C01366,Medium,34,Medium,New,Low
C01367,Low,80,Low,Established,Low
C01368,Low,67,Medium,Loyal,Medium
C01369,Low,89,Medium,New,Low
C01370,Medium,54,Medium,Loyal,Low
C01371,Low,87,Medium,Established,Medium
C01372,High,21,High,Established,Low
C01373,Medium,81,Low,Loyal,Medium
C01374,High,25,Medium,Loyal,Medium
C01375,High,72,Low,Established,Low
C01376,Low,35,Low,New,Medium
C01377,Medium,98,High,New,Low
C01378,High,82,Medium,New,Low
C01379,Medium,28,Low,Established,Medium
C01380,Medium,92,Medium,Established,Medium
C01381,Medium,40,Medium,Established,Medium
C01382,Low,64,High,New,Medium
C01383,Medium,26,Medium,Established,Medium
C01384,High,28,Low,Established,Medium
C01385,High,39,Medium,Established,Medium
C01386,Low,63,Low,Established,Medium
C01387,Medium,63,Low,Loyal,Medium
C01388,Medium,89,Medium,Loyal,Low
C01389,High,33,Medium,Established,Medium
C01390,Low,80,Low,New,High
C01391,High,20,Medium,Loyal,Low
C01392,High,43,Medium,Loyal,Medium
C01393,Low,34,Medium,Loyal,High
C01394,Low,30,Low,Established,Low
C01395,High,67,Medium,New,High
C01396,Low,92,Low,Established,Medium
C01397,Medium,74,Low,Established,Medium
C01398,High,89,Low,Established,High
C01399,Medium,67,Low,Established,High
C01400,Medium,24,Low,Established,Medium
C01401,Medium,48,Low,Established,Medium
C01402,Low,86,High,Established,Low
C01403,High,23,Medium,Established,Low
C01404,Medium,27,Low,Established,High
C01405,Low,87,High,New,Medium
C01406,Low,25,Low,Loyal,High
C01407,High,97,Medium,Established,Low
C01408,Low,81,High,Established,Low
C01409,High,73,Medium,Established,Low
C01410,Medium,63,Low,Established,Medium
C01411,High,27,Medium,Established,Low
C01412,High,53,Medium,New,Medium
C01413,High,85,Medium,Loyal,High
C01414,High,93,Medium,New,High
C01415,Low,56,Medium,Loyal,High
C01416,Medium,87,Low,Established,Low
C01417,Medium,82,Medium,New,Medium
C01418,Medium,24,Low,Established,Medium
C01419,High,70,High,Established,Low
C01420,High,69,Medium,Loyal,Medium
C01421,Medium,63,Medium,Established,High
C01422,Medium,82,Medium,Established,Low
C01423,Medium,92,Low,Established,High
C01424,Medium,64,Low,Loyal,Low
C01425,Medium,45,Medium,Established,Low
C01426,Medium,99,Medium,Established,Low
C01427,Low,98,Medium,Established,High
C01428,Low,75,High,Established,Medium
C01429,Medium,71,Medium,Established,High
C01430,Medium,28,Medium,Established,Medium
C01431,High,52,Medium,Loyal,High
C01432,Medium,36,Low,Established,Medium
C01433,Low,61,Low,Established,Medium
C01434,Low,86,High,Established,High
C01435,Low,38,High,Established,High
C01436,High,100,High,Established,Medium
C01437,Low,30,Low,Loyal,Low
C01438,Medium,27,Low,Established,High
C01439,High,98,Medium,Established,Low
C01440,High,28,High,Loyal,High
C01441,Low,79,Low,Established,Medium
C01442,Low,81,Low,Established,Low
C01443,Low,46,Low,Established,Medium
C01444,Low,25,Medium,New,Medium
C01445,Low,44,Medium,New,Medium
C01446,Medium,25,Medium,Established,High
C01447,High,74,Low,Loyal,Medium
C01448,Medium,91,Medium,New,Low
C01449,Medium,100,Medium,Loyal,Medium
C01450,Low,84,Low,Established,High
C01451,High,82,Low,Loyal,High
C01452,Medium,91,Medium,Established,Medium
C01453,High,82,Low,Loyal,High
C01454,High,72,High,Loyal,Low
C01455,Medium,100,Medium,Loyal,Medium
C01456,Low,46,Medium,Established,High
C01457,Low,53,Medium,New,Medium
C01458,Medium,93,Medium,Established,Low
C01459,High,45,Low,Established,Medium
C01460,Medium,44,Medium,New,Medium
C01461,Medium,32,Low,Loyal,Low
C01462,Medium,42,Medium,New,Low
C01463,Low,68,Medium,Loyal,High
C01464,Medium,91,Medium,Established,Low
C01465,Medium,31,Medium,Loyal,Medium
C01466,Medium,75,Low,Loyal,High
C01467,Medium,82,Medium,Established,High
C01468,Low,92,Low,Established,Medium
C01469,Medium,80,High,New,Medium
C01470,Low,32,Medium,Loyal,Low
C01471,High,59,High,Loyal,Medium
C01472,Low,97,Medium,New,Low
C01473,Low,93,High,New,Low
C01474,Medium,69,Low,Established,Low
C01475,Medium,98,Low,New,Medium
C01476,Medium,74,Low,Loyal,Low
C01477,Medium,25,Low,New,Low
C01478,High,94,High,Loyal,High
C01479,Medium,33,Medium,Loyal,Low
C01480,Medium,50,Medium,Loyal,Medium
C01481,Medium,39,Medium,Established,Medium
