Customer_ID,Product,Latent_Group
C00413,E-Wallet,Wealth
C00414,Savings Account,Credit
C00414,Debit Card,Credit
C00414,Credit Card,Credit
C00414,Investment,Credit
C00414,E-Wallet,Credit
C00415,Mobile Banking,Digital
C00415,Credit Card,Digital
C00415,Savings Account,Digital
C00416,Debit Card,Wealth
C00416,Mobile Banking,Wealth
C00416,Investment,Wealth
C00416,Insurance,Wealth
C00416,Time Deposit,Wealth
C00416,Savings Account,Wealth
C00417,Savings Account,Basic
C00417,Debit Card,Basic
C00417,Mobile Banking,Basic
C00418,Savings Account,Basic
C00418,Mobile Banking,Basic
C00419,Savings Account,Digital
C00419,Debit Card,Digital
C00419,E-Wallet,Digital
C00420,Debit Card,Basic
C00420,Savings Account,Basic
C00421,Debit Card,Digital
C00421,Mobile Banking,Digital
C00421,Credit Card,Digital
C00421,E-Wallet,Digital
C00421,Savings Account,Digital
C00422,Savings Account,Credit
C00422,Debit Card,Credit
C00422,Mobile Banking,Credit
C00422,Credit Card,Credit
C00422,Personal Loan,Credit
C00422,E-Wallet,Credit
C00422,Time Deposit,Credit
C00423,Savings Account,Credit
C00423,Debit Card,Credit
C00423,Personal Loan,Credit
C00424,Savings Account,Digital
C00424,Mobile Banking,Digital
C00424,Credit Card,Digital
C00424,E-Wallet,Digital
C00424,Time Deposit,Digital
C00425,Savings Account,Credit
C00425,Debit Card,Credit
C00425,Mobile Banking,Credit
C00425,Personal Loan,Credit
C00425,Mortgage,Credit
C00425,Insurance,Credit
C00425,E-Wallet,Credit
C00426,Savings Account,Digital
C00426,Debit Card,Digital
C00426,Mobile Banking,Digital
C00426,Mortgage,Digital
C00427,Savings Account,Digital
C00427,Mobile Banking,Digital
C00428,Savings Account,Credit
C00428,Debit Card,Credit
C00428,Credit Card,Credit
C00428,Personal Loan,Credit
C00428,E-Wallet,Credit
C00429,Savings Account,Digital
C00429,Mobile Banking,Digital
C00429,E-Wallet,Digital
C00430,Savings Account,Digital
C00430,Debit Card,Digital
C00430,Mobile Banking,Digital
C00430,Personal Loan,Digital
C00430,E-Wallet,Digital
C00431,Debit Card,Digital
C00431,Mobile Banking,Digital
C00431,Investment,Digital
C00431,Insurance,Digital
C00431,E-Wallet,Digital
C00431,Savings Account,Digital
C00432,Debit Card,Digital
C00432,Mobile Banking,Digital
C00432,Credit Card,Digital
C00432,Insurance,Digital
C00432,E-Wallet,Digital
C00432,Savings Account,Digital
C00433,Savings Account,Credit
C00433,Mobile Banking,Credit
C00433,Credit Card,Credit
C00433,Mortgage,Credit
C00434,Savings Account,Credit
C00434,Debit Card,Credit
C00434,Credit Card,Credit
C00434,Personal Loan,Credit
C00434,E-Wallet,Credit
C00435,Savings Account,Digital
C00435,Debit Card,Digital
C00435,Mobile Banking,Digital
C00435,Credit Card,Digital
C00435,E-Wallet,Digital
C00436,Savings Account,Basic
C00436,Debit Card,Basic
C00436,Mobile Banking,Basic
C00436,Mortgage,Basic
C00437,Savings Account,Digital
C00437,Mobile Banking,Digital
C00437,Mortgage,Digital
C00438,Savings Account,Credit
C00438,Debit Card,Credit
C00438,Mobile Banking,Credit
C00438,Credit Card,Credit
C00438,Personal Loan,Credit
C00438,Insurance,Credit
C00438,E-Wallet,Credit
C00439,Savings Account,Credit
C00439,Debit Card,Credit
C00439,Mobile Banking,Credit
C00439,Credit Card,Credit
C00439,Insurance,Credit
C00440,Savings Account,Basic
C00440,Debit Card,Basic
C00440,Insurance,Basic
C00440,E-Wallet,Basic
C00441,Savings Account,Basic
C00441,Debit Card,Basic
C00441,Mobile Banking,Basic
C00442,Debit Card,Wealth
C00442,Mobile Banking,Wealth
C00442,Investment,Wealth
C00442,Insurance,Wealth
C00442,Savings Account,Wealth
C00443,Debit Card,Digital
C00443,Mobile Banking,Digital
C00443,Credit Card,Digital
C00443,E-Wallet,Digital
C00443,Savings Account,Digital
C00444,Savings Account,Credit
C00444,Debit Card,Credit
C00444,Mobile Banking,Credit
C00444,Credit Card,Credit
C00444,Personal Loan,Credit
C00445,Savings Account,Basic
C00445,Debit Card,Basic
C00446,Savings Account,Credit
C00446,Debit Card,Credit
C00446,Personal Loan,Credit
C00447,Savings Account,Basic
C00447,Debit Card,Basic
C00447,Mobile Banking,Basic
C00447,Credit Card,Basic
C00448,Debit Card,Wealth
C00448,Mobile Banking,Wealth
C00448,Credit Card,Wealth
C00448,Investment,Wealth
C00448,Insurance,Wealth
C00448,Time Deposit,Wealth
C00448,Savings Account,Wealth
C00449,Savings Account,Wealth
C00449,Mobile Banking,Wealth
C00449,Investment,Wealth
C00449,Insurance,Wealth
C00449,Time Deposit,Wealth
C00450,Debit Card,Digital
C00450,Mobile Banking,Digital
C00450,Savings Account,Digital
C00451,Debit Card,Digital
C00451,Credit Card,Digital
C00451,Savings Account,Digital
C00452,Savings Account,Digital
C00452,Debit Card,Digital
C00452,Mobile Banking,Digital
C00452,Credit Card,Digital
C00452,Investment,Digital
C00452,E-Wallet,Digital
C00452,Time Deposit,Digital
C00453,Debit Card,Digital
C00453,Mobile Banking,Digital
C00453,E-Wallet,Digital
C00453,Savings Account,Digital
C00454,Savings Account,Digital
C00454,Debit Card,Digital
C00454,Mobile Banking,Digital
C00454,Credit Card,Digital
C00454,Investment,Digital
C00455,Savings Account,Credit
C00455,Debit Card,Credit
C00455,Mobile Banking,Credit
C00455,Credit Card,Credit
C00455,E-Wallet,Credit
C00455,Time Deposit,Credit
C00456,Savings Account,Credit
C00456,Debit Card,Credit
C00456,Credit Card,Credit
C00456,Personal Loan,Credit
C00456,E-Wallet,Credit
C00457,Savings Account,Credit
C00457,Debit Card,Credit
C00457,Mobile Banking,Credit
C00458,Savings Account,Digital
C00458,Debit Card,Digital
C00458,Mobile Banking,Digital
C00458,Personal Loan,Digital
C00459,Savings Account,Basic
C00459,Debit Card,Basic
C00459,Mobile Banking,Basic
C00460,Savings Account,Basic
C00460,Debit Card,Basic
C00460,Credit Card,Basic
C00460,Time Deposit,Basic
C00461,Savings Account,Digital
C00461,Debit Card,Digital
C00461,Mobile Banking,Digital
C00461,E-Wallet,Digital
C00462,Savings Account,Digital
C00462,Debit Card,Digital
C00462,Credit Card,Digital
C00462,E-Wallet,Digital
C00463,Savings Account,Credit
C00463,Mobile Banking,Credit
C00463,Personal Loan,Credit
C00464,Debit Card,Credit
C00464,Credit Card,Credit
C00464,E-Wallet,Credit
C00464,Savings Account,Credit
C00465,Savings Account,Basic
C00465,Debit Card,Basic
C00465,Mobile Banking,Basic
C00466,Savings Account,Basic
C00466,Mobile Banking,Basic
C00466,Time Deposit,Basic
C00467,Savings Account,Credit
C00467,Credit Card,Credit
C00467,Personal Loan,Credit
C00467,Time Deposit,Credit
C00468,Savings Account,Digital
C00468,Mobile Banking,Digital
C00469,Savings Account,Basic
C00469,Debit Card,Basic
C00469,Mobile Banking,Basic
C00469,Investment,Basic
C00470,Mobile Banking,Digital
C00470,E-Wallet,Digital
C00470,Savings Account,Digital
C00471,Savings Account,Wealth
C00471,Mobile Banking,Wealth
C00471,Credit Card,Wealth
C00471,Personal Loan,Wealth
C00471,Mortgage,Wealth
C00471,Investment,Wealth
C00472,Savings Account,Credit
C00472,Debit Card,Credit
C00472,Mobile Banking,Credit
C00472,Personal Loan,Credit
C00473,Savings Account,Digital
C00473,E-Wallet,Digital
C00474,Savings Account,Credit
C00474,Debit Card,Credit
C00474,Mobile Banking,Credit
C00474,Personal Loan,Credit
C00474,Mortgage,Credit
C00475,Savings Account,Credit
C00475,Debit Card,Credit
C00475,Mobile Banking,Credit
C00475,Credit Card,Credit
C00475,Personal Loan,Credit
C00475,Mortgage,Credit
C00475,Insurance,Credit
C00475,E-Wallet,Credit
C00476,Savings Account,Credit
C00476,Debit Card,Credit
C00476,Mobile Banking,Credit
C00476,Credit Card,Credit
C00477,Savings Account,Digital
C00477,Debit Card,Digital
C00477,Mobile Banking,Digital
C00477,Credit Card,Digital
C00478,Savings Account,Digital
C00478,Mobile Banking,Digital
C00478,Credit Card,Digital
C00478,E-Wallet,Digital
C00479,Savings Account,Credit
C00479,Debit Card,Credit
C00479,Mobile Banking,Credit
C00479,Credit Card,Credit
C00479,Investment,Credit
C00480,Personal Loan,Credit
C00480,E-Wallet,Credit
C00480,Savings Account,Credit
C00481,Savings Account,Basic
C00481,Mobile Banking,Basic
C00482,Debit Card,Credit
C00482,Credit Card,Credit
C00482,Insurance,Credit
C00482,Savings Account,Credit
C00483,Savings Account,Wealth
C00483,Debit Card,Wealth
C00483,Mobile Banking,Wealth
C00483,Mortgage,Wealth
C00483,Investment,Wealth
C00483,Insurance,Wealth
C00483,Time Deposit,Wealth
C00484,Savings Account,Credit
C00484,Debit Card,Credit
C00484,Mobile Banking,Credit
C00484,Personal Loan,Credit
C00484,Investment,Credit
C00484,Time Deposit,Credit
C00485,Savings Account,Digital
C00485,Debit Card,Digital
C00485,E-Wallet,Digital
C00486,Savings Account,Wealth
C00486,Debit Card,Wealth
C00486,Credit Card,Wealth
C00486,Mortgage,Wealth
C00486,Time Deposit,Wealth
C00487,Savings Account,Wealth
C00487,Debit Card,Wealth
C00487,Mobile Banking,Wealth
C00487,Investment,Wealth
C00487,Time Deposit,Wealth
C00488,Savings Account,Credit
C00488,Debit Card,Credit
C00488,Mobile Banking,Credit
C00488,Credit Card,Credit
C00488,Personal Loan,Credit
C00489,Savings Account,Basic
C00489,Debit Card,Basic
C00489,Credit Card,Basic
C00490,Savings Account,Basic
C00490,Debit Card,Basic
C00491,Savings Account,Credit
C00491,Mobile Banking,Credit
C00491,Credit Card,Credit
C00491,Personal Loan,Credit
C00491,E-Wallet,Credit
C00492,Savings Account,Digital
C00492,Debit Card,Digital
C00492,Mobile Banking,Digital
C00492,E-Wallet,Digital
C00493,Savings Account,Digital
C00493,Debit Card,Digital
C00493,Mobile Banking,Digital
C00493,Credit Card,Digital
C00493,E-Wallet,Digital
C00494,Debit Card,Digital
C00494,Savings Account,Digital
C00495,Savings Account,Wealth
C00495,Mobile Banking,Wealth
C00495,Mortgage,Wealth
C00496,Debit Card,Digital
C00496,Mobile Banking,Digital
C00496,Personal Loan,Digital
C00496,Insurance,Digital
C00496,Savings Account,Digital
C00497,Savings Account,Digital
C00497,Debit Card,Digital
C00497,Mobile Banking,Digital
C00497,Personal Loan,Digital
C00497,Insurance,Digital
C00498,Savings Account,Digital
C00498,Debit Card,Digital
C00498,Mobile Banking,Digital
C00498,Credit Card,Digital
C00498,Insurance,Digital
C00498,E-Wallet,Digital
C00499,Debit Card,Credit
C00499,Mobile Banking,Credit
C00499,Credit Card,Credit
C00499,Personal Loan,Credit
C00499,E-Wallet,Credit
C00499,Savings Account,Credit
C00500,Savings Account,Wealth
C00500,Debit Card,Wealth
C00500,Mobile Banking,Wealth
C00500,Credit Card,Wealth
C00500,Mortgage,Wealth
C00500,Insurance,Wealth
C00500,E-Wallet,Wealth
C00500,Time Deposit,Wealth
C00501,Savings Account,Digital
C00501,Debit Card,Digital
C00501,Mobile Banking,Digital
C00501,E-Wallet,Digital
C00502,Savings Account,Credit
C00502,Debit Card,Credit
C00502,Mobile Banking,Credit
C00502,Personal Loan,Credit
C00502,Mortgage,Credit
C00503,Savings Account,Credit
C00503,Debit Card,Credit
C00503,Credit Card,Credit
C00503,Personal Loan,Credit
C00504,Mobile Banking,Digital
C00504,Mortgage,Digital
C00504,E-Wallet,Digital
C00504,Savings Account,Digital
C00505,Savings Account,Credit
C00505,Mobile Banking,Credit
C00505,Credit Card,Credit
C00505,Personal Loan,Credit
C00505,Investment,Credit
C00505,E-Wallet,Credit
C00506,Savings Account,Basic
C00506,Debit Card,Basic
C00506,Credit Card,Basic
C00507,Savings Account,Wealth
C00507,Debit Card,Wealth
C00507,Credit Card,Wealth
C00507,Personal Loan,Wealth
C00507,Insurance,Wealth
C00507,E-Wallet,Wealth
C00508,Credit Card,Wealth
C00508,Time Deposit,Wealth
C00508,Savings Account,Wealth
C00509,Savings Account,Credit
C00509,Debit Card,Credit
C00509,Credit Card,Credit
C00509,Personal Loan,Credit
C00510,Savings Account,Credit
C00510,Debit Card,Credit
C00510,Personal Loan,Credit
C00510,Investment,Credit
C00511,Debit Card,Digital
C00511,Mobile Banking,Digital
C00511,E-Wallet,Digital
C00511,Savings Account,Digital
C00512,Savings Account,Digital
C00512,Debit Card,Digital
C00512,Mobile Banking,Digital
C00512,Investment,Digital
C00512,E-Wallet,Digital
C00513,Savings Account,Credit
C00513,Debit Card,Credit
C00513,Credit Card,Credit
C00513,Mortgage,Credit
C00514,Savings Account,Credit
C00514,Debit Card,Credit
C00514,Mobile Banking,Credit
C00514,Credit Card,Credit
C00514,Personal Loan,Credit
C00514,Mortgage,Credit
C00515,Savings Account,Digital
C00515,Mobile Banking,Digital
C00515,Credit Card,Digital
C00515,Investment,Digital
C00515,E-Wallet,Digital
C00516,Savings Account,Wealth
C00516,Investment,Wealth
C00517,Savings Account,Digital
C00517,Mobile Banking,Digital
C00517,E-Wallet,Digital
C00517,Time Deposit,Digital
C00518,Mobile Banking,Digital
C00518,Credit Card,Digital
C00518,E-Wallet,Digital
C00518,Savings Account,Digital
C00519,Savings Account,Basic
C00519,Mobile Banking,Basic
C00519,Credit Card,Basic
C00519,Time Deposit,Basic
C00520,Savings Account,Credit
C00520,Debit Card,Credit
C00520,Credit Card,Credit
C00520,Personal Loan,Credit
C00520,Mortgage,Credit
C00520,E-Wallet,Credit
C00520,Time Deposit,Credit
C00521,Savings Account,Wealth
C00521,Debit Card,Wealth
C00521,Investment,Wealth
C00521,Time Deposit,Wealth
C00522,Savings Account,Basic
C00522,Mobile Banking,Basic
C00523,Debit Card,Wealth
C00523,Mobile Banking,Wealth
C00523,Credit Card,Wealth
C00523,Insurance,Wealth
C00523,Savings Account,Wealth
C00524,Savings Account,Wealth
C00524,Debit Card,Wealth
C00524,Mobile Banking,Wealth
C00524,Credit Card,Wealth
C00524,Mortgage,Wealth
C00524,Investment,Wealth
C00525,Savings Account,Credit
C00525,Debit Card,Credit
C00525,Mobile Banking,Credit
C00525,Credit Card,Credit
C00526,Debit Card,Digital
C00526,Mobile Banking,Digital
C00526,Credit Card,Digital
C00526,E-Wallet,Digital
C00526,Savings Account,Digital
C00527,Savings Account,Basic
C00527,Debit Card,Basic
C00528,Savings Account,Basic
C00528,Debit Card,Basic
C00528,Mobile Banking,Basic
C00529,Debit Card,Digital
C00529,Mobile Banking,Digital
C00529,E-Wallet,Digital
C00529,Savings Account,Digital
C00530,Savings Account,Credit
C00530,Debit Card,Credit
C00530,Credit Card,Credit
C00530,Personal Loan,Credit
C00530,Mortgage,Credit
C00531,Savings Account,Wealth
C00531,Debit Card,Wealth
C00531,Credit Card,Wealth
C00531,Personal Loan,Wealth
C00531,Investment,Wealth
C00531,E-Wallet,Wealth
C00531,Time Deposit,Wealth
C00532,Savings Account,Digital
C00532,Debit Card,Digital
C00532,Mobile Banking,Digital
C00532,Investment,Digital
C00533,Savings Account,Digital
C00533,Debit Card,Digital
C00533,Mobile Banking,Digital
C00533,E-Wallet,Digital
C00534,Savings Account,Wealth
C00534,Debit Card,Wealth
C00534,Personal Loan,Wealth
C00534,Mortgage,Wealth
C00534,Investment,Wealth
C00534,Insurance,Wealth
C00534,E-Wallet,Wealth
C00534,Time Deposit,Wealth
C00535,Savings Account,Digital
C00535,Debit Card,Digital
C00535,Mobile Banking,Digital
C00536,Savings Account,Digital
C00536,Debit Card,Digital
C00536,Mobile Banking,Digital
C00536,Credit Card,Digital
C00536,E-Wallet,Digital
C00537,Debit Card,Digital
C00537,Mobile Banking,Digital
C00537,Personal Loan,Digital
C00537,Savings Account,Digital
C00538,Savings Account,Credit
C00538,Debit Card,Credit
C00538,Credit Card,Credit
C00538,Personal Loan,Credit
C00539,Savings Account,Basic
C00539,Debit Card,Basic
C00539,Mobile Banking,Basic
C00540,Debit Card,Digital
C00540,Mobile Banking,Digital
C00540,Credit Card,Digital
C00540,Savings Account,Digital
C00541,Savings Account,Wealth
C00541,Debit Card,Wealth
C00541,Credit Card,Wealth
C00541,Mortgage,Wealth
C00541,Investment,Wealth
C00541,Insurance,Wealth
C00541,Time Deposit,Wealth
C00542,Savings Account,Credit
C00542,Debit Card,Credit
C00542,Mobile Banking,Credit
C00542,Credit Card,Credit
C00542,Personal Loan,Credit
C00542,Mortgage,Credit
C00542,E-Wallet,Credit
C00543,Savings Account,Credit
C00543,Debit Card,Credit
C00543,Mobile Banking,Credit
C00543,Personal Loan,Credit
C00543,E-Wallet,Credit
C00544,Debit Card,Basic
C00544,Savings Account,Basic
C00545,Savings Account,Wealth
C00545,Debit Card,Wealth
C00545,Mobile Banking,Wealth
C00545,Mortgage,Wealth
C00545,Investment,Wealth
C00545,Time Deposit,Wealth
C00546,Savings Account,Credit
C00546,Debit Card,Credit
C00546,Personal Loan,Credit
C00546,Mortgage,Credit
C00546,Insurance,Credit
C00546,E-Wallet,Credit
C00547,Mortgage,Wealth
C00547,Investment,Wealth
C00547,Insurance,Wealth
C00547,E-Wallet,Wealth
C00547,Time Deposit,Wealth
C00547,Savings Account,Wealth
C00548,Savings Account,Basic
C00548,E-Wallet,Basic
C00549,Savings Account,Basic
C00549,Debit Card,Basic
C00549,Credit Card,Basic
C00549,Personal Loan,Basic
C00550,Savings Account,Credit
C00550,Debit Card,Credit
C00550,Personal Loan,Credit
C00550,Insurance,Credit
C00550,E-Wallet,Credit
C00551,Savings Account,Credit
C00551,Debit Card,Credit
C00551,Mobile Banking,Credit
C00551,Credit Card,Credit
C00551,Personal Loan,Credit
C00551,Mortgage,Credit
C00552,Savings Account,Credit
C00552,Debit Card,Credit
C00552,Mobile Banking,Credit
C00552,Personal Loan,Credit
C00552,Insurance,Credit
C00552,Time Deposit,Credit
C00553,Savings Account,Digital
C00553,Mobile Banking,Digital
C00553,Mortgage,Digital
C00553,E-Wallet,Digital
C00554,Savings Account,Digital
C00554,Mobile Banking,Digital
C00554,Credit Card,Digital
C00554,Investment,Digital
C00554,Insurance,Digital
C00554,E-Wallet,Digital
C00555,Savings Account,Basic
C00555,Debit Card,Basic
C00556,Debit Card,Basic
C00556,Mobile Banking,Basic
C00556,Savings Account,Basic
C00557,Savings Account,Credit
C00557,Mobile Banking,Credit
C00557,Credit Card,Credit
C00557,Personal Loan,Credit
C00557,Insurance,Credit
C00558,Savings Account,Digital
C00558,Debit Card,Digital
C00558,Mobile Banking,Digital
C00559,Savings Account,Digital
C00559,Debit Card,Digital
C00559,Mobile Banking,Digital
C00559,Credit Card,Digital
C00559,E-Wallet,Digital
C00560,Mobile Banking,Wealth
C00560,Credit Card,Wealth
C00560,Mortgage,Wealth
C00560,Investment,Wealth
C00560,Insurance,Wealth
C00560,E-Wallet,Wealth
C00560,Savings Account,Wealth
C00561,Savings Account,Wealth
C00561,Debit Card,Wealth
C00561,Mobile Banking,Wealth
C00561,Investment,Wealth
C00561,Insurance,Wealth
C00562,Savings Account,Credit
C00562,Debit Card,Credit
C00562,Mobile Banking,Credit
C00562,E-Wallet,Credit
C00563,Savings Account,Basic
C00563,Debit Card,Basic
C00563,E-Wallet,Basic
C00564,Savings Account,Credit
C00564,Debit Card,Credit
C00564,Credit Card,Credit
C00564,Personal Loan,Credit
C00565,Savings Account,Digital
C00565,Debit Card,Digital
C00565,Mobile Banking,Digital
C00565,Credit Card,Digital
C00565,Mortgage,Digital
C00565,E-Wallet,Digital
C00566,Savings Account,Digital
C00566,Debit Card,Digital
C00566,Mobile Banking,Digital
C00566,Insurance,Digital
C00566,E-Wallet,Digital
C00567,Savings Account,Credit
C00567,Debit Card,Credit
C00567,Mobile Banking,Credit
C00567,Personal Loan,Credit
C00567,E-Wallet,Credit
C00568,Debit Card,Wealth
C00568,Mobile Banking,Wealth
C00568,Credit Card,Wealth
C00568,Personal Loan,Wealth
C00568,Investment,Wealth
C00568,Insurance,Wealth
C00568,Savings Account,Wealth
C00569,Savings Account,Credit
C00569,Debit Card,Credit
C00569,Mobile Banking,Credit
C00569,Credit Card,Credit
C00569,Personal Loan,Credit
C00569,E-Wallet,Credit
C00570,Debit Card,Digital
C00570,Mobile Banking,Digital
C00570,Investment,Digital
C00570,E-Wallet,Digital
C00570,Time Deposit,Digital
C00570,Savings Account,Digital
C00571,Savings Account,Credit
C00571,Debit Card,Credit
C00571,Mobile Banking,Credit
C00571,Credit Card,Credit
C00571,E-Wallet,Credit
C00572,Savings Account,Digital
C00572,Debit Card,Digital
C00572,Mobile Banking,Digital
C00573,Debit Card,Basic
C00573,Savings Account,Basic
C00574,Debit Card,Digital
C00574,Mobile Banking,Digital
C00574,Savings Account,Digital
C00575,Savings Account,Wealth
C00575,Debit Card,Wealth
C00575,Credit Card,Wealth
C00575,Mortgage,Wealth
C00575,Investment,Wealth
C00575,E-Wallet,Wealth
C00575,Time Deposit,Wealth
C00576,Debit Card,Digital
C00576,Mobile Banking,Digital
C00576,Credit Card,Digital
C00576,Savings Account,Digital
C00577,Savings Account,Credit
C00577,Debit Card,Credit
C00578,Savings Account,Wealth
C00578,Debit Card,Wealth
C00578,Investment,Wealth
C00579,Savings Account,Credit
C00579,Debit Card,Credit
C00579,Mobile Banking,Credit
C00579,Credit Card,Credit
C00579,Personal Loan,Credit
C00579,E-Wallet,Credit
C00580,Debit Card,Wealth
C00580,Mortgage,Wealth
C00580,Investment,Wealth
C00580,Time Deposit,Wealth
C00580,Savings Account,Wealth
C00581,Debit Card,Wealth
C00581,Credit Card,Wealth
C00581,Mortgage,Wealth
C00581,Investment,Wealth
C00581,Time Deposit,Wealth
C00581,Savings Account,Wealth
C00582,Savings Account,Credit
C00582,Debit Card,Credit
C00582,Mobile Banking,Credit
C00582,Mortgage,Credit
C00582,E-Wallet,Credit
C00583,Savings Account,Digital
C00583,Debit Card,Digital
C00583,Mobile Banking,Digital
C00583,Insurance,Digital
C00584,Savings Account,Basic
C00584,Debit Card,Basic
C00584,Mobile Banking,Basic
C00585,Savings Account,Digital
C00585,Debit Card,Digital
C00585,Mobile Banking,Digital
C00585,Insurance,Digital
C00586,Savings Account,Credit
C00586,Debit Card,Credit
C00586,Credit Card,Credit
C00586,Personal Loan,Credit
C00586,E-Wallet,Credit
C00587,Savings Account,Wealth
C00587,Debit Card,Wealth
C00587,Credit Card,Wealth
C00587,Investment,Wealth
C00587,Time Deposit,Wealth
C00588,Savings Account,Wealth
C00588,Mobile Banking,Wealth
C00588,Mortgage,Wealth
C00588,Investment,Wealth
C00589,Debit Card,Basic
C00589,Investment,Basic
C00589,Savings Account,Basic
C00590,Debit Card,Digital
C00590,Mobile Banking,Digital
C00590,E-Wallet,Digital
C00590,Savings Account,Digital
C00591,Savings Account,Digital
C00591,Mobile Banking,Digital
C00591,Personal Loan,Digital
C00591,E-Wallet,Digital
C00592,Savings Account,Digital
C00592,Mobile Banking,Digital
C00592,Credit Card,Digital
C00592,Mortgage,Digital
C00593,Debit Card,Digital
C00593,Mobile Banking,Digital
C00593,E-Wallet,Digital
C00593,Time Deposit,Digital
C00593,Savings Account,Digital
C00594,Savings Account,Digital
C00594,Mobile Banking,Digital
C00594,Credit Card,Digital
C00594,Time Deposit,Digital
C00595,Savings Account,Credit
C00595,Debit Card,Credit
C00595,Mobile Banking,Credit
C00595,Credit Card,Credit
C00596,Savings Account,Basic
C00596,Debit Card,Basic
C00596,Insurance,Basic
C00596,E-Wallet,Basic
C00597,Savings Account,Basic
C00597,Mobile Banking,Basic
C00598,Savings Account,Credit
C00598,Credit Card,Credit
C00599,Insurance,Basic
C00599,Savings Account,Basic
C00600,Savings Account,Credit
C00600,Debit Card,Credit
C00600,Mobile Banking,Credit
C00600,E-Wallet,Credit
C00601,Savings Account,Digital
C00601,Debit Card,Digital
C00601,Mobile Banking,Digital
C00601,Personal Loan,Digital
C00601,Insurance,Digital
C00601,E-Wallet,Digital
C00602,Savings Account,Digital
C00602,Debit Card,Digital
C00602,Credit Card,Digital
C00603,Savings Account,Digital
C00603,Debit Card,Digital
C00603,E-Wallet,Digital
C00604,Savings Account,Credit
C00604,Debit Card,Credit
C00604,Mobile Banking,Credit
C00604,Credit Card,Credit
C00604,Investment,Credit
C00604,E-Wallet,Credit
C00605,Savings Account,Credit
C00605,Debit Card,Credit
C00605,Mobile Banking,Credit
C00605,Personal Loan,Credit
C00606,Savings Account,Credit
C00606,Credit Card,Credit
C00606,Personal Loan,Credit
C00606,E-Wallet,Credit
C00607,Savings Account,Basic
C00607,Debit Card,Basic
C00607,E-Wallet,Basic
C00608,Savings Account,Basic
C00608,Debit Card,Basic
C00609,Savings Account,Credit
C00609,Debit Card,Credit
C00609,Mobile Banking,Credit
C00609,E-Wallet,Credit
C00610,Savings Account,Credit
C00610,Debit Card,Credit
C00610,Credit Card,Credit
C00610,Personal Loan,Credit
C00611,Debit Card,Digital
C00611,Mobile Banking,Digital
C00611,E-Wallet,Digital
C00611,Savings Account,Digital
C00612,Savings Account,Credit
C00612,Debit Card,Credit
C00612,Mobile Banking,Credit
C00612,Credit Card,Credit
C00612,Personal Loan,Credit
C00613,Savings Account,Basic
C00613,Debit Card,Basic
C00613,Credit Card,Basic
C00613,Time Deposit,Basic
C00614,Savings Account,Digital
C00614,Debit Card,Digital
C00614,Mobile Banking,Digital
C00614,Investment,Digital
C00615,Savings Account,Credit
C00615,Debit Card,Credit
C00615,Credit Card,Credit
C00615,Personal Loan,Credit
C00615,Mortgage,Credit
C00616,Debit Card,Credit
C00616,Credit Card,Credit
C00616,Personal Loan,Credit
C00616,Savings Account,Credit
C00617,Savings Account,Credit
C00617,Debit Card,Credit
C00617,Credit Card,Credit
C00617,Personal Loan,Credit
C00617,Investment,Credit
C00618,Mobile Banking,Wealth
C00618,Credit Card,Wealth
C00618,Investment,Wealth
C00618,Time Deposit,Wealth
C00618,Savings Account,Wealth
C00619,Savings Account,Credit
C00619,Debit Card,Credit
C00619,Credit Card,Credit
C00619,Personal Loan,Credit
C00620,Savings Account,Wealth
C00620,Debit Card,Wealth
C00620,Mobile Banking,Wealth
C00620,Credit Card,Wealth
C00620,Mortgage,Wealth
C00620,Investment,Wealth
C00620,Insurance,Wealth
C00620,E-Wallet,Wealth
C00621,Debit Card,Wealth
C00621,Mobile Banking,Wealth
C00621,Mortgage,Wealth
C00621,Time Deposit,Wealth
C00621,Savings Account,Wealth
C00622,Savings Account,Credit
C00622,Mobile Banking,Credit
C00622,Credit Card,Credit
C00622,Personal Loan,Credit
C00623,Savings Account,Wealth
C00623,Debit Card,Wealth
C00623,Mobile Banking,Wealth
C00623,Credit Card,Wealth
C00623,Mortgage,Wealth
C00624,Savings Account,Credit
C00624,Debit Card,Credit
C00624,Mobile Banking,Credit
C00624,Credit Card,Credit
C00624,Personal Loan,Credit
C00624,Mortgage,Credit
C00624,E-Wallet,Credit
C00625,Savings Account,Credit
C00625,Debit Card,Credit
C00625,Mobile Banking,Credit
C00625,Credit Card,Credit
C00626,Savings Account,Credit
C00626,Debit Card,Credit
C00626,Credit Card,Credit
C00626,Personal Loan,Credit
C00627,Savings Account,Credit
C00627,Debit Card,Credit
C00627,Mobile Banking,Credit
C00627,Credit Card,Credit
C00627,Personal Loan,Credit
C00627,Mortgage,Credit
C00627,Insurance,Credit
C00627,E-Wallet,Credit
C00628,Savings Account,Digital
C00628,Mobile Banking,Digital
C00629,Savings Account,Basic
C00629,Debit Card,Basic
C00630,Savings Account,Credit
C00630,Debit Card,Credit
C00630,Mobile Banking,Credit
C00630,Credit Card,Credit
C00630,Personal Loan,Credit
C00630,Mortgage,Credit
C00631,Debit Card,Digital
C00631,Mobile Banking,Digital
C00631,Insurance,Digital
C00631,E-Wallet,Digital
C00631,Savings Account,Digital
C00632,Savings Account,Credit
C00632,Debit Card,Credit
C00632,Mobile Banking,Credit
C00633,Savings Account,Digital
