Customer_ID,Channel,Expected_Recovery,Cost,Net_Value
C02177,Call Center,1225747.7597904,25000,1200747.7597904
C02071,Call Center,1225071.052716,25000,1200071.052716
C00754,Call Center,1221206.0151564,25000,1196206.0151564
C01486,Call Center,1218187.5164339999,25000,1193187.5164339999
C01435,Call Center,1216416.9292516077,25000,1191416.9292516077
C00090,Call Center,1212519.5376756,25000,1187519.5376756
C00745,Call Center,1212182.9187594,25000,1187182.9187594
C02455,Call Center,1209888.784881,25000,1184888.784881
C00505,Call Center,1208398.208787,25000,1183398.208787
C01757,Call Center,1206980.822502,25000,1181980.822502
C02182,Call Center,1203367.8780564,25000,1178367.8780564
C02403,Call Center,1202357.7118056,25000,1177357.7118056
C01034,Call Center,1198759.1092091997,25000,1173759.1092091997
C01501,Call Center,1198736.9919,25000,1173736.9919
C00426,Call Center,1196941.4809873917,25000,1171941.4809873917
C01309,Call Center,1194821.9746007998,25000,1169821.9746007998
C00145,Call Center,1189995.4506325198,25000,1164995.4506325198
C01789,Call Center,1189369.8795971998,25000,1164369.8795971998
C00840,Call Center,1186037.1189743998,25000,1161037.1189743998
C02417,Call Center,1183615.2304032,25000,1158615.2304032
C02284,Call Center,1183428.36315648,25000,1158428.36315648
C02218,Call Center,1178959.6000224003,25000,1153959.6000224003
C01600,Call Center,1171532.894868,25000,1146532.894868
C01033,Call Center,1171187.0861795999,25000,1146187.0861795999
C00230,Call Center,1170828.4933884,25000,1145828.4933884
C00380,Call Center,1170294.166742778,25000,1145294.166742778
C02085,Call Center,1169771.6002433999,25000,1144771.6002433999
C00991,Call Center,1169642.2457412,25000,1144642.2457412
C00911,Call Center,1167365.835111,25000,1142365.835111
C01953,Call Center,1167328.419768,25000,1142328.419768
C02262,Call Center,1166138.4759318,25000,1141138.4759318
C00087,Call Center,1166110.4415324,25000,1141110.4415324
C00123,Call Center,1165719.2802696,25000,1140719.2802696
C01700,Call Center,1162266.4052999998,25000,1137266.4052999998
C02220,Call Center,1158120.145686,25000,1133120.145686
C00557,Call Center,1156993.279210314,25000,1131993.279210314
C00807,Call Center,1156476.0771332998,25000,1131476.0771332998
C02327,Call Center,1154721.8106396,25000,1129721.8106396
C00387,Call Center,1153022.15662074,25000,1128022.15662074
C00227,Call Center,1150629.0214272,25000,1125629.0214272
C00985,Call Center,1149158.7683814,25000,1124158.7683814
C01304,Call Center,1146468.662031616,25000,1121468.662031616
C00111,Call Center,1141521.8507784,25000,1116521.8507784
C00379,Call Center,1139214.9343092,25000,1114214.9343092
C01940,Call Center,1138848.7236168,25000,1113848.7236168
C00163,Call Center,1137081.1993463999,25000,1112081.1993463999
C00129,Call Center,1133929.6494077998,25000,1108929.6494077998
C01123,Call Center,1133688.0738875999,25000,1108688.0738875999
C00010,Call Center,1133502.4398768,25000,1108502.4398768
C01840,Call Center,1131401.44845,25000,1106401.44845
C00041,Call Center,1127902.5540132,25000,1102902.5540132
C02256,Call Center,1125460.2720396,25000,1100460.2720396
C01882,Call Center,1124484.401376,25000,1099484.401376
C00133,Call Center,1124264.253009744,25000,1099264.253009744
C01124,Call Center,1123383.2493287039,25000,1098383.2493287039
C01811,Call Center,1121012.4926784001,25000,1096012.4926784001
C00197,Call Center,1113703.6032528,25000,1088703.6032528
C02109,Call Center,1111770.7945092,25000,1086770.7945092
C01481,Call Center,1111037.2589399999,25000,1086037.2589399999
C00521,Call Center,1107560.2893894,25000,1082560.2893894
C00689,Call Center,1106015.6697408,25000,1081015.6697408
C00099,Call Center,1105956.6434551037,25000,1080956.6434551037
C00486,Call Center,1104674.705904,25000,1079674.705904
C00940,Call Center,1104292.2833249997,25000,1079292.2833249997
C00802,Call Center,1099236.1577356318,25000,1074236.1577356318
C02219,Call Center,1098845.0149068001,25000,1073845.0149068001
C02341,Call Center,1096835.001003,25000,1071835.001003
C00330,Call Center,1096770.4839587999,25000,1071770.4839587999
C01128,Call Center,1089303.6162329998,25000,1064303.6162329998
C00100,Call Center,1087072.8652812,25000,1062072.8652812
C02476,Call Center,1081531.3995359999,25000,1056531.3995359999
C01847,Call Center,1081209.9386395998,25000,1056209.9386395998
C00805,Call Center,1081076.7217194,25000,1056076.7217194
C01904,Call Center,1080396.0166272,25000,1055396.0166272
C00838,Call Center,1078427.7076734,25000,1053427.7076734
C00676,Call Center,1077737.575863312,25000,1052737.575863312
C02400,Call Center,1076976.3209856,25000,1051976.3209856
C01691,Call Center,1074417.4273559998,25000,1049417.4273559998
C02226,Call Center,1073980.436696832,25000,1048980.436696832
C02387,Call Center,1073737.4015213999,25000,1048737.4015213999
C02104,Call Center,1072194.7402026,25000,1047194.7402025999
C02336,Call Center,1071197.6042879997,25000,1046197.6042879997
C00003,Call Center,1071025.8785225998,25000,1046025.8785225998
C01550,Call Center,1068981.223968,25000,1043981.2239679999
C00286,Call Center,1068952.2544089758,25000,1043952.2544089758
C02291,Call Center,1068828.3940949999,25000,1043828.3940949999
C01480,Call Center,1068560.5115303998,25000,1043560.5115303998
C00368,Call Center,1067942.8877208002,25000,1042942.8877208002
C00388,Call Center,1067647.8625343998,25000,1042647.8625343998
C01076,Call Center,1066713.717279,25000,1041713.717279
C02500,Call Center,1063541.3184583879,25000,1038541.3184583879
C01930,Call Center,1062637.1884799998,25000,1037637.1884799998
C01077,Call Center,1061632.1773386,25000,1036632.1773385999
C01027,Call Center,1060297.30884,25000,1035297.3088400001
C01073,Call Center,1060269.057666,25000,1035269.057666
C00298,Call Center,1059746.6178978,25000,1034746.6178977999
C00755,Call Center,1058589.6238763998,25000,1033589.6238763998
C01059,Call Center,1051203.3256115997,25000,1026203.3256115997
C01089,Call Center,1050780.1963881596,25000,1025780.1963881596
C00534,Call Center,1049941.884781692,25000,1024941.884781692
C00696,Call Center,1041028.828728,25000,1016028.828728
C02167,Call Center,1039712.8210559998,25000,1014712.8210559998
C01796,Call Center,1039087.5360809999,25000,1014087.5360809999
C00121,Call Center,1037737.8711,25000,1012737.8711
C00803,Call Center,1037517.3569627999,25000,1012517.3569627999
C02279,Call Center,1035588.3340571999,25000,1010588.3340571999
C00898,Call Center,1035468.8176992319,25000,1010468.8176992319
C01454,Call Center,1034502.9796499999,25000,1009502.9796499999
C01637,Call Center,1024833.5655432,25000,999833.5655432
C02101,Call Center,1024634.9331456,25000,999634.9331456
C02263,Call Center,1022241.0301278,25000,997241.0301278
C00750,Call Center,1022156.7009359999,25000,997156.7009359999
C01375,Call Center,1019182.1583509999,25000,994182.1583509999
C02203,Call Center,1009807.5564191999,25000,984807.5564191999
C01244,Call Center,1008207.0274562998,25000,983207.0274562998
C01729,Call Center,1004884.9278300001,25000,979884.9278300001
C02163,Call Center,1003139.8250770399,25000,978139.8250770399
C02366,Call Center,1002453.8744272639,25000,977453.8744272639
C00762,Call Center,1000089.3420000001,25000,975089.3420000001
C00879,Call Center,998510.4777984,25000,973510.4777984
C02443,Call Center,998268.8841719999,25000,973268.8841719999
C02187,Call Center,998078.1309576,25000,973078.1309576
C01024,Call Center,998013.2285886,25000,973013.2285886
C01330,Call Center,996137.1706229999,25000,971137.1706229999
C00747,Call Center,995394.5558928,25000,970394.5558928
C02106,Call Center,994611.5284559999,25000,969611.5284559999
C01303,Call Center,990077.2576590001,25000,965077.2576590001
C00207,Call Center,989092.0208064,25000,964092.0208064
C00058,Call Center,986903.732986416,25000,961903.732986416
C00524,Call Center,986734.4415905339,25000,961734.4415905339
C01967,Call Center,985747.3674047999,25000,960747.3674047999
C00743,Call Center,983494.2330234001,25000,958494.2330234001
C00462,Call Center,983016.8615357998,25000,958016.8615357998
C02005,Call Center,982012.7770656837,25000,957012.7770656837
C01507,Call Center,981605.8294245279,25000,956605.8294245279
C02386,Call Center,979459.5896903999,25000,954459.5896903999
C01800,Call Center,976723.6772244,25000,951723.6772244
C00430,Call Center,973686.3897475258,25000,948686.3897475258
C01400,Call Center,972633.1398510998,25000,947633.1398510998
C01157,Call Center,971635.9339931998,25000,946635.9339931998
C00223,Call Center,969004.482138,25000,944004.482138
C00544,Call Center,968779.4392891999,25000,943779.4392891999
C01390,Call Center,968461.5674664001,25000,943461.5674664001
C01581,Call Center,964850.1873780001,25000,939850.1873780001
C01565,Call Center,963342.5688961198,25000,938342.5688961198
C02305,Call Center,962539.571843136,25000,937539.571843136
C00561,Call Center,960863.7153779998,25000,935863.7153779998
C02076,Call Center,960146.736595116,25000,935146.736595116
C01759,Call Center,959588.7541547999,25000,934588.7541547999
C01412,Call Center,959107.5924444,25000,934107.5924444
C02288,Call Center,958312.0020095998,25000,933312.0020095998
C01455,Call Center,957598.4849370241,25000,932598.4849370241
C00724,Call Center,956782.8078984,25000,931782.8078984
C02054,Call Center,956610.1122606,25000,931610.1122606
C00122,Call Center,955765.522594932,25000,930765.522594932
C00957,Call Center,954623.6533753917,25000,929623.6533753917
C01265,Call Center,952221.3011177998,25000,927221.3011177998
C02428,Call Center,950055.81237,25000,925055.81237
C00282,Call Center,948411.45957936,25000,923411.45957936
C00500,Call Center,945378.369861408,25000,920378.369861408
C02385,Call Center,945246.8455668,25000,920246.8455668
C01768,Call Center,945163.004109632,25000,920163.004109632
C00947,Call Center,944831.4576288,25000,919831.4576288
C01417,Call Center,938943.6604799998,25000,913943.6604799998
C01358,Call Center,938846.9355679677,25000,913846.9355679677
C01314,Call Center,938111.3843219999,25000,913111.3843219999
C01405,Call Center,937426.9005192,25000,912426.9005192
C00395,Call Center,937158.6082949999,25000,912158.6082949999
C01926,Call Center,934681.43895,25000,909681.43895
C01539,Call Center,934517.370864,25000,909517.370864
C01478,Call Center,933571.594956,25000,908571.594956
C01818,Call Center,928054.8683363999,25000,903054.8683363999
C02409,Call Center,926142.4040169001,25000,901142.4040169001
C00272,Call Center,922838.23997904,25000,897838.23997904
C02002,Call Center,920769.9908904,25000,895769.9908904
C01022,Call Center,919214.3227805999,25000,894214.3227805999
C00059,Call Center,915384.383004,25000,890384.383004
C00027,Call Center,914426.4315724998,25000,889426.4315724998
C01503,Call Center,914179.6776881998,25000,889179.6776881998
C01245,Call Center,913518.1339199998,25000,888518.1339199998
C02466,Call Center,913263.2955179999,25000,888263.2955179999
C01950,Call Center,912654.0026856,25000,887654.0026856
C01186,Call Center,909433.4428956,25000,884433.4428956
C02274,Call Center,908444.0149764,25000,883444.0149764
C00678,Call Center,906012.7680071999,25000,881012.7680071999
C01955,Call Center,905945.278119,25000,880945.278119
C02038,Call Center,904145.5134096,25000,879145.5134096
C00554,Call Center,900788.8770804,25000,875788.8770804
C00885,Call Center,899512.5282469199,25000,874512.5282469199
C01907,Call Center,897307.4420855999,25000,872307.4420855999
C00535,Call Center,896868.6517224,25000,871868.6517224
C01598,Call Center,895249.2508469999,25000,870249.2508469999
C00586,Call Center,894727.7532430718,25000,869727.7532430718
C00446,Call Center,893941.0360817999,25000,868941.0360817999
C00753,Call Center,892472.165005344,25000,867472.165005344
C01740,Call Center,889169.95570515,25000,864169.95570515
C02296,Call Center,886881.83325,25000,861881.83325
C00910,Call Center,886255.08783,25000,861255.08783
C01556,Call Center,886127.2245167999,25000,861127.2245167999
C01838,Call Center,885471.8111148002,25000,860471.8111148002
C00906,Call Center,885006.3210067798,25000,860006.3210067798
C02044,Call Center,884175.9737706,25000,859175.9737706
C02223,Call Center,883482.232626,25000,858482.232626
C01935,Call Center,880715.9732279999,25000,855715.9732279999
C00607,Call Center,878253.245357404,25000,853253.245357404
C01714,Call Center,877906.1967521999,25000,852906.1967521999
C01551,Call Center,876594.637359,25000,851594.637359
C00112,Call Center,876540.1312079999,25000,851540.1312079999
C00215,Call Center,876509.367552,25000,851509.367552
C02148,Call Center,876294.5438898,25000,851294.5438898
C01408,Call Center,876278.0554772998,25000,851278.0554772998
C01496,Call Center,876134.2525739998,25000,851134.2525739998
C01326,Call Center,873919.369155,25000,848919.369155
C00210,Call Center,870976.4308769999,25000,845976.4308769999
C02126,Call Center,868263.6111201359,25000,843263.6111201359
C00023,Call Center,868212.3238903797,25000,843212.3238903797
C01202,Call Center,867954.2095519678,25000,842954.2095519678
C01243,Call Center,866999.7937272,25000,841999.7937272
C01934,Call Center,861609.5063267999,25000,836609.5063267999
C00849,Call Center,861336.55410936,25000,836336.55410936
C02439,Call Center,861208.871544,25000,836208.871544
C01020,Call Center,861016.874256,25000,836016.874256
C01848,Call Center,860206.1630148,25000,835206.1630148
C01886,Call Center,859797.1043803679,25000,834797.1043803679
C00587,Call Center,859557.006070812,25000,834557.006070812
C01751,Call Center,857482.0687103999,25000,832482.0687103999
C01664,Call Center,856172.9209110001,25000,831172.9209110001
C00319,Call Center,855547.8467759999,25000,830547.8467759999
C01122,Call Center,855117.10683,25000,830117.10683
C00641,Call Center,854530.4995542,25000,829530.4995542
C00481,Call Center,854132.94603,25000,829132.94603
C00300,Call Center,854038.6697165399,25000,829038.6697165399
C00236,Call Center,853740.4727958399,25000,828740.4727958399
C01386,Call Center,852142.1307504,25000,827142.1307504
C02410,Call Center,851116.7633219999,25000,826116.7633219999
C00325,Call Center,850660.7386032,25000,825660.7386032
C02142,Call Center,850660.4522052,25000,825660.4522052
C00314,Call Center,850214.7457130881,25000,825214.7457130881
C00450,Call Center,850204.1473799999,25000,825204.1473799999
C00305,Call Center,849199.3177635238,25000,824199.3177635238
C01040,Call Center,848096.821235664,25000,823096.821235664
C00412,Call Center,847157.5476756,25000,822157.5476756
C01287,Call Center,846289.9435746,25000,821289.9435746
C00532,Call Center,846268.29294238,25000,821268.29294238
C01189,Call Center,845907.8488398719,25000,820907.8488398719
C00202,Call Center,845300.5639595999,25000,820300.5639595999
C00369,Call Center,845198.6700443999,25000,820198.6700443999
C01389,Call Center,843730.2768380078,25000,818730.2768380078
C00020,Call Center,841230.7141853999,25000,816230.7141853999
C00624,Call Center,840717.1734444,25000,815717.1734444
C01109,Call Center,839674.0045848001,25000,814674.0045848001
C00151,Call Center,837841.5016986,25000,812841.5016986
C00467,Call Center,837449.634672,25000,812449.634672
C01919,Call Center,830595.5980139999,25000,805595.5980139999
C02075,Call Center,830314.5601085998,25000,805314.5601085998
C02058,Call Center,828254.9551248,25000,803254.9551248
C00301,Call Center,828251.6859414,25000,803251.6859414
C01670,Call Center,827368.7931094319,25000,802368.7931094319
C01132,Call Center,823553.9067348179,25000,798553.9067348179
C01148,Call Center,821491.9341384,25000,796491.9341384
C01723,Call Center,819303.8072099999,25000,794303.8072099999
C00673,Call Center,815864.9133173,25000,790864.9133173
C00275,Call Center,815682.8312808,25000,790682.8312808
C01689,Call Center,813787.9751898119,25000,788787.9751898119
C01682,Call Center,809925.4468824959,25000,784925.4468824959
C02303,Call Center,808208.2266719999,25000,783208.2266719999
C02244,Call Center,806896.427526,25000,781896.427526
C01030,Call Center,806493.6084743999,25000,781493.6084743999
C00873,Call Center,805788.8898191999,25000,780788.8898191999
C02449,Call Center,805306.0567370559,25000,780306.0567370559
C02304,Call Center,804854.0977917439,25000,779854.0977917439
C00629,Call Center,804695.0238600001,25000,779695.0238600001
C01399,Call Center,802614.000552,25000,777614.000552
C00924,Call Center,801294.8841576,25000,776294.8841576
C02484,Call Center,800744.0160048,25000,775744.0160048
C00981,Call Center,800418.5456778,25000,775418.5456778
C02438,Call Center,800046.9106179201,25000,775046.9106179201
C00025,Call Center,798082.5394080001,25000,773082.5394080001
C02399,Call Center,797748.3545471999,25000,772748.3545471999
C02234,Call Center,796784.3939327999,25000,771784.3939327999
C00657,Call Center,796779.9243263997,25000,771779.9243263997
C01712,Call Center,795977.504784,25000,770977.504784
C00280,Call Center,795863.5679903999,25000,770863.5679903999
C02251,Call Center,793087.8323802,25000,768087.8323802
C00515,Call Center,791915.4447119999,25000,766915.4447119999
C01876,Call Center,791355.852,25000,766355.852
C01271,Call Center,790590.57008428,25000,765590.57008428
C02007,Call Center,790309.4094,25000,765309.4094
C02067,Call Center,789496.017370032,25000,764496.017370032
C00945,Call Center,789431.0063470319,25000,764431.0063470319
C00378,Call Center,785665.914819786,25000,760665.914819786
C01869,Call Center,785019.5131085999,25000,760019.5131085999
C01937,Call Center,784860.6953333999,25000,759860.6953333999
C02458,Call Center,783889.1820143999,25000,758889.1820143999
C01431,Call Center,782518.934105272,25000,757518.934105272
C00147,Call Center,780702.1791408001,25000,755702.1791408001
C02489,Call Center,780618.361236,25000,755618.361236
C01201,Call Center,779199.5389962,25000,754199.5389962
C00963,Call Center,778008.9170447999,25000,753008.9170447999
C00793,Call Center,777851.3222172,25000,752851.3222172
C01134,Call Center,776398.6854892799,25000,751398.6854892799
C02358,Call Center,775112.543795016,25000,750112.543795016
C00136,Call Center,773978.455528096,25000,748978.455528096
C01362,Call Center,773827.8125276159,25000,748827.8125276159
C02315,Call Center,772167.206540772,25000,747167.206540772
C01614,Call Center,771616.1057471999,25000,746616.1057471999
C01900,Call Center,767723.5905863999,25000,742723.5905863999
C01150,Call Center,767361.4995143999,25000,742361.4995143999
C01694,Call Center,766961.2425972,25000,741961.2425972
C01640,Call Center,766928.159886,25000,741928.159886
C01805,Call Center,766711.0000619999,25000,741711.0000619999
C01087,Call Center,765895.5999382798,25000,740895.5999382798
C01376,Call Center,764842.3689815999,25000,739842.3689815999
C01999,Call Center,763940.7537677999,25000,738940.7537677999
C02405,Call Center,763576.1772156,25000,738576.1772156
C01531,Call Center,761166.933501744,25000,736166.933501744
C02089,Call Center,760834.2590008158,25000,735834.2590008158
C01125,Call Center,760784.190138,25000,735784.190138
C01662,Call Center,760134.5124072,25000,735134.5124072
C01599,Call Center,759664.9558679999,25000,734664.9558679999
C02363,Call Center,759479.2681476,25000,734479.2681476
C01459,Call Center,758438.5130699999,25000,733438.5130699999
C01720,Call Center,757756.3240674001,25000,732756.3240674001
C02319,Call Center,756802.9910783999,25000,731802.9910783999
C01214,Call Center,754976.0429568,25000,729976.0429568
C01224,Call Center,754190.9518751999,25000,729190.9518751999
C00725,Call Center,753815.98761,25000,728815.98761
C01409,Call Center,753096.7399032,25000,728096.7399032
C01560,Call Center,752855.9852519999,25000,727855.9852519999
C00148,Call Center,751535.8457543999,25000,726535.8457543999
C02340,Call Center,750529.6548623998,25000,725529.6548623998
C01748,Call Center,749916.7524918299,25000,724916.7524918299
C02361,Call Center,747417.808095,25000,722417.808095
C02133,Call Center,746863.4094684001,25000,721863.4094684001
C00336,Call Center,746551.3620096,25000,721551.3620096
C00580,Call Center,743293.48436616,25000,718293.48436616
C01724,Call Center,743025.4622790999,25000,718025.4622790999
C02169,Call Center,742689.335619,25000,717689.335619
C01785,Call Center,741894.9263502,25000,716894.9263502
C00930,Call Center,741424.2972863999,25000,716424.2972863999
C00695,Call Center,741349.53049696,25000,716349.53049696
C02402,Call Center,739210.77624492,25000,714210.77624492
C00267,Call Center,737471.2948795499,25000,712471.2948795499
C01537,Call Center,736076.432141358,25000,711076.432141358
C00602,Call Center,735296.7751122001,25000,710296.7751122001
C00409,Call Center,734494.825274616,25000,709494.825274616
C00854,Call Center,733483.0253532598,25000,708483.0253532598
C01385,Call Center,730924.8329382719,25000,705924.8329382719
C00889,Call Center,730398.1491576,25000,705398.1491576
C00454,Call Center,729988.4656125599,25000,704988.4656125599
C00584,Call Center,728764.8191081999,25000,703764.8191081999
C00856,Call Center,728481.4266492,25000,703481.4266492
C01843,Call Center,727229.3114688,25000,702229.3114688
C00902,Call Center,726134.01105,25000,701134.01105
C02159,Call Center,724208.2115748479,25000,699208.2115748479
C01760,Call Center,723748.3935979499,25000,698748.3935979499
C01315,Call Center,722650.023942,25000,697650.023942
C00093,Call Center,722538.384288,25000,697538.384288
C00449,Call Center,720252.2034708,25000,695252.2034708
C01103,Call Center,719568.7788744,25000,694568.7788744
C01952,Call Center,718916.7231917998,25000,693916.7231917998
C00102,Call Center,717776.8471020001,25000,692776.8471020001
C02241,Call Center,717769.1108515199,25000,692769.1108515199
C01860,Call Center,717568.1425794,25000,692568.1425794
C00118,Call Center,716249.2046975999,25000,691249.2046975999
C00969,Call Center,714971.403864312,25000,689971.403864312
C01597,Call Center,713527.522737498,25000,688527.522737498
C00833,Call Center,712922.2943807999,25000,687922.2943807999
C01242,Call Center,712778.4885522,25000,687778.4885522
C02117,Call Center,711242.6913186,25000,686242.6913186
C00622,Call Center,710167.496980704,25000,685167.496980704
C02199,Call Center,709396.5934649999,25000,684396.5934649999
C00179,Call Center,708416.9842764001,25000,683416.9842764001
C01294,Call Center,707632.925706,25000,682632.925706
C01144,Call Center,707559.93135828,25000,682559.93135828
C01322,Call Center,706009.3566455999,25000,681009.3566455999
C01469,Call Center,703915.142698908,25000,678915.142698908
C02374,Call Center,703854.0472319999,25000,678854.0472319999
C01283,Call Center,703459.3234345599,25000,678459.3234345599
C02269,Call Center,703261.0654271999,25000,678261.0654271999
C01996,Call Center,701877.1224023999,25000,676877.1224023999
C00915,Call Center,701174.1367679999,25000,676174.1367679999
C01146,Call Center,700632.193569,25000,675632.193569
C01705,Call Center,700631.3921628,25000,675631.3921628
C01498,Call Center,700609.70586068,25000,675609.70586068
C01509,Call Center,699956.2493868,25000,674956.2493868
C00052,Call Center,698395.0193388,25000,673395.0193388
C00998,Call Center,698197.3832988,25000,673197.3832988
C00237,Call Center,697861.773378,25000,672861.773378
C00329,Call Center,697698.070829312,25000,672698.070829312
C01845,Call Center,697621.951178124,25000,672621.951178124
C00152,Call Center,697395.9045689999,25000,672395.9045689999
C01861,Call Center,696733.9648793999,25000,671733.9648793999
C00435,Call Center,696061.7002416,25000,671061.7002416
C01328,Call Center,695667.3232194,25000,670667.3232194
C01922,Call Center,695072.773987872,25000,670072.773987872
C00872,Call Center,694465.9120056,25000,669465.9120056
C02412,Call Center,694082.8306818,25000,669082.8306818
C00072,Call Center,693876.372399,25000,668876.372399
C02082,Call Center,692462.8759776,25000,667462.8759776
C01548,Call Center,692416.8247415998,25000,667416.8247415998
C01887,Call Center,692326.5170051999,25000,667326.5170051999
C01820,Call Center,692102.5497792,25000,667102.5497792
C01816,Call Center,691476.2506512001,25000,666476.2506512001
C02456,Call Center,689418.8337288001,25000,664418.8337288001
C00293,Call Center,688398.068232,25000,663398.068232
C00410,Call Center,687100.5078235479,25000,662100.5078235479
C00634,Call Center,686330.5199352,25000,661330.5199352
C00266,Call Center,685185.2690844001,25000,660185.2690844001
C01453,Call Center,678415.8390492001,25000,653415.8390492001
C00931,Call Center,677939.6951711999,25000,652939.6951711999
C00578,Call Center,677670.2441796,25000,652670.2441796
C00655,Call Center,677090.2233186,25000,652090.2233186
C01562,Call Center,676599.3390365998,25000,651599.3390365998
C00277,Call Center,674909.1847007999,25000,649909.1847007999
C01079,Call Center,674462.30878488,25000,649462.30878488
C01320,Call Center,673358.3755022879,25000,648358.3755022879
C01582,Call Center,672913.8225179999,25000,647913.8225179999
C00356,Call Center,672877.5623758719,25000,647877.5623758719
C00740,Call Center,671693.4659820001,25000,646693.4659820001
C01108,Call Center,671389.9676484,25000,646389.9676484
C02238,Call Center,671057.9779877118,25000,646057.9779877118
C00247,Call Center,670759.6508482657,25000,645759.6508482657
C01216,Call Center,670711.4834364001,25000,645711.4834364001
C02144,Call Center,670254.2699999999,25000,645254.2699999999
C01648,Call Center,669873.5891316001,25000,644873.5891316001
C01363,Call Center,669573.7326431999,25000,644573.7326431999
C01508,Call Center,669485.2454236799,25000,644485.2454236799
C02450,Call Center,667738.9837727698,25000,642738.9837727698
C00591,Call Center,664846.1388702,25000,639846.1388702
C00270,Call Center,664631.646336,25000,639631.646336
C01130,Call Center,664267.2403920001,25000,639267.2403920001
C00007,Call Center,664247.936016,25000,639247.936016
C01932,Call Center,661664.707869984,25000,636664.707869984
C00912,Call Center,661041.25625748,25000,636041.25625748
C00250,Call Center,660757.325207616,25000,635757.325207616
C00858,Call Center,660221.268141008,25000,635221.268141008
C02201,Call Center,659337.2421299999,25000,634337.2421299999
C00679,Call Center,658870.48375512,25000,633870.48375512
C00077,Call Center,657445.5200914999,25000,632445.5200914999
C00903,Call Center,655401.2005631999,25000,630401.2005631999
C01779,Call Center,653094.7187183999,25000,628094.7187183999
C00583,Call Center,652881.5796062561,25000,627881.5796062561
C00080,Call Center,652824.6504444,25000,627824.6504444
C01913,Call Center,652018.8871224,25000,627018.8871224
C01993,Call Center,650882.9954591999,25000,625882.9954591999
C00074,Call Center,648414.2473703999,25000,623414.2473703999
C02289,Call Center,645844.0135434001,25000,620844.0135434001
C02453,Call Center,644285.6615076,25000,619285.6615076
C01017,Call Center,644044.9292466,25000,619044.9292466
C01559,Call Center,642630.5740512,25000,617630.5740512
C01038,Call Center,641309.714648064,25000,616309.714648064
C00288,Call Center,640927.008183,25000,615927.008183
C01863,Call Center,640432.388918322,25000,615432.388918322
C01592,Call Center,640044.1603332,25000,615044.1603332
C02283,Call Center,639590.4287136,25000,614590.4287136
C00547,Call Center,638021.2642272001,25000,613021.2642272001
C01097,Call Center,637725.3785310239,25000,612725.3785310239
C00212,Call Center,636470.9563799999,25000,611470.9563799999
C00004,Call Center,635601.8264483999,25000,610601.8264483999
C00997,Call Center,633602.8807163999,25000,608602.8807163999
C01807,Call Center,633181.43679,25000,608181.43679
C02390,Call Center,632603.156178,25000,607603.156178
C00783,Call Center,628594.74468,25000,603594.74468
C00235,Call Center,627986.0589500399,25000,602986.0589500399
C00287,Call Center,626519.34765,25000,601519.34765
C01587,Call Center,626424.9811344,25000,601424.9811344
C02460,Call Center,626008.2936282,25000,601008.2936282
C01871,Call Center,625705.009293,25000,600705.009293
C01596,Call Center,624553.9852104,25000,599553.9852104
C00006,Call Center,624531.6999264001,25000,599531.6999264001
C02353,Call Center,623759.8976078399,25000,598759.8976078399
C00474,Call Center,622370.9355192,25000,597370.9355192
C02166,WhatsApp,400025.9405633401,5000,395025.9405633401
C01974,WhatsApp,399857.3919801,5000,394857.3919801
C00837,WhatsApp,399024.563969007,5000,394024.563969007
C01113,WhatsApp,398907.75185999996,5000,393907.75185999996
C01590,WhatsApp,398703.87204119994,5000,393703.87204119994
C02473,WhatsApp,397451.349656037,5000,392451.349656037
C00525,WhatsApp,396104.3670672,5000,391104.3670672
C00390,WhatsApp,396086.51911971596,5000,391086.51911971596
C02240,WhatsApp,395614.29365279997,5000,390614.29365279997
C01708,WhatsApp,395354.1266235,5000,390354.1266235
C01420,WhatsApp,395288.967996972,5000,390288.967996972
C01238,WhatsApp,395230.30706160003,5000,390230.30706160003
C02422,WhatsApp,394500.32341252203,5000,389500.32341252203
C02068,WhatsApp,394405.41513599997,5000,389405.41513599997
C02094,WhatsApp,393411.31632720004,5000,388411.31632720004
C00816,WhatsApp,393187.9423923,5000,388187.9423923
C02065,WhatsApp,393133.74869160005,5000,388133.74869160005
C01743,WhatsApp,391379.6711088,5000,386379.6711088
C01246,WhatsApp,391193.380080225,5000,386193.380080225
C00371,WhatsApp,391143.7114588079,5000,386143.7114588079
C01437,WhatsApp,391027.5706752,5000,386027.5706752
C00348,WhatsApp,390498.37011629995,5000,385498.37011629995
C01220,WhatsApp,390197.1859776,5000,385197.1859776
C01502,WhatsApp,388834.93446569995,5000,383834.93446569995
C01834,WhatsApp,388822.958697888,5000,383822.958697888
C01737,WhatsApp,388743.4375461,5000,383743.4375461
C02172,WhatsApp,388181.449346688,5000,383181.449346688
C01718,WhatsApp,385583.16846628796,5000,380583.16846628796
C01392,WhatsApp,384684.9992384219,5000,379684.9992384219
C00942,WhatsApp,383980.49679779995,5000,378980.49679779995
C02053,WhatsApp,383331.58631999994,5000,378331.58631999994
C02026,WhatsApp,381922.5795048,5000,376922.5795048
C02040,WhatsApp,381736.50895080005,5000,376736.50895080005
C00002,WhatsApp,381625.3583254169,5000,376625.3583254169
C00139,WhatsApp,380768.3633277,5000,375768.3633277
C00391,WhatsApp,380609.00950860005,5000,375609.00950860005
C00800,WhatsApp,380387.3768064001,5000,375387.3768064001
