Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,Annual_Income,Coapplicant_Income,Credit_History,Loan_Amount,Loan_Term_Months,Property_Area,Existing_Loans,Monthly_Debt_Payment,Employment_Years,Loan_Status
LN01300,22,Male,Yes,1,Graduate,No,157800000.0,52900000.0,,521000000.0,60.0,Rural,1,3110000.0,21.2,0
LN01301,55,Male,Yes,0,Graduate,No,202300000.0,11500000.0,1.0,518000000.0,60.0,Urban,1,3700000.0,21.2,1
LN01302,39,Male,Yes,2,Graduate,Yes,228000000.0,20600000.0,1.0,180000000.0,60.0,Urban,1,2730000.0,10.1,1
LN01303,52,Male,Yes,0,Graduate,No,397300000.0,101200000.0,0.0,627000000.0,60.0,Rural,2,12980000.0,18.7,0
LN01304,61,Male,Yes,1,Graduate,No,84300000.0,46400000.0,0.0,225000000.0,60.0,Urban,1,12620000.0,9.8,0
LN01305,48,Male,No,1,Graduate,No,74400000.0,43500000.0,0.0,107000000.0,48.0,Rural,2,7070000.0,22.4,0
LN01306,51,Male,Yes,0,Graduate,No,188100000.0,77100000.0,1.0,198000000.0,60.0,Urban,1,6530000.0,17.6,1
LN01307,32,Female,Yes,0,Not Graduate,No,201300000.0,57100000.0,0.0,299000000.0,60.0,Semiurban,1,2260000.0,1.1,1
LN01308,31,Female,No,0,Graduate,No,77700000.0,28300000.0,1.0,175000000.0,84.0,Rural,2,4480000.0,4.7,1
LN01309,39,Female,No,1,Not Graduate,,156700000.0,74000000.0,1.0,271000000.0,,Urban,2,790000.0,22.6,1
LN01310,59,Female,No,3+,Graduate,No,536900000.0,9100000.0,1.0,336000000.0,60.0,Urban,0,2390000.0,14.1,1
LN01311,44,Female,No,0,Not Graduate,Yes,127100000.0,20500000.0,1.0,313000000.0,36.0,Urban,1,1090000.0,19.4,1
LN01312,36,Male,No,2,Not Graduate,No,199400000.0,32400000.0,1.0,358000000.0,60.0,Urban,2,4580000.0,21.3,0
LN01313,56,Female,Yes,2,Not Graduate,Yes,285600000.0,54200000.0,1.0,226000000.0,72.0,Semiurban,1,3010000.0,1.2,0
LN01314,59,Male,No,1,Graduate,No,475600000.0,27000000.0,1.0,168000000.0,60.0,Semiurban,0,5520000.0,2.7,1
LN01315,61,Male,No,1,Graduate,No,137400000.0,8400000.0,1.0,111000000.0,60.0,Urban,1,5100000.0,23.4,0
LN01316,34,Male,Yes,3+,Not Graduate,Yes,239000000.0,7500000.0,1.0,238000000.0,36.0,Semiurban,0,7090000.0,15.2,0
LN01317,52,Male,No,1,Graduate,No,77800000.0,33100000.0,0.0,186000000.0,84.0,Semiurban,1,1890000.0,18.0,0
LN01318,47,Male,No,2,Graduate,No,121700000.0,23900000.0,1.0,234000000.0,48.0,Rural,0,920000.0,9.9,1
LN01319,41,Female,No,0,Graduate,No,93900000.0,16900000.0,1.0,80000000.0,12.0,Rural,0,12570000.0,6.0,1
LN01320,38,Female,No,2,Not Graduate,No,42500000.0,14800000.0,1.0,108000000.0,12.0,Rural,1,2210000.0,2.5,0
LN01321,26,Female,Yes,3+,Graduate,No,49700000.0,39000000.0,1.0,331000000.0,60.0,Urban,2,3130000.0,5.4,0
LN01322,33,Female,Yes,3+,Graduate,No,152000000.0,99200000.0,0.0,102000000.0,72.0,Urban,2,,2.6,0
LN01323,45,Female,No,0,Not Graduate,No,153700000.0,39000000.0,1.0,225000000.0,60.0,Semiurban,1,2630000.0,23.2,1
LN01324,60,Male,No,2,Graduate,Yes,67700000.0,100300000.0,1.0,158000000.0,60.0,Urban,1,1450000.0,21.8,1
LN01325,59,Female,No,0,Graduate,No,282600000.0,25900000.0,0.0,153000000.0,60.0,Urban,0,14200000.0,18.9,0
LN01326,29,Female,No,1,Graduate,No,65200000.0,49900000.0,1.0,262000000.0,,Rural,0,2200000.0,0.6,0
LN01327,51,Male,No,0,Graduate,No,138200000.0,103200000.0,1.0,254000000.0,60.0,Semiurban,2,11780000.0,13.0,0
LN01328,24,Male,No,1,Graduate,No,95500000.0,30800000.0,1.0,338000000.0,60.0,Semiurban,2,4190000.0,6.0,1
LN01329,51,Female,Yes,0,Graduate,No,127300000.0,35700000.0,1.0,136000000.0,84.0,Semiurban,1,6550000.0,1.9,0
LN01330,36,Female,No,0,Graduate,Yes,196700000.0,25900000.0,1.0,154000000.0,84.0,Urban,0,6460000.0,0.5,0
LN01331,41,Male,Yes,0,Not Graduate,No,182000000.0,56200000.0,0.0,464000000.0,60.0,Urban,2,2430000.0,17.9,0
LN01332,53,Female,Yes,0,Not Graduate,No,177100000.0,72000000.0,1.0,221000000.0,60.0,Rural,1,4940000.0,9.5,1
LN01333,40,Male,Yes,0,Not Graduate,No,165100000.0,46400000.0,0.0,306000000.0,84.0,Urban,1,12930000.0,14.7,0
LN01334,57,Male,Yes,2,Graduate,Yes,59600000.0,29100000.0,1.0,190000000.0,60.0,Semiurban,2,8190000.0,19.4,1
LN01335,45,Male,Yes,2,Graduate,No,224000000.0,10500000.0,1.0,321000000.0,36.0,Urban,1,7300000.0,11.2,1
LN01336,65,Male,Yes,2,Not Graduate,No,67000000.0,33700000.0,1.0,64000000.0,84.0,Urban,0,5260000.0,3.2,0
LN01337,49,Female,No,2,Graduate,No,113200000.0,30000000.0,1.0,471000000.0,60.0,Urban,4,3030000.0,23.6,0
LN01338,34,Male,No,0,Graduate,No,98900000.0,42300000.0,1.0,195000000.0,60.0,Urban,1,1790000.0,16.2,1
LN01339,55,Female,Yes,1,Graduate,No,145500000.0,38400000.0,1.0,126000000.0,60.0,Semiurban,2,9940000.0,5.0,1
LN01340,39,Male,No,1,Graduate,Yes,91900000.0,123100000.0,1.0,139000000.0,12.0,Urban,0,2190000.0,17.1,0
LN01341,45,Female,Yes,0,Graduate,No,110000000.0,20000000.0,1.0,216000000.0,48.0,Semiurban,3,2320000.0,10.7,0
LN01342,27,Female,Yes,1,Graduate,No,292300000.0,9900000.0,1.0,235000000.0,60.0,Semiurban,0,3300000.0,19.8,0
LN01343,26,Female,Yes,2,Graduate,No,58900000.0,14000000.0,1.0,270000000.0,60.0,Urban,2,1170000.0,18.0,1
LN01344,46,Female,Yes,1,Graduate,No,119800000.0,21100000.0,1.0,130000000.0,60.0,Urban,1,2510000.0,6.5,1
LN01345,29,Female,No,2,Graduate,Yes,65000000.0,83200000.0,1.0,404000000.0,60.0,Urban,2,1920000.0,18.5,1
LN01346,65,,Yes,0,Graduate,No,173900000.0,12400000.0,0.0,187000000.0,60.0,Urban,0,1190000.0,13.8,0
LN01347,59,Female,No,2,Not Graduate,No,80500000.0,13800000.0,0.0,182000000.0,36.0,Urban,0,1350000.0,16.8,0
LN01348,52,Female,Yes,0,Not Graduate,Yes,122600000.0,48700000.0,0.0,221000000.0,60.0,Urban,0,3180000.0,9.9,0
LN01349,54,Male,No,2,Not Graduate,No,57900000.0,69000000.0,,360000000.0,60.0,Semiurban,4,6630000.0,2.6,0
LN01350,47,Male,No,0,Graduate,No,244200000.0,10100000.0,1.0,245000000.0,60.0,Urban,1,3040000.0,0.9,1
LN01351,23,Male,Yes,1,Graduate,Yes,124900000.0,8500000.0,1.0,186000000.0,36.0,Urban,3,1510000.0,19.8,1
LN01352,38,Male,Yes,1,Graduate,No,129400000.0,18700000.0,1.0,209000000.0,36.0,Semiurban,0,2040000.0,7.0,1
LN01353,43,Male,Yes,0,Graduate,No,189300000.0,59200000.0,0.0,489000000.0,60.0,Urban,1,4110000.0,14.7,0
LN01354,62,Male,Yes,0,Graduate,No,60300000.0,39200000.0,1.0,447000000.0,60.0,Semiurban,0,7220000.0,21.0,0
LN01355,30,Female,Yes,0,Not Graduate,Yes,85600000.0,19200000.0,0.0,306000000.0,60.0,Rural,1,6330000.0,23.8,0
LN01356,43,Male,Yes,1,Graduate,No,131800000.0,63200000.0,1.0,271000000.0,72.0,Semiurban,3,,24.2,1
LN01357,36,Female,No,3+,Graduate,,45500000.0,38700000.0,1.0,892000000.0,60.0,Urban,2,9350000.0,20.1,0
LN01358,27,Male,No,0,Not Graduate,No,48300000.0,32100000.0,1.0,323000000.0,60.0,Semiurban,1,2240000.0,13.1,0
LN01359,25,Female,Yes,1,Graduate,No,76400000.0,9600000.0,0.0,276000000.0,36.0,Rural,3,1420000.0,6.7,0
LN01360,37,Male,Yes,2,Not Graduate,No,64100000.0,18900000.0,0.0,224000000.0,60.0,Semiurban,2,2650000.0,0.4,0
LN01361,24,Male,Yes,0,Graduate,Yes,99300000.0,167500000.0,1.0,304000000.0,48.0,Semiurban,0,7830000.0,5.6,1
LN01362,24,Male,Yes,2,Graduate,No,159900000.0,26700000.0,1.0,47000000.0,24.0,Semiurban,1,5290000.0,5.9,0
LN01363,36,Female,No,0,Not Graduate,No,181300000.0,16300000.0,1.0,440000000.0,36.0,Rural,1,6950000.0,13.2,1
LN01364,30,Male,Yes,0,Not Graduate,No,324600000.0,25800000.0,1.0,124000000.0,12.0,Urban,1,3050000.0,15.7,1
LN01365,45,Female,Yes,0,Not Graduate,No,118500000.0,38500000.0,,168000000.0,36.0,Semiurban,1,3590000.0,24.5,1
LN01366,21,Male,Yes,0,Graduate,No,130600000.0,71000000.0,1.0,116000000.0,72.0,Urban,2,2800000.0,9.8,0
LN01367,34,Female,Yes,1,Graduate,No,118400000.0,57500000.0,1.0,167000000.0,60.0,Semiurban,2,1780000.0,23.5,0
LN01368,41,Male,Yes,2,Graduate,Yes,143100000.0,20400000.0,1.0,207000000.0,60.0,Urban,1,3330000.0,20.2,1
LN01369,64,Female,Yes,0,Graduate,No,149400000.0,96800000.0,1.0,408000000.0,36.0,Rural,0,2790000.0,17.7,0
LN01370,49,Male,No,3+,Graduate,No,199300000.0,67200000.0,0.0,508000000.0,60.0,Urban,1,2320000.0,4.4,0
LN01371,60,Male,Yes,0,Graduate,No,198800000.0,24500000.0,0.0,727000000.0,84.0,Semiurban,2,4980000.0,15.4,0
LN01372,36,Male,No,0,Graduate,No,159700000.0,31600000.0,,264000000.0,60.0,Rural,0,3570000.0,14.8,0
LN01373,41,Male,Yes,3+,Not Graduate,No,275400000.0,56600000.0,1.0,222000000.0,72.0,Urban,0,8390000.0,19.8,1
LN01374,39,Male,No,3+,Graduate,No,121800000.0,82700000.0,0.0,384000000.0,84.0,Urban,1,1780000.0,14.5,0
LN01375,60,Female,Yes,1,Graduate,No,85700000.0,10400000.0,1.0,156000000.0,60.0,Semiurban,3,2450000.0,24.1,0
LN01376,64,Male,Yes,0,Graduate,No,93800000.0,37000000.0,1.0,147000000.0,60.0,Semiurban,1,940000.0,5.0,1
LN01377,64,Male,No,0,Graduate,No,113200000.0,34100000.0,1.0,204000000.0,48.0,Urban,0,1630000.0,4.1,1
LN01378,54,Female,No,0,Graduate,No,66100000.0,22200000.0,1.0,245000000.0,24.0,Semiurban,0,5060000.0,18.2,1
LN01379,43,Male,Yes,2,Graduate,No,85600000.0,22100000.0,1.0,80000000.0,60.0,Semiurban,2,5760000.0,24.9,0
LN01380,45,Male,Yes,0,Graduate,No,64100000.0,81400000.0,1.0,450000000.0,84.0,Urban,1,5290000.0,5.9,0
LN01381,65,Female,No,2,Graduate,No,145000000.0,53700000.0,1.0,285000000.0,,Semiurban,1,8090000.0,1.3,1
LN01382,33,Female,No,0,Graduate,Yes,145800000.0,188800000.0,0.0,388000000.0,24.0,Urban,2,4770000.0,16.4,0
LN01383,36,,No,0,Graduate,Yes,45400000.0,22200000.0,1.0,105000000.0,36.0,Urban,0,3410000.0,18.7,1
LN01384,61,Male,Yes,0,Graduate,No,83700000.0,39100000.0,1.0,173000000.0,60.0,Rural,1,5220000.0,12.8,0
LN01385,38,Female,Yes,1,Graduate,No,327500000.0,44800000.0,1.0,169000000.0,84.0,Semiurban,0,1920000.0,5.7,1
LN01386,31,Male,Yes,1,Graduate,No,169700000.0,71700000.0,1.0,224000000.0,24.0,Urban,0,1040000.0,12.4,1
LN01387,46,Female,Yes,3+,Graduate,No,154100000.0,103800000.0,1.0,245000000.0,48.0,Urban,1,2490000.0,7.7,1
LN01388,35,Female,Yes,3+,Graduate,No,83300000.0,37700000.0,1.0,403000000.0,60.0,Semiurban,4,2710000.0,5.4,0
LN01389,61,Female,No,2,Graduate,No,140500000.0,14600000.0,1.0,264000000.0,36.0,Semiurban,0,3550000.0,12.5,0
LN01390,61,Male,Yes,0,Not Graduate,No,119000000.0,19800000.0,1.0,166000000.0,36.0,Urban,4,1880000.0,1.2,1
LN01391,34,Male,No,3+,Graduate,No,77400000.0,39200000.0,1.0,833000000.0,24.0,Urban,0,2150000.0,17.9,0
LN01392,44,Female,No,3+,Graduate,No,91500000.0,85900000.0,1.0,216000000.0,60.0,Semiurban,1,5700000.0,19.1,0
LN01393,65,Male,No,3+,Not Graduate,No,92600000.0,11000000.0,1.0,152000000.0,48.0,Urban,0,1400000.0,24.6,0
LN01394,54,Female,Yes,0,Graduate,No,52900000.0,13700000.0,1.0,89000000.0,24.0,Urban,1,3070000.0,22.0,0
LN01395,30,Female,Yes,0,Not Graduate,No,57900000.0,64100000.0,0.0,263000000.0,60.0,Rural,4,2130000.0,7.4,1
LN01396,47,Female,Yes,2,Graduate,No,107500000.0,12400000.0,1.0,,60.0,Semiurban,2,1010000.0,7.6,1
LN01397,48,,Yes,0,Not Graduate,No,75300000.0,14200000.0,1.0,134000000.0,60.0,Urban,2,2480000.0,11.1,0
LN01398,50,Male,Yes,0,Not Graduate,No,101700000.0,86900000.0,1.0,353000000.0,60.0,Urban,0,1760000.0,18.1,0
LN01399,22,Male,Yes,0,Not Graduate,No,49600000.0,29300000.0,1.0,262000000.0,60.0,Semiurban,0,2460000.0,1.0,1
LN01400,34,Male,Yes,1,Graduate,Yes,186500000.0,27600000.0,1.0,94000000.0,60.0,Semiurban,0,3490000.0,24.0,0
LN01401,59,Male,Yes,0,Graduate,Yes,376800000.0,104600000.0,1.0,353000000.0,,Urban,2,720000.0,17.6,1
LN01402,31,Female,No,2,Graduate,No,211100000.0,15000000.0,1.0,216000000.0,36.0,Semiurban,1,6790000.0,21.3,1
LN01403,34,Female,No,1,Graduate,No,223500000.0,12700000.0,1.0,135000000.0,60.0,Urban,1,27050000.0,17.3,0
LN01404,35,Female,Yes,1,Not Graduate,No,169300000.0,128900000.0,1.0,423000000.0,60.0,Urban,1,1700000.0,23.0,1
LN01405,28,Male,No,0,Graduate,No,138900000.0,42200000.0,1.0,419000000.0,36.0,Semiurban,1,2180000.0,20.4,1
LN01406,27,Female,Yes,3+,Not Graduate,No,125800000.0,60300000.0,1.0,133000000.0,12.0,Semiurban,0,1860000.0,10.9,0
LN01407,36,Female,Yes,0,Graduate,No,72600000.0,27300000.0,1.0,294000000.0,72.0,Semiurban,0,1550000.0,17.7,1
LN01408,60,Female,No,0,Graduate,No,175400000.0,32100000.0,1.0,280000000.0,72.0,Urban,1,,23.6,1
LN01409,21,Female,Yes,0,Graduate,No,169800000.0,19900000.0,1.0,241000000.0,24.0,Semiurban,3,2650000.0,23.6,1
LN01410,33,Female,Yes,0,Graduate,No,93000000.0,45100000.0,1.0,188000000.0,48.0,Urban,0,5360000.0,22.5,1
LN01411,23,Male,Yes,1,Graduate,No,160300000.0,68100000.0,1.0,230000000.0,36.0,Urban,1,7520000.0,18.8,1
LN01412,46,Male,Yes,0,Graduate,No,81900000.0,40900000.0,1.0,419000000.0,36.0,Semiurban,2,6860000.0,15.9,0
LN01413,32,Female,No,2,Not Graduate,,84800000.0,81800000.0,1.0,313000000.0,36.0,Semiurban,0,7230000.0,13.7,1
LN01414,56,Male,Yes,0,Not Graduate,,183800000.0,59500000.0,1.0,87000000.0,48.0,Rural,2,1310000.0,4.8,0
LN01415,47,Male,Yes,3+,Not Graduate,No,152100000.0,15100000.0,1.0,77000000.0,60.0,Rural,0,6250000.0,11.5,1
LN01416,56,Male,Yes,1,Graduate,No,105600000.0,31200000.0,1.0,90000000.0,84.0,Semiurban,1,2520000.0,3.4,1
LN01417,49,Male,Yes,0,Graduate,No,99100000.0,24500000.0,1.0,118000000.0,24.0,Rural,1,10420000.0,3.8,0
LN01418,40,,Yes,1,Graduate,No,132100000.0,63900000.0,1.0,165000000.0,48.0,Urban,1,1780000.0,3.9,1
LN01419,59,Female,No,0,Graduate,No,43700000.0,50600000.0,0.0,195000000.0,60.0,Rural,0,1430000.0,11.8,0
LN01420,42,Male,No,3+,Graduate,No,79100000.0,38800000.0,1.0,241000000.0,48.0,Urban,5,3180000.0,2.2,0
LN01421,63,Male,Yes,2,Not Graduate,Yes,59800000.0,78700000.0,0.0,245000000.0,36.0,Semiurban,2,4980000.0,21.5,0
LN01422,65,Female,No,1,Graduate,No,120800000.0,7900000.0,0.0,243000000.0,36.0,Urban,2,900000.0,22.7,1
LN01423,47,Male,Yes,0,Not Graduate,No,218400000.0,21600000.0,1.0,469000000.0,60.0,Semiurban,0,2380000.0,16.9,0
LN01424,51,Female,Yes,3+,Graduate,No,156000000.0,23100000.0,1.0,99000000.0,,Semiurban,1,1470000.0,13.0,1
LN01425,32,Male,Yes,1,Graduate,No,90600000.0,42800000.0,1.0,300000000.0,24.0,Urban,0,6040000.0,23.8,0
LN01426,57,Female,Yes,1,Graduate,No,81400000.0,54500000.0,1.0,300000000.0,60.0,Rural,0,2130000.0,8.0,0
LN01427,51,Female,No,0,Not Graduate,No,79300000.0,35000000.0,1.0,125000000.0,60.0,Rural,0,6960000.0,15.1,0
LN01428,61,Female,No,0,Graduate,No,360400000.0,12200000.0,1.0,335000000.0,72.0,Semiurban,1,1910000.0,20.0,1
LN01429,33,Male,Yes,2,Not Graduate,No,124600000.0,48500000.0,1.0,307000000.0,60.0,Urban,1,3910000.0,18.4,0
LN01430,56,Female,Yes,1,Graduate,No,133900000.0,38800000.0,1.0,244000000.0,36.0,Semiurban,1,1200000.0,21.1,1
LN01431,42,Female,Yes,2,Not Graduate,No,37600000.0,10800000.0,1.0,66000000.0,36.0,Urban,0,2930000.0,5.8,0
LN01432,29,Female,Yes,1,Graduate,No,62700000.0,27600000.0,1.0,425000000.0,72.0,Urban,0,1470000.0,20.0,0
LN01433,28,Male,Yes,1,Graduate,No,117100000.0,47200000.0,1.0,283000000.0,36.0,Urban,0,9210000.0,0.9,1
LN01434,46,Male,No,0,Not Graduate,,91200000.0,131400000.0,1.0,312000000.0,48.0,Semiurban,0,6700000.0,13.8,1
LN01435,35,Male,No,2,Not Graduate,No,129100000.0,14600000.0,1.0,39000000.0,48.0,Urban,1,3680000.0,0.2,1
LN01436,25,Male,No,0,Graduate,No,128200000.0,65900000.0,,187000000.0,84.0,Urban,3,6470000.0,8.7,0
LN01437,40,Male,Yes,2,Graduate,No,167000000.0,14800000.0,1.0,114000000.0,84.0,Semiurban,2,2230000.0,14.5,1
LN01438,50,Female,Yes,0,Not Graduate,No,42900000.0,12700000.0,1.0,509000000.0,60.0,Semiurban,1,4850000.0,17.8,0
LN01439,35,Male,Yes,2,Graduate,No,65300000.0,13300000.0,1.0,136000000.0,36.0,Rural,2,,12.5,0
LN01440,63,Male,No,3+,Not Graduate,No,113600000.0,56800000.0,1.0,564000000.0,36.0,Rural,1,4530000.0,23.7,0
LN01441,56,Male,Yes,2,Graduate,No,84100000.0,38800000.0,1.0,422000000.0,24.0,Urban,2,3450000.0,12.8,0
LN01442,44,Male,Yes,0,Graduate,No,101200000.0,27200000.0,1.0,282000000.0,24.0,Rural,1,3040000.0,1.8,1
LN01443,63,Male,Yes,2,Graduate,Yes,127400000.0,50500000.0,1.0,467000000.0,84.0,Semiurban,0,890000.0,4.5,1
LN01444,40,Female,No,0,Graduate,,79700000.0,36200000.0,1.0,149000000.0,60.0,Urban,1,2010000.0,21.1,1
LN01445,27,Male,No,0,Graduate,No,133400000.0,38200000.0,1.0,164000000.0,36.0,Urban,0,11260000.0,23.6,1
LN01446,22,Female,No,2,Not Graduate,Yes,161900000.0,27500000.0,1.0,415000000.0,60.0,Urban,0,2920000.0,16.7,1
LN01447,63,Male,Yes,2,Graduate,No,124400000.0,15400000.0,1.0,149000000.0,24.0,Semiurban,1,1920000.0,18.6,0
LN01448,64,Male,No,0,Graduate,No,178400000.0,135400000.0,1.0,121000000.0,60.0,Rural,3,3270000.0,15.5,1
LN01449,54,Female,Yes,3+,Graduate,Yes,36300000.0,107300000.0,1.0,210000000.0,36.0,Semiurban,0,1090000.0,16.0,0
LN01450,25,Male,Yes,0,Not Graduate,No,86900000.0,124900000.0,1.0,154000000.0,60.0,Urban,0,2270000.0,22.9,1
LN01451,34,Male,Yes,3+,Not Graduate,Yes,196000000.0,22700000.0,1.0,697000000.0,36.0,Semiurban,1,3610000.0,10.9,0
LN01452,22,Female,Yes,2,Graduate,Yes,74600000.0,20300000.0,1.0,383000000.0,36.0,Rural,0,4480000.0,16.7,0
LN01453,23,Female,Yes,3+,Not Graduate,No,69200000.0,25100000.0,1.0,182000000.0,72.0,Semiurban,0,4040000.0,16.8,1
LN01454,32,Female,No,2,Graduate,No,111900000.0,82700000.0,1.0,144000000.0,72.0,Semiurban,0,9150000.0,9.9,1
LN01455,46,Male,Yes,3+,Graduate,No,118900000.0,35000000.0,1.0,301000000.0,60.0,Semiurban,0,1980000.0,11.2,0
LN01456,23,Female,Yes,1,Not Graduate,No,89400000.0,22700000.0,1.0,480000000.0,60.0,Urban,3,1110000.0,8.0,0
LN01457,65,Female,No,0,Graduate,No,330800000.0,46800000.0,1.0,293000000.0,36.0,Semiurban,1,2470000.0,23.8,1
LN01458,41,Female,No,0,Graduate,No,140500000.0,19400000.0,0.0,148000000.0,60.0,Rural,1,2130000.0,3.3,0
LN01459,32,Male,Yes,2,Graduate,No,73000000.0,11800000.0,1.0,113000000.0,36.0,Rural,1,,6.3,1
LN01460,44,Male,Yes,0,Graduate,No,54400000.0,38800000.0,1.0,203000000.0,24.0,Urban,1,2590000.0,19.3,1
LN01461,56,Male,Yes,3+,Graduate,No,150000000.0,23200000.0,1.0,297000000.0,60.0,Rural,1,3500000.0,8.6,1
LN01462,35,Male,Yes,0,Graduate,No,72100000.0,34600000.0,0.0,193000000.0,60.0,Urban,2,3400000.0,17.3,0
LN01463,23,Female,No,2,Not Graduate,No,392100000.0,4100000.0,1.0,435000000.0,60.0,Semiurban,1,5880000.0,18.2,1
LN01464,23,Male,Yes,1,Graduate,No,151800000.0,17100000.0,1.0,334000000.0,60.0,Semiurban,1,3140000.0,13.8,0
LN01465,59,Male,Yes,2,Graduate,No,163300000.0,33800000.0,1.0,285000000.0,60.0,Urban,2,3650000.0,10.2,0
LN01466,26,Male,Yes,3+,Not Graduate,No,137600000.0,10400000.0,0.0,,60.0,Urban,0,11010000.0,17.5,0
LN01467,49,Male,Yes,0,Not Graduate,No,222400000.0,10700000.0,1.0,116000000.0,84.0,Semiurban,0,1010000.0,0.3,0
LN01468,38,Male,Yes,2,Graduate,No,32100000.0,36100000.0,1.0,190000000.0,36.0,Urban,1,3600000.0,17.7,0
LN01469,55,Male,No,0,Graduate,No,61900000.0,61400000.0,,141000000.0,60.0,Semiurban,0,2920000.0,14.4,1
LN01470,23,Male,Yes,2,Graduate,No,211900000.0,17100000.0,1.0,309000000.0,72.0,Semiurban,1,,21.1,0
LN01471,61,Female,No,2,Graduate,No,273900000.0,28400000.0,1.0,142000000.0,60.0,Semiurban,1,4750000.0,18.5,1
LN01472,52,Male,Yes,0,Graduate,No,60800000.0,28900000.0,1.0,262000000.0,60.0,Rural,3,1760000.0,14.0,1
LN01473,41,Female,No,0,Graduate,No,44100000.0,10000000.0,1.0,228000000.0,60.0,Rural,3,2120000.0,19.5,0
LN01474,30,Male,Yes,0,Graduate,No,131600000.0,90200000.0,1.0,348000000.0,72.0,Rural,0,5290000.0,4.2,0
LN01475,64,Male,Yes,0,Graduate,No,156700000.0,30200000.0,1.0,129000000.0,72.0,Semiurban,1,2830000.0,9.9,1
LN01476,34,Male,Yes,2,Graduate,Yes,130100000.0,30500000.0,1.0,321000000.0,60.0,Urban,0,1610000.0,13.3,1
LN01477,43,Male,Yes,0,Graduate,No,116100000.0,47200000.0,1.0,139000000.0,12.0,Semiurban,1,5480000.0,19.3,0
LN01478,38,Male,No,3+,Not Graduate,Yes,43300000.0,10000000.0,1.0,147000000.0,60.0,Rural,1,4920000.0,4.9,0
LN01479,31,Male,No,3+,Graduate,No,97600000.0,73100000.0,1.0,231000000.0,36.0,Semiurban,0,3530000.0,17.6,1
LN01480,39,Female,No,3+,Graduate,No,106000000.0,81100000.0,1.0,482000000.0,36.0,Semiurban,3,4200000.0,6.9,0
LN01481,27,Male,Yes,1,Graduate,No,88800000.0,39200000.0,1.0,157000000.0,60.0,Rural,1,4680000.0,5.0,0
LN01482,21,Male,Yes,0,Graduate,No,41800000.0,50700000.0,1.0,94000000.0,60.0,Semiurban,1,2950000.0,10.0,1
LN01483,34,Female,No,2,Graduate,No,165500000.0,27000000.0,0.0,149000000.0,72.0,Semiurban,1,3910000.0,4.9,0
LN01484,26,Male,No,2,Graduate,No,193200000.0,69800000.0,1.0,202000000.0,24.0,Urban,1,1370000.0,10.9,1
LN01485,39,Male,Yes,3+,Not Graduate,No,77500000.0,18100000.0,1.0,699000000.0,48.0,Semiurban,1,,13.6,0
LN01486,59,Male,No,0,Graduate,No,108300000.0,34100000.0,1.0,310000000.0,60.0,Urban,0,6170000.0,9.3,1
LN01487,28,Male,Yes,0,Graduate,No,91300000.0,35800000.0,,165000000.0,60.0,Urban,0,14640000.0,23.5,0
LN01488,21,Male,No,3+,Graduate,No,91800000.0,33900000.0,1.0,231000000.0,48.0,Urban,1,3430000.0,16.9,1
LN01489,25,Female,Yes,2,Graduate,No,157400000.0,82300000.0,1.0,593000000.0,36.0,Semiurban,0,1670000.0,10.1,0
LN01490,43,Female,Yes,0,Graduate,No,159500000.0,201500000.0,0.0,219000000.0,48.0,Semiurban,0,2450000.0,23.7,1
LN01491,33,Female,No,2,Graduate,No,216700000.0,32100000.0,1.0,220000000.0,72.0,Rural,3,1140000.0,7.9,1
LN01492,43,Male,Yes,0,Graduate,No,214300000.0,51000000.0,1.0,200000000.0,36.0,Rural,1,5030000.0,16.0,0
LN01493,22,Male,Yes,1,Graduate,No,109200000.0,18400000.0,1.0,367000000.0,60.0,Urban,1,3250000.0,11.8,0
LN01494,35,Male,Yes,0,Not Graduate,No,572900000.0,79900000.0,1.0,187000000.0,84.0,Urban,2,1610000.0,21.8,1
LN01495,39,Male,Yes,0,Graduate,No,281500000.0,23100000.0,1.0,404000000.0,36.0,Urban,0,2750000.0,11.0,1
LN01496,40,Male,No,0,Not Graduate,No,83600000.0,433300000.0,1.0,449000000.0,72.0,Urban,1,5150000.0,1.0,1
LN01497,45,Male,No,0,Graduate,No,128700000.0,9200000.0,1.0,350000000.0,60.0,Semiurban,0,3260000.0,7.7,1
LN01498,56,Male,Yes,0,Graduate,No,40300000.0,195100000.0,1.0,221000000.0,60.0,Semiurban,2,1940000.0,7.9,1
LN01499,42,Male,No,0,Graduate,No,121800000.0,77300000.0,1.0,116000000.0,84.0,Urban,0,6430000.0,9.9,1
LN01500,58,Male,No,0,Graduate,No,301300000.0,14300000.0,1.0,221000000.0,24.0,Semiurban,0,4000000.0,18.3,1
LN01501,44,Female,No,1,Graduate,No,554000000.0,223800000.0,1.0,173000000.0,72.0,Rural,2,1840000.0,17.7,1
LN01502,32,Male,Yes,2,Not Graduate,No,112300000.0,16700000.0,1.0,163000000.0,36.0,Urban,1,3200000.0,2.7,0
LN01503,31,Female,Yes,1,Not Graduate,No,144300000.0,27200000.0,1.0,219000000.0,60.0,Rural,0,720000.0,1.4,0
LN01504,35,Male,Yes,0,Graduate,No,167400000.0,12400000.0,1.0,325000000.0,36.0,Urban,1,,4.7,1
LN01505,47,Female,Yes,0,Graduate,No,356500000.0,31100000.0,1.0,177000000.0,60.0,Urban,1,22240000.0,11.2,1
