Customer_ID,Age,Annual_Income,Average_Monthly_Balance,Monthly_Transactions,Digital_Transactions_Pct,Credit_Card_Count,Existing_Loan_Count,Investment_Balance,Tenure_Years,Monthly_Income
C01129,46,100200000.0,9200000.0,36,57.0,1,1,4400000.0,12.7,8400000.0
C01130,50,49300000.0,64300000.0,28,72.5,2,4,35500000.0,2.7,4100000.0
C01131,39,168800000.0,9700000.0,33,66.6,5,0,39200000.0,13.2,14100000.0
C01132,51,155100000.0,46200000.0,25,37.2,0,0,41400000.0,14.7,12900000.0
C01133,56,190200000.0,181300000.0,23,74.7,4,3,65700000.0,6.3,15800000.0
C01134,55,67100000.0,186600000.0,21,66.9,3,0,20900000.0,5.0,5600000.0
C01135,48,199600000.0,9700000.0,34,50.7,0,4,21300000.0,13.8,16600000.0
C01136,23,433400000.0,58000000.0,30,56.5,1,1,13300000.0,2.6,36100000.0
C01137,53,146200000.0,19400000.0,36,57.0,1,1,29100000.0,11.7,12200000.0
C01138,37,135300000.0,16300000.0,27,60.1,3,2,45400000.0,19.5,11300000.0
C01139,54,165900000.0,40900000.0,31,100.0,2,0,67800000.0,0.7,13800000.0
C01140,45,428100000.0,127800000.0,25,100.0,2,1,9300000.0,3.8,35700000.0
C01141,60,79700000.0,74900000.0,22,10.5,2,1,6300000.0,10.7,6600000.0
C01142,36,156600000.0,24500000.0,41,74.8,1,2,66200000.0,1.6,13000000.0
C01143,62,90200000.0,81900000.0,31,84.1,1,2,14000000.0,14.2,7500000.0
C01144,59,103600000.0,6700000.0,25,60.7,0,0,8500000.0,1.8,8600000.0
C01145,35,136200000.0,23700000.0,26,83.6,1,1,3300000.0,4.0,11400000.0
C01146,42,293700000.0,22300000.0,24,98.1,1,2,117600000.0,11.0,24500000.0
C01147,44,377000000.0,48100000.0,29,37.6,1,1,33900000.0,16.3,31400000.0
C01148,55,179100000.0,37900000.0,32,67.7,1,1,45600000.0,7.5,14900000.0
C01149,52,113800000.0,39900000.0,30,100.0,2,2,40400000.0,1.3,9500000.0
C01150,59,551500000.0,38800000.0,21,40.2,3,4,31600000.0,7.1,46000000.0
C01151,37,110700000.0,45900000.0,31,,1,3,24400000.0,1.7,9200000.0
C01152,43,102300000.0,71200000.0,33,56.0,3,0,23100000.0,3.9,8500000.0
C01153,40,52700000.0,51100000.0,39,86.0,2,1,8500000.0,9.5,4400000.0
C01154,61,301700000.0,35300000.0,39,88.8,3,2,3600000.0,17.6,25100000.0
C01155,34,238500000.0,63300000.0,20,68.2,2,2,295600000.0,17.9,19900000.0
C01156,47,529200000.0,90800000.0,38,65.6,2,0,26100000.0,14.1,44100000.0
C01157,26,65200000.0,28100000.0,28,30.6,0,3,15400000.0,16.9,5400000.0
C01158,59,312200000.0,42800000.0,29,93.5,1,0,10400000.0,10.8,26000000.0
C01159,38,145500000.0,120800000.0,23,,2,2,79300000.0,19.1,12100000.0
C01160,36,218100000.0,17600000.0,26,62.2,2,1,29300000.0,16.7,18200000.0
C01161,47,56600000.0,208700000.0,31,84.4,1,1,9700000.0,13.2,4700000.0
C01162,43,313900000.0,,26,69.0,3,0,17900000.0,4.8,26200000.0
C01163,59,215800000.0,33600000.0,30,85.1,1,0,35200000.0,15.3,18000000.0
C01164,44,137000000.0,20100000.0,29,77.1,2,2,16300000.0,17.5,11400000.0
C01165,44,199600000.0,289000000.0,24,69.1,2,2,61300000.0,9.7,16600000.0
C01166,25,91900000.0,29300000.0,42,71.2,2,2,258600000.0,7.4,7700000.0
C01167,21,101800000.0,29400000.0,36,42.5,0,1,15700000.0,7.4,8500000.0
C01168,38,108500000.0,32800000.0,37,62.0,1,1,18300000.0,15.1,9000000.0
C01169,65,50500000.0,48800000.0,28,86.7,3,0,10000000.0,19.0,4200000.0
C01170,62,224900000.0,34000000.0,40,47.0,1,2,21100000.0,8.1,18700000.0
C01171,49,269600000.0,40200000.0,32,50.7,1,1,2900000.0,2.3,22500000.0
C01172,49,95200000.0,2200000.0,27,47.4,0,1,83800000.0,1.0,7900000.0
C01173,38,169600000.0,47200000.0,23,68.1,1,0,5800000.0,16.7,14100000.0
C01174,28,121000000.0,45700000.0,20,93.1,0,1,10300000.0,6.4,10100000.0
C01175,21,167700000.0,108800000.0,30,75.9,1,1,27400000.0,16.5,14000000.0
C01176,36,99100000.0,,24,21.5,1,0,113800000.0,2.5,8300000.0
C01177,35,86100000.0,38400000.0,33,78.0,2,1,9800000.0,1.0,7200000.0
C01178,29,249700000.0,90100000.0,28,56.2,0,0,20400000.0,6.3,20800000.0
C01179,32,135200000.0,17600000.0,13,75.2,2,4,34500000.0,6.5,11300000.0
C01180,22,425700000.0,86400000.0,26,62.0,0,1,11900000.0,20.0,35500000.0
C01181,48,143600000.0,27700000.0,31,47.8,2,2,21900000.0,4.9,12000000.0
C01182,62,84100000.0,16400000.0,23,63.6,0,2,4300000.0,14.9,7000000.0
C01183,52,274900000.0,38400000.0,27,,1,1,14000000.0,18.4,22900000.0
C01184,41,198100000.0,148000000.0,28,71.2,1,0,96800000.0,15.7,16500000.0
C01185,39,208800000.0,52500000.0,29,,5,1,61300000.0,19.5,17400000.0
C01186,34,269500000.0,160600000.0,26,42.5,2,1,15300000.0,3.5,22500000.0
C01187,27,97800000.0,23800000.0,23,79.6,4,2,8200000.0,13.7,8200000.0
C01188,47,130500000.0,109700000.0,25,87.2,3,1,19800000.0,10.5,10900000.0
C01189,46,127400000.0,25900000.0,26,76.6,0,1,5000000.0,17.4,10600000.0
C01190,21,68800000.0,54500000.0,32,52.0,1,1,20100000.0,14.9,5700000.0
C01191,39,121100000.0,54100000.0,29,50.2,2,2,15900000.0,15.6,10100000.0
C01192,33,292000000.0,79000000.0,30,51.4,3,1,15300000.0,7.8,24300000.0
C01193,28,159500000.0,55700000.0,25,82.8,2,0,21400000.0,13.6,13300000.0
C01194,52,66800000.0,24000000.0,28,48.5,2,1,45100000.0,17.6,5600000.0
C01195,44,59500000.0,95100000.0,35,82.7,2,2,8000000.0,4.1,5000000.0
C01196,49,349800000.0,196100000.0,37,77.7,4,1,71700000.0,0.8,29200000.0
C01197,53,133200000.0,27400000.0,24,89.8,2,1,86200000.0,6.4,11100000.0
C01198,65,98100000.0,9500000.0,26,86.3,1,2,281100000.0,17.3,8200000.0
C01199,57,120400000.0,68800000.0,27,75.9,1,0,34600000.0,9.4,10000000.0
C01200,48,62100000.0,34000000.0,21,35.6,2,1,126400000.0,5.3,5200000.0
C01201,60,306200000.0,40300000.0,33,77.2,0,2,73200000.0,18.2,25500000.0
C01202,42,112800000.0,72200000.0,22,67.3,2,0,30800000.0,1.0,9400000.0
C01203,65,297000000.0,30500000.0,25,57.5,0,0,6600000.0,16.2,24800000.0
C01204,55,144000000.0,35800000.0,30,92.2,2,1,66900000.0,16.0,12000000.0
C01205,50,307300000.0,41300000.0,33,62.0,3,0,32500000.0,10.5,25600000.0
C01206,61,161200000.0,157000000.0,29,54.4,1,0,,5.4,13400000.0
C01207,44,223800000.0,46200000.0,30,87.5,2,0,56400000.0,8.8,18600000.0
C01208,53,207900000.0,15700000.0,33,56.9,0,2,79900000.0,7.2,17300000.0
C01209,33,197200000.0,16300000.0,25,53.4,0,1,13200000.0,3.0,16400000.0
C01210,64,169500000.0,50700000.0,18,42.5,0,2,32700000.0,12.0,14100000.0
C01211,49,123200000.0,17200000.0,28,48.6,1,1,3000000.0,4.1,10300000.0
C01212,56,401500000.0,11900000.0,22,50.3,1,1,46000000.0,19.9,33500000.0
C01213,41,85000000.0,77200000.0,32,77.4,2,0,95400000.0,11.6,7100000.0
C01214,60,140300000.0,80500000.0,27,44.6,2,3,115600000.0,2.5,11700000.0
C01215,24,141200000.0,32900000.0,33,27.8,0,2,16900000.0,12.4,11800000.0
C01216,26,174700000.0,57800000.0,25,71.1,3,4,3400000.0,7.7,14600000.0
C01217,43,110500000.0,52800000.0,45,52.3,1,1,13800000.0,3.9,9200000.0
C01218,53,166500000.0,75100000.0,22,64.7,0,0,22900000.0,6.1,13900000.0
C01219,57,127600000.0,75200000.0,38,90.6,1,1,39200000.0,5.3,10600000.0
C01220,40,58600000.0,4900000.0,34,66.4,1,0,2700000.0,11.7,4900000.0
C01221,50,140700000.0,36700000.0,20,95.2,2,1,22300000.0,5.7,11700000.0
C01222,45,76400000.0,69900000.0,27,63.6,1,0,8000000.0,1.1,6400000.0
C01223,64,53900000.0,31700000.0,31,85.1,0,0,122700000.0,16.4,4500000.0
C01224,50,150900000.0,46400000.0,25,54.1,2,4,1900000.0,5.9,12600000.0
C01225,39,183100000.0,85200000.0,34,67.2,1,1,76200000.0,6.2,15300000.0
C01226,64,187000000.0,48200000.0,23,46.3,0,4,21000000.0,8.8,15600000.0
C01227,25,191300000.0,162100000.0,29,48.7,3,3,2600000.0,15.9,15900000.0
C01228,65,48400000.0,117300000.0,31,60.5,2,1,158200000.0,12.4,4000000.0
C01229,27,66200000.0,40700000.0,33,38.4,2,0,110400000.0,1.9,5500000.0
C01230,33,414500000.0,38000000.0,42,68.2,2,2,98900000.0,9.3,34500000.0
C01231,57,78700000.0,4000000.0,28,58.9,2,1,27700000.0,15.2,6600000.0
C01232,54,195900000.0,34100000.0,28,69.7,3,2,11900000.0,1.0,16300000.0
C01233,64,95900000.0,14200000.0,30,38.7,2,0,,1.0,8000000.0
C01234,54,146300000.0,54300000.0,22,79.0,1,0,45600000.0,14.1,12200000.0
C01235,49,98800000.0,51200000.0,31,99.0,1,0,13800000.0,10.1,8200000.0
C01236,36,190700000.0,81300000.0,26,94.7,0,2,9700000.0,3.4,15900000.0
C01237,21,150900000.0,147500000.0,33,100.0,1,0,43000000.0,13.5,12600000.0
C01238,26,109400000.0,44000000.0,29,65.8,1,0,31000000.0,1.8,9100000.0
C01239,34,78600000.0,312600000.0,24,58.0,2,2,69200000.0,9.0,6600000.0
C01240,22,162200000.0,54800000.0,18,74.8,0,0,133500000.0,16.4,13500000.0
C01241,43,71900000.0,14800000.0,24,60.2,1,1,64100000.0,3.7,6000000.0
C01242,55,177100000.0,27900000.0,28,30.2,0,0,7000000.0,11.9,14800000.0
C01243,64,593600000.0,32800000.0,24,81.4,1,0,24600000.0,7.5,49500000.0
C01244,43,294200000.0,74400000.0,34,60.3,2,0,38300000.0,17.9,24500000.0
C01245,60,207800000.0,20100000.0,21,35.7,1,2,60900000.0,13.0,17300000.0
C01246,65,133600000.0,34900000.0,34,54.8,2,1,64300000.0,7.3,11100000.0
C01247,59,48200000.0,39200000.0,26,60.8,1,2,23500000.0,9.9,4000000.0
C01248,41,67700000.0,30700000.0,29,65.2,1,2,14600000.0,10.6,5600000.0
C01249,35,283500000.0,89700000.0,23,65.5,1,2,75800000.0,19.7,23600000.0
C01250,65,90700000.0,77600000.0,25,92.4,0,0,37900000.0,15.0,7600000.0
C01251,31,95300000.0,121300000.0,33,39.2,0,3,34100000.0,14.3,7900000.0
C01252,39,127800000.0,34000000.0,23,62.0,6,1,11500000.0,19.7,10600000.0
C01253,24,78100000.0,125100000.0,31,47.4,0,0,251800000.0,3.2,6500000.0
C01254,56,71300000.0,14100000.0,31,90.1,1,0,32900000.0,9.4,5900000.0
C01255,50,136200000.0,13800000.0,37,53.8,2,1,22700000.0,19.2,11400000.0
C01256,24,85700000.0,16000000.0,29,58.1,1,0,32900000.0,17.1,7100000.0
C01257,30,93100000.0,45400000.0,23,86.0,4,0,21600000.0,4.3,7800000.0
C01258,45,91100000.0,125000000.0,30,91.5,2,2,6100000.0,8.5,7600000.0
C01259,45,186600000.0,27000000.0,45,94.5,1,1,34700000.0,3.9,15600000.0
C01260,57,123200000.0,30000000.0,33,32.1,2,1,5100000.0,14.1,10300000.0
C01261,32,126900000.0,37500000.0,27,74.7,0,2,28000000.0,12.4,10600000.0
C01262,62,194400000.0,73200000.0,32,70.4,1,0,4300000.0,11.7,16200000.0
C01263,41,129500000.0,30000000.0,25,64.0,1,2,2300000.0,18.1,10800000.0
C01264,58,120100000.0,28600000.0,30,66.3,1,3,49100000.0,2.2,10000000.0
C01265,31,181300000.0,14300000.0,30,90.7,1,0,7400000.0,18.8,15100000.0
C01266,22,202200000.0,27700000.0,35,85.8,0,4,40300000.0,9.8,16800000.0
C01267,23,129100000.0,122400000.0,30,82.9,3,1,30100000.0,0.7,10800000.0
C01268,37,146300000.0,48600000.0,32,69.1,0,0,29400000.0,18.3,12200000.0
C01269,63,91100000.0,24000000.0,31,100.0,1,0,12500000.0,18.6,7600000.0
C01270,23,87200000.0,128700000.0,30,57.0,1,1,21600000.0,18.9,7300000.0
C01271,37,213700000.0,27400000.0,25,32.7,1,0,12100000.0,16.7,17800000.0
C01272,25,178800000.0,150400000.0,39,59.7,1,1,70700000.0,5.7,14900000.0
C01273,62,179800000.0,148400000.0,24,66.2,1,1,14700000.0,5.9,15000000.0
C01274,51,163400000.0,47200000.0,27,91.1,2,0,19000000.0,6.7,13600000.0
C01275,55,143600000.0,,36,54.8,0,2,56700000.0,4.7,12000000.0
C01276,53,205300000.0,315100000.0,19,74.8,1,1,12600000.0,18.2,17100000.0
C01277,50,234100000.0,62500000.0,35,35.5,1,2,3500000.0,10.8,19500000.0
C01278,55,231100000.0,34200000.0,20,86.6,2,0,7800000.0,5.5,19300000.0
C01279,21,132500000.0,101400000.0,16,66.4,1,2,79900000.0,15.5,11000000.0
C01280,59,300200000.0,81700000.0,37,59.4,1,2,27400000.0,12.6,25000000.0
C01281,54,158700000.0,137100000.0,40,100.0,2,2,34500000.0,7.7,13200000.0
C01282,54,198200000.0,25600000.0,30,,3,4,34600000.0,18.3,16500000.0
C01283,38,163500000.0,59000000.0,33,44.2,1,1,178700000.0,11.2,13600000.0
C01284,57,160400000.0,16400000.0,27,62.8,1,0,2600000.0,12.6,13400000.0
C01285,38,93400000.0,79300000.0,34,100.0,1,0,21700000.0,0.8,7800000.0
C01286,23,205900000.0,44100000.0,20,100.0,1,1,25800000.0,12.7,17200000.0
C01287,61,669500000.0,57100000.0,30,83.5,0,1,24400000.0,8.4,55800000.0
C01288,31,113900000.0,39700000.0,31,28.1,1,2,60200000.0,15.0,9500000.0
C01289,25,145600000.0,36400000.0,34,91.6,0,1,61900000.0,1.1,12100000.0
C01290,48,109500000.0,21500000.0,22,52.3,0,0,19700000.0,7.8,9100000.0
C01291,31,107000000.0,88100000.0,28,91.5,1,2,3900000.0,1.5,8900000.0
C01292,59,327400000.0,159600000.0,25,50.5,1,2,394700000.0,18.6,27300000.0
C01293,40,96700000.0,28000000.0,22,74.8,1,1,24800000.0,8.5,8100000.0
C01294,21,107900000.0,72000000.0,27,52.2,1,0,27500000.0,3.0,9000000.0
C01295,63,58500000.0,65000000.0,30,57.7,3,0,100200000.0,14.9,4900000.0
C01296,44,92300000.0,45300000.0,23,77.4,0,4,16200000.0,17.7,7700000.0
C01297,32,54700000.0,12300000.0,36,38.6,2,2,103500000.0,15.6,4600000.0
C01298,51,198200000.0,14900000.0,32,100.0,2,0,17800000.0,17.0,16500000.0
C01299,44,652900000.0,23200000.0,30,44.5,0,1,187000000.0,17.0,54400000.0
C01300,22,114400000.0,7300000.0,31,43.3,0,3,41300000.0,19.8,9500000.0
C01301,55,56000000.0,148900000.0,22,77.5,0,0,11900000.0,7.4,4700000.0
C01302,39,229700000.0,61500000.0,28,90.8,0,2,275100000.0,7.1,19100000.0
C01303,52,93900000.0,43900000.0,41,58.5,2,2,48500000.0,2.4,7800000.0
C01304,61,286100000.0,7000000.0,29,43.6,0,2,12800000.0,17.2,23800000.0
C01305,48,119900000.0,9500000.0,22,46.6,1,3,5300000.0,18.6,10000000.0
C01306,51,98900000.0,44900000.0,30,44.4,1,2,53900000.0,5.8,8200000.0
C01307,32,126900000.0,240200000.0,31,71.2,0,0,114600000.0,12.4,10600000.0
C01308,31,212400000.0,24800000.0,23,63.6,0,2,,5.0,17700000.0
C01309,39,123500000.0,93800000.0,24,73.5,0,0,35900000.0,17.3,10300000.0
C01310,59,106500000.0,29900000.0,32,72.3,4,1,138800000.0,0.3,8900000.0
C01311,44,125500000.0,47200000.0,22,81.5,1,0,48300000.0,14.0,10500000.0
C01312,36,69600000.0,126400000.0,23,56.8,1,2,12100000.0,11.0,5800000.0
C01313,56,174200000.0,33500000.0,36,50.2,1,1,12700000.0,5.9,14500000.0
C01314,59,52400000.0,25000000.0,30,68.1,0,0,46100000.0,18.5,4400000.0
C01315,61,109700000.0,150200000.0,21,63.9,1,3,43400000.0,9.7,9100000.0
C01316,34,212600000.0,46800000.0,29,70.1,2,1,82700000.0,10.6,17700000.0
C01317,52,165400000.0,113800000.0,33,50.8,2,1,37500000.0,1.8,13800000.0
C01318,47,193700000.0,25100000.0,23,77.8,2,2,52800000.0,8.4,16100000.0
C01319,41,135100000.0,148800000.0,30,41.4,5,1,36700000.0,3.3,11300000.0
C01320,38,266400000.0,56800000.0,31,56.2,2,3,72200000.0,11.2,22200000.0
C01321,26,232800000.0,65100000.0,27,87.6,3,1,56800000.0,11.7,19400000.0
C01322,33,178900000.0,50300000.0,30,42.4,0,0,18800000.0,5.0,14900000.0
C01323,45,233200000.0,29300000.0,35,86.0,3,0,20300000.0,18.9,19400000.0
C01324,60,211500000.0,44900000.0,49,36.8,1,1,35700000.0,6.2,17600000.0
C01325,59,109900000.0,,23,,2,1,28300000.0,13.2,9200000.0
C01326,29,66900000.0,101700000.0,19,35.1,2,0,106100000.0,19.6,5600000.0
C01327,51,176400000.0,37900000.0,22,67.3,1,1,31600000.0,16.1,14700000.0
C01328,24,189000000.0,12600000.0,29,79.6,3,1,5200000.0,15.0,15800000.0
C01329,51,255000000.0,10800000.0,27,90.9,2,0,6800000.0,1.4,21200000.0
C01330,36,83700000.0,10400000.0,43,89.3,0,1,19200000.0,10.6,7000000.0
C01331,41,85000000.0,,29,82.3,1,0,55300000.0,15.1,7100000.0
C01332,53,180300000.0,16900000.0,25,48.4,2,1,11300000.0,13.3,15000000.0
C01333,40,134600000.0,58100000.0,27,48.2,1,1,51200000.0,11.4,11200000.0
C01334,57,49600000.0,50500000.0,26,80.8,2,1,10800000.0,18.4,4100000.0
C01335,45,172100000.0,42600000.0,19,93.4,0,1,29800000.0,11.3,14300000.0
C01336,65,50500000.0,65300000.0,24,44.4,0,1,39400000.0,16.8,4200000.0
C01337,49,83200000.0,51500000.0,31,90.9,1,0,7100000.0,17.7,6900000.0
C01338,34,294400000.0,4500000.0,27,26.6,1,0,38600000.0,15.8,24500000.0
C01339,55,382000000.0,34200000.0,23,72.8,3,0,147800000.0,3.2,31800000.0
C01340,39,71700000.0,64600000.0,23,62.9,0,1,20100000.0,15.5,6000000.0
C01341,45,116800000.0,181400000.0,31,60.9,2,1,27200000.0,15.8,9700000.0
C01342,27,143300000.0,188700000.0,28,65.6,3,0,33000000.0,13.5,11900000.0
C01343,26,372900000.0,14100000.0,34,47.9,1,2,27600000.0,7.6,31100000.0
C01344,46,106800000.0,33400000.0,25,73.9,1,1,25700000.0,5.9,8900000.0
C01345,29,107700000.0,11900000.0,34,66.2,1,2,23600000.0,13.1,9000000.0
C01346,65,328100000.0,163800000.0,25,83.7,2,1,4500000.0,14.6,27300000.0
C01347,59,113900000.0,106400000.0,28,96.8,2,1,41100000.0,18.4,9500000.0
C01348,52,208300000.0,60600000.0,24,67.5,1,2,7700000.0,7.0,17400000.0
C01349,54,62100000.0,51800000.0,30,48.6,1,1,37800000.0,5.9,5200000.0
C01350,47,127400000.0,145500000.0,25,42.2,0,1,54100000.0,14.9,10600000.0
C01351,23,56200000.0,126000000.0,33,99.0,1,2,39100000.0,19.6,4700000.0
C01352,38,78300000.0,120400000.0,31,96.4,1,0,9500000.0,6.0,6500000.0
C01353,43,222100000.0,66300000.0,32,82.7,3,2,35400000.0,5.6,18500000.0
C01354,62,136200000.0,33400000.0,27,66.2,0,0,,17.9,11400000.0
C01355,30,117500000.0,86400000.0,23,81.3,3,0,13100000.0,5.4,9800000.0
C01356,43,92700000.0,90000000.0,26,91.1,2,1,242000000.0,8.4,7700000.0
C01357,36,124000000.0,38300000.0,39,52.6,1,0,9300000.0,19.8,10300000.0
C01358,27,165200000.0,33400000.0,34,65.6,3,1,43100000.0,16.1,13800000.0
C01359,25,240400000.0,117900000.0,11,42.9,1,2,133900000.0,5.1,20000000.0
C01360,37,33000000.0,185100000.0,27,62.4,1,3,38100000.0,19.1,2800000.0
C01361,24,88600000.0,23800000.0,25,95.9,1,2,12700000.0,16.9,7400000.0
C01362,24,152800000.0,36000000.0,28,86.6,2,2,13600000.0,19.5,12700000.0
C01363,36,132600000.0,60600000.0,25,67.7,3,2,5400000.0,8.2,11000000.0
C01364,30,174800000.0,68100000.0,18,11.1,2,1,27700000.0,13.4,14600000.0
C01365,45,162200000.0,28900000.0,31,51.9,5,1,28900000.0,7.8,13500000.0
C01366,21,118400000.0,223100000.0,28,67.0,0,1,19000000.0,9.0,9900000.0
C01367,34,104800000.0,64400000.0,24,60.7,2,1,119700000.0,13.5,8700000.0
C01368,41,122300000.0,70700000.0,46,65.7,2,1,24000000.0,8.4,10200000.0
C01369,64,263300000.0,200700000.0,25,69.9,0,3,4500000.0,8.5,21900000.0
C01370,49,93600000.0,,19,54.3,0,1,132600000.0,10.9,7800000.0
C01371,60,135200000.0,41700000.0,28,64.8,1,0,7100000.0,2.3,11300000.0
C01372,36,154900000.0,15500000.0,26,,5,1,45700000.0,19.7,12900000.0
C01373,41,330200000.0,38900000.0,24,50.9,0,2,52700000.0,16.6,27500000.0
C01374,39,118700000.0,12700000.0,31,100.0,1,2,24000000.0,9.8,9900000.0
C01375,60,237200000.0,85000000.0,36,55.5,0,1,73100000.0,15.2,19800000.0
C01376,64,275700000.0,64300000.0,28,19.9,0,2,28500000.0,20.0,23000000.0
C01377,64,135200000.0,35600000.0,37,,1,2,17600000.0,10.4,11300000.0
C01378,54,124700000.0,41300000.0,27,48.1,2,0,2600000.0,14.5,10400000.0
C01379,43,116800000.0,86000000.0,33,83.0,0,1,3900000.0,1.9,9700000.0
C01380,45,121600000.0,17100000.0,40,51.4,1,1,541900000.0,19.1,10100000.0
C01381,65,224000000.0,53500000.0,22,76.4,2,2,58900000.0,3.5,18700000.0
C01382,33,159000000.0,81600000.0,25,64.0,2,1,104400000.0,16.1,13200000.0
C01383,36,159300000.0,9900000.0,27,85.0,0,1,417400000.0,9.9,13300000.0
C01384,61,75400000.0,80500000.0,35,60.7,1,1,17700000.0,13.0,6300000.0
C01385,38,82200000.0,,23,51.9,1,1,22600000.0,12.0,6800000.0
C01386,31,455100000.0,40700000.0,31,70.1,0,1,4300000.0,8.4,37900000.0
C01387,46,127000000.0,16700000.0,23,57.4,2,0,19200000.0,19.1,10600000.0
C01388,35,91400000.0,151900000.0,39,26.4,3,1,18600000.0,6.3,7600000.0
C01389,61,307600000.0,16800000.0,26,53.0,1,2,17200000.0,4.8,25600000.0
C01390,61,163500000.0,11100000.0,23,100.0,1,0,83800000.0,17.9,13600000.0
C01391,34,192400000.0,,23,28.6,0,4,58000000.0,6.0,16000000.0
C01392,44,129800000.0,,20,69.8,2,1,72600000.0,2.3,10800000.0
C01393,65,117500000.0,12500000.0,20,60.1,0,4,6900000.0,3.3,9800000.0
C01394,54,127500000.0,70400000.0,28,100.0,0,0,27200000.0,7.3,10600000.0
C01395,30,65400000.0,8300000.0,34,42.8,1,0,38500000.0,17.6,5400000.0
C01396,47,133400000.0,18700000.0,41,67.0,1,1,205900000.0,13.3,11100000.0
C01397,48,164800000.0,27600000.0,24,78.7,2,0,30000000.0,2.7,13700000.0
C01398,50,387400000.0,89000000.0,21,61.4,3,1,22000000.0,10.8,32300000.0
C01399,22,146800000.0,135300000.0,18,49.6,1,1,87200000.0,12.5,12200000.0
C01400,34,38800000.0,114900000.0,33,64.6,4,0,19900000.0,16.2,3200000.0
C01401,59,132900000.0,39500000.0,38,58.8,2,1,44200000.0,11.4,11100000.0
C01402,31,631700000.0,5700000.0,19,58.8,2,1,42800000.0,7.0,52600000.0
C01403,34,225500000.0,62700000.0,32,83.6,1,1,14900000.0,19.9,18800000.0
C01404,35,89600000.0,157100000.0,31,73.1,2,0,12300000.0,5.3,7500000.0
C01405,28,193800000.0,128400000.0,32,76.0,0,1,24100000.0,19.3,16200000.0
C01406,27,93100000.0,66700000.0,16,71.6,1,2,15500000.0,4.3,7800000.0
C01407,36,66500000.0,16400000.0,21,84.2,1,3,4800000.0,10.5,5500000.0
C01408,60,115600000.0,28800000.0,22,91.1,2,1,55300000.0,2.4,9600000.0
C01409,21,147200000.0,232900000.0,33,59.3,4,1,46800000.0,17.9,12300000.0
C01410,33,50000000.0,13500000.0,29,81.4,2,2,11000000.0,9.9,4200000.0
C01411,23,74400000.0,17000000.0,24,39.1,2,1,9900000.0,17.7,6200000.0
C01412,46,140800000.0,100300000.0,25,19.9,2,0,,16.5,11700000.0
C01413,32,111800000.0,31200000.0,29,100.0,1,1,171800000.0,4.0,9300000.0
C01414,56,174000000.0,16500000.0,32,58.3,0,1,76800000.0,1.4,14500000.0
C01415,47,71800000.0,164900000.0,28,70.0,1,1,93700000.0,18.4,6000000.0
C01416,56,207300000.0,66600000.0,25,40.5,1,2,17900000.0,11.3,17300000.0
C01417,49,73000000.0,32500000.0,28,39.6,2,2,39500000.0,17.1,6100000.0
C01418,40,345600000.0,17000000.0,31,50.7,0,1,21600000.0,13.9,28800000.0
C01419,59,54500000.0,256500000.0,27,77.9,1,3,11200000.0,15.4,4500000.0
C01420,42,76800000.0,44100000.0,29,54.7,2,1,31000000.0,9.8,6400000.0
C01421,63,176100000.0,147600000.0,28,58.3,3,0,9600000.0,14.7,14700000.0
C01422,65,349700000.0,96200000.0,34,50.1,2,3,11000000.0,18.4,29100000.0
C01423,47,166500000.0,28900000.0,36,88.3,1,1,15300000.0,14.2,13900000.0
C01424,51,190800000.0,29100000.0,37,82.4,0,0,17200000.0,18.6,15900000.0
C01425,32,141400000.0,153900000.0,34,55.3,2,1,24200000.0,5.0,11800000.0
C01426,57,79600000.0,156000000.0,20,78.7,3,2,2600000.0,16.1,6600000.0
C01427,51,106900000.0,9100000.0,28,60.1,1,1,9000000.0,10.7,8900000.0
C01428,61,71900000.0,71800000.0,40,58.2,0,0,140700000.0,1.4,6000000.0
C01429,33,69300000.0,40600000.0,25,64.0,0,1,24800000.0,13.0,5800000.0
C01430,56,174600000.0,18700000.0,18,77.9,1,1,46400000.0,12.6,14600000.0
C01431,42,75500000.0,56200000.0,33,47.2,0,1,39500000.0,19.8,6300000.0
C01432,29,166900000.0,14300000.0,31,75.0,1,0,22200000.0,13.1,13900000.0
C01433,28,68400000.0,30300000.0,18,100.0,1,3,9500000.0,2.8,5700000.0
C01434,46,164800000.0,22800000.0,21,68.7,0,1,13700000.0,19.8,13700000.0
C01435,35,107000000.0,29400000.0,33,65.7,2,1,215500000.0,6.4,8900000.0
C01436,25,303500000.0,42300000.0,24,63.3,1,0,13900000.0,14.0,25300000.0
C01437,40,167300000.0,19000000.0,22,74.6,3,1,166100000.0,12.0,13900000.0
C01438,50,276300000.0,171400000.0,30,32.8,2,2,15800000.0,7.2,23000000.0
C01439,35,92400000.0,68400000.0,21,99.0,2,0,17600000.0,8.3,7700000.0
C01440,63,144400000.0,206900000.0,38,84.6,1,1,27200000.0,13.1,12000000.0
C01441,56,81600000.0,39300000.0,33,52.1,1,1,20600000.0,17.5,6800000.0
C01442,44,111500000.0,28200000.0,27,,2,0,8900000.0,18.9,9300000.0
C01443,63,121200000.0,200600000.0,31,53.9,1,1,24600000.0,19.8,10100000.0
C01444,40,93900000.0,27500000.0,28,71.0,0,2,5000000.0,2.5,7800000.0
C01445,27,71700000.0,38700000.0,28,66.2,0,1,37300000.0,3.9,6000000.0
C01446,22,64300000.0,83000000.0,24,69.6,1,1,32000000.0,4.3,5400000.0
