Customer_ID,Age,Gender,Married,Education,Employment_Years,Annual_Income,Coapplicant_Income,Credit_Score,Existing_Loans,Property_Area,Loan_Term_Months,Approved_Loan_Amount
C01280,59,Male,Yes,Graduate,1.3,85000000.0,14400000.0,723.0,0,Semiurban,12.0,97000000.0
C01281,54,Male,No,Graduate,24.6,101300000.0,31600000.0,678.0,0,Semiurban,84.0,157000000.0
C01282,54,Male,Yes,Graduate,20.2,403700000.0,120400000.0,829.0,0,,,328000000.0
C01283,38,Female,Yes,Graduate,7.7,234700000.0,82900000.0,672.0,2,Urban,36.0,157000000.0
C01284,57,Male,Yes,Graduate,11.8,269100000.0,39000000.0,761.0,0,Rural,60.0,302000000.0
C01285,38,Male,No,Not Graduate,18.2,45800000.0,4100000.0,678.0,0,Semiurban,84.0,168000000.0
C01286,23,Female,Yes,Graduate,16.9,110400000.0,,552.0,1,Urban,60.0,50000000.0
C01287,61,Male,Yes,Not Graduate,11.6,84200000.0,38000000.0,670.0,0,Urban,36.0,68000000.0
C01288,31,Male,No,Not Graduate,12.8,161800000.0,29400000.0,678.0,0,Rural,60.0,223000000.0
C01289,25,Male,Yes,Graduate,1.1,214900000.0,35900000.0,679.0,2,Semiurban,24.0,104000000.0
C01290,48,Female,No,Graduate,12.5,143600000.0,42500000.0,640.0,1,Urban,24.0,144000000.0
C01291,31,Male,No,Not Graduate,8.5,74300000.0,22800000.0,737.0,2,Semiurban,60.0,177000000.0
C01292,59,Female,No,Graduate,7.1,83400000.0,34800000.0,745.0,1,Rural,72.0,107000000.0
C01293,40,Male,No,Graduate,6.7,168800000.0,31100000.0,667.0,0,Semiurban,48.0,173000000.0
C01294,21,Female,No,Graduate,,178300000.0,19900000.0,666.0,2,Semiurban,60.0,163000000.0
C01295,63,Male,Yes,Graduate,10.7,129700000.0,153300000.0,611.0,0,Urban,60.0,236000000.0
C01296,44,Female,No,Not Graduate,10.6,128900000.0,23900000.0,709.0,0,Urban,60.0,93000000.0
C01297,32,Male,No,Not Graduate,,123400000.0,5800000.0,793.0,0,Rural,48.0,59000000.0
C01298,51,Female,No,Not Graduate,24.0,139100000.0,145800000.0,793.0,0,Urban,84.0,216000000.0
C01299,44,Male,Yes,Not Graduate,5.6,177900000.0,,645.0,0,Urban,36.0,126000000.0
C01300,22,Male,No,Graduate,10.2,169700000.0,71900000.0,839.0,3,Urban,36.0,248000000.0
C01301,55,Male,Yes,Graduate,4.8,121600000.0,20300000.0,663.0,0,Urban,24.0,50000000.0
C01302,39,Male,Yes,Not Graduate,17.6,116800000.0,55200000.0,614.0,1,Semiurban,60.0,162000000.0
C01303,52,Male,Yes,Not Graduate,10.9,114400000.0,,588.0,1,Rural,72.0,131000000.0
C01304,61,Female,Yes,Not Graduate,10.3,78100000.0,77900000.0,609.0,2,Urban,36.0,152000000.0
C01305,48,Male,No,Not Graduate,21.9,77600000.0,,715.0,1,Urban,24.0,74000000.0
C01306,51,Male,Yes,Graduate,19.0,161800000.0,20700000.0,,0,Semiurban,72.0,205000000.0
C01307,32,Female,No,Graduate,13.0,81100000.0,43000000.0,643.0,2,Rural,60.0,180000000.0
C01308,31,Male,No,Not Graduate,11.7,187800000.0,25800000.0,626.0,0,Rural,84.0,257000000.0
C01309,39,Male,Yes,Graduate,24.0,116700000.0,7500000.0,609.0,0,Rural,60.0,140000000.0
C01310,59,Male,No,Graduate,23.9,188300000.0,21600000.0,623.0,4,Urban,60.0,198000000.0
C01311,44,Male,Yes,Graduate,17.6,170300000.0,347400000.0,766.0,2,Semiurban,60.0,412000000.0
C01312,36,Male,No,Graduate,19.0,190800000.0,8200000.0,,2,Semiurban,36.0,94000000.0
C01313,56,Male,No,Graduate,22.5,92300000.0,42400000.0,830.0,0,Urban,60.0,193000000.0
C01314,59,Male,Yes,Graduate,24.1,150300000.0,28800000.0,742.0,0,Semiurban,60.0,194000000.0
C01315,61,Female,No,Graduate,2.1,180100000.0,152100000.0,653.0,0,Semiurban,60.0,161000000.0
C01316,34,Male,Yes,Graduate,24.9,51100000.0,14400000.0,640.0,1,Semiurban,60.0,174000000.0
C01317,52,Female,Yes,Graduate,17.6,306000000.0,38000000.0,747.0,0,Urban,12.0,170000000.0
C01318,47,Female,No,Graduate,,417300000.0,60600000.0,672.0,1,Urban,60.0,465000000.0
C01319,41,Male,Yes,Graduate,10.3,202000000.0,30300000.0,721.0,0,,60.0,192000000.0
C01320,38,Male,Yes,Graduate,8.4,186900000.0,18900000.0,835.0,0,Urban,72.0,147000000.0
C01321,26,Female,Yes,Graduate,20.1,165900000.0,34400000.0,706.0,2,Urban,24.0,219000000.0
C01322,33,Female,Yes,Graduate,16.4,100400000.0,27300000.0,850.0,0,Semiurban,60.0,131000000.0
C01323,45,Male,No,Graduate,5.0,112900000.0,27300000.0,605.0,1,Urban,60.0,190000000.0
C01324,60,Female,Yes,Not Graduate,,204000000.0,73700000.0,724.0,1,,24.0,263000000.0
C01325,59,Female,Yes,Graduate,3.5,70300000.0,48300000.0,714.0,0,Urban,60.0,210000000.0
C01326,29,Male,Yes,Graduate,12.4,67000000.0,54400000.0,616.0,0,Urban,60.0,151000000.0
C01327,51,Male,No,Graduate,14.6,96400000.0,45600000.0,750.0,1,Urban,60.0,165000000.0
C01328,24,Female,Yes,Graduate,15.9,172200000.0,75400000.0,805.0,1,Semiurban,36.0,172000000.0
C01329,51,Male,Yes,Not Graduate,3.6,74500000.0,99400000.0,850.0,0,Rural,72.0,249000000.0
C01330,36,Female,Yes,Not Graduate,2.4,106000000.0,27800000.0,721.0,2,Urban,24.0,137000000.0
C01331,41,Male,Yes,Graduate,6.5,113200000.0,67400000.0,547.0,3,Semiurban,60.0,105000000.0
C01332,53,Female,No,Not Graduate,15.2,68800000.0,12400000.0,726.0,3,Urban,60.0,146000000.0
C01333,40,Male,Yes,Graduate,23.3,31400000.0,5800000.0,746.0,0,Urban,12.0,134000000.0
C01334,57,Male,Yes,Graduate,19.5,68200000.0,150900000.0,672.0,3,Rural,24.0,197000000.0
C01335,45,Male,No,Graduate,18.6,138500000.0,26800000.0,706.0,1,Rural,48.0,77000000.0
C01336,65,Male,Yes,Graduate,8.3,156800000.0,42800000.0,654.0,3,Urban,60.0,169000000.0
C01337,49,Female,Yes,Graduate,2.8,157500000.0,13100000.0,680.0,1,Semiurban,60.0,176000000.0
C01338,34,Male,Yes,Graduate,22.3,167800000.0,12700000.0,766.0,1,Urban,84.0,227000000.0
C01339,55,Female,Yes,Graduate,12.5,85000000.0,19800000.0,794.0,0,Rural,36.0,59000000.0
C01340,39,Female,No,Graduate,2.5,75600000.0,58500000.0,595.0,1,Semiurban,72.0,175000000.0
C01341,45,Male,No,Graduate,13.4,147500000.0,23200000.0,652.0,2,Semiurban,84.0,248000000.0
C01342,27,Female,No,Graduate,16.9,106800000.0,26800000.0,571.0,2,Rural,36.0,168000000.0
C01343,26,Female,No,Graduate,8.0,197600000.0,19300000.0,828.0,0,Semiurban,60.0,90000000.0
C01344,46,Female,Yes,Graduate,0.2,148000000.0,88900000.0,755.0,0,Rural,84.0,216000000.0
C01345,29,Male,Yes,Graduate,15.5,243100000.0,70100000.0,540.0,1,Urban,36.0,184000000.0
C01346,65,Female,No,Graduate,1.0,92900000.0,23800000.0,685.0,1,Rural,60.0,162000000.0
C01347,59,Female,No,Not Graduate,10.8,215900000.0,60500000.0,669.0,5,Rural,60.0,217000000.0
C01348,52,Female,No,Graduate,20.6,367400000.0,28800000.0,633.0,1,Semiurban,60.0,245000000.0
C01349,54,Male,Yes,Graduate,25.0,123600000.0,26700000.0,768.0,2,Semiurban,72.0,234000000.0
C01350,47,Female,No,Not Graduate,9.3,157900000.0,33600000.0,766.0,1,Rural,60.0,218000000.0
C01351,23,Male,No,Graduate,0.5,71900000.0,58600000.0,710.0,2,Semiurban,36.0,114000000.0
C01352,38,Male,No,Graduate,12.3,196200000.0,17100000.0,642.0,0,Urban,60.0,198000000.0
C01353,43,Male,No,Graduate,6.9,223300000.0,52300000.0,643.0,1,Urban,60.0,239000000.0
C01354,62,Female,Yes,Graduate,22.3,91400000.0,258200000.0,693.0,1,Urban,60.0,271000000.0
C01355,30,Female,Yes,Graduate,17.8,165700000.0,40500000.0,656.0,1,Urban,60.0,159000000.0
C01356,43,Male,Yes,Graduate,10.1,140000000.0,36000000.0,690.0,0,Urban,60.0,141000000.0
C01357,36,Female,Yes,Graduate,19.1,148800000.0,32700000.0,732.0,1,Semiurban,72.0,136000000.0
C01358,27,Male,No,Not Graduate,8.5,187600000.0,51300000.0,575.0,3,Semiurban,60.0,214000000.0
C01359,25,Male,Yes,Graduate,13.0,159600000.0,9700000.0,633.0,1,Urban,60.0,168000000.0
C01360,37,Female,Yes,Graduate,23.1,111200000.0,136500000.0,687.0,1,Urban,84.0,267000000.0
C01361,24,Female,Yes,Not Graduate,5.0,189800000.0,76700000.0,807.0,2,Urban,36.0,225000000.0
C01362,24,Female,No,Graduate,7.8,221200000.0,20900000.0,,1,Semiurban,60.0,157000000.0
C01363,36,Female,Yes,Not Graduate,22.1,88500000.0,35900000.0,690.0,1,Semiurban,60.0,217000000.0
C01364,30,Male,Yes,Graduate,11.5,119900000.0,22400000.0,720.0,1,Rural,60.0,88000000.0
C01365,45,Female,No,Graduate,7.9,45400000.0,44500000.0,682.0,3,Semiurban,72.0,60000000.0
C01366,21,Male,Yes,Not Graduate,0.9,165400000.0,36800000.0,771.0,2,Semiurban,72.0,161000000.0
C01367,34,Female,Yes,Graduate,10.5,235100000.0,42000000.0,723.0,1,Urban,60.0,235000000.0
C01368,41,Male,Yes,Not Graduate,12.5,104200000.0,15400000.0,786.0,2,Semiurban,72.0,228000000.0
C01369,64,Male,Yes,Graduate,10.2,129100000.0,23800000.0,588.0,0,Semiurban,60.0,200000000.0
C01370,49,Male,No,Not Graduate,6.9,106300000.0,87500000.0,630.0,2,Rural,60.0,112000000.0
C01371,60,Female,No,Graduate,9.2,97200000.0,22800000.0,711.0,1,Semiurban,72.0,168000000.0
C01372,36,Male,Yes,Graduate,16.1,136300000.0,4200000.0,727.0,0,Rural,,117000000.0
C01373,41,Female,No,Graduate,22.3,78000000.0,31000000.0,850.0,2,Rural,60.0,246000000.0
C01374,39,Female,No,Not Graduate,16.2,105400000.0,240900000.0,554.0,1,Rural,72.0,277000000.0
C01375,60,Male,Yes,Graduate,16.2,73000000.0,69000000.0,688.0,0,Semiurban,36.0,150000000.0
C01376,64,Female,Yes,Graduate,20.4,165900000.0,21900000.0,684.0,1,Urban,60.0,70000000.0
C01377,64,Male,Yes,Not Graduate,4.1,136900000.0,33600000.0,708.0,0,Semiurban,60.0,128000000.0
C01378,54,Male,No,Graduate,7.5,94700000.0,60300000.0,820.0,1,Rural,60.0,234000000.0
C01379,43,Female,Yes,Graduate,1.3,122500000.0,8600000.0,756.0,1,,84.0,134000000.0
C01380,45,Male,Yes,Graduate,8.7,106300000.0,17600000.0,570.0,0,Rural,60.0,119000000.0
C01381,65,Male,No,Graduate,25.0,225100000.0,48100000.0,805.0,1,Semiurban,36.0,187000000.0
C01382,33,Male,No,Graduate,8.2,94200000.0,125300000.0,803.0,2,Rural,72.0,130000000.0
C01383,36,Female,No,Graduate,21.5,170200000.0,24600000.0,710.0,2,Semiurban,36.0,202000000.0
C01384,61,Male,No,Graduate,2.1,81400000.0,122600000.0,569.0,0,Semiurban,60.0,100000000.0
C01385,38,Male,Yes,Graduate,11.5,187800000.0,19100000.0,679.0,1,Semiurban,72.0,252000000.0
C01386,31,Female,No,Graduate,8.8,212300000.0,2300000.0,725.0,1,Urban,72.0,222000000.0
C01387,46,Male,Yes,Graduate,5.0,217900000.0,63500000.0,765.0,0,Semiurban,60.0,132000000.0
C01388,35,Female,Yes,Graduate,9.3,269500000.0,53900000.0,557.0,2,Urban,72.0,263000000.0
C01389,61,Male,No,Graduate,16.3,140900000.0,63100000.0,632.0,2,Semiurban,60.0,195000000.0
C01390,61,Female,Yes,Graduate,12.3,237100000.0,61100000.0,772.0,2,Semiurban,24.0,196000000.0
C01391,34,Female,Yes,Graduate,21.1,293200000.0,40800000.0,803.0,3,Urban,60.0,394000000.0
C01392,44,Male,No,Graduate,22.6,64700000.0,28500000.0,722.0,2,Semiurban,60.0,181000000.0
C01393,65,Male,Yes,Graduate,12.0,86100000.0,29300000.0,776.0,2,Urban,72.0,204000000.0
C01394,54,Female,Yes,Graduate,24.5,52700000.0,24200000.0,724.0,0,Urban,60.0,185000000.0
C01395,30,Female,Yes,Not Graduate,1.8,215100000.0,25400000.0,762.0,2,Urban,36.0,150000000.0
C01396,47,Male,No,Graduate,6.9,52300000.0,8200000.0,701.0,0,Urban,24.0,79000000.0
C01397,48,Female,No,Not Graduate,10.4,45100000.0,13200000.0,726.0,0,Rural,60.0,108000000.0
C01398,50,Male,Yes,Graduate,14.6,65600000.0,30700000.0,598.0,1,Semiurban,60.0,130000000.0
C01399,22,Female,Yes,Graduate,13.6,46100000.0,5800000.0,744.0,1,Semiurban,60.0,107000000.0
C01400,34,Female,No,Not Graduate,14.2,139400000.0,7000000.0,596.0,3,Semiurban,36.0,141000000.0
C01401,59,Female,Yes,Not Graduate,22.4,66100000.0,26800000.0,744.0,1,Semiurban,36.0,105000000.0
C01402,31,Female,Yes,Graduate,6.9,47400000.0,31600000.0,657.0,1,Rural,60.0,50000000.0
C01403,34,Male,Yes,Graduate,20.4,117300000.0,27200000.0,718.0,2,Semiurban,60.0,167000000.0
C01404,35,Female,Yes,Graduate,14.0,121100000.0,5200000.0,619.0,1,Urban,72.0,114000000.0
C01405,28,Female,Yes,Graduate,12.3,42900000.0,121200000.0,652.0,1,Rural,84.0,222000000.0
C01406,27,Female,No,Graduate,7.5,81000000.0,11100000.0,718.0,2,Semiurban,60.0,76000000.0
C01407,36,Female,No,Graduate,7.6,115200000.0,18200000.0,747.0,2,Rural,60.0,151000000.0
C01408,60,Female,Yes,Graduate,9.7,98600000.0,12800000.0,772.0,1,Rural,36.0,83000000.0
C01409,21,Female,No,Graduate,19.1,100100000.0,98900000.0,604.0,0,Semiurban,60.0,202000000.0
C01410,33,Female,Yes,Graduate,11.9,229500000.0,49000000.0,577.0,0,Rural,60.0,118000000.0
C01411,23,Female,Yes,Graduate,3.8,390800000.0,24000000.0,617.0,1,Urban,48.0,212000000.0
C01412,46,Male,No,Graduate,19.0,101000000.0,22700000.0,610.0,2,Semiurban,48.0,145000000.0
C01413,32,Male,Yes,Not Graduate,16.6,58000000.0,40400000.0,808.0,0,Semiurban,72.0,177000000.0
C01414,56,Male,No,Graduate,23.7,105500000.0,12900000.0,791.0,1,Rural,60.0,212000000.0
C01415,47,Male,Yes,Not Graduate,13.2,133500000.0,47500000.0,615.0,1,Semiurban,60.0,177000000.0
C01416,56,Male,Yes,Not Graduate,16.4,116500000.0,22600000.0,818.0,0,Urban,60.0,83000000.0
C01417,49,Male,Yes,Not Graduate,12.0,167900000.0,53000000.0,786.0,1,Urban,60.0,218000000.0
C01418,40,Male,Yes,Graduate,17.0,405100000.0,51600000.0,568.0,0,Semiurban,36.0,121000000.0
C01419,59,Female,No,Not Graduate,10.9,46800000.0,21800000.0,613.0,0,Semiurban,,86000000.0
C01420,42,Male,No,Not Graduate,3.4,90800000.0,6800000.0,566.0,0,Urban,24.0,50000000.0
C01421,63,Female,Yes,Not Graduate,24.7,280100000.0,28700000.0,684.0,1,Semiurban,36.0,174000000.0
C01422,65,Male,Yes,Graduate,18.0,90100000.0,11000000.0,691.0,0,Semiurban,60.0,50000000.0
C01423,47,Male,No,Graduate,15.2,185300000.0,37300000.0,691.0,1,Urban,60.0,208000000.0
C01424,51,Female,No,Graduate,12.0,169800000.0,28500000.0,538.0,0,Urban,60.0,107000000.0
C01425,32,Female,Yes,Graduate,17.8,236900000.0,21900000.0,,0,Rural,72.0,193000000.0
C01426,57,Female,Yes,Graduate,3.2,343700000.0,12400000.0,710.0,2,Semiurban,48.0,168000000.0
C01427,51,Female,Yes,Not Graduate,8.2,144100000.0,90400000.0,737.0,1,Semiurban,36.0,83000000.0
C01428,61,Female,Yes,Graduate,3.1,45900000.0,24300000.0,539.0,4,Semiurban,36.0,50000000.0
C01429,33,Female,Yes,Graduate,3.2,81600000.0,230000000.0,,1,Urban,24.0,204000000.0
C01430,56,Male,Yes,Not Graduate,0.5,399300000.0,36000000.0,767.0,0,Urban,60.0,378000000.0
C01431,42,Female,Yes,Graduate,18.9,55100000.0,46400000.0,598.0,0,Rural,60.0,207000000.0
C01432,29,Female,Yes,Graduate,5.7,157700000.0,36100000.0,689.0,0,Urban,36.0,100000000.0
C01433,28,Male,Yes,Not Graduate,20.8,30100000.0,46000000.0,591.0,0,Urban,60.0,122000000.0
C01434,46,Male,No,Not Graduate,22.6,57100000.0,83900000.0,752.0,1,Semiurban,60.0,195000000.0
C01435,35,Female,Yes,Graduate,4.2,195500000.0,84700000.0,539.0,1,Rural,84.0,97000000.0
C01436,25,Male,Yes,Graduate,17.7,122400000.0,8500000.0,667.0,1,,60.0,156000000.0
C01437,40,Female,Yes,Graduate,11.5,97600000.0,69400000.0,761.0,0,Semiurban,60.0,239000000.0
C01438,50,Male,Yes,Graduate,23.0,76700000.0,52100000.0,736.0,1,Rural,48.0,174000000.0
C01439,35,Male,No,Not Graduate,12.1,40000000.0,36000000.0,655.0,1,,72.0,109000000.0
C01440,63,Male,Yes,Not Graduate,9.5,175700000.0,137700000.0,638.0,2,Semiurban,72.0,282000000.0
C01441,56,Female,Yes,Graduate,,102700000.0,142200000.0,673.0,1,Urban,60.0,182000000.0
C01442,44,Male,No,Graduate,22.6,52000000.0,72200000.0,593.0,1,Semiurban,60.0,148000000.0
C01443,63,Female,No,Graduate,5.7,122000000.0,22700000.0,,2,Rural,60.0,175000000.0
C01444,40,Female,No,Graduate,20.7,165200000.0,13500000.0,684.0,0,Semiurban,60.0,143000000.0
C01445,27,Male,Yes,Graduate,4.9,107500000.0,64000000.0,659.0,3,Rural,60.0,163000000.0
C01446,22,Female,Yes,Graduate,16.1,127900000.0,103900000.0,765.0,2,Semiurban,60.0,129000000.0
C01447,63,Male,No,Not Graduate,11.3,122500000.0,6900000.0,610.0,1,Urban,84.0,129000000.0
C01448,64,Female,Yes,Graduate,2.6,81300000.0,,562.0,1,Semiurban,60.0,50000000.0
C01449,54,Male,No,Graduate,3.1,123600000.0,28500000.0,651.0,1,Rural,48.0,146000000.0
C01450,25,Male,No,Graduate,7.0,179800000.0,8200000.0,699.0,0,Urban,60.0,206000000.0
C01451,34,Female,Yes,Not Graduate,19.2,212000000.0,51000000.0,682.0,0,Semiurban,60.0,131000000.0
C01452,22,Female,Yes,Not Graduate,18.2,185400000.0,72400000.0,679.0,0,Urban,24.0,189000000.0
C01453,23,Female,Yes,Graduate,5.1,82800000.0,26400000.0,606.0,1,Semiurban,60.0,80000000.0
C01454,32,Female,Yes,Graduate,11.9,170300000.0,15000000.0,616.0,0,Semiurban,24.0,140000000.0
C01455,46,Male,No,Not Graduate,2.4,155000000.0,137700000.0,653.0,1,Semiurban,60.0,75000000.0
C01456,23,Male,No,Graduate,17.9,81200000.0,20500000.0,647.0,1,Rural,24.0,82000000.0
C01457,65,Male,Yes,Graduate,19.8,93000000.0,88500000.0,772.0,2,Urban,60.0,249000000.0
C01458,41,Female,No,Graduate,22.3,174400000.0,10400000.0,710.0,1,Semiurban,84.0,206000000.0
C01459,32,Male,Yes,Not Graduate,22.1,255900000.0,48800000.0,650.0,0,Urban,12.0,204000000.0
C01460,44,Male,No,Graduate,8.4,44300000.0,47700000.0,772.0,1,Urban,48.0,124000000.0
C01461,56,Male,Yes,Graduate,6.4,295800000.0,70400000.0,723.0,1,Urban,60.0,235000000.0
C01462,35,Male,No,Graduate,22.4,227600000.0,115600000.0,588.0,1,Urban,60.0,298000000.0
C01463,23,Male,No,Graduate,3.7,133900000.0,18300000.0,447.0,1,Semiurban,84.0,117000000.0
C01464,23,Male,Yes,Graduate,1.5,105100000.0,53100000.0,591.0,1,Urban,60.0,111000000.0
C01465,59,Male,Yes,Not Graduate,7.9,148700000.0,11700000.0,735.0,2,Urban,72.0,134000000.0
C01466,26,Female,No,Not Graduate,19.0,84400000.0,11600000.0,757.0,3,Rural,36.0,57000000.0
C01467,49,Male,Yes,Graduate,17.4,108800000.0,22000000.0,565.0,0,Semiurban,48.0,50000000.0
C01468,38,Male,No,Graduate,24.7,53300000.0,48600000.0,739.0,1,Rural,72.0,79000000.0
C01469,55,Female,No,Not Graduate,9.0,46000000.0,133900000.0,737.0,1,Rural,12.0,112000000.0
C01470,23,Male,No,Not Graduate,6.9,432800000.0,154900000.0,795.0,1,Semiurban,60.0,312000000.0
C01471,61,Male,Yes,Graduate,9.5,124200000.0,26300000.0,761.0,2,Semiurban,60.0,120000000.0
C01472,52,Male,Yes,Graduate,19.6,134200000.0,44700000.0,791.0,1,Rural,84.0,161000000.0
C01473,41,Male,No,Graduate,5.4,118000000.0,74400000.0,727.0,2,Semiurban,60.0,152000000.0
C01474,30,Female,Yes,Graduate,23.7,76100000.0,64600000.0,724.0,0,Semiurban,72.0,150000000.0
C01475,64,Male,Yes,Graduate,12.8,101400000.0,30600000.0,665.0,1,Urban,60.0,269000000.0
C01476,34,Male,Yes,Graduate,19.6,126200000.0,37200000.0,752.0,4,Urban,48.0,127000000.0
C01477,43,Male,No,Graduate,20.7,107700000.0,32000000.0,590.0,0,Rural,36.0,53000000.0
C01478,38,Male,Yes,Not Graduate,12.0,79300000.0,29600000.0,680.0,0,Urban,60.0,95000000.0
C01479,31,Female,Yes,Not Graduate,18.5,156200000.0,26600000.0,730.0,0,Urban,12.0,150000000.0
C01480,39,Male,Yes,Not Graduate,9.1,133100000.0,31800000.0,796.0,0,Semiurban,60.0,139000000.0
C01481,27,Female,No,Graduate,20.3,148900000.0,25300000.0,654.0,2,Rural,60.0,160000000.0
C01482,21,Female,Yes,Graduate,20.6,176800000.0,14100000.0,762.0,1,Rural,60.0,133000000.0
C01483,34,Female,No,Graduate,14.2,109300000.0,69800000.0,675.0,1,Semiurban,60.0,150000000.0
C01484,26,Female,No,Graduate,5.5,109400000.0,52900000.0,764.0,2,Urban,84.0,170000000.0
C01485,39,Female,No,Graduate,24.3,271200000.0,157100000.0,630.0,2,Semiurban,36.0,291000000.0
C01486,59,Female,No,Graduate,23.7,71400000.0,47000000.0,744.0,0,Urban,84.0,257000000.0
C01487,28,Female,Yes,Not Graduate,15.5,42800000.0,25100000.0,683.0,0,Urban,60.0,151000000.0
C01488,21,Male,No,Not Graduate,24.6,162900000.0,21200000.0,601.0,3,Rural,72.0,204000000.0
C01489,25,Male,Yes,Graduate,12.6,84900000.0,,679.0,0,Rural,60.0,50000000.0
C01490,43,Male,No,Not Graduate,9.4,66400000.0,54500000.0,789.0,1,,36.0,64000000.0
C01491,33,Female,Yes,Graduate,11.5,195300000.0,28800000.0,614.0,1,Semiurban,60.0,95000000.0
C01492,43,Female,No,Graduate,1.1,110800000.0,10800000.0,579.0,0,Rural,72.0,64000000.0
C01493,22,Male,No,Graduate,13.7,59900000.0,19400000.0,720.0,1,,60.0,91000000.0
C01494,35,Male,Yes,Graduate,16.7,347800000.0,35500000.0,564.0,2,Urban,72.0,191000000.0
C01495,39,Male,No,Graduate,2.7,49500000.0,63300000.0,807.0,3,Urban,24.0,161000000.0
C01496,40,Female,Yes,Graduate,,114400000.0,10700000.0,805.0,1,Semiurban,84.0,214000000.0
C01497,45,Female,Yes,Graduate,18.0,42500000.0,43300000.0,768.0,1,Urban,84.0,209000000.0
C01498,56,Female,Yes,Not Graduate,19.8,139300000.0,41800000.0,689.0,1,Semiurban,72.0,210000000.0
C01499,42,Male,Yes,Graduate,24.6,84300000.0,24400000.0,815.0,2,Urban,60.0,152000000.0
C01500,58,Male,Yes,Graduate,6.3,188300000.0,21900000.0,791.0,2,Semiurban,72.0,184000000.0
C01501,44,Male,No,Graduate,21.0,118900000.0,19400000.0,650.0,1,Urban,60.0,218000000.0
C01502,32,Female,Yes,Graduate,4.3,252200000.0,39200000.0,798.0,4,Urban,60.0,312000000.0
C01503,31,Female,Yes,Graduate,3.3,94700000.0,86200000.0,622.0,1,Urban,84.0,219000000.0
C01504,35,Female,No,Graduate,18.2,49600000.0,91200000.0,675.0,0,Semiurban,36.0,165000000.0
C01505,47,Male,No,Not Graduate,11.1,136700000.0,14200000.0,555.0,1,Semiurban,72.0,132000000.0
C01506,31,Male,Yes,Graduate,19.8,104400000.0,30100000.0,701.0,2,Urban,60.0,201000000.0
C01507,62,Female,No,Graduate,7.1,44100000.0,6100000.0,668.0,3,Rural,48.0,50000000.0
C01508,42,Male,Yes,Graduate,5.3,67200000.0,38200000.0,656.0,0,Urban,60.0,157000000.0
C01509,59,Female,Yes,Not Graduate,13.7,80000000.0,56500000.0,678.0,0,Semiurban,60.0,196000000.0
C01510,51,Male,Yes,Graduate,2.9,282300000.0,123000000.0,647.0,2,Rural,36.0,262000000.0
C01511,36,Male,No,Graduate,7.0,177100000.0,8400000.0,693.0,0,Urban,60.0,201000000.0
C01512,31,Female,Yes,Not Graduate,4.2,99100000.0,14700000.0,786.0,2,Urban,60.0,156000000.0
C01513,54,Male,Yes,Graduate,8.0,155500000.0,39300000.0,610.0,0,Urban,60.0,190000000.0
C01514,35,Male,No,Graduate,19.1,39100000.0,9600000.0,755.0,2,Rural,36.0,57000000.0
C01515,32,Female,Yes,Graduate,3.0,88000000.0,40200000.0,706.0,1,Semiurban,24.0,177000000.0
C01516,62,Male,Yes,Graduate,15.3,149600000.0,57600000.0,718.0,0,Urban,36.0,174000000.0
C01517,42,Male,No,Not Graduate,14.6,131400000.0,12600000.0,688.0,0,Urban,36.0,170000000.0
C01518,23,Female,No,Graduate,13.5,89200000.0,38900000.0,636.0,0,Urban,60.0,133000000.0
C01519,43,Male,Yes,Graduate,12.1,117500000.0,13300000.0,723.0,0,Semiurban,60.0,91000000.0
C01520,41,Male,Yes,Graduate,16.6,144500000.0,105200000.0,729.0,1,Semiurban,60.0,257000000.0
C01521,59,Male,No,Graduate,21.3,119400000.0,41300000.0,630.0,1,Semiurban,60.0,185000000.0
C01522,53,Male,Yes,Graduate,4.1,192700000.0,21000000.0,590.0,0,Urban,36.0,149000000.0
C01523,29,Male,Yes,Not Graduate,20.4,143000000.0,13000000.0,696.0,0,Rural,72.0,180000000.0
C01524,27,Female,Yes,Graduate,1.5,159000000.0,47800000.0,747.0,0,Rural,60.0,112000000.0
C01525,48,Male,Yes,Not Graduate,12.1,308000000.0,103700000.0,765.0,2,Semiurban,24.0,99000000.0
C01526,23,Male,No,Not Graduate,12.8,189200000.0,18900000.0,780.0,1,Semiurban,60.0,188000000.0
C01527,35,Male,Yes,Graduate,4.9,312600000.0,24600000.0,718.0,1,Rural,60.0,144000000.0
C01528,27,Male,Yes,Not Graduate,2.2,82900000.0,19200000.0,670.0,0,Semiurban,60.0,111000000.0
C01529,21,Female,Yes,Not Graduate,1.9,50000000.0,121500000.0,690.0,1,Urban,60.0,213000000.0
C01530,62,Male,Yes,Graduate,0.9,111100000.0,,597.0,1,Urban,60.0,70000000.0
C01531,25,Male,Yes,Graduate,14.3,106000000.0,97900000.0,639.0,1,Urban,60.0,188000000.0
C01532,21,Male,No,Graduate,3.9,267800000.0,25900000.0,686.0,2,Urban,60.0,170000000.0
C01533,62,Male,No,Graduate,20.2,64500000.0,33100000.0,670.0,0,Rural,60.0,121000000.0
C01534,29,Male,Yes,Not Graduate,22.5,114900000.0,26700000.0,697.0,1,Rural,60.0,119000000.0
C01535,57,Female,Yes,Graduate,7.3,150000000.0,42400000.0,587.0,1,Semiurban,36.0,132000000.0
C01536,22,Female,Yes,Graduate,4.1,126800000.0,19500000.0,604.0,1,Rural,36.0,148000000.0
