Account_ID,Outgoing_Tx,Total_Outgoing,Avg_Outgoing,Unique_Beneficiaries,Fraudulent_Outgoing,Fraud_Rate
A00512,3,9820000.0,3273333.3333333335,3,0,0.0
A00513,2,643000.0,321500.0,2,1,0.5
A00514,7,18639000.0,2662714.285714286,7,0,0.0
A00515,6,28666000.0,4777666.666666667,6,0,0.0
A00516,4,5975000.0,1493750.0,4,0,0.0
A00517,4,9113000.0,2278250.0,4,0,0.0
A00518,8,14072000.0,1759000.0,8,0,0.0
A00519,6,5963000.0,993833.3333333334,6,0,0.0
A00520,4,8128000.0,2032000.0,4,0,0.0
A00521,5,5260000.0,1052000.0,5,0,0.0
A00522,9,26951000.0,2994555.5555555555,9,0,0.0
A00523,6,5150000.0,858333.3333333334,6,0,0.0
A00524,6,8421000.0,1403500.0,6,0,0.0
A00525,8,28490000.0,3561250.0,7,0,0.0
A00526,6,9522000.0,1587000.0,6,0,0.0
A00527,5,6846000.0,1369200.0,5,0,0.0
A00528,9,15244000.0,1693777.7777777778,9,0,0.0
A00529,6,16851000.0,2808500.0,6,0,0.0
A00530,9,29397000.0,3266333.3333333335,9,0,0.0
A00531,3,2811000.0,937000.0,3,0,0.0
A00532,6,7222000.0,1203666.6666666667,6,0,0.0
A00533,5,15057000.0,3011400.0,5,0,0.0
A00534,6,20864000.0,3477333.3333333335,6,0,0.0
A00535,9,14745000.0,1638333.3333333333,9,0,0.0
A00536,7,6628000.0,946857.1428571428,7,0,0.0
A00537,8,14282000.0,1785250.0,8,0,0.0
A00538,5,6410000.0,1282000.0,5,0,0.0
A00539,9,20373000.0,2263666.6666666665,9,0,0.0
A00540,7,21882000.0,3126000.0,7,0,0.0
A00541,6,17885000.0,2980833.3333333335,6,0,0.0
A00542,11,16920000.0,1538181.8181818181,11,0,0.0
A00543,7,16923000.0,2417571.4285714286,7,0,0.0
A00544,8,23454000.0,2931750.0,7,0,0.0
A00545,3,3355000.0,1118333.3333333333,3,0,0.0
A00546,10,49810000.0,4981000.0,10,0,0.0
A00547,4,11586000.0,2896500.0,4,0,0.0
A00548,6,10841000.0,1806833.3333333333,6,0,0.0
A00549,1,2207000.0,2207000.0,1,0,0.0
A00550,4,32502000.0,8125500.0,4,0,0.0
A00551,3,12146000.0,4048666.6666666665,3,0,0.0
A00552,4,18910000.0,4727500.0,4,0,0.0
A00553,4,8330000.0,2082500.0,4,0,0.0
A00554,5,12880000.0,2576000.0,5,0,0.0
A00555,6,11908000.0,1984666.6666666667,6,0,0.0
A00556,5,5498000.0,1099600.0,5,0,0.0
A00557,10,20471000.0,2047100.0,10,0,0.0
A00558,6,16256000.0,2709333.3333333335,6,0,0.0
A00559,5,5276000.0,1055200.0,5,0,0.0
A00560,3,4246000.0,1415333.3333333333,3,0,0.0
A00561,7,8973000.0,1281857.142857143,7,0,0.0
A00562,9,8620000.0,957777.7777777778,9,0,0.0
A00563,13,31234000.0,2402615.3846153845,11,0,0.0
A00564,5,6722000.0,1344400.0,5,0,0.0
A00565,4,7669000.0,1917250.0,4,0,0.0
A00566,7,10813000.0,1544714.2857142857,7,0,0.0
A00567,6,9418000.0,1569666.6666666667,6,0,0.0
A00568,7,5613000.0,801857.1428571428,7,0,0.0
A00569,4,2787000.0,696750.0,4,0,0.0
A00570,7,13170000.0,1881428.5714285714,7,0,0.0
A00571,10,13807000.0,1380700.0,10,0,0.0
A00572,8,15734000.0,1966750.0,8,0,0.0
A00573,7,13343000.0,1906142.857142857,7,0,0.0
A00574,7,21361000.0,3051571.4285714286,7,0,0.0
A00575,4,3618000.0,904500.0,4,0,0.0
A00576,4,8164000.0,2041000.0,4,0,0.0
A00577,6,5468000.0,911333.3333333334,6,0,0.0
A00578,6,9199000.0,1533166.6666666667,6,0,0.0
A00579,6,38579000.0,6429833.333333333,6,0,0.0
A00580,9,22507000.0,2500777.777777778,9,0,0.0
A00581,3,2432000.0,810666.6666666666,3,0,0.0
A00582,3,6257000.0,2085666.6666666667,3,0,0.0
A00583,1,988000.0,988000.0,1,0,0.0
A00584,6,5479000.0,913166.6666666666,6,0,0.0
A00585,3,1505000.0,501666.6666666667,3,0,0.0
A00586,2,1700000.0,850000.0,2,0,0.0
A00587,5,15932000.0,3186400.0,5,0,0.0
A00588,6,13135000.0,2189166.6666666665,6,1,0.16666666666666666
A00589,3,1274000.0,424666.6666666667,3,0,0.0
A00590,9,18553000.0,2061444.4444444445,9,0,0.0
A00591,5,6937000.0,1387400.0,5,0,0.0
A00592,3,6871000.0,2290333.3333333335,3,0,0.0
A00593,5,9006000.0,1801200.0,5,0,0.0
A00594,7,25466000.0,3638000.0,7,0,0.0
A00595,6,10169000.0,1694833.3333333333,6,0,0.0
A00596,7,4777000.0,682428.5714285715,7,0,0.0
A00597,8,25531000.0,3191375.0,8,0,0.0
A00598,8,12405000.0,1550625.0,8,0,0.0
A00599,4,15713000.0,3928250.0,4,0,0.0
A00600,6,9858000.0,1643000.0,6,0,0.0
A00601,5,23010000.0,4602000.0,5,0,0.0
A00602,2,2673000.0,1336500.0,2,0,0.0
A00603,4,20186000.0,5046500.0,4,0,0.0
A00604,8,18566000.0,2320750.0,8,0,0.0
A00605,3,8977000.0,2992333.3333333335,3,0,0.0
A00606,7,7094000.0,1013428.5714285715,7,0,0.0
A00607,9,5353000.0,594777.7777777778,9,0,0.0
A00608,9,31889000.0,3543222.222222222,9,0,0.0
A00609,8,21411000.0,2676375.0,8,0,0.0
A00610,5,5288000.0,1057600.0,5,0,0.0
A00611,4,10429000.0,2607250.0,4,0,0.0
A00612,3,7278000.0,2426000.0,3,0,0.0
A00613,3,27148000.0,9049333.333333334,3,0,0.0
A00614,7,21309000.0,3044142.8571428573,7,0,0.0
A00615,6,16539000.0,2756500.0,6,0,0.0
A00616,5,9910000.0,1982000.0,5,0,0.0
A00617,4,9932000.0,2483000.0,4,0,0.0
A00618,8,39045000.0,4880625.0,8,0,0.0
A00619,6,7276000.0,1212666.6666666667,6,0,0.0
A00620,7,4930000.0,704285.7142857143,7,0,0.0
A00621,6,9290000.0,1548333.3333333333,6,0,0.0
A00622,5,14584000.0,2916800.0,5,0,0.0
A00623,5,2661000.0,532200.0,5,0,0.0
A00624,7,18245000.0,2606428.5714285714,7,0,0.0
A00625,4,3875000.0,968750.0,4,0,0.0
A00626,7,9706000.0,1386571.4285714286,7,0,0.0
A00627,14,30615000.0,2186785.714285714,14,0,0.0
A00628,7,34603000.0,4943285.714285715,7,0,0.0
A00629,4,7798000.0,1949500.0,4,0,0.0
A00630,6,18584000.0,3097333.3333333335,6,0,0.0
A00631,8,25321000.0,3165125.0,8,0,0.0
A00632,7,12561000.0,1794428.5714285714,6,0,0.0
A00633,6,6590000.0,1098333.3333333333,6,0,0.0
A00634,12,11179000.0,931583.3333333334,12,0,0.0
A00635,7,19470000.0,2781428.5714285714,7,0,0.0
A00636,6,10322000.0,1720333.3333333333,6,0,0.0
A00637,6,8756000.0,1459333.3333333333,6,0,0.0
A00638,9,10383000.0,1153666.6666666667,9,0,0.0
A00639,7,6629000.0,947000.0,7,0,0.0
A00640,7,10094000.0,1442000.0,7,0,0.0
A00641,9,20735000.0,2303888.888888889,9,0,0.0
A00642,6,26347000.0,4391166.666666667,6,1,0.16666666666666666
A00643,1,21571000.0,21571000.0,1,0,0.0
A00644,7,6213000.0,887571.4285714285,7,0,0.0
A00645,6,12542000.0,2090333.3333333333,6,0,0.0
A00646,3,6412000.0,2137333.3333333335,3,0,0.0
A00647,12,30099000.0,2508250.0,12,0,0.0
A00648,10,20161000.0,2016100.0,9,0,0.0
A00649,9,30982000.0,3442444.4444444445,9,0,0.0
A00650,2,3435000.0,1717500.0,2,0,0.0
A00651,6,28235000.0,4705833.333333333,6,0,0.0
A00652,5,7750000.0,1550000.0,5,0,0.0
A00653,10,10831000.0,1083100.0,10,0,0.0
A00654,6,16996000.0,2832666.6666666665,6,0,0.0
A00655,7,17896000.0,2556571.4285714286,7,1,0.14285714285714285
A00656,4,9333000.0,2333250.0,4,0,0.0
A00657,6,8713000.0,1452166.6666666667,6,0,0.0
A00658,7,9224000.0,1317714.2857142857,7,0,0.0
A00659,6,20046000.0,3341000.0,6,0,0.0
A00660,3,7101000.0,2367000.0,3,1,0.3333333333333333
A00661,5,12707000.0,2541400.0,5,0,0.0
A00662,5,13744000.0,2748800.0,5,0,0.0
A00663,5,5934000.0,1186800.0,5,0,0.0
A00664,7,19913000.0,2844714.285714286,7,0,0.0
A00665,5,12213000.0,2442600.0,5,0,0.0
A00666,8,8696000.0,1087000.0,8,0,0.0
A00667,7,12688000.0,1812571.4285714286,7,0,0.0
A00668,4,20357000.0,5089250.0,4,0,0.0
A00669,6,12170000.0,2028333.3333333333,6,0,0.0
A00670,3,6375000.0,2125000.0,3,0,0.0
A00671,4,5835000.0,1458750.0,4,0,0.0
A00672,5,43491000.0,8698200.0,5,0,0.0
A00673,7,9006000.0,1286571.4285714286,7,0,0.0
A00674,4,5732000.0,1433000.0,4,0,0.0
A00675,6,5623000.0,937166.6666666666,6,0,0.0
A00676,15,24626000.0,1641733.3333333333,15,0,0.0
A00677,6,14009000.0,2334833.3333333335,6,0,0.0
A00678,6,17423000.0,2903833.3333333335,6,0,0.0
A00679,8,14657000.0,1832125.0,8,0,0.0
A00680,3,3461000.0,1153666.6666666667,3,0,0.0
A00681,9,23267000.0,2585222.222222222,9,0,0.0
A00682,8,17664000.0,2208000.0,8,3,0.375
A00683,5,6394000.0,1278800.0,5,0,0.0
A00684,5,11288000.0,2257600.0,5,0,0.0
A00685,3,3344000.0,1114666.6666666667,2,0,0.0
A00686,9,15973000.0,1774777.7777777778,9,0,0.0
A00687,5,16880000.0,3376000.0,5,0,0.0
A00688,2,4651000.0,2325500.0,2,0,0.0
A00689,6,7939000.0,1323166.6666666667,6,0,0.0
A00690,8,13817000.0,1727125.0,8,0,0.0
A00691,7,17018000.0,2431142.8571428573,7,0,0.0
A00693,4,3347000.0,836750.0,4,0,0.0
A00694,4,3299000.0,824750.0,4,0,0.0
A00695,9,12582000.0,1398000.0,9,0,0.0
A00696,5,16718000.0,3343600.0,5,0,0.0
A00697,3,3073000.0,1024333.3333333334,3,0,0.0
A00698,5,17786000.0,3557200.0,5,0,0.0
A00699,6,5898000.0,983000.0,6,0,0.0
A00700,5,4329000.0,865800.0,5,0,0.0
A00701,2,1171000.0,585500.0,2,0,0.0
A00702,6,9854000.0,1642333.3333333333,6,0,0.0
A00703,5,6683000.0,1336600.0,5,0,0.0
A00704,5,6336000.0,1267200.0,5,0,0.0
A00705,4,13738000.0,3434500.0,4,0,0.0
A00706,8,15566000.0,1945750.0,8,0,0.0
A00707,8,28021000.0,3502625.0,8,0,0.0
A00708,7,4938000.0,705428.5714285715,7,0,0.0
A00709,4,5450000.0,1362500.0,4,0,0.0
A00710,5,5668000.0,1133600.0,5,0,0.0
A00711,4,9757000.0,2439250.0,4,0,0.0
A00712,5,3977000.0,795400.0,5,0,0.0
A00713,7,5952000.0,850285.7142857143,7,1,0.14285714285714285
A00714,6,16179000.0,2696500.0,6,0,0.0
A00715,7,9924000.0,1417714.2857142857,6,0,0.0
A00716,4,7932000.0,1983000.0,4,0,0.0
A00717,4,14303000.0,3575750.0,4,0,0.0
A00718,8,8312000.0,1039000.0,8,0,0.0
A00719,4,4065000.0,1016250.0,4,1,0.25
A00720,4,6218000.0,1554500.0,4,0,0.0
A00721,4,17305000.0,4326250.0,4,0,0.0
A00722,3,5911000.0,1970333.3333333333,3,0,0.0
A00723,9,21571000.0,2396777.777777778,9,0,0.0
A00724,3,15356000.0,5118666.666666667,3,0,0.0
A00725,8,12871000.0,1608875.0,8,0,0.0
A00726,5,14828000.0,2965600.0,5,0,0.0
A00727,2,1216000.0,608000.0,2,0,0.0
A00728,10,27140000.0,2714000.0,10,0,0.0
A00729,3,8735000.0,2911666.6666666665,3,0,0.0
A00730,8,15426000.0,1928250.0,8,0,0.0
A00731,6,8695000.0,1449166.6666666667,6,0,0.0
A00732,4,4036000.0,1009000.0,4,0,0.0
A00733,13,36708000.0,2823692.3076923075,13,0,0.0
A00734,6,14340000.0,2390000.0,6,0,0.0
A00735,9,11788000.0,1309777.7777777778,9,1,0.1111111111111111
A00736,3,8651000.0,2883666.6666666665,3,0,0.0
A00737,6,2714000.0,452333.3333333333,6,0,0.0
A00738,7,43104000.0,6157714.285714285,7,0,0.0
A00739,7,23940000.0,3420000.0,7,0,0.0
A00740,4,10694000.0,2673500.0,4,0,0.0
A00741,9,8790000.0,976666.6666666666,9,0,0.0
A00742,6,12591000.0,2098500.0,6,0,0.0
A00743,7,4991000.0,713000.0,7,0,0.0
A00744,9,15595000.0,1732777.7777777778,9,0,0.0
A00745,7,15969000.0,2281285.714285714,7,0,0.0
A00746,6,5380000.0,896666.6666666666,6,0,0.0
A00747,5,28375000.0,5675000.0,5,0,0.0
A00748,4,7071000.0,1767750.0,4,0,0.0
A00749,4,8756000.0,2189000.0,4,0,0.0
A00750,5,9128000.0,1825600.0,5,0,0.0
A00751,4,5396000.0,1349000.0,4,0,0.0
A00752,8,38091000.0,4761375.0,8,0,0.0
A00753,6,25556000.0,4259333.333333333,6,0,0.0
A00754,2,4316000.0,2158000.0,2,0,0.0
A00755,7,20266000.0,2895142.8571428573,7,0,0.0
A00756,2,1669000.0,834500.0,2,0,0.0
A00757,2,6305000.0,3152500.0,2,0,0.0
A00758,6,9093000.0,1515500.0,6,0,0.0
A00759,7,10255000.0,1465000.0,7,0,0.0
A00760,4,6312000.0,1578000.0,4,0,0.0
A00761,1,2801000.0,2801000.0,1,0,0.0
A00762,4,6778000.0,1694500.0,4,0,0.0
A00763,6,10524000.0,1754000.0,5,0,0.0
A00764,1,53000.0,53000.0,1,0,0.0
A00765,5,8307000.0,1661400.0,5,0,0.0
A00766,9,15498000.0,1722000.0,9,0,0.0
A00767,5,12931000.0,2586200.0,5,0,0.0
A00768,6,25414000.0,4235666.666666667,6,0,0.0
A00769,5,14478000.0,2895600.0,5,0,0.0
A00770,4,4264000.0,1066000.0,4,1,0.25
A00771,5,6214000.0,1242800.0,5,0,0.0
A00772,7,13923000.0,1989000.0,7,0,0.0
A00773,3,31493000.0,10497666.666666666,3,0,0.0
A00774,4,12039000.0,3009750.0,4,0,0.0
A00775,3,1594000.0,531333.3333333334,3,0,0.0
A00776,6,6287000.0,1047833.3333333334,6,0,0.0
A00777,4,4977000.0,1244250.0,4,0,0.0
A00778,6,5864000.0,977333.3333333334,6,0,0.0
A00779,9,15944000.0,1771555.5555555555,9,0,0.0
A00780,7,17463000.0,2494714.285714286,7,0,0.0
A00781,4,1932000.0,483000.0,4,0,0.0
A00782,6,6692000.0,1115333.3333333333,6,0,0.0
A00783,6,10514000.0,1752333.3333333333,6,0,0.0
A00784,13,23712000.0,1824000.0,13,0,0.0
A00785,6,21135000.0,3522500.0,6,0,0.0
A00786,5,7233000.0,1446600.0,5,0,0.0
A00787,4,8070000.0,2017500.0,4,0,0.0
A00788,10,36649000.0,3664900.0,10,0,0.0
A00789,7,7616000.0,1088000.0,7,0,0.0
A00790,5,8077000.0,1615400.0,5,0,0.0
A00791,9,8219000.0,913222.2222222222,9,0,0.0
A00792,6,11277000.0,1879500.0,6,0,0.0
A00793,8,31792000.0,3974000.0,7,0,0.0
A00794,2,3283000.0,1641500.0,2,0,0.0
A00795,1,5472000.0,5472000.0,1,0,0.0
A00796,6,10241000.0,1706833.3333333333,6,0,0.0
A00797,4,4961000.0,1240250.0,4,0,0.0
A00798,5,7114000.0,1422800.0,5,0,0.0
A00799,3,9326000.0,3108666.6666666665,3,0,0.0
A00800,2,1180000.0,590000.0,2,0,0.0
A00801,6,6333000.0,1055500.0,6,0,0.0
A00802,6,8905000.0,1484166.6666666667,6,0,0.0
A00803,7,24290000.0,3470000.0,7,0,0.0
A00804,3,2958000.0,986000.0,3,0,0.0
A00805,2,1506000.0,753000.0,2,0,0.0
A00806,6,8675000.0,1445833.3333333333,6,0,0.0
A00807,11,33634000.0,3057636.3636363638,11,0,0.0
A00808,4,4677000.0,1169250.0,4,0,0.0
A00809,6,27943000.0,4657166.666666667,6,0,0.0
A00810,9,12246000.0,1360666.6666666667,9,0,0.0
A00811,3,2772000.0,924000.0,3,0,0.0
A00812,6,5218000.0,869666.6666666666,6,0,0.0
A00813,3,4009000.0,1336333.3333333333,3,0,0.0
A00814,9,15077000.0,1675222.2222222222,8,0,0.0
A00815,7,21918000.0,3131142.8571428573,7,0,0.0
A00816,4,8264000.0,2066000.0,4,0,0.0
A00817,5,5732000.0,1146400.0,5,0,0.0
A00818,6,8738000.0,1456333.3333333333,6,0,0.0
A00819,5,17611000.0,3522200.0,5,0,0.0
A00820,7,15394000.0,2199142.8571428573,7,0,0.0
A00821,5,11103000.0,2220600.0,5,0,0.0
A00822,2,2119000.0,1059500.0,2,0,0.0
A00823,8,15182000.0,1897750.0,8,0,0.0
A00824,3,26702000.0,8900666.666666666,3,0,0.0
A00825,5,8524000.0,1704800.0,4,0,0.0
A00826,2,2445000.0,1222500.0,2,0,0.0
A00827,6,10456000.0,1742666.6666666667,6,1,0.16666666666666666
A00828,4,1374000.0,343500.0,4,0,0.0
A00829,6,4608000.0,768000.0,6,0,0.0
A00830,1,1019000.0,1019000.0,1,0,0.0
A00831,9,13498000.0,1499777.7777777778,9,0,0.0
A00832,6,9176000.0,1529333.3333333333,6,0,0.0
A00833,5,9876000.0,1975200.0,5,0,0.0
A00834,4,7320000.0,1830000.0,4,0,0.0
A00835,3,3238000.0,1079333.3333333333,3,0,0.0
A00836,4,11989000.0,2997250.0,4,0,0.0
A00837,4,6070000.0,1517500.0,4,0,0.0
A00838,6,10121000.0,1686833.3333333333,6,0,0.0
A00839,5,2359000.0,471800.0,5,0,0.0
A00840,9,16322000.0,1813555.5555555555,9,0,0.0
A00841,1,87000.0,87000.0,1,0,0.0
A00842,4,5600000.0,1400000.0,4,0,0.0
A00843,2,2685000.0,1342500.0,2,0,0.0
A00844,2,21782000.0,10891000.0,2,0,0.0
A00845,3,7965000.0,2655000.0,3,0,0.0
A00846,9,24955000.0,2772777.777777778,9,0,0.0
A00847,7,16213000.0,2316142.8571428573,7,0,0.0
A00848,5,9586000.0,1917200.0,5,0,0.0
A00849,5,13103000.0,2620600.0,5,0,0.0
A00850,8,24252000.0,3031500.0,8,0,0.0
A00851,4,3186000.0,796500.0,4,0,0.0
A00852,6,17232000.0,2872000.0,6,0,0.0
A00853,8,9242000.0,1155250.0,8,0,0.0
A00854,7,25805000.0,3686428.5714285714,6,0,0.0
A00855,7,16850000.0,2407142.8571428573,7,0,0.0
A00856,7,45016000.0,6430857.142857143,7,0,0.0
A00857,4,3760000.0,940000.0,4,0,0.0
A00858,7,8622000.0,1231714.2857142857,6,0,0.0
A00859,3,3571000.0,1190333.3333333333,3,0,0.0
A00860,5,13299000.0,2659800.0,5,0,0.0
A00861,7,9069000.0,1295571.4285714286,7,0,0.0
A00862,10,15002000.0,1500200.0,10,0,0.0
A00863,4,5203000.0,1300750.0,4,0,0.0
A00864,8,19515000.0,2439375.0,7,0,0.0
A00865,3,3104000.0,1034666.6666666666,3,0,0.0
A00866,6,7731000.0,1288500.0,6,0,0.0
A00867,7,12196000.0,1742285.7142857143,7,0,0.0
A00868,4,7031000.0,1757750.0,4,0,0.0
A00869,6,7766000.0,1294333.3333333333,6,0,0.0
A00870,3,6047000.0,2015666.6666666667,3,0,0.0
A00871,6,4279000.0,713166.6666666666,6,0,0.0
A00872,4,4104000.0,1026000.0,4,0,0.0
A00873,5,12681000.0,2536200.0,5,0,0.0
A00874,5,10062000.0,2012400.0,5,0,0.0
A00875,6,50118000.0,8353000.0,6,0,0.0
A00876,8,18775000.0,2346875.0,8,0,0.0
A00877,5,11376000.0,2275200.0,5,0,0.0
A00878,5,7284000.0,1456800.0,5,0,0.0
A00879,3,16339000.0,5446333.333333333,3,0,0.0
A00880,7,7262000.0,1037428.5714285715,7,0,0.0
A00881,9,14482000.0,1609111.111111111,9,0,0.0
A00882,8,17302000.0,2162750.0,8,1,0.125
A00883,2,13524000.0,6762000.0,2,0,0.0
A00884,5,10015000.0,2003000.0,5,0,0.0
A00885,4,7121000.0,1780250.0,4,1,0.25
A00886,7,6839000.0,977000.0,7,0,0.0
A00887,5,32564000.0,6512800.0,5,0,0.0
A00888,10,17268000.0,1726800.0,10,0,0.0
A00889,5,13375000.0,2675000.0,5,0,0.0
A00890,5,7349000.0,1469800.0,5,0,0.0
A00891,5,120164000.0,24032800.0,5,0,0.0
A00892,6,17156000.0,2859333.3333333335,6,1,0.16666666666666666
A00893,6,12064000.0,2010666.6666666667,6,0,0.0
A00894,5,11344000.0,2268800.0,5,0,0.0
A00895,9,22670000.0,2518888.888888889,9,0,0.0
A00896,7,12207000.0,1743857.142857143,7,0,0.0
A00897,9,6856000.0,761777.7777777778,9,0,0.0
A00898,7,13844000.0,1977714.2857142857,7,0,0.0
A00899,3,3988000.0,1329333.3333333333,3,0,0.0
A00900,7,10192000.0,1456000.0,7,0,0.0
A00901,6,5969000.0,994833.3333333334,6,0,0.0
A00902,15,22306000.0,1487066.6666666667,15,0,0.0
A00903,5,4886000.0,977200.0,5,0,0.0
A00904,7,45618000.0,6516857.142857143,7,0,0.0
A00905,7,15835000.0,2262142.8571428573,7,0,0.0
A00906,6,6469000.0,1078166.6666666667,6,0,0.0
A00907,3,4859000.0,1619666.6666666667,3,0,0.0
A00908,9,14339000.0,1593222.2222222222,9,0,0.0
A00909,5,17342000.0,3468400.0,5,0,0.0
A00910,8,28796000.0,3599500.0,8,0,0.0
A00911,5,4892000.0,978400.0,5,0,0.0
A00912,11,43282000.0,3934727.272727273,11,1,0.09090909090909091
A00913,5,15469000.0,3093800.0,5,0,0.0
A00914,7,14017000.0,2002428.5714285714,6,0,0.0
A00915,8,20656000.0,2582000.0,8,0,0.0
A00916,12,26073000.0,2172750.0,12,0,0.0
A00917,5,14978000.0,2995600.0,5,0,0.0
A00918,10,11648000.0,1164800.0,10,0,0.0
A00919,6,11439000.0,1906500.0,6,0,0.0
A00920,2,1558000.0,779000.0,2,0,0.0
A00921,2,5024000.0,2512000.0,2,0,0.0
A00922,5,5111000.0,1022200.0,5,0,0.0
A00923,3,3968000.0,1322666.6666666667,3,0,0.0
A00924,5,9564000.0,1912800.0,5,0,0.0
A00925,8,8011000.0,1001375.0,8,0,0.0
A00926,4,4447000.0,1111750.0,4,0,0.0
A00927,6,11041000.0,1840166.6666666667,6,0,0.0
A00928,8,12318000.0,1539750.0,8,0,0.0
A00929,5,8745000.0,1749000.0,5,0,0.0
A00930,7,19603000.0,2800428.5714285714,7,0,0.0
A00931,4,8249000.0,2062250.0,4,0,0.0
A00932,3,3330000.0,1110000.0,3,0,0.0
A00933,4,13860000.0,3465000.0,4,0,0.0
A00934,6,16580000.0,2763333.3333333335,6,0,0.0
A00935,3,2809000.0,936333.3333333334,3,0,0.0
A00936,6,8149000.0,1358166.6666666667,6,0,0.0
A00937,4,8728000.0,2182000.0,4,0,0.0
A00938,4,7688000.0,1922000.0,4,0,0.0
A00939,5,7831000.0,1566200.0,5,0,0.0
A00940,7,11549000.0,1649857.142857143,7,0,0.0
A00941,4,12780000.0,3195000.0,4,0,0.0
A00942,3,14496000.0,4832000.0,3,0,0.0
A00943,2,2239000.0,1119500.0,2,0,0.0
A00944,5,7489000.0,1497800.0,5,0,0.0
A00945,7,18553000.0,2650428.5714285714,7,0,0.0
A00946,7,30649000.0,4378428.571428572,7,0,0.0
A00947,4,18471000.0,4617750.0,4,0,0.0
A00948,4,8060000.0,2015000.0,4,0,0.0
A00949,7,11998000.0,1714000.0,7,0,0.0
A00950,7,12065000.0,1723571.4285714286,7,0,0.0
A00951,6,21196000.0,3532666.6666666665,6,0,0.0
A00952,3,1887000.0,629000.0,3,0,0.0
A00953,7,14504000.0,2072000.0,7,0,0.0
A00954,4,19948000.0,4987000.0,4,0,0.0
A00955,9,15135000.0,1681666.6666666667,9,0,0.0
A00956,6,8369000.0,1394833.3333333333,6,0,0.0
A00957,5,6879000.0,1375800.0,5,0,0.0
A00958,7,18499000.0,2642714.285714286,7,0,0.0
A00959,9,35787000.0,3976333.3333333335,9,0,0.0
A00960,8,9979000.0,1247375.0,8,0,0.0
A00961,7,6419000.0,917000.0,7,0,0.0
A00962,11,16244000.0,1476727.2727272727,11,0,0.0
A00963,9,26546000.0,2949555.5555555555,9,0,0.0
A00964,6,5849000.0,974833.3333333334,6,0,0.0
A00965,3,13026000.0,4342000.0,3,0,0.0
A00966,4,3834000.0,958500.0,4,0,0.0
A00967,5,11452000.0,2290400.0,5,0,0.0
A00968,6,9418000.0,1569666.6666666667,6,0,0.0
A00969,7,19945000.0,2849285.714285714,7,0,0.0
A00970,6,9096000.0,1516000.0,6,0,0.0
A00971,3,5849000.0,1949666.6666666667,3,0,0.0
A00972,5,8780000.0,1756000.0,5,0,0.0
A00973,5,16456000.0,3291200.0,5,0,0.0
A00974,2,1554000.0,777000.0,2,0,0.0
A00975,9,7662000.0,851333.3333333334,9,0,0.0
A00976,7,15365000.0,2195000.0,7,0,0.0
A00977,2,1745000.0,872500.0,2,0,0.0
A00978,5,13382000.0,2676400.0,5,0,0.0
A00979,7,13672000.0,1953142.857142857,7,0,0.0
A00980,11,19938000.0,1812545.4545454546,10,1,0.09090909090909091
A00981,2,11152000.0,5576000.0,2,0,0.0
A00982,8,9676000.0,1209500.0,8,0,0.0
A00984,11,31711000.0,2882818.1818181816,11,0,0.0
A00985,3,7499000.0,2499666.6666666665,3,1,0.3333333333333333
A00986,6,9857000.0,1642833.3333333333,5,0,0.0
A00987,7,25332000.0,3618857.1428571427,7,1,0.14285714285714285
A00988,7,12260000.0,1751428.5714285714,7,0,0.0
A00989,1,3838000.0,3838000.0,1,0,0.0
A00990,5,25481000.0,5096200.0,5,0,0.0
A00991,2,3124000.0,1562000.0,2,0,0.0
A00992,8,15807000.0,1975875.0,8,0,0.0
A00993,11,18656000.0,1696000.0,11,0,0.0
A00994,3,20858000.0,6952666.666666667,3,0,0.0
A00995,7,20529000.0,2932714.285714286,7,0,0.0
A00996,5,16163000.0,3232600.0,5,0,0.0
A00997,6,13404000.0,2234000.0,6,0,0.0
A00998,1,1565000.0,1565000.0,1,0,0.0
A00999,6,11105000.0,1850833.3333333333,6,0,0.0
A01000,4,28107000.0,7026750.0,4,0,0.0
A01001,5,5798000.0,1159600.0,5,0,0.0
A01002,4,7845000.0,1961250.0,4,0,0.0
A01003,7,34055000.0,4865000.0,7,0,0.0
A01004,10,47300000.0,4730000.0,10,0,0.0
A01005,5,7726000.0,1545200.0,5,0,0.0
A01006,7,10047000.0,1435285.7142857143,7,0,0.0
A01007,2,899000.0,449500.0,2,0,0.0
A01008,5,5575000.0,1115000.0,5,0,0.0
A01009,5,3861000.0,772200.0,5,0,0.0
A01010,6,35653000.0,5942166.666666667,6,0,0.0
A01011,4,7708000.0,1927000.0,4,0,0.0
A01012,9,17284000.0,1920444.4444444445,9,0,0.0
A01013,1,1682000.0,1682000.0,1,0,0.0
A01014,5,6924000.0,1384800.0,5,0,0.0
A01015,6,17117000.0,2852833.3333333335,6,0,0.0
A01016,6,10692000.0,1782000.0,6,0,0.0
A01017,8,16463000.0,2057875.0,8,0,0.0
A01018,4,14219000.0,3554750.0,4,0,0.0
A01019,5,7754000.0,1550800.0,5,0,0.0
A01020,8,15503000.0,1937875.0,8,0,0.0
A01021,9,14880000.0,1653333.3333333333,9,0,0.0
A01022,8,10785000.0,1348125.0,8,1,0.125
A01023,11,30847000.0,2804272.727272727,11,0,0.0
A01024,2,1968000.0,984000.0,2,1,0.5
A01025,6,8220000.0,1370000.0,6,0,0.0
A01026,6,10075000.0,1679166.6666666667,6,0,0.0
