Transaction_ID,Source_Account,Target_Account,Amount,Hour,Channel,Fraud_Label
T0001748,A00598,A01048,4660000.0,8,Mobile,0
T0001749,A00638,A01103,869000.0,9,Mobile,0
T0001750,A00624,A00699,7459000.0,0,Internet Banking,0
T0001751,A00038,A00493,2010000.0,11,Internet Banking,0
T0001752,A00610,A00095,457000.0,20,ATM,0
T0001753,A01125,A00072,795000.0,3,ATM,0
T0001754,A00525,A00559,4172000.0,3,Mobile,0
T0001755,A00333,A00616,3312000.0,18,Mobile,0
T0001756,A01194,A00250,375000.0,12,ATM,0
T0001757,A00119,A00922,1030000.0,6,Mobile,0
T0001758,A00584,A00975,1501000.0,18,Mobile,0
T0001759,A00616,A00242,687000.0,7,Mobile,0
T0001760,A00574,A00787,16053000.0,14,Internet Banking,0
T0001761,A01107,A00129,1552000.0,13,Mobile,0
T0001762,A00507,A01093,1121000.0,4,Mobile,0
T0001763,A01168,A00496,4447000.0,18,Internet Banking,0
T0001764,A00081,A00804,803000.0,14,ATM,0
T0001765,A00881,A00781,3635000.0,5,Mobile,0
T0001766,A00712,A01091,192000.0,18,Internet Banking,0
T0001767,A00289,A00983,729000.0,14,Mobile,0
T0001768,A00274,A00193,3805000.0,20,Mobile,0
T0001769,A00864,A00160,6750000.0,19,Mobile,0
T0001770,A00766,A00261,513000.0,7,Mobile,0
T0001771,A00734,A00240,451000.0,22,Mobile,0
T0001772,A00062,A00400,2240000.0,0,ATM,0
T0001773,A00718,A00124,605000.0,8,Mobile,0
T0001774,A01178,A00119,893000.0,14,Branch,0
T0001775,A00021,A00931,3147000.0,12,Mobile,0
T0001776,A00563,A00228,660000.0,5,Mobile,0
T0001777,A00594,A00804,138000.0,4,Internet Banking,0
T0001778,A01077,A00204,287000.0,18,ATM,0
T0001779,A00340,A00302,1213000.0,21,Mobile,0
T0001780,A00571,A00124,155000.0,16,Mobile,0
T0001781,A00861,A00810,865000.0,12,Internet Banking,0
T0001782,A00073,A00009,260000.0,18,Mobile,0
T0001783,A00962,A00412,7288000.0,5,Internet Banking,0
T0001784,A00987,A00625,12987000.0,23,ATM,0
T0001785,A00864,A00321,375000.0,2,Mobile,0
T0001786,A00778,A00961,1592000.0,14,ATM,0
T0001787,A00898,A00887,417000.0,8,Mobile,0
T0001788,A00939,A00238,854000.0,21,ATM,0
T0001789,A01085,A00568,8725000.0,5,Branch,0
T0001790,A00514,A00715,718000.0,15,Internet Banking,0
T0001791,A00548,A00382,876000.0,3,Branch,0
T0001792,A00766,A00269,426000.0,4,ATM,0
T0001793,A00232,A01101,4234000.0,9,Mobile,0
T0001794,A01028,A00292,50000.0,19,Mobile,0
T0001795,A00925,A01152,737000.0,6,Mobile,0
T0001796,A00758,A00566,1141000.0,16,Mobile,0
T0001797,A00362,A01125,580000.0,13,Internet Banking,0
T0001798,A00418,A00424,3103000.0,23,Mobile,0
T0001799,A00522,A00679,4502000.0,7,Internet Banking,0
T0001800,A00796,A00525,254000.0,5,Mobile,0
T0001801,A00934,A01089,12003000.0,21,Mobile,0
T0001802,A00807,A00656,251000.0,7,Mobile,0
T0001803,A01116,A00625,4952000.0,5,Branch,0
T0001804,A01153,A00796,1415000.0,19,Mobile,0
T0001805,A00846,A00314,690000.0,19,Mobile,0
T0001806,A00446,A00921,765000.0,1,Mobile,0
T0001807,A00719,A00593,1157000.0,20,Branch,0
T0001808,A00511,A00200,1509000.0,15,Mobile,0
T0001809,A00755,A00229,436000.0,6,Internet Banking,0
T0001810,A00975,A00053,928000.0,12,Mobile,0
T0001811,A00444,A00785,514000.0,5,Mobile,0
T0001812,A00607,A01177,315000.0,4,Internet Banking,0
T0001813,A00055,A00785,488000.0,3,Internet Banking,0
T0001814,A00884,A00759,339000.0,3,Internet Banking,0
T0001815,A00588,A00357,756000.0,13,Mobile,0
T0001816,A00552,A01066,1931000.0,19,Branch,0
T0001817,A00639,A01010,1370000.0,11,Internet Banking,0
T0001818,A00259,A00843,10529000.0,0,Branch,0
T0001819,A00718,A00219,105000.0,10,Mobile,0
T0001820,A00895,A00080,2011000.0,17,Mobile,0
T0001821,A00420,A00244,1209000.0,20,Mobile,0
T0001822,A00158,A00282,2943000.0,17,ATM,0
T0001823,A00465,A00735,2639000.0,8,Internet Banking,0
T0001824,A00239,A00639,1001000.0,15,Mobile,0
T0001825,A00449,A00879,1451000.0,1,Mobile,0
T0001826,A00753,A00246,529000.0,9,Mobile,0
T0001827,A00137,A01162,2357000.0,12,Mobile,0
T0001828,A00897,A00872,152000.0,0,ATM,0
T0001829,A00270,A00906,2820000.0,0,Mobile,0
T0001830,A01074,A00237,1170000.0,19,Mobile,0
T0001831,A00879,A00940,702000.0,5,Mobile,0
T0001832,A00328,A00801,929000.0,3,Mobile,0
T0001833,A00676,A00859,1007000.0,14,Branch,0
T0001834,A00133,A00608,5000000.0,6,Mobile,0
T0001835,A00120,A00942,42063000.0,23,Branch,0
T0001836,A01148,A00210,4591000.0,22,Internet Banking,0
T0001837,A00963,A00589,644000.0,19,Internet Banking,0
T0001838,A00186,A00722,2399000.0,7,Mobile,0
T0001839,A00340,A00401,2517000.0,21,Internet Banking,0
T0001840,A00238,A00525,434000.0,6,Internet Banking,0
T0001841,A00475,A00502,300000.0,5,Mobile,0
T0001842,A00350,A01104,1119000.0,23,Branch,0
T0001843,A00394,A00447,2918000.0,16,Mobile,0
T0001844,A00636,A00215,204000.0,2,Mobile,0
T0001845,A00227,A00643,543000.0,21,Mobile,0
T0001846,A01060,A01055,2253000.0,3,Internet Banking,0
T0001847,A00874,A00273,1256000.0,16,Mobile,0
T0001848,A00913,A00053,5699000.0,10,Mobile,0
T0001849,A00204,A00388,254000.0,0,Mobile,0
T0001850,A00850,A00763,15954000.0,18,Mobile,0
T0001851,A01004,A00392,221000.0,16,Mobile,0
T0001852,A00211,A00292,129000.0,21,ATM,0
T0001853,A00902,A00947,1125000.0,14,Mobile,0
T0001854,A00430,A00522,345000.0,18,Branch,0
T0001855,A00946,A00516,1150000.0,21,Internet Banking,0
T0001856,A00575,A00387,1107000.0,23,ATM,0
T0001857,A00963,A00723,968000.0,13,Branch,0
T0001858,A00177,A00711,475000.0,0,Mobile,0
T0001859,A00467,A00620,1931000.0,8,Internet Banking,0
T0001860,A00329,A00031,846000.0,14,Mobile,0
T0001861,A00299,A00380,4040000.0,2,Mobile,0
T0001862,A00370,A00009,984000.0,2,Mobile,0
T0001863,A00459,A00582,415000.0,9,Internet Banking,0
T0001864,A00153,A01022,187000.0,21,ATM,0
T0001865,A00849,A00082,993000.0,7,Mobile,0
T0001866,A00661,A00056,297000.0,22,Internet Banking,0
T0001867,A00996,A00938,272000.0,19,Mobile,0
T0001868,A00847,A01050,2144000.0,7,Mobile,0
T0001869,A00179,A00006,170000.0,5,Mobile,0
T0001870,A00084,A00911,5673000.0,19,Internet Banking,0
T0001871,A00508,A00032,1430000.0,18,Mobile,0
T0001872,A00578,A00238,1144000.0,15,Mobile,0
T0001873,A00289,A00656,384000.0,23,Mobile,0
T0001874,A00939,A01075,2782000.0,2,Internet Banking,0
T0001875,A00698,A00237,1196000.0,9,ATM,0
T0001876,A00898,A00229,564000.0,14,Mobile,0
T0001877,A00131,A00608,1495000.0,1,Internet Banking,0
T0001878,A00979,A01062,188000.0,23,Internet Banking,0
T0001879,A00248,A01142,199000.0,13,Mobile,0
T0001880,A00538,A00916,350000.0,7,Mobile,0
T0001881,A00528,A00155,1763000.0,5,Branch,0
T0001882,A00985,A01118,1196000.0,0,Mobile,1
T0001883,A00333,A00263,3805000.0,14,Mobile,0
T0001884,A00289,A00029,436000.0,23,ATM,0
T0001885,A00408,A00580,2258000.0,0,ATM,0
T0001886,A00433,A00484,1059000.0,9,Internet Banking,0
T0001887,A00219,A00667,425000.0,15,ATM,0
T0001888,A00212,A00478,1833000.0,10,Mobile,0
T0001889,A00278,A00482,1116000.0,15,ATM,0
T0001890,A00561,A00295,601000.0,17,Mobile,0
T0001891,A00413,A00646,1257000.0,23,ATM,0
T0001892,A00471,A00391,1041000.0,14,Mobile,0
T0001893,A00863,A00873,1013000.0,17,Mobile,0
T0001894,A00290,A00276,762000.0,7,Mobile,0
T0001895,A01092,A00972,286000.0,3,ATM,0
T0001896,A00903,A00326,1303000.0,2,Internet Banking,0
T0001897,A00210,A00334,496000.0,2,ATM,0
T0001898,A00377,A00191,391000.0,19,Mobile,0
T0001899,A00221,A00768,921000.0,0,Mobile,0
T0001900,A00328,A01177,2691000.0,11,Internet Banking,0
T0001901,A00439,A00584,1472000.0,14,Mobile,0
T0001902,A00158,A00271,669000.0,16,Internet Banking,0
T0001903,A00018,A01046,640000.0,1,Branch,0
T0001904,A00527,A00507,2415000.0,20,Internet Banking,0
T0001905,A00842,A00688,86000.0,10,Mobile,0
T0001906,A00364,A01042,2885000.0,0,Internet Banking,0
T0001907,A01033,A00174,153000.0,3,Branch,0
T0001908,A00444,A00073,253000.0,20,Internet Banking,0
T0001909,A01081,A00609,682000.0,22,ATM,0
T0001910,A00284,A00981,13059000.0,18,Mobile,0
T0001911,A00648,A01084,7595000.0,8,Internet Banking,0
T0001912,A00916,A00219,2610000.0,22,Mobile,0
T0001913,A00071,A00068,1776000.0,6,Internet Banking,0
T0001914,A01117,A00660,155000.0,5,ATM,0
T0001915,A00438,A00845,1426000.0,18,Branch,0
T0001916,A00598,A00166,656000.0,7,Mobile,0
T0001917,A00755,A01176,489000.0,12,ATM,0
T0001918,A00772,A00724,1423000.0,15,Mobile,0
T0001919,A00029,A00610,715000.0,3,Mobile,0
T0001920,A01041,A00175,3122000.0,22,Internet Banking,0
T0001921,A00749,A01114,143000.0,3,Mobile,0
T0001922,A01199,A00071,1303000.0,23,Mobile,0
T0001923,A00566,A00870,456000.0,6,Internet Banking,0
T0001924,A00737,A00194,765000.0,10,Internet Banking,0
T0001925,A00530,A00751,1678000.0,6,Internet Banking,0
T0001926,A01068,A00520,351000.0,12,Internet Banking,0
T0001927,A00999,A00521,1438000.0,0,Internet Banking,0
T0001928,A01091,A00549,950000.0,4,Mobile,0
T0001929,A00606,A00253,580000.0,12,Mobile,0
T0001930,A00950,A01107,715000.0,16,Internet Banking,0
T0001931,A00431,A00791,1012000.0,23,Internet Banking,0
T0001932,A00554,A00616,516000.0,20,Mobile,0
T0001933,A00913,A01178,1209000.0,22,Mobile,0
T0001934,A00098,A00550,884000.0,19,Branch,0
T0001935,A00853,A00046,613000.0,18,ATM,0
T0001936,A00019,A00429,6897000.0,8,Internet Banking,0
T0001937,A00697,A00711,1895000.0,21,ATM,0
T0001938,A00573,A00077,788000.0,23,Branch,0
T0001939,A00563,A00290,1409000.0,12,Internet Banking,0
T0001940,A00594,A00604,388000.0,2,Mobile,0
T0001941,A00591,A00918,742000.0,1,Internet Banking,0
T0001942,A00489,A01087,844000.0,11,Branch,0
T0001943,A00542,A01026,304000.0,15,Internet Banking,0
T0001944,A00682,A00462,1838000.0,13,Mobile,0
T0001945,A00917,A00275,688000.0,21,Branch,0
T0001946,A00663,A00544,812000.0,12,ATM,0
T0001947,A00772,A00511,642000.0,15,Mobile,0
T0001948,A01004,A00607,31104000.0,18,Branch,0
T0001949,A01188,A00718,579000.0,21,Internet Banking,0
T0001950,A00131,A01182,123000.0,14,ATM,0
T0001951,A00856,A00737,206000.0,13,Branch,0
T0001952,A00271,A00618,2766000.0,1,Mobile,0
T0001953,A00237,A00479,5220000.0,15,ATM,0
T0001954,A00952,A00586,567000.0,4,Mobile,0
T0001955,A00083,A00570,4900000.0,8,ATM,0
T0001956,A01018,A01018,2713000.0,12,ATM,0
T0001957,A00925,A00908,974000.0,1,ATM,0
T0001958,A01194,A00615,901000.0,16,ATM,0
T0001959,A00802,A00952,1464000.0,6,ATM,0
T0001960,A01048,A00599,3150000.0,12,Mobile,0
T0001961,A00143,A01011,1858000.0,8,Mobile,0
T0001962,A01068,A00958,570000.0,8,Mobile,0
T0001963,A00193,A00323,991000.0,9,ATM,0
T0001964,A00378,A00698,10609000.0,1,Internet Banking,0
T0001965,A00154,A00450,1582000.0,4,Internet Banking,0
T0001966,A00482,A00885,3122000.0,18,Mobile,0
T0001967,A00899,A00432,2173000.0,2,Internet Banking,0
T0001968,A00322,A00306,1621000.0,11,Mobile,0
T0001969,A00987,A00786,1352000.0,3,Branch,0
T0001970,A00728,A00329,3220000.0,12,ATM,0
T0001971,A00755,A00561,2645000.0,15,Internet Banking,0
T0001972,A01127,A00497,1604000.0,11,ATM,0
T0001973,A00519,A00622,559000.0,18,Mobile,0
T0001974,A00414,A00386,1834000.0,6,Mobile,0
T0001975,A01194,A00788,1115000.0,13,Internet Banking,0
T0001976,A00669,A00862,855000.0,6,Internet Banking,0
T0001977,A00738,A00899,22851000.0,12,Mobile,0
T0001978,A00356,A01054,221000.0,1,Mobile,0
T0001979,A00259,A00426,3444000.0,6,Internet Banking,0
T0001980,A00204,A00212,465000.0,16,Mobile,0
T0001981,A00269,A00981,1386000.0,18,Mobile,0
T0001982,A00235,A01101,20242000.0,6,Mobile,0
T0001983,A00897,A00022,416000.0,6,Branch,0
T0001984,A00070,A00405,541000.0,7,Mobile,0
T0001985,A00756,A01003,1177000.0,6,Mobile,0
T0001986,A01140,A00876,473000.0,23,Mobile,0
T0001987,A00919,A00542,3173000.0,15,Mobile,0
T0001988,A00484,A00388,667000.0,9,ATM,0
T0001989,A00072,A00993,2464000.0,11,Mobile,0
T0001990,A01001,A01194,278000.0,12,Mobile,0
T0001991,A00004,A00028,164000.0,13,Branch,0
T0001992,A00818,A00667,933000.0,9,ATM,0
T0001993,A00806,A00051,214000.0,23,Mobile,0
T0001994,A00231,A00031,6375000.0,6,Mobile,0
T0001995,A00888,A00411,223000.0,10,ATM,0
T0001996,A00211,A00773,383000.0,0,Internet Banking,0
T0001997,A00271,A00413,1891000.0,11,Branch,0
T0001998,A00975,A00847,630000.0,20,Mobile,0
T0001999,A01175,A00584,226000.0,23,ATM,0
T0002000,A00318,A01035,11317000.0,11,Mobile,0
T0002001,A01106,A00327,399000.0,3,Mobile,0
T0002002,A01096,A00127,967000.0,17,ATM,0
T0002003,A00924,A00891,953000.0,15,Internet Banking,0
T0002004,A00169,A00628,2621000.0,23,Mobile,0
T0002005,A00360,A01139,1996000.0,12,Mobile,0
T0002006,A00814,A00028,483000.0,0,ATM,0
T0002007,A01200,A00475,839000.0,21,Mobile,0
T0002008,A00978,A00295,935000.0,16,Mobile,0
T0002009,A00505,A00309,2735000.0,19,Mobile,0
T0002010,A00283,A00471,332000.0,2,Mobile,0
T0002011,A01153,A00263,11048000.0,10,ATM,0
T0002012,A00332,A00163,521000.0,10,Mobile,0
T0002013,A00411,A01031,1189000.0,6,Internet Banking,0
T0002014,A01158,A00179,335000.0,20,Internet Banking,0
T0002015,A00674,A00881,288000.0,4,Mobile,0
T0002016,A00318,A00813,459000.0,1,Internet Banking,0
T0002017,A00007,A00538,413000.0,5,Mobile,0
T0002018,A00516,A00533,761000.0,23,ATM,0
T0002019,A01184,A00537,409000.0,2,ATM,0
T0002020,A00520,A01005,2579000.0,13,ATM,0
T0002021,A00840,A00781,507000.0,4,Mobile,0
T0002022,A00304,A00396,449000.0,9,ATM,0
T0002023,A00931,A00983,779000.0,13,Internet Banking,0
T0002024,A00931,A00011,3577000.0,0,Mobile,0
T0002025,A00730,A00966,1520000.0,5,Mobile,0
T0002026,A00927,A00905,1075000.0,14,Mobile,0
T0002027,A00695,A00408,248000.0,0,Mobile,0
T0002028,A00454,A01124,341000.0,11,Mobile,0
T0002029,A00886,A00932,294000.0,14,Branch,0
T0002030,A01003,A00656,5052000.0,5,Branch,0
T0002031,A01010,A00030,2151000.0,3,Mobile,0
T0002032,A00256,A00357,465000.0,11,Branch,0
T0002033,A00812,A00217,645000.0,17,Internet Banking,0
T0002034,A00006,A00722,484000.0,0,Mobile,0
T0002035,A00687,A01138,453000.0,8,Branch,0
T0002036,A00686,A00867,1991000.0,23,Internet Banking,0
T0002037,A00437,A01139,875000.0,8,Internet Banking,0
T0002038,A01193,A01113,11841000.0,7,Mobile,0
T0002039,A01060,A00066,4748000.0,17,Mobile,0
T0002040,A00047,A00729,5067000.0,11,Branch,0
T0002041,A00251,A00009,2511000.0,9,Mobile,0
T0002042,A00250,A00748,754000.0,18,Mobile,0
T0002043,A01078,A00033,2316000.0,0,Mobile,0
T0002044,A00623,A00369,818000.0,17,Mobile,0
T0002045,A00875,A00128,7211000.0,9,Mobile,0
T0002046,A00972,A00518,1872000.0,21,Branch,0
T0002047,A00922,A00079,1601000.0,17,Mobile,0
T0002048,A00107,A00837,1380000.0,22,ATM,0
T0002049,A00169,A00957,8139000.0,3,Internet Banking,0
T0002050,A00475,A00664,248000.0,4,Internet Banking,0
T0002051,A00407,A00871,9065000.0,21,Mobile,0
T0002052,A00897,A00051,978000.0,9,Mobile,0
T0002053,A00188,A00774,256000.0,19,ATM,0
T0002054,A00446,A00528,525000.0,16,ATM,0
T0002055,A00284,A00149,195000.0,11,Mobile,0
T0002056,A00227,A00257,2463000.0,1,Branch,0
T0002057,A00208,A01081,383000.0,1,ATM,0
T0002058,A00235,A01101,1445000.0,17,Mobile,0
T0002059,A00678,A00610,4179000.0,2,Internet Banking,0
T0002060,A00493,A01172,573000.0,0,ATM,0
T0002061,A00523,A00217,894000.0,5,ATM,0
T0002062,A00576,A00907,286000.0,21,Mobile,0
T0002063,A00890,A01117,783000.0,15,Mobile,0
T0002064,A01035,A00787,20364000.0,17,Mobile,0
T0002065,A00632,A00792,2824000.0,15,Mobile,0
T0002066,A00771,A00264,897000.0,13,Mobile,0
T0002067,A00887,A00279,612000.0,6,Internet Banking,0
T0002068,A00829,A00574,1145000.0,10,Internet Banking,0
T0002069,A00162,A00432,1385000.0,13,Mobile,0
T0002070,A01180,A00870,757000.0,23,Internet Banking,0
T0002071,A00198,A01020,2150000.0,21,Mobile,0
T0002072,A00495,A00601,420000.0,17,Mobile,0
T0002073,A00784,A00631,418000.0,19,ATM,0
T0002074,A00485,A00298,1803000.0,19,ATM,0
T0002075,A00292,A00282,332000.0,16,Mobile,0
T0002076,A01109,A00048,2676000.0,19,ATM,0
T0002077,A00086,A01028,1181000.0,1,ATM,0
T0002078,A00296,A00273,161000.0,0,Internet Banking,0
T0002079,A01192,A00796,1354000.0,10,Branch,0
T0002080,A00876,A01012,188000.0,1,Mobile,0
T0002081,A00105,A00856,2573000.0,8,Mobile,0
T0002082,A00906,A00746,913000.0,4,ATM,0
T0002083,A01164,A00655,9194000.0,22,Mobile,0
T0002084,A00118,A00583,3899000.0,15,Mobile,0
T0002085,A00497,A00674,374000.0,1,Mobile,0
T0002086,A00562,A00383,130000.0,14,Mobile,0
T0002087,A00158,A00995,523000.0,17,Mobile,0
T0002088,A00241,A01116,313000.0,7,Mobile,0
T0002089,A00209,A00311,8941000.0,21,Branch,0
T0002090,A00223,A00318,1186000.0,23,Mobile,0
T0002091,A00485,A01057,3350000.0,23,ATM,0
T0002092,A00557,A01002,877000.0,2,Mobile,0
T0002093,A00286,A01182,985000.0,10,Mobile,0
T0002094,A00348,A01076,1158000.0,18,Branch,0
T0002095,A00231,A00931,4053000.0,10,Mobile,0
T0002096,A00956,A00192,1691000.0,11,Mobile,0
T0002097,A00255,A00701,375000.0,7,ATM,0
T0002098,A01090,A01074,7150000.0,10,Mobile,0
T0002099,A00647,A00924,870000.0,16,Mobile,0
T0002100,A00964,A00333,727000.0,0,Branch,0
T0002101,A00764,A00061,53000.0,19,Mobile,0
T0002102,A00320,A00551,2411000.0,17,Internet Banking,0
T0002103,A00722,A00024,1341000.0,3,Mobile,0
T0002104,A00329,A00106,1339000.0,18,Mobile,0
T0002105,A00143,A01179,770000.0,12,Mobile,0
T0002106,A00306,A00569,637000.0,7,Internet Banking,0
T0002107,A00331,A00437,799000.0,10,Mobile,0
T0002108,A00163,A00487,1997000.0,12,ATM,0
T0002109,A00029,A00123,2424000.0,5,ATM,0
T0002110,A01133,A00076,931000.0,14,Internet Banking,0
T0002111,A00617,A00426,3408000.0,15,Mobile,0
T0002112,A00483,A00748,1100000.0,8,Internet Banking,0
T0002113,A01116,A00505,689000.0,11,Internet Banking,0
T0002114,A00270,A00390,1493000.0,14,Mobile,0
T0002115,A00484,A00633,269000.0,12,ATM,0
T0002116,A01017,A00708,1550000.0,10,Mobile,0
T0002117,A00759,A00443,220000.0,22,Branch,0
T0002118,A00480,A00547,387000.0,21,Branch,0
T0002119,A00307,A00368,130000.0,9,Mobile,0
T0002120,A00043,A00363,990000.0,17,Mobile,0
T0002121,A00103,A00837,7049000.0,19,Internet Banking,0
T0002122,A00195,A01190,1055000.0,2,Internet Banking,0
T0002123,A00944,A00916,2436000.0,14,ATM,0
T0002124,A00768,A00005,15957000.0,19,Mobile,0
T0002125,A00521,A00602,1872000.0,1,Internet Banking,0
T0002126,A00940,A00437,517000.0,8,Branch,0
T0002127,A00193,A00958,602000.0,19,Branch,0
T0002128,A00254,A00499,1201000.0,22,Mobile,0
T0002129,A00472,A00089,598000.0,23,Branch,0
T0002130,A01101,A00779,649000.0,14,Mobile,0
T0002131,A00738,A00370,3547000.0,1,Internet Banking,0
T0002132,A01022,A00773,3710000.0,0,Mobile,0
T0002133,A00298,A00519,196000.0,19,Internet Banking,0
T0002134,A01019,A00440,488000.0,17,Mobile,0
T0002135,A00087,A00358,720000.0,4,Mobile,0
T0002136,A00274,A00804,2319000.0,3,Mobile,0
T0002137,A00628,A00942,4219000.0,3,Branch,0
T0002138,A00061,A00640,23441000.0,21,Internet Banking,0
T0002139,A01030,A00521,719000.0,18,Internet Banking,0
T0002140,A01041,A00932,760000.0,22,Internet Banking,0
T0002141,A00650,A00770,2293000.0,2,Mobile,0
T0002142,A00367,A00367,567000.0,16,Mobile,0
T0002143,A00119,A00544,1028000.0,22,Mobile,0
T0002144,A00743,A00751,760000.0,12,Mobile,0
T0002145,A00646,A00419,67000.0,18,Branch,0
T0002146,A00912,A01005,1374000.0,14,Mobile,0
T0002147,A00724,A01133,982000.0,0,Internet Banking,0
T0002148,A00154,A00353,4858000.0,10,ATM,0
T0002149,A00147,A00839,1207000.0,6,Branch,0
T0002150,A00938,A00726,302000.0,2,Mobile,0
T0002151,A00191,A01064,903000.0,14,Branch,0
T0002152,A01127,A00589,120000.0,22,Internet Banking,0
T0002153,A00128,A00836,317000.0,1,Internet Banking,0
T0002154,A00875,A00360,2414000.0,7,ATM,0
T0002155,A01171,A00725,914000.0,16,Mobile,0
T0002156,A00530,A01169,3310000.0,7,ATM,0
T0002157,A00069,A01099,138000.0,2,Internet Banking,0
T0002158,A01053,A00606,919000.0,4,ATM,0
T0002159,A00225,A00731,711000.0,0,ATM,0
T0002160,A00633,A00634,3434000.0,23,Internet Banking,0
T0002161,A01182,A00536,2515000.0,11,Mobile,0
T0002162,A00894,A00851,2432000.0,22,Mobile,0
T0002163,A00056,A00663,6540000.0,16,ATM,0
T0002164,A00985,A00743,800000.0,8,Internet Banking,0
T0002165,A00194,A00707,5212000.0,22,ATM,0
T0002166,A00900,A00260,380000.0,6,Mobile,0
T0002167,A00746,A00294,365000.0,4,Internet Banking,0
T0002168,A00346,A01145,2747000.0,19,ATM,0
T0002169,A00509,A00855,229000.0,13,ATM,0
T0002170,A00142,A00523,2253000.0,10,Mobile,0
T0002171,A01185,A00231,1341000.0,14,Mobile,0
T0002172,A00287,A01040,3901000.0,23,ATM,0
T0002173,A00371,A00396,1124000.0,6,ATM,0
T0002174,A00604,A00753,1276000.0,21,Mobile,0
T0002175,A00807,A00875,2101000.0,21,Internet Banking,0
T0002176,A00607,A00442,579000.0,18,Mobile,0
T0002177,A00607,A00542,552000.0,3,Mobile,0
T0002178,A00700,A00937,2022000.0,2,Mobile,0
T0002179,A01030,A00199,1162000.0,2,Mobile,0
T0002180,A00475,A00675,767000.0,16,ATM,0
T0002181,A00999,A00894,1096000.0,9,Mobile,0
T0002182,A00945,A00731,6933000.0,23,ATM,0
T0002183,A01154,A00250,737000.0,0,Mobile,0
T0002184,A01096,A00150,714000.0,8,Mobile,0
T0002185,A00958,A00915,183000.0,6,Mobile,0
T0002186,A00297,A00147,1145000.0,21,Mobile,0
T0002187,A00930,A00199,2472000.0,2,Internet Banking,0
T0002188,A00884,A00457,3011000.0,9,Branch,0
T0002189,A00348,A00143,1352000.0,20,ATM,0
T0002190,A00814,A01057,3434000.0,23,ATM,0
T0002191,A00304,A00324,2682000.0,21,ATM,0
T0002192,A00628,A01170,4082000.0,15,ATM,0
T0002193,A00957,A00738,3543000.0,3,Internet Banking,0
T0002194,A00227,A00602,6748000.0,2,Internet Banking,0
T0002195,A00405,A00323,996000.0,9,Mobile,0
T0002196,A00955,A00414,279000.0,11,Mobile,0
T0002197,A00545,A00249,2490000.0,12,Internet Banking,0
T0002198,A01153,A01102,2832000.0,1,Internet Banking,0
T0002199,A00010,A00087,6748000.0,16,Mobile,0
T0002200,A00867,A00291,4912000.0,9,Branch,0
T0002201,A00978,A01192,10200000.0,2,Mobile,0
T0002202,A01102,A00231,2373000.0,21,Internet Banking,0
T0002203,A00189,A01112,1543000.0,8,Branch,0
T0002204,A01182,A00207,262000.0,5,Mobile,0
T0002205,A00471,A00257,1684000.0,11,Branch,0
T0002206,A00423,A00160,653000.0,22,ATM,0
T0002207,A00427,A00358,1514000.0,19,Internet Banking,0
T0002208,A00766,A00613,1274000.0,2,Branch,0
T0002209,A00792,A00235,2016000.0,16,Internet Banking,0
T0002210,A00569,A00394,1078000.0,15,Mobile,0
T0002211,A00086,A00236,3356000.0,21,Internet Banking,0
T0002212,A01184,A00024,60000.0,23,Mobile,0
T0002213,A00267,A01181,1479000.0,17,Mobile,0
T0002214,A00113,A00677,4504000.0,15,Mobile,0
T0002215,A00717,A00940,9387000.0,8,Mobile,0
T0002216,A00495,A00483,2684000.0,21,ATM,0
T0002217,A00739,A00187,7658000.0,22,Branch,0
T0002218,A01051,A00088,1445000.0,23,Branch,0
T0002219,A00117,A00893,1204000.0,22,Mobile,0
T0002220,A00341,A01111,2148000.0,15,Internet Banking,0
T0002221,A00620,A01080,1196000.0,22,Internet Banking,0
T0002222,A00946,A00542,507000.0,18,Mobile,0
T0002223,A00721,A00313,681000.0,5,Internet Banking,0
T0002224,A00460,A00945,353000.0,0,Mobile,0
T0002225,A00733,A00861,2146000.0,23,Branch,0
T0002226,A01176,A01156,1215000.0,10,Mobile,0
T0002227,A00577,A00145,807000.0,20,ATM,0
T0002228,A01061,A00716,643000.0,6,ATM,0
T0002229,A00936,A00384,2092000.0,8,Internet Banking,0
T0002230,A00362,A00486,2832000.0,19,Mobile,0
T0002231,A00300,A01190,346000.0,12,Mobile,0
T0002232,A00925,A00832,291000.0,16,Branch,0
T0002233,A00249,A00210,3429000.0,7,Mobile,0
T0002234,A00405,A00453,264000.0,14,Mobile,0
T0002235,A00283,A00731,2191000.0,11,Branch,0
T0002236,A00728,A00046,7106000.0,22,ATM,0
T0002237,A00353,A00404,7124000.0,11,Internet Banking,0
T0002238,A00791,A00352,2702000.0,2,Mobile,0
T0002239,A01122,A00085,2617000.0,17,Mobile,0
T0002240,A00996,A01068,14288000.0,22,ATM,0
T0002241,A01138,A00374,92000.0,21,Mobile,0
T0002242,A00030,A00123,720000.0,2,Mobile,0
T0002243,A00547,A00414,3052000.0,23,Mobile,0
T0002244,A00265,A00674,828000.0,8,Internet Banking,0
T0002245,A01102,A01049,4693000.0,20,Mobile,0
T0002246,A00855,A00483,1149000.0,15,ATM,0
T0002247,A00385,A00811,1387000.0,23,Mobile,0
T0002248,A00677,A01003,887000.0,8,Mobile,0
T0002249,A00727,A00515,675000.0,14,Branch,0
T0002250,A00595,A00577,657000.0,16,Branch,0
T0002251,A00570,A00960,1617000.0,3,Internet Banking,0
