Customer_ID,Age,Monthly_Income,Avg_Balance,Monthly_Transactions,Credit_Card_Spend,Loan_Balance,Investment_Balance,Digital_Usage_Score,ATM_Transactions,Branch_Visits,Tenure_Years,Credit_Score,Product_Count
C00210,25.0,9381000.0,14725000.0,23.0,3030000.0,10359000.0,20678000.0,71.0,6.0,5.0,2.0,623.0,4.0
C00211,23.0,21681000.0,31952000.0,16.0,2873000.0,23474000.0,60083000.0,47.0,12.0,6.0,3.0,792.0,2.0
C00212,51.0,10133000.0,46947000.0,23.0,4310000.0,33180000.0,16583000.0,81.0,10.0,5.0,8.0,738.0,3.0
C00213,41.0,18813000.0,16687000.0,10.0,2219000.0,27688000.0,7191000.0,46.0,17.0,8.0,3.0,722.0,4.0
C00214,32.0,14999000.0,25060000.0,28.0,1874000.0,55880000.0,20911000.0,61.0,6.0,7.0,6.0,754.0,2.0
C00215,32.0,4402000.0,21834000.0,22.0,2974000.0,10186000.0,7378000.0,56.0,10.0,8.0,5.0,656.0,1.0
C00216,40.0,10791000.0,65970000.0,54.0,10096000.0,19756000.0,29331000.0,100.0,4.0,0.0,7.0,684.0,8.0
C00217,36.0,11037000.0,30984000.0,32.0,2892000.0,26070000.0,10991000.0,60.0,6.0,0.0,5.0,718.0,3.0
C00218,26.0,7884000.0,3524000.0,13.0,894000.0,34341000.0,9747000.0,59.0,11.0,8.0,5.0,695.0,1.0
C00219,33.0,11542000.0,25761000.0,26.0,5119000.0,21329000.0,77019000.0,56.0,11.0,7.0,4.0,747.0,4.0
C00220,47.0,15472000.0,51937000.0,29.0,6814000.0,35387000.0,20641000.0,82.0,2.0,3.0,9.0,704.0,5.0
C00221,50.0,16209000.0,73725000.0,22.0,5467000.0,51135000.0,23518000.0,52.0,12.0,8.0,7.0,750.0,4.0
C00222,36.0,10415000.0,41028000.0,17.0,1308000.0,102673000.0,8591000.0,67.0,5.0,8.0,6.0,765.0,1.0
C00223,46.0,12317000.0,30546000.0,13.0,1086000.0,42145000.0,15288000.0,51.0,10.0,8.0,7.0,730.0,1.0
C00224,41.0,17846000.0,30376000.0,18.0,5635000.0,25968000.0,22333000.0,55.0,16.0,8.0,4.0,696.0,5.0
C00225,39.0,12121000.0,16015000.0,18.0,2501000.0,28728000.0,14746000.0,58.0,12.0,4.0,6.0,728.0,1.0
C00226,37.0,12457000.0,27978000.0,29.0,3190000.0,9123000.0,26005000.0,46.0,15.0,7.0,6.0,685.0,3.0
C00227,27.0,16297000.0,10762000.0,13.0,2929000.0,38886000.0,14430000.0,53.0,9.0,0.0,3.0,705.0,2.0
C00228,48.0,11041000.0,29876000.0,25.0,2136000.0,32708000.0,12712000.0,80.0,10.0,6.0,7.0,689.0,3.0
C00229,40.0,,25200000.0,4.0,1030000.0,23264000.0,11848000.0,36.0,12.0,7.0,8.0,710.0,1.0
C00230,42.0,21087000.0,48672000.0,26.0,4048000.0,36792000.0,24734000.0,63.0,9.0,6.0,7.0,706.0,4.0
C00231,39.0,11526000.0,31832000.0,29.0,2569000.0,20440000.0,4593000.0,88.0,8.0,5.0,3.0,728.0,2.0
C00232,38.0,10825000.0,74289000.0,32.0,5526000.0,19006000.0,15494000.0,63.0,13.0,7.0,4.0,642.0,6.0
C00233,24.0,11988000.0,10314000.0,16.0,2711000.0,21063000.0,5901000.0,54.0,8.0,5.0,1.0,675.0,3.0
C00234,41.0,24862000.0,46010000.0,35.0,23726000.0,12900000.0,45778000.0,78.0,9.0,4.0,4.0,716.0,7.0
C00235,20.0,4870000.0,11388000.0,22.0,1142000.0,11655000.0,12309000.0,67.0,12.0,5.0,2.0,639.0,1.0
C00236,19.0,6133000.0,13869000.0,21.0,3621000.0,18198000.0,7636000.0,73.0,12.0,2.0,2.0,667.0,3.0
C00237,26.0,21806000.0,11251000.0,16.0,2261000.0,41637000.0,14937000.0,52.0,10.0,9.0,1.0,635.0,4.0
C00238,19.0,12731000.0,19277000.0,25.0,1731000.0,29225000.0,24345000.0,72.0,15.0,3.0,2.0,691.0,2.0
C00239,47.0,14666000.0,49705000.0,33.0,2783000.0,62214000.0,20839000.0,91.0,8.0,2.0,6.0,793.0,2.0
C00240,45.0,15465000.0,33720000.0,16.0,1271000.0,115980000.0,22167000.0,55.0,11.0,3.0,9.0,761.0,3.0
C00241,26.0,8411000.0,21735000.0,24.0,1808000.0,15354000.0,36940000.0,73.0,8.0,7.0,4.0,671.0,4.0
C00242,27.0,13619000.0,24872000.0,19.0,1642000.0,124866000.0,27599000.0,64.0,14.0,5.0,4.0,756.0,1.0
C00243,39.0,10649000.0,28460000.0,2.0,2872000.0,28123000.0,10871000.0,23.0,18.0,8.0,6.0,698.0,2.0
C00244,22.0,4658000.0,3219000.0,19.0,703000.0,8590000.0,6368000.0,75.0,13.0,1.0,0.0,670.0,1.0
C00245,43.0,18561000.0,33700000.0,20.0,3366000.0,36172000.0,72839000.0,50.0,18.0,6.0,4.0,688.0,6.0
C00246,45.0,20907000.0,23033000.0,28.0,2261000.0,79199000.0,22241000.0,70.0,5.0,3.0,5.0,694.0,1.0
C00247,25.0,9704000.0,12320000.0,25.0,1174000.0,21886000.0,10060000.0,58.0,5.0,4.0,5.0,732.0,1.0
C00248,27.0,18443000.0,25961000.0,36.0,3412000.0,50659000.0,29887000.0,85.0,0.0,7.0,5.0,728.0,3.0
C00249,48.0,11273000.0,68240000.0,37.0,5629000.0,24419000.0,30200000.0,96.0,11.0,4.0,7.0,694.0,4.0
C00250,35.0,10516000.0,12462000.0,4.0,1204000.0,19428000.0,6320000.0,34.0,15.0,8.0,7.0,738.0,1.0
C00251,46.0,10322000.0,28225000.0,18.0,1625000.0,59956000.0,34388000.0,54.0,12.0,5.0,6.0,691.0,2.0
C00252,34.0,15108000.0,31093000.0,21.0,2454000.0,33213000.0,18635000.0,53.0,7.0,4.0,3.0,775.0,3.0
C00253,46.0,13730000.0,52333000.0,28.0,3732000.0,48591000.0,32691000.0,70.0,10.0,5.0,8.0,698.0,3.0
C00254,30.0,7429000.0,19417000.0,35.0,3918000.0,45071000.0,23823000.0,72.0,9.0,9.0,5.0,736.0,3.0
C00255,52.0,16992000.0,28810000.0,22.0,4869000.0,33045000.0,6887000.0,53.0,14.0,5.0,7.0,676.0,5.0
C00256,36.0,12002000.0,46765000.0,34.0,7656000.0,33676000.0,32144000.0,75.0,11.0,6.0,8.0,707.0,6.0
C00257,35.0,11622000.0,14236000.0,3.0,680000.0,42248000.0,6091000.0,63.0,12.0,3.0,8.0,764.0,1.0
C00258,33.0,10699000.0,16065000.0,31.0,2322000.0,84750000.0,39949000.0,73.0,8.0,0.0,5.0,772.0,2.0
C00259,32.0,6240000.0,29358000.0,20.0,1150000.0,34324000.0,6240000.0,50.0,13.0,3.0,4.0,659.0,3.0
C00260,34.0,6485000.0,36871000.0,17.0,1504000.0,19380000.0,4456000.0,58.0,14.0,11.0,8.0,703.0,1.0
C00261,27.0,8910000.0,27913000.0,29.0,1303000.0,53678000.0,53722000.0,70.0,7.0,7.0,5.0,703.0,1.0
C00262,18.0,5459000.0,13969000.0,22.0,3122000.0,5377000.0,17041000.0,70.0,15.0,9.0,1.0,586.0,3.0
C00263,27.0,20513000.0,12397000.0,24.0,6738000.0,26571000.0,28181000.0,63.0,13.0,3.0,4.0,672.0,2.0
C00264,47.0,7150000.0,80450000.0,36.0,3072000.0,24134000.0,11893000.0,76.0,9.0,0.0,9.0,677.0,2.0
C00265,27.0,8113000.0,21770000.0,29.0,1592000.0,8647000.0,8442000.0,81.0,10.0,2.0,5.0,650.0,3.0
C00266,40.0,14114000.0,8900000.0,18.0,1643000.0,42996000.0,9989000.0,62.0,13.0,5.0,8.0,689.0,1.0
C00267,18.0,8713000.0,13415000.0,23.0,2264000.0,18090000.0,18325000.0,65.0,4.0,5.0,3.0,701.0,2.0
C00268,55.0,27110000.0,87110000.0,35.0,2613000.0,89835000.0,55584000.0,70.0,14.0,5.0,9.0,810.0,5.0
C00269,30.0,12607000.0,17634000.0,25.0,6924000.0,33053000.0,13921000.0,65.0,11.0,5.0,3.0,655.0,4.0
C00270,54.0,18703000.0,55405000.0,13.0,2940000.0,81007000.0,7161000.0,59.0,14.0,7.0,11.0,784.0,2.0
C00271,36.0,15448000.0,18461000.0,22.0,1937000.0,28933000.0,10113000.0,71.0,7.0,1.0,3.0,688.0,2.0
C00272,32.0,11146000.0,26562000.0,21.0,1620000.0,55904000.0,8296000.0,51.0,7.0,6.0,6.0,670.0,3.0
C00273,36.0,15045000.0,19492000.0,14.0,1410000.0,15387000.0,8236000.0,40.0,9.0,6.0,2.0,751.0,1.0
C00274,44.0,9676000.0,69963000.0,37.0,5506000.0,102524000.0,50592000.0,98.0,11.0,3.0,5.0,752.0,3.0
C00275,25.0,15019000.0,13977000.0,32.0,4026000.0,6961000.0,19388000.0,67.0,9.0,3.0,2.0,585.0,4.0
C00276,39.0,17034000.0,29243000.0,25.0,1048000.0,41042000.0,11768000.0,72.0,5.0,2.0,6.0,737.0,3.0
C00277,38.0,4405000.0,14323000.0,9.0,2509000.0,28440000.0,10374000.0,44.0,12.0,11.0,7.0,702.0,1.0
C00278,44.0,18226000.0,15906000.0,2.0,2358000.0,22149000.0,7059000.0,,14.0,9.0,4.0,678.0,2.0
C00279,37.0,10423000.0,9516000.0,7.0,3283000.0,58853000.0,9121000.0,35.0,19.0,10.0,4.0,643.0,4.0
C00280,45.0,13406000.0,58585000.0,24.0,3952000.0,152186000.0,12555000.0,39.0,6.0,6.0,10.0,771.0,2.0
C00281,45.0,12880000.0,41808000.0,31.0,2501000.0,29653000.0,10443000.0,,20.0,3.0,5.0,679.0,3.0
C00282,49.0,12379000.0,54770000.0,33.0,4492000.0,42059000.0,26875000.0,84.0,10.0,6.0,5.0,679.0,4.0
C00283,40.0,27080000.0,19501000.0,18.0,2010000.0,46033000.0,13518000.0,71.0,9.0,5.0,6.0,754.0,3.0
C00284,31.0,11739000.0,23918000.0,31.0,4227000.0,84933000.0,19443000.0,77.0,9.0,5.0,4.0,741.0,8.0
C00285,33.0,13286000.0,57740000.0,31.0,3059000.0,17301000.0,55773000.0,72.0,10.0,4.0,5.0,726.0,2.0
C00286,26.0,18055000.0,24841000.0,27.0,7330000.0,37478000.0,45783000.0,84.0,9.0,1.0,5.0,732.0,4.0
C00287,34.0,7961000.0,10324000.0,17.0,1116000.0,10132000.0,3649000.0,58.0,6.0,6.0,3.0,690.0,1.0
C00288,30.0,10924000.0,,17.0,532000.0,5493000.0,4728000.0,53.0,5.0,6.0,4.0,689.0,1.0
C00289,31.0,16143000.0,10000000.0,9.0,2405000.0,37723000.0,15631000.0,60.0,14.0,4.0,3.0,770.0,4.0
C00290,42.0,19487000.0,59584000.0,29.0,6989000.0,71888000.0,24654000.0,80.0,7.0,4.0,5.0,701.0,6.0
C00291,32.0,9099000.0,14940000.0,32.0,2358000.0,17008000.0,14901000.0,73.0,8.0,5.0,7.0,670.0,3.0
C00292,45.0,27939000.0,22086000.0,29.0,4043000.0,88425000.0,28814000.0,69.0,8.0,3.0,2.0,759.0,6.0
C00293,41.0,7934000.0,27032000.0,21.0,1449000.0,83526000.0,15757000.0,76.0,5.0,7.0,5.0,742.0,1.0
C00294,30.0,4240000.0,13518000.0,7.0,606000.0,17014000.0,5420000.0,46.0,19.0,7.0,3.0,619.0,1.0
C00295,36.0,8069000.0,34724000.0,27.0,2728000.0,13258000.0,5710000.0,75.0,8.0,5.0,7.0,603.0,4.0
C00296,34.0,27543000.0,17463000.0,33.0,2555000.0,10445000.0,2466000.0,68.0,3.0,3.0,4.0,648.0,4.0
C00297,37.0,13701000.0,47931000.0,29.0,3258000.0,26778000.0,23073000.0,84.0,8.0,3.0,5.0,724.0,3.0
C00298,31.0,16752000.0,9566000.0,16.0,2696000.0,43977000.0,7526000.0,57.0,7.0,7.0,1.0,701.0,3.0
C00299,33.0,8653000.0,23209000.0,27.0,3689000.0,17267000.0,11494000.0,63.0,11.0,7.0,4.0,637.0,1.0
C00300,25.0,9451000.0,6310000.0,8.0,2905000.0,36367000.0,14593000.0,47.0,13.0,9.0,5.0,729.0,2.0
C00301,33.0,13766000.0,18952000.0,27.0,5004000.0,31764000.0,25691000.0,64.0,11.0,6.0,5.0,677.0,2.0
C00302,31.0,5898000.0,20153000.0,27.0,1377000.0,226079000.0,49366000.0,70.0,9.0,4.0,6.0,760.0,1.0
C00303,36.0,8362000.0,35379000.0,28.0,3299000.0,11067000.0,12359000.0,59.0,11.0,8.0,3.0,651.0,4.0
C00304,31.0,9354000.0,66257000.0,26.0,3556000.0,62203000.0,26311000.0,52.0,16.0,7.0,5.0,715.0,5.0
C00305,20.0,6179000.0,10544000.0,21.0,1405000.0,21663000.0,11795000.0,56.0,11.0,9.0,3.0,654.0,1.0
C00306,54.0,9195000.0,32391000.0,20.0,4202000.0,39023000.0,15272000.0,60.0,7.0,6.0,5.0,647.0,4.0
C00307,35.0,6640000.0,41959000.0,42.0,4974000.0,11724000.0,10863000.0,100.0,10.0,2.0,7.0,648.0,5.0
C00308,29.0,10019000.0,10991000.0,27.0,1471000.0,17842000.0,4314000.0,71.0,7.0,1.0,5.0,648.0,1.0
C00309,39.0,12047000.0,20435000.0,27.0,4466000.0,22135000.0,8665000.0,77.0,11.0,6.0,4.0,696.0,2.0
C00310,23.0,6998000.0,14077000.0,20.0,1806000.0,37798000.0,18226000.0,61.0,13.0,5.0,6.0,730.0,1.0
C00311,22.0,11948000.0,6292000.0,12.0,2249000.0,32280000.0,7593000.0,45.0,17.0,7.0,2.0,672.0,2.0
C00312,31.0,8542000.0,20207000.0,26.0,2805000.0,42827000.0,22274000.0,66.0,12.0,8.0,6.0,726.0,3.0
C00313,33.0,10899000.0,23778000.0,16.0,1395000.0,31647000.0,5369000.0,47.0,12.0,5.0,7.0,627.0,1.0
C00314,28.0,10644000.0,20527000.0,20.0,1477000.0,24515000.0,21493000.0,35.0,13.0,7.0,2.0,726.0,2.0
C00315,40.0,14407000.0,21994000.0,22.0,2137000.0,19903000.0,9317000.0,60.0,12.0,7.0,6.0,714.0,3.0
C00316,31.0,7849000.0,31297000.0,29.0,4158000.0,9097000.0,3577000.0,77.0,3.0,2.0,5.0,621.0,5.0
C00317,44.0,12402000.0,42180000.0,20.0,3597000.0,29906000.0,18886000.0,,12.0,6.0,5.0,675.0,4.0
C00318,18.0,5357000.0,27561000.0,31.0,1236000.0,12293000.0,5645000.0,50.0,12.0,4.0,2.0,664.0,1.0
C00319,18.0,8246000.0,20602000.0,23.0,1374000.0,9810000.0,16470000.0,75.0,12.0,3.0,2.0,621.0,1.0
C00320,43.0,11862000.0,33975000.0,31.0,3245000.0,114981000.0,63238000.0,58.0,12.0,5.0,5.0,751.0,4.0
C00321,34.0,,22472000.0,42.0,4016000.0,13976000.0,14841000.0,73.0,13.0,4.0,4.0,643.0,6.0
C00322,47.0,14399000.0,109914000.0,34.0,3573000.0,78783000.0,29063000.0,68.0,7.0,4.0,7.0,681.0,5.0
C00323,37.0,12727000.0,32112000.0,17.0,2072000.0,33484000.0,14943000.0,63.0,8.0,7.0,7.0,700.0,3.0
C00324,46.0,29686000.0,15226000.0,12.0,1976000.0,53950000.0,16801000.0,43.0,4.0,6.0,3.0,725.0,6.0
C00325,41.0,13156000.0,59146000.0,36.0,3495000.0,73303000.0,25386000.0,72.0,9.0,5.0,4.0,704.0,3.0
C00326,45.0,10369000.0,92829000.0,45.0,3015000.0,30634000.0,10725000.0,88.0,6.0,8.0,8.0,720.0,1.0
C00327,22.0,8664000.0,24043000.0,26.0,1600000.0,26391000.0,15299000.0,73.0,7.0,4.0,4.0,637.0,1.0
C00328,37.0,8588000.0,45419000.0,37.0,2181000.0,103524000.0,54770000.0,80.0,11.0,7.0,5.0,768.0,2.0
C00329,28.0,17744000.0,6193000.0,1.0,1271000.0,30526000.0,8299000.0,27.0,12.0,9.0,4.0,706.0,1.0
C00330,36.0,17334000.0,25463000.0,30.0,2967000.0,44422000.0,18433000.0,76.0,7.0,6.0,7.0,698.0,2.0
C00331,39.0,14217000.0,30321000.0,20.0,2384000.0,32038000.0,19665000.0,69.0,18.0,6.0,4.0,685.0,5.0
C00332,24.0,12859000.0,,17.0,796000.0,31933000.0,14365000.0,55.0,10.0,5.0,1.0,718.0,2.0
C00333,50.0,8663000.0,77900000.0,29.0,1574000.0,122792000.0,25750000.0,95.0,4.0,4.0,10.0,823.0,2.0
C00334,25.0,19683000.0,17375000.0,24.0,1668000.0,37099000.0,61610000.0,68.0,9.0,5.0,7.0,660.0,2.0
C00335,25.0,9696000.0,23061000.0,26.0,1567000.0,51445000.0,14406000.0,75.0,10.0,4.0,4.0,747.0,2.0
C00336,20.0,15099000.0,10133000.0,27.0,6632000.0,7621000.0,22629000.0,59.0,10.0,5.0,3.0,682.0,5.0
C00337,21.0,25250000.0,13901000.0,18.0,963000.0,38132000.0,26495000.0,68.0,15.0,2.0,4.0,719.0,2.0
C00338,34.0,11091000.0,61261000.0,35.0,2186000.0,30346000.0,11248000.0,77.0,8.0,7.0,6.0,702.0,3.0
C00339,30.0,5315000.0,9971000.0,8.0,2048000.0,17444000.0,5408000.0,37.0,18.0,11.0,2.0,596.0,1.0
C00340,37.0,7439000.0,83791000.0,35.0,6636000.0,31710000.0,39546000.0,71.0,8.0,5.0,6.0,614.0,6.0
C00341,24.0,5470000.0,18395000.0,30.0,2056000.0,6187000.0,7616000.0,71.0,11.0,6.0,2.0,615.0,2.0
C00342,46.0,11671000.0,64648000.0,22.0,2344000.0,36216000.0,28580000.0,58.0,13.0,7.0,6.0,794.0,3.0
C00343,25.0,6019000.0,14118000.0,18.0,2126000.0,36912000.0,8490000.0,61.0,16.0,4.0,2.0,706.0,2.0
C00344,32.0,9988000.0,13948000.0,9.0,3166000.0,19398000.0,20297000.0,37.0,17.0,9.0,7.0,721.0,2.0
C00345,36.0,8443000.0,24164000.0,27.0,1123000.0,32080000.0,25192000.0,86.0,7.0,2.0,5.0,831.0,1.0
C00346,37.0,14312000.0,10267000.0,21.0,1227000.0,49851000.0,11747000.0,65.0,10.0,10.0,6.0,729.0,2.0
C00347,35.0,9898000.0,36444000.0,10.0,1405000.0,17833000.0,9849000.0,73.0,4.0,5.0,6.0,638.0,4.0
C00348,38.0,6951000.0,40157000.0,22.0,1707000.0,34409000.0,8425000.0,58.0,9.0,7.0,7.0,740.0,2.0
C00349,38.0,16569000.0,24799000.0,38.0,2708000.0,12911000.0,8855000.0,88.0,12.0,4.0,5.0,621.0,6.0
C00350,27.0,10696000.0,9148000.0,29.0,2086000.0,10162000.0,12887000.0,66.0,11.0,8.0,4.0,634.0,1.0
C00351,28.0,,7406000.0,25.0,1198000.0,10896000.0,7262000.0,74.0,8.0,2.0,4.0,658.0,1.0
C00352,43.0,18140000.0,73309000.0,46.0,13829000.0,20288000.0,86315000.0,80.0,15.0,7.0,5.0,654.0,7.0
C00353,29.0,8446000.0,23541000.0,19.0,1339000.0,7753000.0,12310000.0,44.0,11.0,8.0,2.0,636.0,1.0
C00354,28.0,8874000.0,24635000.0,50.0,2968000.0,23372000.0,9792000.0,100.0,2.0,2.0,5.0,686.0,4.0
C00355,36.0,20051000.0,17544000.0,8.0,865000.0,42079000.0,42116000.0,62.0,6.0,4.0,4.0,752.0,1.0
C00356,33.0,7294000.0,26004000.0,42.0,2034000.0,22632000.0,8970000.0,75.0,4.0,1.0,6.0,665.0,4.0
C00357,44.0,9744000.0,15637000.0,15.0,634000.0,26781000.0,3605000.0,51.0,10.0,0.0,8.0,679.0,1.0
C00358,50.0,24510000.0,37811000.0,31.0,1504000.0,55614000.0,12755000.0,65.0,9.0,6.0,7.0,671.0,2.0
C00359,25.0,10068000.0,11558000.0,14.0,6036000.0,22557000.0,5703000.0,53.0,16.0,7.0,1.0,627.0,4.0
C00360,29.0,11017000.0,16102000.0,13.0,3009000.0,18586000.0,10234000.0,61.0,10.0,8.0,1.0,666.0,3.0
C00361,39.0,13808000.0,36262000.0,23.0,2364000.0,27644000.0,8508000.0,72.0,10.0,6.0,4.0,664.0,4.0
C00362,27.0,11692000.0,10700000.0,28.0,8627000.0,21218000.0,16848000.0,66.0,2.0,6.0,0.0,667.0,3.0
C00363,18.0,5979000.0,16741000.0,31.0,1236000.0,5450000.0,20365000.0,66.0,11.0,6.0,1.0,706.0,1.0
C00364,33.0,14149000.0,22143000.0,36.0,6445000.0,44814000.0,26011000.0,74.0,11.0,0.0,5.0,708.0,4.0
C00365,19.0,14443000.0,24297000.0,29.0,2889000.0,24707000.0,30618000.0,67.0,8.0,8.0,2.0,658.0,5.0
C00366,42.0,8827000.0,64292000.0,34.0,5310000.0,33156000.0,37919000.0,69.0,10.0,5.0,9.0,660.0,6.0
C00367,46.0,11145000.0,27557000.0,23.0,1012000.0,22431000.0,12196000.0,70.0,8.0,6.0,7.0,768.0,1.0
C00368,33.0,17680000.0,24878000.0,17.0,2606000.0,47305000.0,22868000.0,48.0,17.0,8.0,8.0,791.0,4.0
C00369,28.0,12612000.0,21874000.0,23.0,3634000.0,8245000.0,14203000.0,51.0,9.0,8.0,5.0,654.0,3.0
C00370,24.0,12968000.0,6752000.0,26.0,1447000.0,22427000.0,19849000.0,67.0,10.0,3.0,4.0,617.0,1.0
C00371,32.0,7492000.0,14447000.0,32.0,3444000.0,16562000.0,18082000.0,68.0,6.0,2.0,3.0,722.0,2.0
C00372,35.0,14496000.0,36916000.0,31.0,2984000.0,18564000.0,21289000.0,53.0,11.0,6.0,2.0,713.0,5.0
C00373,36.0,9569000.0,51276000.0,35.0,3760000.0,69540000.0,15605000.0,76.0,10.0,1.0,5.0,746.0,3.0
C00374,36.0,11931000.0,20153000.0,20.0,4148000.0,19639000.0,8729000.0,66.0,9.0,3.0,5.0,675.0,5.0
C00375,38.0,8381000.0,16573000.0,15.0,1010000.0,14545000.0,5925000.0,45.0,12.0,4.0,5.0,662.0,3.0
C00376,23.0,17739000.0,11301000.0,26.0,4761000.0,52857000.0,52812000.0,68.0,14.0,5.0,1.0,706.0,6.0
C00377,40.0,16999000.0,36652000.0,11.0,3028000.0,60150000.0,9585000.0,39.0,13.0,8.0,7.0,686.0,4.0
C00378,36.0,6906000.0,,26.0,2588000.0,24642000.0,11325000.0,80.0,12.0,5.0,4.0,684.0,1.0
C00379,42.0,9366000.0,29577000.0,16.0,2145000.0,25010000.0,3182000.0,56.0,10.0,5.0,4.0,662.0,1.0
C00380,26.0,7473000.0,23654000.0,18.0,1885000.0,19298000.0,9946000.0,51.0,12.0,6.0,2.0,668.0,1.0
C00381,33.0,20100000.0,23516000.0,26.0,3723000.0,22382000.0,25538000.0,66.0,10.0,2.0,4.0,696.0,5.0
C00382,23.0,14061000.0,18201000.0,34.0,1970000.0,13450000.0,26967000.0,65.0,10.0,4.0,2.0,676.0,3.0
C00383,32.0,9526000.0,22561000.0,30.0,3975000.0,8357000.0,3982000.0,79.0,10.0,2.0,3.0,645.0,3.0
C00384,18.0,6216000.0,3518000.0,25.0,2911000.0,9473000.0,24053000.0,,14.0,7.0,1.0,665.0,3.0
C00385,31.0,25129000.0,6965000.0,16.0,1361000.0,28871000.0,3618000.0,56.0,12.0,2.0,4.0,744.0,3.0
C00386,30.0,10811000.0,11882000.0,26.0,1392000.0,42501000.0,6149000.0,72.0,8.0,5.0,2.0,713.0,1.0
C00387,24.0,16375000.0,15138000.0,16.0,1941000.0,59209000.0,11917000.0,57.0,9.0,6.0,0.0,709.0,2.0
C00388,43.0,8261000.0,61828000.0,14.0,1279000.0,41699000.0,12374000.0,41.0,7.0,7.0,7.0,735.0,1.0
C00389,23.0,6171000.0,5688000.0,18.0,1196000.0,22366000.0,2726000.0,62.0,6.0,7.0,4.0,621.0,1.0
C00390,20.0,13931000.0,7149000.0,36.0,1675000.0,9481000.0,4884000.0,93.0,11.0,3.0,4.0,622.0,1.0
C00391,36.0,8929000.0,7960000.0,16.0,453000.0,9344000.0,5462000.0,52.0,3.0,6.0,6.0,689.0,1.0
C00392,25.0,19047000.0,17617000.0,4.0,1570000.0,29602000.0,8046000.0,52.0,15.0,2.0,5.0,696.0,5.0
C00393,36.0,10093000.0,34901000.0,17.0,1277000.0,19335000.0,8256000.0,63.0,9.0,5.0,8.0,642.0,2.0
C00394,40.0,10612000.0,34085000.0,32.0,3902000.0,24865000.0,33469000.0,73.0,12.0,6.0,5.0,669.0,3.0
C00395,38.0,14916000.0,24718000.0,16.0,2069000.0,23011000.0,24935000.0,49.0,6.0,8.0,7.0,765.0,2.0
C00396,35.0,7170000.0,61842000.0,37.0,1396000.0,43558000.0,30383000.0,,8.0,8.0,6.0,719.0,1.0
C00397,38.0,9934000.0,41699000.0,21.0,2163000.0,13355000.0,11392000.0,39.0,16.0,10.0,7.0,650.0,2.0
C00398,29.0,8320000.0,25159000.0,13.0,1569000.0,16266000.0,9980000.0,43.0,15.0,8.0,6.0,661.0,3.0
C00399,37.0,14822000.0,37925000.0,33.0,2730000.0,39952000.0,43275000.0,63.0,9.0,4.0,3.0,752.0,4.0
C00400,41.0,14830000.0,25560000.0,35.0,2690000.0,27990000.0,27465000.0,83.0,0.0,0.0,4.0,701.0,2.0
C00401,33.0,11328000.0,31059000.0,22.0,2172000.0,55081000.0,13604000.0,55.0,9.0,6.0,2.0,742.0,2.0
C00402,41.0,10022000.0,37370000.0,25.0,1347000.0,89643000.0,23917000.0,53.0,13.0,3.0,4.0,761.0,2.0
C00403,30.0,23109000.0,16671000.0,30.0,3563000.0,9678000.0,26464000.0,95.0,6.0,1.0,4.0,671.0,6.0
C00404,32.0,13208000.0,18850000.0,21.0,1273000.0,53398000.0,22239000.0,69.0,9.0,2.0,8.0,690.0,2.0
C00405,32.0,8493000.0,39158000.0,23.0,2208000.0,30964000.0,14823000.0,47.0,14.0,8.0,5.0,688.0,2.0
C00406,27.0,17285000.0,9284000.0,5.0,1132000.0,21467000.0,4552000.0,38.0,7.0,9.0,4.0,703.0,3.0
C00407,43.0,9472000.0,43646000.0,38.0,1745000.0,35098000.0,28043000.0,63.0,11.0,7.0,9.0,725.0,4.0
C00408,39.0,6679000.0,45018000.0,26.0,4329000.0,26848000.0,26737000.0,82.0,8.0,4.0,6.0,683.0,5.0
C00409,41.0,19579000.0,83734000.0,23.0,8292000.0,19698000.0,59508000.0,65.0,14.0,9.0,6.0,701.0,4.0
C00410,27.0,14355000.0,22556000.0,27.0,5062000.0,22250000.0,21481000.0,57.0,11.0,7.0,3.0,721.0,4.0
C00411,43.0,14479000.0,44114000.0,39.0,3250000.0,205996000.0,65119000.0,82.0,5.0,4.0,7.0,813.0,2.0
C00412,38.0,8601000.0,33346000.0,6.0,1339000.0,19181000.0,1572000.0,33.0,11.0,6.0,7.0,722.0,1.0
C00413,26.0,26545000.0,16626000.0,27.0,9215000.0,14532000.0,8655000.0,53.0,13.0,5.0,4.0,673.0,6.0
C00414,36.0,14737000.0,27543000.0,28.0,2826000.0,34446000.0,14616000.0,69.0,12.0,7.0,5.0,714.0,4.0
C00415,23.0,5473000.0,19852000.0,7.0,553000.0,14094000.0,3241000.0,55.0,10.0,5.0,4.0,674.0,1.0
C00416,22.0,6811000.0,12204000.0,17.0,1480000.0,3880000.0,10856000.0,51.0,15.0,5.0,1.0,625.0,2.0
C00417,44.0,18952000.0,19441000.0,23.0,3209000.0,29790000.0,4901000.0,71.0,7.0,2.0,7.0,686.0,3.0
C00418,41.0,12882000.0,19416000.0,29.0,3760000.0,58442000.0,7588000.0,76.0,9.0,5.0,4.0,682.0,3.0
C00419,44.0,15270000.0,26910000.0,21.0,2232000.0,42870000.0,16826000.0,75.0,8.0,6.0,6.0,685.0,4.0
C00420,44.0,15187000.0,15947000.0,26.0,1747000.0,19364000.0,10130000.0,73.0,10.0,2.0,7.0,663.0,3.0
