Customer_ID,Age,Tenure_Months,Monthly_Income,Product_Count,Monthly_Transactions,Digital_Engagement,Complaint_Count,Credit_Utilization,Late_Payment_Count,Segment,Observation_Months,Churn_Event,Churn_Label
C00772,65,42,38003067,2,13,96,5,0.23394288153389126,0,Priority,55.5,0,Active/Censored
C00773,21,65,22811907,1,15,46,1,0.12904715478453185,0,Mass,60.0,0,Active/Censored
C00774,53,18,19813794,4,14,59,1,0.7097219990816743,1,Mass,60.0,0,Active/Censored
C00775,59,53,9137321,2,20,39,3,0.3957158248301867,0,Priority,46.9,0,Active/Censored
C00776,63,25,13666491,2,16,27,1,0.7301419900992202,0,Affluent,60.0,0,Active/Censored
C00777,40,65,35647363,2,18,74,2,0.48950331548057646,0,Affluent,60.0,0,Active/Censored
C00778,26,103,8978332,3,15,38,0,0.7788104372720592,1,Mass,5.1,0,Active/Censored
C00779,33,119,18294089,2,17,63,1,0.7156479394962227,0,Affluent,60.0,0,Active/Censored
C00780,59,55,29150808,3,25,64,3,0.7377178727495332,0,Mass,10.7,0,Active/Censored
C00781,60,9,12662389,3,19,87,0,0.43639833914398557,0,Mass,60.0,0,Active/Censored
C00782,49,29,39067946,1,20,95,2,0.9150613337720153,2,Affluent,59.4,0,Active/Censored
C00783,26,15,27381427,2,15,60,1,0.414729123330239,0,Mass,60.0,0,Active/Censored
C00784,26,92,5020375,1,27,14,0,0.7638293824283491,0,Mass,60.0,0,Active/Censored
C00785,42,119,12898198,1,15,62,3,0.4906299248610157,1,Affluent,60.0,0,Active/Censored
C00786,47,68,30656032,4,21,90,2,0.2615770972404164,1,Affluent,52.5,0,Active/Censored
C00787,22,23,35074895,3,22,53,1,0.6160225430335545,1,Priority,58.1,0,Active/Censored
C00788,51,5,37369493,3,23,61,0,0.4721984784557547,0,Mass,60.0,0,Active/Censored
C00789,45,118,34642123,4,13,79,2,0.28766287607402,0,Mass,49.4,0,Active/Censored
C00790,21,40,6692135,3,24,49,0,0.39427851173063005,1,Mass,60.0,0,Active/Censored
C00791,25,16,30268734,4,17,47,1,0.19394360389638826,4,Mass,13.8,0,Active/Censored
C00792,41,23,7966121,3,27,53,1,0.9383408732693616,2,Mass,60.0,0,Active/Censored
C00793,53,33,6755836,2,23,87,1,0.6288653487018782,3,Mass,44.5,0,Active/Censored
C00794,58,80,28910455,3,27,54,2,0.2061903623713061,0,Mass,60.0,0,Active/Censored
C00795,40,108,21213962,2,23,39,2,0.7381295025564011,1,Mass,30.6,0,Active/Censored
C00796,34,35,27326681,4,16,64,1,0.5916906477323992,1,Mass,60.0,0,Active/Censored
C00797,64,84,34653457,1,18,73,1,0.7002960850336806,1,Mass,60.0,0,Active/Censored
C00798,41,10,6477786,4,28,93,1,0.576037736071895,1,Mass,33.7,1,Churned
C00799,35,4,22991104,4,24,91,0,0.10442049744776419,0,Affluent,1.0,0,Active/Censored
C00800,40,9,34039219,1,21,81,1,0.23291575868053105,0,Mass,11.3,0,Active/Censored
C00801,21,111,19850543,3,21,79,2,0.7418698984818352,1,Priority,42.7,0,Active/Censored
C00802,34,71,22843258,4,16,50,1,0.7289152988936809,0,Mass,8.8,0,Active/Censored
C00803,44,98,21922724,3,14,41,5,0.7284877981835955,1,Affluent,60.0,0,Active/Censored
C00804,62,5,36659105,2,21,61,1,0.06369324568425962,1,Affluent,7.8,0,Active/Censored
C00805,54,5,5796167,4,20,74,2,0.7746357122227491,0,Affluent,1.0,0,Active/Censored
C00806,56,103,35607671,3,17,57,3,0.44521537530420024,1,Affluent,25.7,0,Active/Censored
C00807,45,15,33389791,1,18,28,2,0.6742953062090302,1,Mass,30.6,0,Active/Censored
C00808,25,21,33250279,1,19,11,2,0.2948717104466589,1,Mass,22.9,0,Active/Censored
C00809,38,64,18842339,3,16,15,1,0.7425757731378948,1,Affluent,43.4,0,Active/Censored
C00810,65,74,22572360,2,16,48,3,0.9340535919294805,1,Mass,60.0,1,Churned
C00811,22,30,17283415,1,23,82,1,0.2781848756293874,1,Affluent,60.0,0,Active/Censored
C00812,60,55,13061583,4,18,81,1,0.7557778763751914,0,Affluent,39.8,0,Active/Censored
C00813,51,82,35515644,1,23,83,1,0.5944554077260253,1,Mass,60.0,0,Active/Censored
C00814,33,55,22215118,1,17,74,2,0.2957862352331074,2,Mass,49.3,0,Active/Censored
C00815,56,48,30040464,2,17,12,0,0.31492133944758177,1,Affluent,60.0,0,Active/Censored
C00816,58,11,7629209,1,14,90,0,0.7084739046403913,1,Affluent,3.2,0,Active/Censored
C00817,22,56,32401339,2,20,96,0,0.30591138073653723,0,Affluent,32.0,0,Active/Censored
C00818,25,97,27718461,4,19,87,2,0.09301421046870717,4,Affluent,60.0,0,Active/Censored
C00819,50,76,39913972,4,15,50,0,0.8365642698651797,0,Mass,60.0,0,Active/Censored
C00820,65,108,8823179,4,24,29,2,0.5800543283372076,0,Mass,40.8,0,Active/Censored
C00821,22,17,23441453,2,14,92,0,0.7326262696153206,1,Mass,41.7,0,Active/Censored
C00822,50,4,22402226,1,13,26,1,0.5929013647522433,1,Mass,10.4,0,Active/Censored
C00823,27,67,23382387,4,17,81,3,0.514811692112489,0,Affluent,30.1,0,Active/Censored
C00824,50,24,5957751,2,18,97,0,0.7429841430681559,1,Affluent,42.9,0,Active/Censored
C00825,49,73,21032397,3,18,91,2,0.07894069646273483,0,Affluent,31.8,0,Active/Censored
C00826,25,109,14782449,1,19,57,1,0.3306978387455575,2,Mass,9.6,0,Active/Censored
C00827,51,42,26224722,3,19,85,3,0.6147218529893012,0,Mass,24.7,0,Active/Censored
C00828,61,67,12354896,3,13,85,2,0.8995772253354706,0,Mass,43.0,0,Active/Censored
C00829,59,83,19661876,4,11,98,1,0.4042856508069842,1,Mass,40.6,0,Active/Censored
C00830,22,20,26321135,1,10,42,1,0.9277618147367459,1,Mass,60.0,0,Active/Censored
C00831,32,108,6305633,2,23,67,0,0.7297536758327458,2,Mass,60.0,0,Active/Censored
C00832,31,26,32324321,4,18,84,0,0.4864068043226377,1,Mass,25.4,0,Active/Censored
C00833,41,98,29766451,2,26,30,1,0.4362425653179212,0,Mass,7.3,0,Active/Censored
C00834,27,80,6062906,3,13,30,1,0.1664982670425248,1,Affluent,42.2,0,Active/Censored
C00835,59,19,6330493,1,21,45,2,0.6036747265541632,0,Affluent,60.0,0,Active/Censored
C00836,55,88,34610212,3,23,42,1,0.0971183007715317,0,Mass,26.6,0,Active/Censored
C00837,57,26,14199909,2,19,78,1,0.4361668928766402,0,Affluent,60.0,0,Active/Censored
C00838,29,73,34987637,3,21,95,0,0.26393788645321475,0,Mass,7.4,0,Active/Censored
C00839,21,116,21973095,4,26,24,0,0.9106574870354811,1,Mass,33.7,0,Active/Censored
C00840,61,115,16321686,3,16,39,4,0.3769375600352367,0,Affluent,44.8,0,Active/Censored
C00841,34,105,13848172,2,21,94,0,0.4903283550015124,1,Mass,56.7,0,Active/Censored
C00842,50,61,27724146,1,19,64,0,0.38794379137268015,2,Affluent,3.0,0,Active/Censored
C00843,61,69,7950169,2,16,28,2,0.1734888218801141,1,Mass,51.7,0,Active/Censored
C00844,22,38,18494069,4,21,64,0,0.36732384136720025,0,Mass,26.9,0,Active/Censored
C00845,21,111,16450823,1,17,89,2,0.7510989552657172,0,Mass,60.0,0,Active/Censored
C00846,21,59,9550871,3,23,44,2,0.6090761082697714,2,Mass,60.0,0,Active/Censored
C00847,28,94,16701609,2,17,54,2,0.44367350263239186,1,Mass,53.3,0,Active/Censored
C00848,23,45,23031847,2,16,65,1,0.788513602739282,1,Mass,60.0,0,Active/Censored
C00849,57,90,28392273,3,15,86,0,0.05373387368423024,0,Mass,53.8,0,Active/Censored
C00850,48,29,7108948,2,16,61,0,0.793940720281938,3,Mass,60.0,1,Churned
C00851,65,89,35406330,2,19,97,0,0.10358202435705169,0,Mass,60.0,0,Active/Censored
C00852,57,8,35624997,3,14,78,0,0.8332447180199298,1,Affluent,3.6,0,Active/Censored
C00853,64,15,28911181,4,11,48,3,0.9028148421752,1,Affluent,41.6,0,Active/Censored
C00854,31,44,37274431,4,18,54,2,0.7872525492253427,2,Affluent,53.3,0,Active/Censored
C00855,33,59,19406055,3,24,73,0,0.06763439350661171,0,Affluent,60.0,0,Active/Censored
C00856,59,86,33578072,3,14,16,0,0.5235871680491146,1,Mass,54.3,0,Active/Censored
C00857,32,45,30181620,4,16,30,1,0.795916654476303,1,Affluent,40.6,0,Active/Censored
C00858,23,5,24251012,2,19,31,1,0.5405147258853366,0,Affluent,60.0,0,Active/Censored
C00859,51,41,10462186,2,14,82,2,0.3739430354411417,0,Affluent,36.3,0,Active/Censored
C00860,57,54,24073549,2,20,84,2,0.4736258840602708,0,Affluent,60.0,0,Active/Censored
C00861,64,67,36448583,3,17,84,2,0.12262451979581454,0,Priority,29.5,0,Active/Censored
C00862,62,78,39445865,3,20,19,4,0.49668228036128126,3,Mass,5.8,0,Active/Censored
C00863,26,32,20130399,1,18,36,0,0.07506214511285625,0,Priority,60.0,0,Active/Censored
C00864,55,75,12924460,4,24,38,0,0.6297039030474489,0,Mass,14.5,0,Active/Censored
C00865,59,77,30910278,2,19,12,5,0.401407027772554,1,Mass,1.0,0,Active/Censored
C00866,52,94,6734141,4,17,33,0,0.22220868247025655,0,Mass,60.0,0,Active/Censored
C00867,57,64,9439350,3,21,49,2,0.065644610987578,1,Mass,24.1,0,Active/Censored
C00868,58,98,24229873,4,26,90,2,0.8799071128064817,1,Mass,48.9,0,Active/Censored
C00869,41,29,39647316,3,17,25,3,0.5506871243754985,1,Mass,1.0,1,Churned
C00870,22,86,15836281,3,22,88,1,0.6322580470837732,1,Mass,60.0,0,Active/Censored
C00871,41,8,19959667,1,23,84,4,0.7514219430678568,0,Affluent,5.1,0,Active/Censored
C00872,30,15,15604195,2,25,24,1,0.6139313799618311,0,Mass,10.8,0,Active/Censored
C00873,26,105,19858157,4,18,33,0,0.4217936301617777,0,Mass,60.0,0,Active/Censored
C00874,26,59,4255072,2,14,51,4,0.6148293827296744,1,Affluent,22.8,1,Churned
C00875,52,76,25410014,1,14,95,0,0.27726492174352185,1,Affluent,25.5,0,Active/Censored
C00876,43,74,25464618,1,19,81,0,0.5552164704683383,0,Affluent,1.0,0,Active/Censored
C00877,45,84,15360281,3,16,98,1,0.23502857117168868,0,Mass,60.0,0,Active/Censored
C00878,54,31,13505213,3,16,38,0,0.8756805246248437,1,Priority,57.4,0,Active/Censored
C00879,45,24,31417775,4,29,92,1,0.5086109109580266,0,Affluent,60.0,0,Active/Censored
C00880,49,8,10762907,4,19,97,1,0.2604562527437037,0,Mass,60.0,0,Active/Censored
C00881,24,105,5694414,3,19,64,1,0.6256692732811202,1,Mass,60.0,0,Active/Censored
C00882,59,29,5455549,3,22,24,1,0.13128764314195285,0,Mass,60.0,0,Active/Censored
C00883,41,70,35743131,4,22,34,0,0.4406171167496077,1,Affluent,20.9,0,Active/Censored
C00884,27,56,17117016,1,25,21,2,0.8293681570487071,2,Affluent,60.0,0,Active/Censored
C00885,57,22,7665962,3,20,83,2,0.7410726526544051,2,Affluent,60.0,0,Active/Censored
C00886,54,51,35642879,2,19,38,0,0.6830955732849829,0,Priority,38.4,0,Active/Censored
C00887,23,12,9350425,4,18,73,2,0.4735430083795594,1,Affluent,60.0,0,Active/Censored
C00888,29,23,16120149,4,16,34,2,0.45219120610638885,1,Mass,60.0,1,Churned
C00889,21,19,4744748,3,13,98,0,0.06017866481480494,2,Mass,35.4,0,Active/Censored
C00890,33,100,28446671,3,10,80,0,0.5900341521498347,1,Mass,44.4,0,Active/Censored
C00891,25,69,29174833,3,9,44,0,0.5693074981622368,1,Mass,25.5,0,Active/Censored
C00892,52,112,31235690,3,13,53,3,0.054751118860121,0,Mass,60.0,0,Active/Censored
C00893,44,54,13469573,1,23,15,2,0.1733391852188365,0,Mass,60.0,0,Active/Censored
C00894,65,26,15811629,2,14,22,1,0.061192540290406494,0,Affluent,30.4,0,Active/Censored
C00895,54,74,37772315,3,15,100,0,0.27786105136293626,0,Mass,60.0,0,Active/Censored
C00896,48,112,33579066,3,19,84,0,0.05346780978222261,0,Affluent,48.1,0,Active/Censored
C00897,43,65,5337649,1,11,86,1,0.4256323324062701,0,Priority,60.0,0,Active/Censored
C00898,23,5,28907667,4,26,68,0,0.47875380919964033,1,Mass,60.0,0,Active/Censored
C00899,24,38,33258633,4,14,30,1,0.4433734945938167,0,Mass,40.3,0,Active/Censored
C00900,48,112,24132720,3,16,19,3,0.22945028507084225,1,Mass,46.8,0,Active/Censored
C00901,21,64,27036650,1,21,76,2,0.5212033068784017,2,Affluent,60.0,0,Active/Censored
C00902,22,115,4035728,4,16,40,2,0.7826851594854536,1,Affluent,41.0,0,Active/Censored
C00903,30,63,5081886,1,16,10,0,0.3120937255062714,0,Mass,60.0,1,Churned
C00904,60,4,5263267,2,19,12,2,0.3313178908909629,1,Affluent,39.0,0,Active/Censored
C00905,41,106,9723160,4,18,60,0,0.538543258277996,1,Affluent,1.6,0,Active/Censored
C00906,52,93,39671170,3,13,86,0,0.26037895322545257,0,Mass,29.7,0,Active/Censored
C00907,39,87,26836725,1,25,43,2,0.3540076947477197,0,Affluent,15.3,0,Active/Censored
C00908,28,117,32162221,1,15,100,2,0.4571935017701467,1,Mass,60.0,0,Active/Censored
C00909,37,26,14641060,2,27,44,1,0.39767216204873707,3,Mass,57.1,0,Active/Censored
C00910,25,109,37752349,3,17,76,1,0.7864090734035012,1,Priority,3.3,0,Active/Censored
C00911,55,30,11160930,3,15,32,1,0.8140942045266577,2,Mass,30.4,0,Active/Censored
C00912,29,117,36482915,1,16,65,3,0.4125906274223513,0,Affluent,1.0,0,Active/Censored
C00913,37,25,5108590,1,17,35,1,0.45300789488048454,0,Affluent,11.7,1,Churned
C00914,65,67,4735947,3,17,80,3,0.9112047135815706,3,Mass,49.2,0,Active/Censored
C00915,47,96,6840300,1,12,51,0,0.5027787607291492,3,Affluent,48.8,1,Churned
C00916,41,12,32506502,1,20,13,1,0.94372884623268,2,Mass,40.6,0,Active/Censored
C00917,45,10,13269900,2,16,32,0,0.7365224954188737,1,Mass,57.2,0,Active/Censored
C00918,56,103,20241246,3,15,42,1,0.28780899877843,3,Mass,60.0,0,Active/Censored
C00919,32,10,20967267,1,24,52,0,0.25618339878161384,2,Affluent,60.0,0,Active/Censored
C00920,49,75,32424095,1,17,34,0,0.1931580392110368,1,Priority,9.0,0,Active/Censored
C00921,60,113,16554423,1,18,62,1,0.7755311535828701,1,Mass,60.0,0,Active/Censored
C00922,46,75,4241768,2,26,97,0,0.32617583795815785,1,Mass,17.6,0,Active/Censored
C00923,41,59,17913172,1,14,74,2,0.6582132591957294,1,Priority,52.3,0,Active/Censored
C00924,27,52,14375174,1,19,38,1,0.5361225345879895,0,Affluent,19.2,0,Active/Censored
C00925,32,78,30311667,2,18,71,3,0.7933975726160205,2,Mass,60.0,0,Active/Censored
C00926,63,70,31047655,1,20,97,1,0.7257356902768436,1,Mass,56.0,0,Active/Censored
C00927,45,62,7310479,2,19,32,2,0.10737403192378439,0,Mass,22.0,0,Active/Censored
C00928,34,21,32548748,3,20,31,2,0.3545848484646398,1,Mass,2.1,0,Active/Censored
C00929,39,81,6537707,1,12,13,2,0.5180888409264028,0,Mass,57.7,0,Active/Censored
C00930,47,90,26309725,3,21,86,3,0.7732750210288942,2,Affluent,10.5,0,Active/Censored
C00931,45,86,18014205,3,19,85,3,0.6926247840997601,1,Affluent,60.0,0,Active/Censored
C00932,52,11,14845222,3,16,47,2,0.5444635556015185,1,Mass,60.0,0,Active/Censored
C00933,32,85,21394700,3,18,89,1,0.7775378064695625,0,Affluent,60.0,0,Active/Censored
C00934,50,89,15173053,4,13,69,2,0.44143562849874124,1,Mass,46.8,0,Active/Censored
C00935,40,24,32579091,1,14,99,1,0.10009361653328067,1,Affluent,13.2,0,Active/Censored
C00936,63,103,38803502,1,22,93,2,0.8334821557536713,2,Mass,35.2,0,Active/Censored
C00937,28,64,33368771,2,13,97,2,0.5239340167068327,0,Mass,60.0,0,Active/Censored
C00938,27,58,19811638,3,24,45,0,0.7775627786275895,2,Mass,39.5,0,Active/Censored
C00939,41,88,22118265,4,16,67,2,0.4028735461583055,0,Mass,47.1,0,Active/Censored
C00940,43,63,20096519,4,21,25,2,0.579697026691536,2,Affluent,14.1,1,Churned
C00941,52,67,32567462,3,12,91,1,0.34798370491659225,0,Mass,44.7,0,Active/Censored
C00942,39,39,20852501,2,19,38,1,0.4186174770008484,0,Mass,60.0,0,Active/Censored
C00943,62,112,18742084,2,17,50,1,0.18265839951470636,2,Mass,6.9,0,Active/Censored
C00944,42,117,17501638,1,19,64,0,0.7174432102193583,2,Affluent,60.0,0,Active/Censored
C00945,26,18,23896176,2,23,81,2,0.30225587539852894,0,Affluent,60.0,0,Active/Censored
C00946,26,89,28803830,3,17,76,1,0.32155803000559735,0,Affluent,28.5,0,Active/Censored
C00947,64,5,19564075,1,19,96,1,0.3687700663020323,0,Affluent,58.5,0,Active/Censored
C00948,27,46,33039809,4,15,74,1,0.43891350475748114,0,Affluent,54.9,0,Active/Censored
C00949,63,117,33761737,4,19,82,3,0.5685475208192279,1,Mass,16.5,0,Active/Censored
C00950,33,23,19446823,2,19,62,0,0.6645259685259198,0,Affluent,45.3,0,Active/Censored
C00951,25,47,36725836,4,17,47,0,0.6581205577617825,1,Mass,3.9,0,Active/Censored
C00952,34,28,10229492,1,21,93,1,0.4313128243354645,1,Affluent,42.4,0,Active/Censored
C00953,48,88,37555969,4,18,44,1,0.4837016008230426,3,Priority,60.0,0,Active/Censored
C00954,40,57,14587602,4,22,66,2,0.17628846616026939,1,Mass,60.0,0,Active/Censored
C00955,56,72,24314663,1,13,36,4,0.5193554744284483,1,Mass,2.1,1,Churned
C00956,48,114,14209035,3,23,53,1,0.8393510319520898,1,Mass,3.7,0,Active/Censored
C00957,39,64,19917348,2,20,43,2,0.4644048931352655,0,Priority,1.2,0,Active/Censored
C00958,49,89,16242216,4,18,33,0,0.8942122337894141,1,Mass,1.0,0,Active/Censored
C00959,64,14,29388642,1,15,84,1,0.19020518593678842,2,Affluent,60.0,0,Active/Censored
C00960,39,28,6922826,1,23,79,2,0.7132185132235933,1,Mass,54.4,0,Active/Censored
C00961,27,114,34179649,2,11,73,0,0.6871900193415633,2,Mass,32.7,0,Active/Censored
C00962,39,104,36538435,1,23,17,1,0.6633760582180602,0,Mass,60.0,0,Active/Censored
C00963,58,80,24267360,2,30,32,3,0.6465714794242594,0,Affluent,60.0,0,Active/Censored
C00964,30,47,23701894,3,19,29,1,0.07007744621918024,2,Mass,53.3,0,Active/Censored
C00965,63,26,29199316,3,19,74,1,0.7179100268468944,0,Priority,60.0,0,Active/Censored
C00966,47,103,11166674,3,20,91,2,0.49971584731360946,0,Affluent,39.4,0,Active/Censored
C00967,48,95,30990256,1,22,44,1,0.521767570729991,1,Priority,49.3,0,Active/Censored
C00968,35,31,11872225,1,13,40,0,0.09578537619007768,5,Mass,55.7,0,Active/Censored
C00969,62,72,28350175,4,15,60,2,0.21954301548136046,2,Mass,49.9,0,Active/Censored
C00970,22,76,15000809,2,17,99,1,0.8699062168068437,0,Mass,60.0,0,Active/Censored
C00971,34,59,30860808,1,20,43,2,0.33397550309738827,0,Mass,18.1,0,Active/Censored
C00972,39,112,32478064,2,11,35,3,0.4044921985538852,2,Mass,60.0,0,Active/Censored
C00973,42,17,11511231,1,32,57,1,0.22028316727512282,0,Mass,31.4,0,Active/Censored
C00974,42,33,26227648,2,24,93,0,0.6189717039280545,2,Priority,47.7,0,Active/Censored
C00975,27,14,21941483,4,20,76,2,0.7166307882261446,1,Mass,5.7,0,Active/Censored
C00976,31,84,14585446,2,23,57,4,0.8791356572993558,0,Mass,1.0,0,Active/Censored
C00977,25,78,25177667,3,18,76,1,0.5558572524125648,1,Affluent,6.6,0,Active/Censored
C00978,46,119,39735889,2,18,11,1,0.2980676127340799,1,Mass,47.1,0,Active/Censored
C00979,36,66,4089205,2,16,78,1,0.1138669833664382,1,Mass,60.0,0,Active/Censored
C00980,46,20,38447541,3,22,18,2,0.28949849422628365,2,Priority,60.0,0,Active/Censored
C00981,47,56,34814650,3,14,45,0,0.6065280880695524,1,Mass,19.0,0,Active/Censored
C00982,52,13,23057450,2,17,41,0,0.9266932117559656,0,Mass,60.0,0,Active/Censored
C00983,45,82,25960882,1,22,72,1,0.12127803599211431,0,Mass,16.1,0,Active/Censored
C00984,50,82,17290882,4,19,31,1,0.39952979427808255,2,Mass,26.2,0,Active/Censored
C00985,47,104,8648907,1,10,31,2,0.650512138472884,1,Mass,34.7,0,Active/Censored
C00986,50,43,24573141,4,21,90,3,0.5671138497844773,0,Affluent,10.3,0,Active/Censored
C00987,48,39,33388854,2,26,53,0,0.6365233428774915,0,Mass,22.3,0,Active/Censored
C00988,35,11,12319915,4,24,77,2,0.4668876245211615,1,Mass,57.9,0,Active/Censored
C00989,32,51,29814050,2,18,63,0,0.29033303489418527,2,Mass,11.0,0,Active/Censored
C00990,56,59,30929872,3,25,66,0,0.4844770377914646,0,Priority,14.5,0,Active/Censored
C00991,36,92,31298783,3,22,72,1,0.39338251694319015,2,Mass,60.0,0,Active/Censored
C00992,45,91,16240001,2,19,70,2,0.6883677782856956,0,Mass,60.0,0,Active/Censored
C00993,29,19,18113528,1,15,92,0,0.20446234013190945,0,Mass,27.8,0,Active/Censored
C00994,40,36,18983639,3,23,81,0,0.4965331396745709,0,Mass,44.1,0,Active/Censored
C00995,44,63,34751290,3,18,37,1,0.9131563031427694,0,Mass,59.7,0,Active/Censored
C00996,49,42,36416199,2,29,25,3,0.5286145619358403,1,Mass,60.0,0,Active/Censored
C00997,44,6,18904992,4,13,86,2,0.2634885273065854,1,Mass,60.0,0,Active/Censored
C00998,37,102,38919178,3,12,43,1,0.892265266220625,2,Mass,60.0,0,Active/Censored
C00999,64,89,24538329,1,17,38,2,0.2697416481688841,0,Affluent,46.0,0,Active/Censored
C01000,44,64,17862082,4,20,20,0,0.7260621241943166,1,Mass,48.7,0,Active/Censored
C01001,57,40,4023122,1,15,60,2,0.1485781340656511,4,Mass,43.1,0,Active/Censored
C01002,54,102,25998733,3,7,56,0,0.8168806488248,0,Mass,60.0,0,Active/Censored
C01003,46,7,27215432,2,26,85,0,0.21251712884472052,0,Mass,39.9,0,Active/Censored
C01004,60,55,38861770,3,14,78,2,0.40476152132143356,1,Mass,27.8,0,Active/Censored
C01005,26,97,29854328,4,27,75,1,0.9190583011445763,0,Mass,60.0,0,Active/Censored
C01006,62,115,5068273,3,15,59,1,0.5714552549354749,1,Mass,60.0,0,Active/Censored
C01007,59,32,24415937,3,18,88,2,0.28759634233260495,0,Mass,9.2,0,Active/Censored
C01008,43,79,30740025,4,19,99,1,0.05056445206577222,0,Mass,60.0,0,Active/Censored
C01009,54,25,21876117,3,20,84,0,0.056110301042085524,0,Mass,60.0,0,Active/Censored
C01010,44,16,19456643,4,20,41,2,0.2971289120188224,0,Mass,60.0,0,Active/Censored
C01011,33,44,33157713,2,13,35,1,0.5241693137102453,0,Mass,30.1,0,Active/Censored
C01012,56,107,26009383,1,21,10,2,0.48640214178145247,0,Mass,25.7,0,Active/Censored
C01013,32,84,28529417,1,24,100,2,0.8796934681574123,1,Mass,60.0,0,Active/Censored
C01014,35,60,20707747,3,15,76,1,0.7376847033570557,2,Mass,60.0,0,Active/Censored
C01015,44,36,14010665,3,16,95,0,0.882262072340695,2,Priority,25.7,0,Active/Censored
C01016,58,19,22687278,1,17,81,2,0.5106003694879221,0,Mass,16.6,0,Active/Censored
C01017,38,34,38526640,1,22,49,0,0.451999770930591,0,Mass,60.0,0,Active/Censored
C01018,43,21,25696123,4,17,23,0,0.5594794674083381,2,Affluent,17.8,0,Active/Censored
C01019,22,25,29461618,3,18,14,0,0.3849314789390663,0,Mass,60.0,0,Active/Censored
C01020,26,84,8468786,4,15,82,1,0.23973034220344902,2,Mass,46.6,0,Active/Censored
C01021,23,18,39565801,1,13,37,3,0.8029945026210028,2,Affluent,60.0,0,Active/Censored
C01022,24,8,12809294,1,16,44,4,0.6624784252050644,1,Mass,60.0,0,Active/Censored
C01023,60,66,38965407,2,16,86,0,0.34309228300270345,0,Affluent,19.8,0,Active/Censored
C01024,58,36,20047410,4,17,53,3,0.4516531150103878,3,Mass,60.0,0,Active/Censored
C01025,57,56,37080750,3,20,96,0,0.25290305129402163,1,Mass,19.3,0,Active/Censored
C01026,23,19,36105237,4,17,59,2,0.5565551509940991,0,Mass,12.9,0,Active/Censored
C01027,24,27,31193375,2,22,85,2,0.3725223288645017,1,Affluent,60.0,0,Active/Censored
C01028,33,55,36990676,2,20,21,0,0.8380177857213996,1,Mass,48.4,0,Active/Censored
C01029,46,84,25939457,3,17,46,2,0.5255266464108171,0,Mass,4.9,0,Active/Censored
C01030,36,51,34555884,4,9,26,0,0.42055757393281634,0,Priority,12.0,0,Active/Censored
C01031,42,66,10198143,2,17,15,0,0.7246577874859279,1,Priority,7.8,1,Churned
C01032,28,64,6530232,3,21,100,1,0.8645911614227885,0,Mass,37.5,0,Active/Censored
C01033,53,34,23560651,4,13,57,0,0.785677187863207,0,Mass,60.0,0,Active/Censored
C01034,35,35,33154505,2,21,42,1,0.4954253856765429,0,Affluent,60.0,0,Active/Censored
C01035,23,53,31553554,4,10,44,4,0.3707990033272083,3,Affluent,39.1,1,Churned
C01036,54,6,23004239,3,20,31,1,0.6459164088267734,0,Priority,56.0,0,Active/Censored
C01037,61,83,22750857,4,20,21,0,0.7851812391420293,3,Affluent,60.0,0,Active/Censored
C01038,21,75,25954414,2,19,93,1,0.9307756196028528,0,Affluent,60.0,0,Active/Censored
C01039,40,39,35256608,3,20,19,0,0.4615261123628626,0,Mass,60.0,0,Active/Censored
C01040,58,47,34305410,2,8,45,1,0.6514161293185187,0,Mass,60.0,0,Active/Censored
C01041,52,41,7947612,3,25,23,0,0.31379292788872154,0,Mass,60.0,0,Active/Censored
C01042,59,79,25446681,2,23,94,0,0.12871696680798178,1,Affluent,43.3,0,Active/Censored
C01043,39,92,17713852,3,18,28,0,0.27775195503378297,0,Mass,37.8,0,Active/Censored
C01044,37,15,32778841,4,20,45,1,0.06304112077531296,2,Mass,60.0,0,Active/Censored
C01045,52,51,22214719,2,18,78,0,0.5084848389980521,0,Mass,60.0,0,Active/Censored
C01046,27,4,39688355,2,17,61,3,0.3858405013507307,3,Priority,10.8,1,Churned
C01047,31,56,19563710,2,16,44,3,0.6604473288762035,2,Mass,32.0,0,Active/Censored
C01048,48,32,28447992,3,16,61,0,0.6037826308856677,0,Affluent,1.0,1,Churned
C01049,51,42,7909115,3,15,49,0,0.20107979099997514,2,Affluent,54.3,0,Active/Censored
C01050,26,56,37564965,3,20,36,1,0.6564394350336088,2,Mass,32.6,0,Active/Censored
C01051,43,41,9527018,1,12,64,1,0.2186602021886827,0,Mass,13.5,0,Active/Censored
C01052,37,49,17621384,1,14,43,1,0.05535782982424984,0,Mass,36.2,0,Active/Censored
C01053,43,93,34154222,1,18,97,1,0.9231733966635185,1,Affluent,60.0,0,Active/Censored
C01054,64,98,38827089,4,17,52,2,0.07428654234222676,1,Mass,47.9,0,Active/Censored
C01055,24,3,21437833,4,25,78,4,0.35757416903583666,4,Priority,60.0,0,Active/Censored
C01056,65,47,21449957,1,20,31,4,0.6237601168555491,0,Affluent,10.8,0,Active/Censored
C01057,41,102,5754007,1,20,68,0,0.3833370834426773,0,Mass,41.5,0,Active/Censored
C01058,55,65,39239434,4,24,60,3,0.3930882392672725,1,Mass,1.0,0,Active/Censored
C01059,40,27,4593685,3,13,77,1,0.7004547864097657,0,Mass,57.7,0,Active/Censored
C01060,34,73,4939098,2,21,52,1,0.5919385410162771,0,Mass,60.0,0,Active/Censored
