Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status,Field_Completeness,Extracted_OCR_Confidence,Document_Confidence,Processing_Decision
DOC0000205,C000314,Slip Gaji,2024-12-09,1.0,0.936,7,10,1265,VALID,0.7,0.932,0.8916000000000001,Human Review
DOC0000206,C000123,Slip Gaji,2024-11-09,0.868,0.954,10,8,4511,VALID,1.0,0.954,0.944,Auto Process
DOC0000207,C000165,Form Aplikasi,2025-09-15,1.0,0.885,11,8,3098,NEEDS_REVIEW,1.0,0.885,0.9425,Auto Process
DOC0000208,C000582,Surat Kerja,2026-06-27,0.989,1.0,0,9,2427,VALID,0.0,1.0,0.74725,Reprocess / Reject
DOC0000209,C000344,Rekening Koran,2025-02-11,0.978,0.817,9,7,1048,INVALID,1.0,0.854,0.91595,Auto Process
DOC0000210,C000555,Form Aplikasi,2024-05-08,1.0,0.889,7,10,1398,VALID,0.7,0.889,0.8695,Human Review
DOC0000211,C000440,Slip Gaji,2026-07-27,0.764,0.954,5,7,3753,NEEDS_REVIEW,0.7142857142857143,0.954,0.8465714285714285,Human Review
DOC0000212,C000041,Rekening Koran,2026-01-09,0.695,0.86,5,7,4074,VALID,0.7142857142857143,0.794,0.7592214285714286,Human Review
DOC0000213,C000645,KTP,2026-07-02,0.762,0.818,11,7,1763,VALID,1.0,0.7965,0.841975,Human Review
DOC0000214,C000675,Rekening Koran,2025-08-31,0.67,0.912,10,9,1941,INVALID,1.0,0.876,0.8609,Human Review
DOC0000215,C000588,KTP,2024-08-01,0.983,0.733,0,7,1103,VALID,0.0,0.733,0.61225,Reprocess / Reject
DOC0000216,C000510,KTP,2026-03-20,0.846,0.78,5,7,930,VALID,0.7142857142857143,0.8883333333333333,0.8179880952380952,Human Review
DOC0000217,C000137,Rekening Koran,2024-05-14,0.691,0.896,11,6,2106,VALID,1.0,0.885,0.8668999999999999,Human Review
DOC0000218,C000170,Slip Gaji,2026-07-12,0.732,0.906,7,8,724,VALID,0.875,0.906,0.85475,Human Review
DOC0000219,C000141,Rekening Koran,2025-06-22,0.921,0.926,10,9,1388,VALID,1.0,0.926,0.94325,Auto Process
DOC0000220,C000083,KTP,2024-09-11,0.779,0.953,7,11,3189,VALID,0.6363636363636364,0.828,0.786590909090909,Human Review
DOC0000221,C000280,KTP,2025-01-27,0.866,0.971,11,9,4266,INVALID,1.0,0.883,0.9212,Auto Process
DOC0000222,C000051,KTP,2024-08-15,0.989,0.812,8,10,3044,INVALID,0.8,0.9219999999999999,0.8917499999999999,Human Review
DOC0000223,C000090,Form Aplikasi,2024-07-06,0.648,0.988,8,11,3744,INVALID,0.7272727272727273,0.774,0.7629181818181817,Human Review
DOC0000224,C000113,Slip Gaji,2026-01-19,0.938,0.791,9,9,2565,VALID,1.0,0.791,0.88,Human Review
DOC0000225,C000408,Surat Kerja,2024-10-16,0.799,1.0,9,7,2653,VALID,1.0,1.0,0.94975,Auto Process
DOC0000226,C000236,Form Aplikasi,2026-03-06,0.95,0.92,7,8,1829,VALID,0.875,0.92,0.91625,Auto Process
DOC0000227,C000447,Form Aplikasi,2024-04-07,0.776,0.928,6,9,3955,VALID,0.6666666666666666,0.928,0.8246666666666665,Human Review
DOC0000228,C000427,Form Aplikasi,2026-09-06,0.914,0.892,5,9,1527,INVALID,0.5555555555555556,0.904,0.817588888888889,Human Review
DOC0000229,C000461,KTP,2025-08-28,0.68,0.828,7,8,351,VALID,0.875,0.828,0.80275,Human Review
DOC0000230,C000572,KTP,2026-05-15,0.843,0.98,0,8,3768,VALID,0.0,0.98,0.70075,Reprocess / Reject
DOC0000231,C000367,Surat Kerja,2026-05-16,0.881,0.81,7,10,4011,VALID,0.7,0.96,0.8527499999999999,Human Review
DOC0000232,C000172,KTP,2025-01-06,0.725,0.871,9,11,2695,VALID,0.8181818181818182,0.8694999999999999,0.8207704545454546,Human Review
DOC0000233,C000087,NPWP,2025-03-25,0.983,0.897,4,8,4859,VALID,0.5,0.863,0.80735,Human Review
DOC0000234,C000405,Form Aplikasi,2026-04-07,0.875,0.863,5,7,1121,VALID,0.7142857142857143,0.8175,0.8128964285714285,Human Review
DOC0000235,C000131,KTP,2024-04-30,1.0,1.0,8,10,3695,VALID,0.8,0.933,0.9265500000000001,Auto Process
DOC0000236,C000406,NPWP,2026-07-27,0.849,0.908,9,8,2281,VALID,1.0,0.835,0.8906999999999999,Human Review
DOC0000237,C000118,KTP,2025-04-12,0.762,0.919,10,7,4013,VALID,1.0,0.88,0.88635,Human Review
DOC0000238,C000589,Surat Kerja,2024-07-25,0.767,0.864,6,10,1145,VALID,0.6,0.864,0.7737499999999999,Human Review
DOC0000239,C000455,Slip Gaji,2026-06-28,0.792,0.998,6,9,2270,VALID,0.6666666666666666,0.98,0.8573666666666666,Human Review
DOC0000240,C000427,KTP,2025-09-01,0.719,0.848,4,10,2278,VALID,0.4,0.848,0.7037499999999999,Reprocess / Reject
DOC0000241,C000305,Slip Gaji,2024-03-27,0.75,1.0,10,10,2362,VALID,1.0,1.0,0.9375,Auto Process
DOC0000242,C000382,Rekening Koran,2026-07-18,1.0,1.0,7,11,2680,VALID,0.6363636363636364,0.97,0.898590909090909,Human Review
DOC0000243,C000699,KTP,2026-01-07,0.871,0.715,6,8,2822,NEEDS_REVIEW,0.75,0.715,0.7627499999999999,Human Review
DOC0000244,C000328,Rekening Koran,2025-08-10,0.896,0.991,4,9,2205,VALID,0.4444444444444444,0.876,0.7903611111111111,Human Review
DOC0000245,C000377,KTP,2026-01-03,0.821,0.898,11,7,2056,VALID,1.0,0.983,0.9339999999999999,Auto Process
DOC0000246,C000439,NPWP,2024-09-06,0.811,0.917,11,11,2541,VALID,1.0,0.917,0.9112500000000001,Auto Process
DOC0000247,C000344,Form Aplikasi,2026-04-29,0.623,0.932,9,7,3222,NEEDS_REVIEW,1.0,0.916,0.8661500000000001,Human Review
DOC0000248,C000408,Form Aplikasi,2025-02-05,0.918,0.889,11,7,1082,VALID,1.0,0.9475,0.944475,Auto Process
DOC0000249,C000468,Slip Gaji,2026-04-12,0.963,1.0,11,11,2942,VALID,1.0,0.9,0.95575,Auto Process
DOC0000250,C000559,Slip Gaji,2025-07-29,0.91,0.956,9,8,2088,VALID,1.0,0.956,0.9554999999999999,Auto Process
DOC0000251,C000565,Slip Gaji,2024-11-29,0.861,0.98,11,8,357,VALID,1.0,0.98,0.9552499999999999,Auto Process
DOC0000252,C000160,Rekening Koran,2024-09-12,0.814,0.963,9,11,1433,VALID,0.8181818181818182,0.963,0.8895454545454545,Human Review
DOC0000253,C000008,NPWP,2024-02-24,0.84,0.993,8,9,1206,VALID,0.8888888888888888,0.993,0.9287222222222222,Auto Process
DOC0000254,C000311,KTP,2025-07-02,0.983,0.933,0,7,3002,VALID,0.0,0.933,0.71225,Reprocess / Reject
DOC0000255,C000632,KTP,2024-07-15,0.965,0.865,8,11,4769,VALID,0.7272727272727273,0.865,0.8555681818181817,Human Review
DOC0000256,C000392,Rekening Koran,2024-10-27,1.0,0.78,0,6,1812,VALID,0.0,0.896,0.6806,Reprocess / Reject
DOC0000257,C000251,Rekening Koran,2024-01-19,0.892,0.825,8,10,1170,VALID,0.8,0.825,0.8354999999999999,Human Review
DOC0000258,C000498,Rekening Koran,2026-05-14,0.724,0.738,0,7,2909,VALID,0.0,0.738,0.5499999999999999,Reprocess / Reject
DOC0000259,C000318,KTP,2025-08-31,0.731,0.866,11,9,167,NEEDS_REVIEW,1.0,1.0,0.91265,Auto Process
DOC0000260,C000363,KTP,2026-08-09,0.878,0.872,5,11,1021,VALID,0.45454545454545453,0.966,0.8020363636363637,Human Review
DOC0000261,C000385,Surat Kerja,2025-09-30,1.0,0.666,8,9,835,VALID,0.8888888888888888,1.0,0.9221222222222222,Auto Process
DOC0000262,C000496,Surat Kerja,2024-03-16,0.629,1.0,8,7,4645,VALID,1.0,1.0,0.90725,Auto Process
DOC0000263,C000678,Slip Gaji,2025-08-16,0.948,0.772,11,9,3692,VALID,1.0,0.9236666666666666,0.9260833333333333,Auto Process
DOC0000264,C000662,Slip Gaji,2026-05-09,0.721,0.856,7,11,690,VALID,0.6363636363636364,0.914,0.787640909090909,Human Review
DOC0000265,C000181,Form Aplikasi,2026-05-07,0.814,0.766,6,7,430,VALID,0.8571428571428571,0.888,0.8434857142857143,Human Review
DOC0000266,C000528,Slip Gaji,2026-01-23,0.647,0.858,6,11,253,NEEDS_REVIEW,0.5454545454545454,0.865,0.7295636363636364,Reprocess / Reject
DOC0000267,C000313,NPWP,2024-10-09,0.79,0.923,5,7,831,VALID,0.7142857142857143,1.0,0.8645214285714286,Human Review
DOC0000268,C000093,Slip Gaji,2024-02-17,0.849,0.876,8,9,1402,VALID,0.8888888888888888,0.876,0.8724722222222222,Human Review
DOC0000269,C000196,NPWP,2025-02-17,0.699,0.972,4,8,1301,VALID,0.5,0.972,0.78575,Human Review
DOC0000270,C000227,Surat Kerja,2025-01-29,0.864,0.89,5,6,3191,VALID,0.8333333333333334,1.0,0.9078333333333333,Auto Process
DOC0000271,C000361,Rekening Koran,2024-11-20,0.697,0.941,4,11,3038,VALID,0.36363636363636365,0.961,0.7426590909090909,Reprocess / Reject
DOC0000272,C000632,Surat Kerja,2024-10-11,0.849,0.868,9,6,1882,VALID,1.0,0.838,0.8857499999999999,Human Review
DOC0000273,C000312,KTP,2024-03-18,0.691,1.0,0,8,586,VALID,0.0,1.0,0.67275,Reprocess / Reject
DOC0000274,C000590,Rekening Koran,2024-07-26,1.0,0.963,4,10,4731,VALID,0.4,0.963,0.8314999999999999,Human Review
DOC0000275,C000552,KTP,2025-05-19,0.93,0.948,11,11,4871,VALID,1.0,0.906,0.9418,Auto Process
DOC0000276,C000181,Form Aplikasi,2026-05-12,0.683,0.955,7,7,2691,NEEDS_REVIEW,1.0,0.955,0.89825,Human Review
DOC0000277,C000159,Slip Gaji,2024-07-05,0.812,0.919,9,10,2354,VALID,0.9,0.857,0.8658,Human Review
DOC0000278,C000127,Slip Gaji,2025-04-05,0.971,0.963,7,9,1857,INVALID,0.7777777777777778,0.8945000000000001,0.8947194444444444,Human Review
DOC0000279,C000039,Slip Gaji,2025-07-25,0.872,0.82,0,9,2513,VALID,0.0,0.82,0.628,Reprocess / Reject
DOC0000280,C000666,Surat Kerja,2024-08-26,0.866,0.957,5,9,823,VALID,0.5555555555555556,0.923,0.8219888888888888,Human Review
DOC0000281,C000497,Form Aplikasi,2026-04-05,1.0,0.932,8,10,955,VALID,0.8,0.884,0.8992000000000001,Human Review
DOC0000282,C000244,Form Aplikasi,2024-01-15,0.836,0.883,10,7,1731,VALID,1.0,0.843,0.8865,Human Review
DOC0000283,C000192,Slip Gaji,2026-09-07,0.706,0.907,6,8,1693,VALID,0.75,0.907,0.8175,Human Review
DOC0000284,C000423,Slip Gaji,2024-01-26,0.879,0.992,4,9,4010,VALID,0.4444444444444444,1.0,0.8296611111111112,Human Review
DOC0000285,C000372,Surat Kerja,2024-06-18,0.883,0.96,7,6,3853,INVALID,1.0,0.8863333333333333,0.9249666666666666,Auto Process
DOC0000286,C000535,Form Aplikasi,2024-11-04,0.643,1.0,4,6,1440,VALID,0.6666666666666666,1.0,0.8274166666666667,Human Review
DOC0000287,C000459,Surat Kerja,2024-12-14,0.799,1.0,4,10,1437,VALID,0.4,0.908,0.76755,Human Review
DOC0000288,C000596,Rekening Koran,2024-02-12,0.884,0.949,4,11,990,NEEDS_REVIEW,0.36363636363636365,0.949,0.7864090909090908,Human Review
DOC0000289,C000189,Rekening Koran,2025-04-12,0.927,0.914,6,8,2553,VALID,0.75,0.885,0.8661,Human Review
DOC0000290,C000536,Rekening Koran,2024-12-17,0.911,0.995,9,11,117,NEEDS_REVIEW,0.8181818181818182,0.917,0.9024954545454545,Auto Process
DOC0000291,C000549,Surat Kerja,2024-08-14,0.818,0.93,10,7,2954,VALID,1.0,0.926,0.9180999999999999,Auto Process
DOC0000292,C000117,KTP,2026-07-18,0.907,0.852,0,8,3021,INVALID,0.0,0.852,0.65275,Reprocess / Reject
DOC0000293,C000009,Rekening Koran,2024-03-08,0.852,0.969,7,11,1365,VALID,0.6363636363636364,0.969,0.856590909090909,Human Review
DOC0000294,C000626,Slip Gaji,2025-04-15,0.763,0.964,5,10,592,NEEDS_REVIEW,0.5,0.964,0.79775,Human Review
DOC0000295,C000535,Form Aplikasi,2025-03-31,0.936,0.958,11,6,2955,NEEDS_REVIEW,1.0,0.958,0.9630000000000001,Auto Process
DOC0000296,C000650,Slip Gaji,2024-11-03,0.758,0.824,5,9,4500,VALID,0.5555555555555556,0.824,0.7403888888888888,Reprocess / Reject
DOC0000297,C000334,KTP,2025-12-06,0.932,0.88,8,9,2272,NEEDS_REVIEW,0.8888888888888888,0.847,0.8836722222222222,Human Review
DOC0000298,C000066,Surat Kerja,2026-07-27,0.862,0.9,6,11,2722,VALID,0.5454545454545454,0.9,0.8018636363636363,Human Review
DOC0000299,C000585,Slip Gaji,2024-03-01,0.864,0.924,9,7,1591,VALID,1.0,0.924,0.9279999999999999,Auto Process
DOC0000300,C000439,Slip Gaji,2024-10-16,0.795,0.896,8,7,4833,VALID,1.0,0.841,0.8775,Human Review
DOC0000301,C000086,Surat Kerja,2026-06-28,0.933,0.875,8,11,4018,VALID,0.7272727272727273,0.905,0.8630681818181819,Human Review
DOC0000302,C000321,Rekening Koran,2024-03-21,0.862,0.911,9,11,4357,VALID,0.8181818181818182,0.911,0.8755454545454546,Human Review
DOC0000303,C000648,Surat Kerja,2025-09-04,0.765,0.822,0,6,2816,VALID,0.0,0.885,0.6243,Reprocess / Reject
DOC0000304,C000109,NPWP,2026-05-10,0.918,0.824,9,10,1602,VALID,0.9,0.824,0.8665,Human Review
DOC0000305,C000143,Form Aplikasi,2024-07-13,0.849,0.838,11,6,3564,VALID,1.0,1.0,0.9379499999999998,Auto Process
DOC0000306,C000151,Slip Gaji,2024-11-03,0.786,0.783,0,11,103,VALID,0.0,0.967,0.6524000000000001,Reprocess / Reject
DOC0000307,C000691,Surat Kerja,2026-08-06,0.941,0.719,4,7,3949,VALID,0.5714285714285714,0.719,0.7376071428571429,Reprocess / Reject
DOC0000308,C000365,NPWP,2025-01-27,0.926,0.72,7,6,969,VALID,1.0,0.826,0.8785999999999999,Human Review
DOC0000309,C000104,KTP,2024-10-14,0.834,0.762,10,6,4768,VALID,1.0,0.762,0.8394999999999999,Human Review
DOC0000310,C000047,KTP,2024-05-02,0.875,0.665,5,6,2902,VALID,0.8333333333333334,0.8915,0.8388583333333334,Human Review
DOC0000311,C000582,Slip Gaji,2025-08-03,0.993,0.932,4,10,1115,VALID,0.4,0.875,0.7943,Human Review
DOC0000312,C000607,Rekening Koran,2025-05-31,0.67,0.946,0,10,4746,VALID,0.0,0.946,0.6405,Reprocess / Reject
DOC0000313,C000202,KTP,2024-10-27,1.0,0.85,4,11,356,INVALID,0.36363636363636365,0.85,0.7659090909090909,Human Review
DOC0000314,C000514,Rekening Koran,2024-08-22,0.904,0.871,4,9,4455,VALID,0.4444444444444444,0.871,0.7726111111111109,Human Review
DOC0000315,C000692,Surat Kerja,2024-04-22,0.894,1.0,9,11,3451,VALID,0.8181818181818182,1.0,0.9280454545454546,Auto Process
DOC0000316,C000579,Slip Gaji,2025-02-22,0.828,0.944,9,7,3847,VALID,1.0,0.807,0.8810499999999999,Human Review
DOC0000317,C000176,KTP,2025-03-27,0.594,1.0,9,11,4250,VALID,0.8181818181818182,0.883,0.8120954545454546,Human Review
DOC0000318,C000306,KTP,2024-05-30,0.801,0.917,6,6,1730,VALID,1.0,0.777,0.85975,Human Review
DOC0000319,C000523,NPWP,2024-11-02,0.837,0.746,0,9,1049,VALID,0.0,0.9259999999999999,0.64525,Reprocess / Reject
DOC0000320,C000693,KTP,2024-08-09,1.0,0.97,10,10,3785,NEEDS_REVIEW,1.0,0.97,0.9849999999999999,Auto Process
DOC0000321,C000273,Slip Gaji,2026-03-16,0.878,0.936,8,11,2733,NEEDS_REVIEW,0.7272727272727273,0.8734999999999999,0.8474431818181817,Human Review
DOC0000322,C000477,Rekening Koran,2025-01-24,0.918,1.0,5,11,2675,VALID,0.45454545454545453,1.0,0.8431363636363637,Human Review
DOC0000323,C000595,KTP,2026-07-20,0.831,0.901,5,11,4649,VALID,0.45454545454545453,0.901,0.7718863636363635,Human Review
DOC0000324,C000508,Surat Kerja,2026-06-10,0.865,0.903,9,11,2963,VALID,0.8181818181818182,0.903,0.8722954545454545,Human Review
DOC0000325,C000645,Form Aplikasi,2025-11-28,0.667,0.963,9,10,1949,VALID,0.9,1.0,0.8862,Human Review
DOC0000326,C000698,Slip Gaji,2024-02-28,0.897,0.839,4,8,2069,VALID,0.5,1.0,0.8251,Human Review
DOC0000327,C000530,NPWP,2025-08-08,0.978,0.932,10,9,4737,VALID,1.0,0.932,0.9605,Auto Process
DOC0000328,C000376,KTP,2025-07-08,0.895,0.882,9,7,524,VALID,1.0,0.882,0.91475,Auto Process
DOC0000329,C000128,Surat Kerja,2024-08-09,0.993,1.0,6,8,3657,NEEDS_REVIEW,0.75,0.812,0.86995,Human Review
DOC0000330,C000312,Surat Kerja,2026-02-21,0.826,1.0,0,6,1928,VALID,0.0,0.962,0.6931999999999999,Reprocess / Reject
DOC0000331,C000135,Form Aplikasi,2024-08-13,0.858,1.0,6,6,4093,VALID,1.0,0.971,0.95435,Auto Process
DOC0000332,C000585,Surat Kerja,2026-02-11,0.742,0.932,0,11,4622,NEEDS_REVIEW,0.0,0.9066666666666666,0.6426333333333333,Reprocess / Reject
DOC0000333,C000454,Rekening Koran,2025-06-06,0.949,0.976,5,6,3166,NEEDS_REVIEW,0.8333333333333334,0.887,0.9024333333333333,Auto Process
DOC0000334,C000478,Surat Kerja,2025-10-20,0.796,0.878,11,6,2699,VALID,1.0,0.933,0.9072499999999999,Auto Process
DOC0000335,C000616,Rekening Koran,2025-04-07,0.639,0.757,6,11,1852,VALID,0.5454545454545454,0.757,0.6746136363636364,Reprocess / Reject
DOC0000336,C000102,Rekening Koran,2026-03-19,0.767,0.875,6,10,3160,NEEDS_REVIEW,0.6,0.875,0.77925,Human Review
DOC0000337,C000304,Form Aplikasi,2024-05-30,0.93,0.837,8,9,3112,VALID,0.8888888888888888,0.969,0.9194222222222221,Auto Process
DOC0000338,C000447,KTP,2024-05-23,1.0,0.84,7,7,140,VALID,1.0,0.953,0.95955,Auto Process
DOC0000339,C000222,Rekening Koran,2025-05-22,1.0,0.91,7,7,3108,VALID,1.0,0.91,0.9550000000000001,Auto Process
DOC0000340,C000224,Rekening Koran,2024-11-21,1.0,0.9,6,9,3488,VALID,0.6666666666666666,0.8494999999999999,0.8489916666666666,Human Review
DOC0000341,C000167,Rekening Koran,2024-09-19,0.918,1.0,4,10,1300,VALID,0.4,0.929,0.80465,Human Review
DOC0000342,C000362,Slip Gaji,2024-03-21,0.788,1.0,11,8,157,VALID,1.0,1.0,0.947,Auto Process
DOC0000343,C000448,Surat Kerja,2026-01-21,0.927,0.773,10,11,4651,NEEDS_REVIEW,0.9090909090909091,0.904,0.8913727272727273,Human Review
DOC0000344,C000086,KTP,2024-12-18,0.644,1.0,4,9,2270,VALID,0.4444444444444444,0.937,0.7500611111111112,Human Review
DOC0000345,C000144,Rekening Koran,2024-06-14,0.925,0.93,10,9,4326,VALID,1.0,0.841,0.9151,Auto Process
DOC0000346,C000087,Form Aplikasi,2025-07-22,0.665,0.959,11,8,2103,VALID,1.0,0.889,0.8712500000000001,Human Review
DOC0000347,C000366,Surat Kerja,2025-04-01,0.802,0.885,10,7,3950,VALID,1.0,0.757,0.8482,Human Review
DOC0000348,C000466,Form Aplikasi,2024-03-27,0.808,0.743,6,6,2511,VALID,1.0,0.743,0.8235000000000001,Human Review
DOC0000349,C000264,Surat Kerja,2026-05-10,0.903,0.914,6,7,2954,VALID,0.8571428571428571,0.914,0.8970357142857143,Human Review
DOC0000350,C000652,Rekening Koran,2025-10-31,0.913,0.765,5,11,485,VALID,0.45454545454545453,0.956,0.7912363636363636,Human Review
DOC0000351,C000583,NPWP,2026-06-06,0.906,0.845,8,7,1307,VALID,1.0,0.845,0.899,Human Review
DOC0000352,C000576,Surat Kerja,2024-09-21,0.85,0.937,6,10,4417,VALID,0.6,0.899,0.8177000000000001,Human Review
DOC0000353,C000645,NPWP,2026-03-09,0.76,1.0,5,10,2016,VALID,0.5,1.0,0.8150000000000001,Human Review
DOC0000354,C000521,Form Aplikasi,2026-02-01,0.894,0.757,5,7,4216,VALID,0.7142857142857143,0.935,0.8428714285714286,Human Review
DOC0000355,C000638,Slip Gaji,2025-01-29,0.752,0.831,8,6,3716,VALID,1.0,0.831,0.8534999999999999,Human Review
DOC0000356,C000402,NPWP,2024-11-05,0.788,0.879,8,7,2544,VALID,1.0,0.983,0.9229,Auto Process
DOC0000357,C000549,Surat Kerja,2026-03-28,0.778,0.855,6,6,504,VALID,1.0,0.855,0.8719999999999999,Human Review
DOC0000358,C000408,Surat Kerja,2025-04-30,1.0,0.845,8,6,4747,VALID,1.0,0.8440000000000001,0.92215,Auto Process
DOC0000359,C000043,Form Aplikasi,2026-05-25,1.0,0.884,11,11,4269,VALID,1.0,0.765,0.90035,Auto Process
DOC0000360,C000482,Slip Gaji,2025-05-22,0.744,0.833,11,7,1211,VALID,1.0,0.833,0.8524999999999999,Human Review
DOC0000361,C000391,Form Aplikasi,2025-10-04,0.733,0.758,11,7,1717,NEEDS_REVIEW,1.0,0.9,0.86195,Human Review
DOC0000362,C000352,KTP,2024-09-08,0.746,0.896,6,10,2098,VALID,0.6,0.737,0.7288499999999999,Reprocess / Reject
DOC0000363,C000178,Surat Kerja,2026-01-10,0.874,0.878,11,6,3561,VALID,1.0,0.878,0.9075,Auto Process
DOC0000364,C000209,Slip Gaji,2024-02-27,0.804,0.949,8,7,3556,VALID,1.0,0.949,0.9255,Auto Process
DOC0000365,C000692,Surat Kerja,2024-04-03,1.0,0.892,7,10,950,VALID,0.7,0.892,0.8710000000000001,Human Review
DOC0000366,C000145,Rekening Koran,2025-06-16,0.831,1.0,10,6,477,NEEDS_REVIEW,1.0,1.0,0.95775,Auto Process
DOC0000367,C000284,Form Aplikasi,2026-03-08,0.975,0.95,7,9,3775,VALID,0.7777777777777778,0.95,0.9131944444444443,Auto Process
DOC0000368,C000643,Slip Gaji,2024-03-29,0.96,1.0,9,6,4218,NEEDS_REVIEW,1.0,1.0,0.99,Auto Process
DOC0000369,C000199,Surat Kerja,2024-06-10,0.854,0.967,8,8,3307,VALID,1.0,0.823,0.8966,Human Review
DOC0000370,C000454,Slip Gaji,2024-04-02,0.879,0.993,9,7,1808,VALID,1.0,0.943,0.94875,Auto Process
DOC0000371,C000533,Surat Kerja,2025-11-22,0.816,0.838,8,11,3571,VALID,0.7272727272727273,0.838,0.8048181818181817,Human Review
DOC0000372,C000053,Form Aplikasi,2026-04-30,1.0,0.873,6,9,3423,VALID,0.6666666666666666,0.797,0.8265666666666667,Human Review
DOC0000373,C000236,Rekening Koran,2026-09-25,0.758,0.962,6,7,3228,VALID,0.8571428571428571,0.864,0.8504857142857143,Human Review
DOC0000374,C000230,KTP,2024-07-26,0.804,0.897,9,8,276,VALID,1.0,0.897,0.8995,Human Review
DOC0000375,C000333,Slip Gaji,2025-07-12,0.989,0.814,10,7,3400,VALID,1.0,0.814,0.90425,Auto Process
DOC0000376,C000475,Form Aplikasi,2024-09-02,0.666,0.867,5,10,4077,VALID,0.5,0.91225,0.7408375,Reprocess / Reject
DOC0000377,C000091,Rekening Koran,2024-08-09,0.952,0.987,6,9,4770,VALID,0.6666666666666666,0.974,0.8936166666666666,Human Review
DOC0000378,C000455,Slip Gaji,2025-06-27,0.927,0.873,7,10,1287,VALID,0.7,0.873,0.8432499999999999,Human Review
DOC0000379,C000260,Slip Gaji,2025-08-10,0.906,0.918,8,8,1444,INVALID,1.0,1.0,0.9642,Auto Process
DOC0000380,C000302,Slip Gaji,2026-08-15,0.847,0.847,7,7,3759,VALID,1.0,0.847,0.88525,Human Review
DOC0000381,C000686,Rekening Koran,2025-02-18,0.929,0.859,10,6,4226,VALID,1.0,0.969,0.9502499999999999,Auto Process
DOC0000382,C000287,Form Aplikasi,2024-01-17,0.873,1.0,4,8,1307,VALID,0.5,0.869,0.7974,Human Review
DOC0000383,C000616,Slip Gaji,2024-08-04,0.81,0.867,0,6,876,VALID,0.0,0.867,0.636,Reprocess / Reject
DOC0000384,C000220,Slip Gaji,2025-07-03,0.961,0.787,0,8,4711,VALID,0.0,0.957,0.6932499999999999,Reprocess / Reject
DOC0000385,C000495,KTP,2024-05-06,1.0,1.0,8,11,3687,NEEDS_REVIEW,0.7272727272727273,1.0,0.9318181818181818,Auto Process
DOC0000386,C000062,Slip Gaji,2025-03-13,0.741,0.949,11,7,814,NEEDS_REVIEW,1.0,0.894,0.8905,Human Review
DOC0000387,C000338,NPWP,2025-01-14,0.992,0.956,7,9,3094,VALID,0.7777777777777778,0.9550000000000001,0.9200944444444443,Auto Process
DOC0000388,C000493,Rekening Koran,2026-04-02,0.954,0.988,5,7,4283,VALID,0.7142857142857143,1.0,0.9152714285714286,Auto Process
DOC0000389,C000195,Form Aplikasi,2025-12-09,0.853,0.92,8,6,912,VALID,1.0,0.835,0.8935,Human Review
DOC0000390,C000413,NPWP,2025-07-31,1.0,0.823,5,11,2850,NEEDS_REVIEW,0.45454545454545453,0.8574999999999999,0.7872113636363636,Human Review
DOC0000391,C000647,Rekening Koran,2025-10-28,0.779,0.824,9,6,846,VALID,1.0,0.861,0.8696999999999999,Human Review
DOC0000392,C000690,Surat Kerja,2024-05-05,0.76,0.942,6,9,4007,NEEDS_REVIEW,0.6666666666666666,0.9195,0.8197916666666666,Human Review
DOC0000393,C000455,KTP,2026-05-25,0.921,0.921,10,9,1046,VALID,1.0,0.892,0.9306,Auto Process
DOC0000394,C000236,KTP,2026-01-13,0.78,0.857,8,6,1345,VALID,1.0,0.857,0.8734999999999999,Human Review
DOC0000395,C000237,Slip Gaji,2024-11-16,0.691,0.992,5,9,1327,NEEDS_REVIEW,0.5555555555555556,1.0,0.8104388888888889,Human Review
DOC0000396,C000090,Rekening Koran,2024-08-05,0.716,0.954,9,9,4385,VALID,1.0,0.966,0.9101999999999999,Auto Process
DOC0000397,C000580,KTP,2024-10-05,1.0,1.0,7,6,4820,VALID,1.0,0.9460000000000001,0.9811,Auto Process
DOC0000398,C000384,NPWP,2026-07-02,0.783,0.856,8,11,2850,VALID,0.7272727272727273,0.826,0.7950681818181818,Human Review
DOC0000399,C000577,Slip Gaji,2025-10-17,0.964,1.0,9,9,2379,VALID,1.0,0.919,0.96265,Auto Process
DOC0000400,C000172,KTP,2024-11-27,0.812,0.85,4,10,3774,VALID,0.4,0.85,0.728,Reprocess / Reject
DOC0000401,C000222,Surat Kerja,2026-06-08,1.0,0.944,10,11,1303,VALID,0.9090909090909091,0.944,0.9492727272727273,Auto Process
DOC0000402,C000065,Slip Gaji,2024-04-22,0.821,0.709,8,7,1625,VALID,1.0,0.709,0.80975,Human Review
DOC0000403,C000273,Form Aplikasi,2024-09-23,0.708,0.908,7,6,1912,VALID,1.0,0.908,0.8809999999999999,Human Review
DOC0000404,C000178,Form Aplikasi,2024-10-28,0.778,1.0,0,7,2918,VALID,0.0,0.898,0.6587999999999999,Reprocess / Reject
DOC0000405,C000445,Form Aplikasi,2024-07-29,0.874,0.935,11,7,2348,VALID,1.0,0.935,0.9359999999999999,Auto Process
DOC0000406,C000476,Slip Gaji,2026-07-07,0.849,1.0,4,10,3068,VALID,0.4,1.0,0.8122499999999999,Human Review
