Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status,Field_Completeness,Extracted_OCR_Confidence,Document_Confidence,Processing_Decision,Review_Reason
DOC0000311,C000582,Slip Gaji,2025-08-03,0.993,0.932,4,10,1115,VALID,0.4,0.875,0.7943,Human Review,Low field completeness
DOC0000313,C000202,KTP,2024-10-27,1.0,0.85,4,11,356,INVALID,0.36363636363636365,0.85,0.7659090909090909,Human Review,Low field completeness
DOC0000314,C000514,Rekening Koran,2024-08-22,0.904,0.871,4,9,4455,VALID,0.4444444444444444,0.871,0.7726111111111109,Human Review,Low field completeness
DOC0000316,C000579,Slip Gaji,2025-02-22,0.828,0.944,9,7,3847,VALID,1.0,0.807,0.8810499999999999,Human Review,Low OCR confidence
DOC0000317,C000176,KTP,2025-03-27,0.594,1.0,9,11,4250,VALID,0.8181818181818182,0.883,0.8120954545454546,Human Review,Poor image quality
DOC0000318,C000306,KTP,2024-05-30,0.801,0.917,6,6,1730,VALID,1.0,0.777,0.85975,Human Review,Low OCR confidence
DOC0000321,C000273,Slip Gaji,2026-03-16,0.878,0.936,8,11,2733,NEEDS_REVIEW,0.7272727272727273,0.8734999999999999,0.8474431818181817,Human Review,Low field completeness
DOC0000322,C000477,Rekening Koran,2025-01-24,0.918,1.0,5,11,2675,VALID,0.45454545454545453,1.0,0.8431363636363637,Human Review,Low field completeness
DOC0000323,C000595,KTP,2026-07-20,0.831,0.901,5,11,4649,VALID,0.45454545454545453,0.901,0.7718863636363635,Human Review,Low field completeness
DOC0000324,C000508,Surat Kerja,2026-06-10,0.865,0.903,9,11,2963,VALID,0.8181818181818182,0.903,0.8722954545454545,Human Review,Borderline confidence
DOC0000325,C000645,Form Aplikasi,2025-11-28,0.667,0.963,9,10,1949,VALID,0.9,1.0,0.8862,Human Review,Poor image quality
DOC0000326,C000698,Slip Gaji,2024-02-28,0.897,0.839,4,8,2069,VALID,0.5,1.0,0.8251,Human Review,Low field completeness
DOC0000329,C000128,Surat Kerja,2024-08-09,0.993,1.0,6,8,3657,NEEDS_REVIEW,0.75,0.812,0.86995,Human Review,Low field completeness
DOC0000336,C000102,Rekening Koran,2026-03-19,0.767,0.875,6,10,3160,NEEDS_REVIEW,0.6,0.875,0.77925,Human Review,Low field completeness
DOC0000340,C000224,Rekening Koran,2024-11-21,1.0,0.9,6,9,3488,VALID,0.6666666666666666,0.8494999999999999,0.8489916666666666,Human Review,Low field completeness
DOC0000341,C000167,Rekening Koran,2024-09-19,0.918,1.0,4,10,1300,VALID,0.4,0.929,0.80465,Human Review,Low field completeness
DOC0000343,C000448,Surat Kerja,2026-01-21,0.927,0.773,10,11,4651,NEEDS_REVIEW,0.9090909090909091,0.904,0.8913727272727273,Human Review,Borderline confidence
DOC0000344,C000086,KTP,2024-12-18,0.644,1.0,4,9,2270,VALID,0.4444444444444444,0.937,0.7500611111111112,Human Review,Low field completeness
DOC0000346,C000087,Form Aplikasi,2025-07-22,0.665,0.959,11,8,2103,VALID,1.0,0.889,0.8712500000000001,Human Review,Poor image quality
DOC0000347,C000366,Surat Kerja,2025-04-01,0.802,0.885,10,7,3950,VALID,1.0,0.757,0.8482,Human Review,Low OCR confidence
DOC0000348,C000466,Form Aplikasi,2024-03-27,0.808,0.743,6,6,2511,VALID,1.0,0.743,0.8235000000000001,Human Review,Low OCR confidence
DOC0000349,C000264,Surat Kerja,2026-05-10,0.903,0.914,6,7,2954,VALID,0.8571428571428571,0.914,0.8970357142857143,Human Review,Borderline confidence
DOC0000350,C000652,Rekening Koran,2025-10-31,0.913,0.765,5,11,485,VALID,0.45454545454545453,0.956,0.7912363636363636,Human Review,Low field completeness
DOC0000351,C000583,NPWP,2026-06-06,0.906,0.845,8,7,1307,VALID,1.0,0.845,0.899,Human Review,Low OCR confidence
DOC0000352,C000576,Surat Kerja,2024-09-21,0.85,0.937,6,10,4417,VALID,0.6,0.899,0.8177000000000001,Human Review,Low field completeness
DOC0000353,C000645,NPWP,2026-03-09,0.76,1.0,5,10,2016,VALID,0.5,1.0,0.8150000000000001,Human Review,Low field completeness
DOC0000354,C000521,Form Aplikasi,2026-02-01,0.894,0.757,5,7,4216,VALID,0.7142857142857143,0.935,0.8428714285714286,Human Review,Low field completeness
DOC0000355,C000638,Slip Gaji,2025-01-29,0.752,0.831,8,6,3716,VALID,1.0,0.831,0.8534999999999999,Human Review,Low OCR confidence
DOC0000357,C000549,Surat Kerja,2026-03-28,0.778,0.855,6,6,504,VALID,1.0,0.855,0.8719999999999999,Human Review,Borderline confidence
DOC0000360,C000482,Slip Gaji,2025-05-22,0.744,0.833,11,7,1211,VALID,1.0,0.833,0.8524999999999999,Human Review,Low OCR confidence
DOC0000361,C000391,Form Aplikasi,2025-10-04,0.733,0.758,11,7,1717,NEEDS_REVIEW,1.0,0.9,0.86195,Human Review,Borderline confidence
DOC0000365,C000692,Surat Kerja,2024-04-03,1.0,0.892,7,10,950,VALID,0.7,0.892,0.8710000000000001,Human Review,Low field completeness
DOC0000369,C000199,Surat Kerja,2024-06-10,0.854,0.967,8,8,3307,VALID,1.0,0.823,0.8966,Human Review,Low OCR confidence
DOC0000371,C000533,Surat Kerja,2025-11-22,0.816,0.838,8,11,3571,VALID,0.7272727272727273,0.838,0.8048181818181817,Human Review,Low field completeness
DOC0000372,C000053,Form Aplikasi,2026-04-30,1.0,0.873,6,9,3423,VALID,0.6666666666666666,0.797,0.8265666666666667,Human Review,Low field completeness
DOC0000373,C000236,Rekening Koran,2026-09-25,0.758,0.962,6,7,3228,VALID,0.8571428571428571,0.864,0.8504857142857143,Human Review,Borderline confidence
DOC0000374,C000230,KTP,2024-07-26,0.804,0.897,9,8,276,VALID,1.0,0.897,0.8995,Human Review,Borderline confidence
DOC0000377,C000091,Rekening Koran,2024-08-09,0.952,0.987,6,9,4770,VALID,0.6666666666666666,0.974,0.8936166666666666,Human Review,Low field completeness
DOC0000378,C000455,Slip Gaji,2025-06-27,0.927,0.873,7,10,1287,VALID,0.7,0.873,0.8432499999999999,Human Review,Low field completeness
DOC0000380,C000302,Slip Gaji,2026-08-15,0.847,0.847,7,7,3759,VALID,1.0,0.847,0.88525,Human Review,Low OCR confidence
DOC0000382,C000287,Form Aplikasi,2024-01-17,0.873,1.0,4,8,1307,VALID,0.5,0.869,0.7974,Human Review,Low field completeness
DOC0000386,C000062,Slip Gaji,2025-03-13,0.741,0.949,11,7,814,NEEDS_REVIEW,1.0,0.894,0.8905,Human Review,Borderline confidence
DOC0000389,C000195,Form Aplikasi,2025-12-09,0.853,0.92,8,6,912,VALID,1.0,0.835,0.8935,Human Review,Low OCR confidence
DOC0000390,C000413,NPWP,2025-07-31,1.0,0.823,5,11,2850,NEEDS_REVIEW,0.45454545454545453,0.8574999999999999,0.7872113636363636,Human Review,Low field completeness
DOC0000391,C000647,Rekening Koran,2025-10-28,0.779,0.824,9,6,846,VALID,1.0,0.861,0.8696999999999999,Human Review,Borderline confidence
DOC0000392,C000690,Surat Kerja,2024-05-05,0.76,0.942,6,9,4007,NEEDS_REVIEW,0.6666666666666666,0.9195,0.8197916666666666,Human Review,Low field completeness
DOC0000394,C000236,KTP,2026-01-13,0.78,0.857,8,6,1345,VALID,1.0,0.857,0.8734999999999999,Human Review,Borderline confidence
DOC0000395,C000237,Slip Gaji,2024-11-16,0.691,0.992,5,9,1327,NEEDS_REVIEW,0.5555555555555556,1.0,0.8104388888888889,Human Review,Low field completeness
DOC0000398,C000384,NPWP,2026-07-02,0.783,0.856,8,11,2850,VALID,0.7272727272727273,0.826,0.7950681818181818,Human Review,Low field completeness
DOC0000402,C000065,Slip Gaji,2024-04-22,0.821,0.709,8,7,1625,VALID,1.0,0.709,0.80975,Human Review,Low OCR confidence
DOC0000403,C000273,Form Aplikasi,2024-09-23,0.708,0.908,7,6,1912,VALID,1.0,0.908,0.8809999999999999,Human Review,Borderline confidence
DOC0000406,C000476,Slip Gaji,2026-07-07,0.849,1.0,4,10,3068,VALID,0.4,1.0,0.8122499999999999,Human Review,Low field completeness
DOC0000408,C000116,Slip Gaji,2026-06-01,0.802,0.849,5,10,403,VALID,0.5,0.9355,0.7802749999999999,Human Review,Low field completeness
DOC0000409,C000314,Form Aplikasi,2024-01-12,0.943,1.0,11,9,1740,VALID,1.0,0.7475,0.897375,Human Review,Low OCR confidence
DOC0000410,C000062,Slip Gaji,2025-08-31,0.949,1.0,6,10,4110,VALID,0.6,1.0,0.88725,Human Review,Low field completeness
DOC0000414,C000307,Form Aplikasi,2024-07-05,0.877,0.902,8,9,102,VALID,0.8888888888888888,0.902,0.8924722222222222,Human Review,Borderline confidence
DOC0000415,C000316,KTP,2025-10-12,0.801,0.926,5,11,1715,VALID,0.45454545454545453,0.926,0.7768863636363637,Human Review,Low field completeness
DOC0000416,C000553,KTP,2025-03-30,0.748,0.838,8,10,3686,VALID,0.8,0.9245,0.8362749999999999,Human Review,Borderline confidence
DOC0000417,C000660,Form Aplikasi,2025-05-21,0.779,0.885,10,9,4227,VALID,1.0,0.826,0.8666,Human Review,Low OCR confidence
DOC0000418,C000050,Slip Gaji,2026-02-15,0.891,0.945,4,6,1414,VALID,0.6666666666666666,0.945,0.8619166666666667,Human Review,Low field completeness
DOC0000419,C000579,Surat Kerja,2024-12-02,0.952,1.0,4,6,3024,VALID,0.6666666666666666,0.778,0.8269666666666666,Human Review,Low field completeness
DOC0000421,C000543,Form Aplikasi,2026-09-09,0.878,0.988,4,10,1219,VALID,0.4,1.0,0.8177,Human Review,Low field completeness
DOC0000425,C000204,KTP,2024-07-14,0.761,0.81,10,8,1343,VALID,1.0,0.961,0.8980999999999999,Human Review,Borderline confidence
DOC0000430,C000207,Rekening Koran,2025-10-10,0.767,1.0,6,6,2610,VALID,1.0,0.8545,0.890825,Human Review,Borderline confidence
DOC0000432,C000550,KTP,2024-10-26,0.988,0.965,8,11,1564,NEEDS_REVIEW,0.7272727272727273,0.767,0.8420181818181818,Human Review,Low field completeness
DOC0000434,C000071,Rekening Koran,2024-10-24,0.943,0.801,4,6,2427,VALID,0.6666666666666666,0.801,0.8029166666666666,Human Review,Low field completeness
DOC0000444,C000338,KTP,2024-10-01,0.782,1.0,6,9,2848,VALID,0.6666666666666666,0.941,0.8415166666666667,Human Review,Low field completeness
DOC0000445,C000618,Rekening Koran,2024-07-10,1.0,0.871,4,10,2554,VALID,0.4,0.871,0.7854999999999999,Human Review,Low field completeness
DOC0000447,C000017,Rekening Koran,2024-11-24,0.768,0.878,8,10,937,VALID,0.8,1.0,0.8736999999999999,Human Review,Borderline confidence
DOC0000448,C000467,Slip Gaji,2025-11-20,0.981,0.801,6,9,3494,VALID,0.6666666666666666,0.801,0.8124166666666666,Human Review,Low field completeness
DOC0000449,C000279,Rekening Koran,2024-05-15,0.926,0.863,4,6,1869,VALID,0.6666666666666666,0.863,0.8296666666666666,Human Review,Low field completeness
DOC0000451,C000465,Slip Gaji,2025-07-10,0.739,0.874,8,8,782,VALID,1.0,0.943,0.8958999999999999,Human Review,Borderline confidence
DOC0000453,C000054,NPWP,2025-11-22,0.953,0.983,7,11,325,INVALID,0.6363636363636364,0.9470000000000001,0.876240909090909,Human Review,Low field completeness
DOC0000454,C000614,Rekening Koran,2026-02-27,0.862,0.907,9,11,739,VALID,0.8181818181818182,0.907,0.8735454545454546,Human Review,Borderline confidence
DOC0000455,C000377,Slip Gaji,2024-02-24,0.731,0.78,9,6,398,NEEDS_REVIEW,1.0,0.78,0.82275,Human Review,Low OCR confidence
DOC0000456,C000595,Slip Gaji,2024-12-18,0.832,0.931,8,10,504,NEEDS_REVIEW,0.8,0.8813333333333334,0.8561166666666666,Human Review,Borderline confidence
DOC0000457,C000484,Surat Kerja,2026-07-13,0.763,0.882,7,7,3757,VALID,1.0,0.882,0.8817499999999999,Human Review,Borderline confidence
DOC0000458,C000054,Slip Gaji,2024-11-11,0.88,0.906,6,10,1004,VALID,0.6,0.915,0.82615,Human Review,Low field completeness
DOC0000459,C000617,Form Aplikasi,2024-12-30,0.826,0.934,6,7,4695,VALID,0.8571428571428571,0.93,0.8863857142857143,Human Review,Borderline confidence
DOC0000460,C000575,Rekening Koran,2025-09-26,0.859,0.861,10,7,4692,NEEDS_REVIEW,1.0,0.861,0.89525,Human Review,Borderline confidence
DOC0000462,C000065,NPWP,2026-03-04,0.799,0.824,10,8,2556,VALID,1.0,0.824,0.86175,Human Review,Low OCR confidence
DOC0000463,C000313,Rekening Koran,2025-03-05,0.752,0.889,11,7,4665,VALID,1.0,0.889,0.8825,Human Review,Borderline confidence
DOC0000471,C000439,Surat Kerja,2025-12-06,1.0,0.842,5,7,1759,VALID,0.7142857142857143,0.842,0.8495714285714285,Human Review,Low field completeness
DOC0000473,C000171,Form Aplikasi,2026-05-01,0.972,0.786,6,7,274,VALID,0.8571428571428571,0.786,0.8502857142857143,Human Review,Low OCR confidence
DOC0000474,C000559,Form Aplikasi,2025-08-27,0.603,0.892,8,6,4530,VALID,1.0,0.892,0.84675,Human Review,Poor image quality
DOC0000475,C000206,Surat Kerja,2026-08-31,0.965,0.997,5,7,965,VALID,0.7142857142857143,0.88,0.8773714285714286,Human Review,Low field completeness
DOC0000476,C000533,Slip Gaji,2024-05-20,0.745,0.887,10,8,1342,VALID,1.0,0.9185,0.890775,Human Review,Borderline confidence
DOC0000477,C000109,Surat Kerja,2024-03-14,0.931,0.891,7,11,4506,VALID,0.6363636363636364,0.8745,0.8315659090909091,Human Review,Low field completeness
DOC0000478,C000560,Rekening Koran,2024-03-01,0.838,0.946,6,7,4045,VALID,0.8571428571428571,0.946,0.8967857142857143,Human Review,Borderline confidence
DOC0000480,C000351,Form Aplikasi,2025-09-04,0.865,0.885,5,7,1190,VALID,0.7142857142857143,0.769,0.7967214285714286,Human Review,Low field completeness
DOC0000485,C000499,Surat Kerja,2024-01-31,0.761,0.967,6,8,1245,VALID,0.75,0.909,0.84095,Human Review,Low field completeness
DOC0000486,C000273,Form Aplikasi,2025-06-24,0.946,0.815,5,10,1642,VALID,0.5,0.815,0.7689999999999999,Human Review,Low field completeness
DOC0000487,C000351,Rekening Koran,2024-06-07,0.855,0.861,11,11,2426,VALID,1.0,0.861,0.8942499999999999,Human Review,Borderline confidence
DOC0000489,C000591,Slip Gaji,2025-09-02,0.764,0.866,6,7,4631,VALID,0.8571428571428571,0.866,0.8382857142857143,Human Review,Borderline confidence
DOC0000494,C000169,Rekening Koran,2025-11-01,0.754,0.994,11,11,2923,INVALID,1.0,0.824,0.876,Human Review,Low OCR confidence
DOC0000498,C000333,Surat Kerja,2025-12-25,0.962,0.968,4,11,4039,VALID,0.36363636363636365,0.968,0.8154090909090909,Human Review,Low field completeness
DOC0000499,C000358,Surat Kerja,2025-08-02,0.861,0.911,5,11,497,VALID,0.45454545454545453,0.911,0.7843863636363637,Human Review,Low field completeness
DOC0000500,C000530,Surat Kerja,2025-03-26,0.728,0.771,6,7,142,VALID,0.8571428571428571,0.771,0.7817857142857143,Human Review,Low OCR confidence
DOC0000501,C000649,Form Aplikasi,2026-03-14,0.697,1.0,4,8,3966,VALID,0.5,0.99,0.79575,Human Review,Low field completeness
DOC0000502,C000156,NPWP,2024-12-02,0.876,0.874,7,10,3335,INVALID,0.7,0.937,0.8530500000000001,Human Review,Low field completeness
DOC0000506,C000344,Rekening Koran,2026-02-17,0.842,0.916,4,7,2572,VALID,0.5714285714285714,0.916,0.8113571428571429,Human Review,Low field completeness
DOC0000508,C000615,KTP,2025-07-18,0.936,0.933,4,7,795,INVALID,0.5714285714285714,1.0,0.8668071428571429,Human Review,Low field completeness
DOC0000510,C000381,Slip Gaji,2025-02-27,0.769,0.773,8,10,2115,VALID,0.8,0.773,0.77875,Human Review,Low OCR confidence
DOC0000512,C000478,NPWP,2025-05-30,0.836,0.808,5,6,1473,VALID,0.8333333333333334,0.808,0.8213333333333334,Human Review,Low OCR confidence
DOC0000513,C000354,Slip Gaji,2024-10-04,0.852,1.0,7,10,791,VALID,0.7,0.943,0.8680499999999999,Human Review,Low field completeness
DOC0000514,C000306,KTP,2024-01-09,0.699,0.944,6,7,4750,VALID,0.8571428571428571,0.819,0.8172857142857142,Human Review,Poor image quality
DOC0000515,C000195,Slip Gaji,2025-07-17,0.634,0.94,10,7,883,VALID,1.0,0.9025,0.865375,Human Review,Poor image quality
DOC0000516,C000078,Form Aplikasi,2024-05-23,0.82,0.913,4,10,2139,VALID,0.4,0.913,0.7615,Human Review,Low field completeness
DOC0000518,C000650,KTP,2026-04-19,0.77,0.892,11,11,3130,VALID,1.0,0.9026666666666667,0.8922333333333333,Human Review,Borderline confidence
DOC0000519,C000027,KTP,2025-02-04,0.908,0.931,10,10,1236,VALID,1.0,0.756,0.8812500000000001,Human Review,Low OCR confidence
DOC0000520,C000371,NPWP,2025-11-23,0.772,0.905,10,6,2595,VALID,1.0,0.905,0.8955,Human Review,Borderline confidence
DOC0000522,C000462,Slip Gaji,2024-03-06,0.744,1.0,5,7,2835,VALID,0.7142857142857143,0.832,0.8057714285714286,Human Review,Low field completeness
DOC0000523,C000523,KTP,2026-04-08,0.822,0.896,5,9,3539,VALID,0.5555555555555556,0.829,0.7689388888888887,Human Review,Low field completeness
DOC0000526,C000613,Rekening Koran,2024-04-21,0.714,0.967,4,6,2999,NEEDS_REVIEW,0.6666666666666666,0.967,0.8286666666666667,Human Review,Low field completeness
DOC0000527,C000093,KTP,2026-08-04,0.898,0.955,5,10,4952,VALID,0.5,0.9285,0.8177249999999999,Human Review,Low field completeness
DOC0000528,C000192,KTP,2025-09-21,0.908,0.82,11,9,793,VALID,1.0,0.813,0.88455,Human Review,Low OCR confidence
DOC0000531,C000045,Form Aplikasi,2026-09-17,0.784,0.936,10,7,116,VALID,1.0,0.849,0.88355,Human Review,Low OCR confidence
DOC0000532,C000167,KTP,2025-10-07,1.0,0.782,9,7,1837,INVALID,1.0,0.782,0.891,Human Review,Low OCR confidence
DOC0000533,C000289,Rekening Koran,2024-08-28,0.702,0.731,7,6,1271,VALID,1.0,0.731,0.7909999999999999,Human Review,Low OCR confidence
DOC0000534,C000428,KTP,2024-09-10,0.899,0.885,8,9,1312,VALID,0.8888888888888888,0.885,0.8894722222222222,Human Review,Borderline confidence
DOC0000535,C000674,Surat Kerja,2024-03-28,0.688,0.85,7,11,3684,NEEDS_REVIEW,0.6363636363636364,0.85,0.7560909090909091,Human Review,Low field completeness
DOC0000538,C000575,Surat Kerja,2025-06-07,0.855,0.852,6,9,1268,VALID,0.6666666666666666,0.852,0.8064166666666666,Human Review,Low field completeness
DOC0000539,C000235,Surat Kerja,2025-01-01,0.769,0.989,7,8,3301,INVALID,0.875,0.8765000000000001,0.866125,Human Review,Borderline confidence
DOC0000543,C000454,KTP,2024-10-20,0.785,0.82,9,6,1603,VALID,1.0,0.82,0.85625,Human Review,Low OCR confidence
DOC0000548,C000223,NPWP,2024-09-24,0.675,0.839,9,11,2778,NEEDS_REVIEW,0.8181818181818182,0.839,0.7927954545454545,Human Review,Poor image quality
DOC0000549,C000558,Slip Gaji,2026-03-16,0.713,0.873,7,9,4008,NEEDS_REVIEW,0.7777777777777778,0.889,0.8147944444444444,Human Review,Low field completeness
DOC0000551,C000352,Surat Kerja,2026-03-06,0.842,0.897,4,6,1964,VALID,0.6666666666666666,1.0,0.8617166666666667,Human Review,Low field completeness
DOC0000552,C000298,KTP,2024-09-12,0.795,0.956,11,7,2496,VALID,1.0,0.868,0.8959499999999999,Human Review,Borderline confidence
DOC0000553,C000376,Rekening Koran,2024-02-06,0.931,0.902,4,10,2298,VALID,0.4,1.0,0.8180499999999999,Human Review,Low field completeness
DOC0000554,C000465,Slip Gaji,2025-06-07,0.761,0.904,4,7,3588,VALID,0.5714285714285714,0.843,0.7637571428571428,Human Review,Low field completeness
DOC0000556,C000090,NPWP,2025-07-09,0.963,0.916,5,10,3878,VALID,0.5,0.916,0.82375,Human Review,Low field completeness
DOC0000557,C000090,Rekening Koran,2026-07-03,0.807,0.97,5,7,422,VALID,0.7142857142857143,0.818,0.8121214285714285,Human Review,Low field completeness
DOC0000559,C000083,KTP,2026-04-27,1.0,0.882,4,6,3102,VALID,0.6666666666666666,0.882,0.8576666666666666,Human Review,Low field completeness
DOC0000561,C000250,KTP,2024-12-04,0.775,0.851,4,7,4881,VALID,0.5714285714285714,0.905,0.7810071428571428,Human Review,Low field completeness
DOC0000562,C000328,KTP,2024-06-30,0.981,0.886,8,11,3588,VALID,0.7272727272727273,0.867,0.8634181818181819,Human Review,Low field completeness
DOC0000566,C000192,KTP,2024-12-06,0.793,0.939,9,6,4226,VALID,1.0,0.873,0.89465,Human Review,Borderline confidence
DOC0000567,C000022,Form Aplikasi,2025-03-10,0.924,0.802,6,9,4099,VALID,0.6666666666666666,0.946,0.8490666666666665,Human Review,Low field completeness
DOC0000568,C000494,Rekening Koran,2025-05-26,0.987,0.959,8,11,2400,INVALID,0.7272727272727273,0.822,0.8601181818181818,Human Review,Low field completeness
DOC0000569,C000335,Form Aplikasi,2026-07-28,0.799,0.943,10,11,1502,VALID,0.9090909090909091,0.8574999999999999,0.8685977272727272,Human Review,Borderline confidence
DOC0000572,C000413,Rekening Koran,2024-10-26,0.663,0.747,9,10,2401,VALID,0.9,0.7565,0.767575,Human Review,Poor image quality
DOC0000573,C000131,Slip Gaji,2026-09-24,0.829,0.911,5,8,3879,VALID,0.625,0.831,0.7909999999999999,Human Review,Low field completeness
DOC0000574,C000658,Rekening Koran,2024-10-07,0.926,0.899,4,8,3128,NEEDS_REVIEW,0.5,0.899,0.806,Human Review,Low field completeness
DOC0000575,C000569,Form Aplikasi,2026-02-26,0.814,1.0,4,9,3425,VALID,0.4444444444444444,0.99,0.811111111111111,Human Review,Low field completeness
DOC0000578,C000408,KTP,2026-03-22,0.758,0.826,11,10,2314,VALID,1.0,0.941,0.89275,Human Review,Borderline confidence
DOC0000579,C000614,Surat Kerja,2025-08-09,0.785,1.0,4,8,4471,VALID,0.5,1.0,0.82125,Human Review,Low field completeness
DOC0000581,C000461,Surat Kerja,2025-03-15,0.752,0.979,5,10,2205,VALID,0.5,0.979,0.8025,Human Review,Low field completeness
DOC0000582,C000615,Rekening Koran,2024-04-28,0.707,0.823,7,10,3673,NEEDS_REVIEW,0.7,0.823,0.7632499999999999,Human Review,Low field completeness
DOC0000583,C000137,KTP,2024-08-05,0.831,0.88,7,6,4222,NEEDS_REVIEW,1.0,0.88,0.8977499999999999,Human Review,Borderline confidence
DOC0000584,C000352,KTP,2024-10-30,1.0,0.853,4,10,1379,VALID,0.4,0.928,0.80275,Human Review,Low field completeness
DOC0000585,C000363,Slip Gaji,2024-11-29,0.756,1.0,5,11,3909,INVALID,0.45454545454545453,0.8714999999999999,0.7576613636363636,Human Review,Low field completeness
DOC0000586,C000545,KTP,2026-01-16,0.807,0.998,8,11,2417,NEEDS_REVIEW,0.7272727272727273,0.82,0.8202681818181818,Human Review,Low field completeness
DOC0000587,C000263,KTP,2024-08-14,1.0,0.937,5,9,1344,VALID,0.5555555555555556,0.937,0.8573888888888888,Human Review,Low field completeness
DOC0000589,C000429,NPWP,2024-05-22,0.872,0.79,5,7,226,VALID,0.7142857142857143,0.79,0.7915714285714286,Human Review,Low field completeness
DOC0000590,C000563,Surat Kerja,2026-06-20,0.647,1.0,10,10,1968,VALID,1.0,0.882,0.8704500000000001,Human Review,Poor image quality
DOC0000591,C000166,Slip Gaji,2025-11-06,0.878,0.872,11,9,619,VALID,1.0,0.841,0.89465,Human Review,Low OCR confidence
DOC0000592,C000479,Rekening Koran,2025-01-16,0.793,0.939,8,11,3054,VALID,0.7272727272727273,0.939,0.8495681818181817,Human Review,Low field completeness
DOC0000595,C000461,Slip Gaji,2024-03-17,0.914,0.896,4,11,2518,VALID,0.36363636363636365,0.896,0.7674090909090909,Human Review,Low field completeness
DOC0000596,C000259,Slip Gaji,2025-06-20,0.965,0.734,11,9,4354,VALID,1.0,0.734,0.85825,Human Review,Low OCR confidence
DOC0000597,C000553,Form Aplikasi,2026-02-04,0.898,0.948,6,10,2705,VALID,0.6,0.916,0.8373,Human Review,Low field completeness
DOC0000602,C000380,Surat Kerja,2025-02-17,1.0,1.0,4,10,4836,VALID,0.4,0.9219999999999999,0.8227,Human Review,Low field completeness
DOC0000603,C000477,Rekening Koran,2026-05-07,0.88,0.799,7,9,2555,VALID,0.7777777777777778,0.799,0.8139444444444445,Human Review,Low field completeness
DOC0000610,C000053,Surat Kerja,2025-06-26,0.798,0.971,10,6,2568,NEEDS_REVIEW,1.0,0.7876666666666666,0.8708333333333333,Human Review,Low OCR confidence
DOC0000611,C000051,Form Aplikasi,2025-10-05,0.783,1.0,4,7,2065,NEEDS_REVIEW,0.5714285714285714,1.0,0.8386071428571428,Human Review,Low field completeness
DOC0000612,C000148,Rekening Koran,2025-03-30,0.772,0.832,8,8,4621,NEEDS_REVIEW,1.0,0.832,0.859,Human Review,Low OCR confidence
DOC0000614,C000681,Slip Gaji,2025-07-05,0.739,0.837,6,9,749,VALID,0.6666666666666666,0.891,0.7888166666666665,Human Review,Low field completeness
DOC0000617,C000373,NPWP,2024-09-28,0.776,1.0,5,7,4899,VALID,0.7142857142857143,0.792,0.7997714285714286,Human Review,Low field completeness
DOC0000620,C000292,Form Aplikasi,2024-10-15,0.762,0.99,9,10,4588,VALID,0.9,0.923,0.8870499999999999,Human Review,Borderline confidence
DOC0000621,C000115,Rekening Koran,2024-03-24,0.915,0.973,7,11,3490,VALID,0.6363636363636364,0.973,0.874340909090909,Human Review,Low field completeness
DOC0000622,C000192,Slip Gaji,2025-11-09,0.898,0.892,5,6,627,VALID,0.8333333333333334,0.892,0.8788333333333334,Human Review,Borderline confidence
DOC0000623,C000492,Form Aplikasi,2024-03-18,0.752,0.946,6,10,3889,VALID,0.6,0.873,0.78545,Human Review,Low field completeness
DOC0000624,C000697,Slip Gaji,2024-01-06,0.913,0.994,7,10,1283,VALID,0.7,0.883,0.8613999999999999,Human Review,Low field completeness
DOC0000625,C000556,Slip Gaji,2026-05-04,0.956,0.922,5,9,4452,NEEDS_REVIEW,0.5555555555555556,0.975,0.8574388888888888,Human Review,Low field completeness
DOC0000628,C000136,NPWP,2024-07-05,0.865,0.906,8,10,1395,VALID,0.8,0.856,0.8517499999999999,Human Review,Borderline confidence
DOC0000630,C000222,Slip Gaji,2026-01-25,0.523,0.83,9,7,323,VALID,1.0,0.727,0.7596999999999999,Human Review,Poor image quality
DOC0000632,C000026,NPWP,2024-09-05,0.672,0.838,8,6,1871,VALID,1.0,0.993,0.8912499999999999,Human Review,Poor image quality
DOC0000634,C000603,Form Aplikasi,2025-05-18,0.853,0.849,8,9,498,VALID,0.8888888888888888,0.931,0.8886722222222221,Human Review,Borderline confidence
DOC0000638,C000479,KTP,2024-08-21,0.893,1.0,5,11,1002,VALID,0.45454545454545453,1.0,0.8368863636363637,Human Review,Low field completeness
DOC0000640,C000677,Rekening Koran,2025-12-30,0.789,0.999,5,9,1092,VALID,0.5555555555555556,0.842,0.780688888888889,Human Review,Low field completeness
DOC0000641,C000476,Form Aplikasi,2025-12-22,0.946,0.902,8,11,2739,VALID,0.7272727272727273,0.884,0.8630181818181819,Human Review,Low field completeness
DOC0000642,C000251,Slip Gaji,2025-12-15,0.947,0.956,6,8,4204,VALID,0.75,0.863,0.8696999999999999,Human Review,Low field completeness
DOC0000645,C000298,Rekening Koran,2024-04-28,0.821,0.825,9,8,752,VALID,1.0,0.911,0.89785,Human Review,Borderline confidence
DOC0000646,C000025,Surat Kerja,2024-07-20,0.813,0.91,5,11,2636,VALID,0.45454545454545453,0.91,0.7718863636363635,Human Review,Low field completeness
