Account_ID,Degree,Out_Degree,Incoming_Tx,Outgoing_Tx,Fraud_Risk_Score,Risk_Rank
A00743,15,7,8.0,7.0,0.25597794040820576,516
A00029,15,9,6.0,9.0,0.2556852384897342,517
A00354,7,3,4.0,3.0,0.25565751093494565,518
A00997,10,6,4.0,6.0,0.2554005406735739,519
A00251,9,6,3.0,6.0,0.2553052975628008,520
A00567,9,6,3.0,6.0,0.2551196755597452,521
A00695,14,9,5.0,9.0,0.2550121906818253,522
A00949,10,7,3.0,7.0,0.25482582515300134,523
A00181,10,5,5.0,5.0,0.2545668999982237,524
A00426,11,4,7.0,4.0,0.2545233720746992,525
A00058,3,2,1.0,2.0,0.25449386162802284,526
A01169,9,4,5.0,4.0,0.2540789398365282,527
A00150,9,5,4.0,5.0,0.25326436996986745,528
A00524,11,6,5.0,6.0,0.25249319719324165,529
A00934,11,6,5.0,6.0,0.2522496952953609,530
A00092,10,5,5.0,5.0,0.25167399542593144,531
A01166,12,8,4.0,8.0,0.2513273665086496,532
A00698,9,5,4.0,5.0,0.2509798928673761,533
A00372,12,7,5.0,7.0,0.250516455400826,534
A00650,6,2,4.0,2.0,0.25028749920706445,535
A00231,15,7,8.0,7.0,0.24967902615688237,536
A01192,12,6,6.0,6.0,0.24966457198539857,537
A00921,4,2,2.0,2.0,0.24958482518361993,538
A00580,13,9,4.0,9.0,0.24941386164446058,539
A00723,15,9,6.0,9.0,0.2492683848176652,540
A00876,20,8,12.0,8.0,0.2490265850814999,541
A01021,15,9,6.0,9.0,0.24899991937974889,542
A00753,17,6,11.0,6.0,0.24892872230613317,543
A00755,11,7,4.0,7.0,0.24887439901643774,544
A00036,9,7,2.0,7.0,0.2486311520675641,545
A01007,5,2,3.0,2.0,0.2482085281391994,546
A00618,14,8,6.0,8.0,0.24815724368814468,547
A00571,14,10,4.0,10.0,0.2475998732173172,548
A00180,15,9,6.0,9.0,0.2473305585682004,549
A00819,9,5,4.0,5.0,0.24731849257630245,550
A00227,13,8,5.0,9.0,0.24616293862982142,551
A00320,8,2,6.0,2.0,0.24573953925482,552
A00131,11,7,4.0,7.0,0.24557150163834668,553
A00793,15,7,8.0,8.0,0.24554034930409357,554
A01079,9,4,5.0,4.0,0.245217142620728,555
A00113,12,7,5.0,7.0,0.24404704866958957,556
A00176,7,4,3.0,4.0,0.24393494166953877,557
A00247,9,5,4.0,5.0,0.24331696443565634,558
A00287,12,7,5.0,7.0,0.2426644746673902,559
A00277,12,6,6.0,6.0,0.24262361897825244,560
A00841,5,1,4.0,1.0,0.24203619746990407,561
A00447,7,5,2.0,5.0,0.2418201120464067,562
A00407,15,8,7.0,8.0,0.2417975917813287,563
A01141,9,4,5.0,4.0,0.24139140610558318,564
A01165,9,6,3.0,6.0,0.2412863617293956,565
A00910,15,8,7.0,8.0,0.2407386879980485,566
A00408,17,9,8.0,9.0,0.23994060530521732,567
A01092,13,8,5.0,8.0,0.2394016149827389,568
A00070,12,6,6.0,6.0,0.23939196167699672,569
A01015,13,6,7.0,6.0,0.23912761011646666,570
A00021,10,4,6.0,4.0,0.23881970005091252,571
A01139,12,6,6.0,6.0,0.23866236616001718,572
A00207,13,6,7.0,6.0,0.23829210501395418,573
A00470,9,5,4.0,5.0,0.23810920943048222,574
A00288,6,1,5.0,1.0,0.23761834319010072,575
A01133,10,7,3.0,7.0,0.2372942146199931,576
A00441,7,3,4.0,3.0,0.23593818869084027,577
A00615,9,6,3.0,6.0,0.23591453499984444,578
A00182,15,10,5.0,10.0,0.23543196449740952,579
A00062,13,9,4.0,9.0,0.23525275506007537,580
A00764,6,1,5.0,1.0,0.23476524616705868,581
A00631,16,8,8.0,8.0,0.23379812987207166,582
A00276,7,2,5.0,2.0,0.23377805805936158,583
A00562,16,9,7.0,9.0,0.2337052182407697,584
A00549,3,1,2.0,1.0,0.2336660198827471,585
A01088,10,5,5.0,5.0,0.23267279460738186,586
A00469,11,6,5.0,6.0,0.2323984825110121,587
A00433,10,5,5.0,5.0,0.23229249322824772,588
A00250,8,4,4.0,4.0,0.23193994805152518,589
A00813,8,3,5.0,3.0,0.2319220830749142,590
A00401,18,8,10.0,8.0,0.23184915797359268,591
A00675,9,6,3.0,6.0,0.23183227998805583,592
A00217,13,5,8.0,5.0,0.23119556804331698,593
A01130,10,4,6.0,4.0,0.23088863418900085,594
A00584,13,6,7.0,6.0,0.230389844701882,595
A00411,15,10,5.0,10.0,0.2301380647766502,596
A00201,6,4,2.0,4.0,0.22916803771249372,597
A00499,9,5,4.0,5.0,0.2289846292168031,598
A00431,8,4,4.0,4.0,0.2284373218846779,599
A00261,8,3,5.0,3.0,0.22837631127168284,600
A00185,13,10,3.0,11.0,0.22819570556982224,601
A00955,11,9,2.0,9.0,0.22808318442360961,602
A01045,6,2,4.0,2.0,0.22793952252714392,603
A01076,6,1,5.0,1.0,0.22776896971159985,604
A01034,12,6,6.0,6.0,0.22750626111779187,605
A01117,15,6,9.0,7.0,0.2270849435275745,606
A00366,7,3,4.0,3.0,0.22686868250468195,607
A01128,11,6,5.0,6.0,0.2268630992502057,608
A00370,15,10,5.0,10.0,0.2266296124088108,609
A00340,16,10,6.0,10.0,0.22608885485206515,610
A00881,14,9,5.0,9.0,0.22497054284479334,611
A01194,15,6,9.0,6.0,0.22488720807731363,612
A00183,8,4,5.0,4.0,0.22432612735998073,613
A01118,13,8,5.0,8.0,0.22369652383076025,614
A00775,6,3,3.0,3.0,0.22349349949590072,615
A01109,11,6,5.0,6.0,0.2232547924004099,616
A00988,13,7,6.0,7.0,0.223100645850614,617
A00282,11,6,5.0,6.0,0.22248664032422535,618
A00384,8,4,4.0,4.0,0.22181335162889676,619
A00614,11,7,4.0,7.0,0.22125693983069983,620
A00121,12,7,5.0,7.0,0.22122885393960626,621
A00935,6,3,3.0,3.0,0.22117487376591757,622
A00013,9,4,5.0,4.0,0.22104595066294222,623
A00600,9,6,3.0,6.0,0.220477463942908,624
A00630,11,6,5.0,6.0,0.2203935801901226,625
A00519,16,6,10.0,6.0,0.2196710329966849,626
A00727,5,2,3.0,2.0,0.21926020261082413,627
A00766,14,9,5.0,9.0,0.2181672838992604,628
A01074,12,6,6.0,6.0,0.21800328582737255,629
A00659,14,6,8.0,6.0,0.21761193099773354,630
A00609,16,8,8.0,8.0,0.21747445197766377,631
A00459,8,3,5.0,3.0,0.2166248927110009,632
A00785,12,6,6.0,6.0,0.2163113751304164,633
A00652,9,5,4.0,5.0,0.21482015755087333,634
A00110,6,3,3.0,3.0,0.2144417024395436,635
A00741,15,9,6.0,9.0,0.214437894138043,636
A00779,14,9,6.0,9.0,0.21440653606088658,637
A00799,9,3,6.0,3.0,0.21419889143667997,638
A01075,6,4,2.0,4.0,0.21383816669779715,639
A00613,6,3,3.0,3.0,0.2138178687115718,640
A00507,7,5,2.0,5.0,0.21364841564283235,641
A00388,7,3,5.0,3.0,0.2133255984707011,642
A01023,19,11,8.0,11.0,0.21297197588291458,643
A00065,7,3,4.0,3.0,0.2127329080297953,644
A00520,10,4,6.0,4.0,0.21237439758843984,645
A00476,14,9,5.0,9.0,0.21232993829030092,646
A00038,12,8,4.0,8.0,0.2114547877442546,647
A00349,11,6,5.0,6.0,0.21131252260915398,648
A00357,13,8,5.0,8.0,0.2103916109580601,649
A00818,16,6,10.0,6.0,0.21024251674801,650
A01103,15,11,4.0,11.0,0.2100572416918691,651
A00002,15,10,5.0,10.0,0.20957360168516326,652
A01124,17,8,9.0,8.0,0.20943386808048833,653
A00805,3,2,1.0,2.0,0.20913318235631412,654
A00957,8,5,3.0,5.0,0.20910258195522452,655
A01072,8,6,2.0,6.0,0.20900916120386112,656
A00536,16,7,9.0,7.0,0.20893006713208795,657
A00680,8,3,5.0,3.0,0.20888233649577656,658
A00958,16,7,9.0,7.0,0.20851050044219405,659
A01014,7,5,2.0,5.0,0.20815465794934337,660
A00815,12,7,5.0,7.0,0.20809498415505828,661
A01156,9,4,5.0,5.0,0.20796190899369432,662
A00281,9,5,4.0,5.0,0.20599518806893652,663
A00233,10,4,6.0,4.0,0.20594687627207484,664
A00044,15,9,6.0,9.0,0.2058591702847627,665
A00797,9,4,5.0,4.0,0.2051846519203826,666
A00835,7,3,4.0,3.0,0.20491900623739376,667
A00831,14,9,5.0,9.0,0.20469381090434308,668
A00032,17,10,8.0,10.0,0.20458377460036187,669
A01160,6,3,3.0,3.0,0.20431989715568252,670
A01171,14,7,7.0,7.0,0.2043120201294907,671
A00073,16,11,6.0,11.0,0.2042160177229738,672
A01193,8,4,4.0,5.0,0.20413389093429748,673
A00332,8,5,3.0,5.0,0.20404722821351073,674
A00467,12,6,6.0,6.0,0.20389292051095256,675
A00386,16,8,8.0,8.0,0.20326275557412027,676
A01001,9,5,4.0,5.0,0.20300376138766663,677
A00922,9,5,4.0,5.0,0.20240406258293406,678
A00975,12,9,3.0,9.0,0.2021675886197151,679
A00455,17,10,7.0,10.0,0.2018952420556756,680
A01145,7,4,3.0,4.0,0.20175205023636908,681
A00527,9,5,4.0,5.0,0.20071099926646044,682
A00708,16,7,9.0,7.0,0.20043375189504836,683
A00591,8,5,3.0,5.0,0.1997499831411842,684
A00697,5,3,2.0,3.0,0.19974850542454414,685
A00395,8,6,2.0,6.0,0.19920289927088067,686
A00941,9,4,5.0,4.0,0.19906212150536828,687
A00014,8,4,4.0,4.0,0.19869715155440917,688
A00495,12,6,7.0,7.0,0.19864947196717864,689
A00845,7,3,4.0,3.0,0.19803290590194728,690
A00502,8,4,4.0,4.0,0.19779669223366797,691
A00714,12,6,6.0,6.0,0.19721698635653495,692
A00662,9,5,4.0,5.0,0.19674698022577353,693
A01196,9,3,6.0,3.0,0.19601730424119745,694
A00385,15,10,5.0,10.0,0.19571834782391595,695
A00327,7,3,4.0,3.0,0.1954415065287045,696
A00268,7,3,4.0,3.0,0.19539054456871432,697
A00130,8,3,5.0,3.0,0.1952517781177703,698
A00523,14,6,8.0,6.0,0.19509761417573607,699
A00830,5,1,4.0,1.0,0.19503532560744308,700
A00677,16,6,10.0,6.0,0.1945876092400292,701
A00525,16,7,9.0,8.0,0.19435087052105446,702
A00007,8,3,5.0,3.0,0.1935508206689487,703
A00379,9,4,5.0,4.0,0.19319604078857464,704
A00850,12,8,4.0,8.0,0.1928147955113376,705
A00101,5,1,4.0,1.0,0.19075479584156962,706
A00542,22,11,11.0,11.0,0.19068555907447238,707
A00522,16,9,7.0,9.0,0.19031682754944573,708
A01036,17,10,7.0,10.0,0.19013924695043305,709
A00465,7,3,4.0,3.0,0.19010865182771078,710
A00237,16,7,9.0,7.0,0.1900093073892157,711
A00678,10,6,4.0,6.0,0.18991581539183053,712
A00252,11,6,5.0,7.0,0.1894622963507531,713
A01008,10,5,6.0,5.0,0.18917114022670256,714
A00546,16,10,6.0,10.0,0.18902569664906263,715
A00210,21,12,9.0,12.0,0.18901046895483317,716
A01048,15,9,6.0,9.0,0.18881624320397788,717
A01131,6,1,5.0,1.0,0.1887953290930479,718
A00692,3,0,3.0,0.0,0.1887096787328484,719
A00751,8,4,4.0,4.0,0.18860526087524584,720
A01123,12,6,6.0,6.0,0.18828578101363364,721
A01037,13,6,7.0,6.0,0.18778165966974006,722
A01050,13,6,7.0,6.0,0.1877734111539809,723
A01093,13,4,9.0,4.0,0.18771120350047715,724
A01039,9,4,5.0,4.0,0.18762496205361148,725
A00299,14,9,5.0,9.0,0.18748441346692593,726
A00563,19,11,8.0,13.0,0.186940718770039,727
A00140,9,4,5.0,4.0,0.1868639012454567,728
A00849,7,5,2.0,5.0,0.18508710992424285,729
A00267,15,12,3.0,12.0,0.18491265544194438,730
A00762,10,4,6.0,4.0,0.18485761883657786,731
A00413,21,10,11.0,10.0,0.18476847875207017,732
A00436,5,3,2.0,3.0,0.18420867662320597,733
A00712,8,5,3.0,5.0,0.184042353187689,734
A01107,15,10,5.0,10.0,0.18396375224611425,735
A00204,14,10,4.0,10.0,0.18311487608729984,736
A00318,18,10,8.0,10.0,0.18200913825695372,737
A00209,7,3,4.0,3.0,0.17993503376062883,738
A00664,14,7,7.0,7.0,0.17922581033079746,739
A00552,10,4,6.0,4.0,0.17894512091627307,740
A00175,8,2,7.0,2.0,0.178586665209941,741
A00216,17,6,11.0,6.0,0.17842532445879733,742
A00589,7,3,5.0,3.0,0.1782623102118464,743
A00377,8,3,6.0,3.0,0.17730597786397556,744
A00717,9,4,5.0,4.0,0.17671923865219966,745
A00855,17,7,10.0,7.0,0.1760039536711422,746
A00588,17,6,11.0,6.0,0.17540523494757454,747
A00279,5,2,3.0,2.0,0.17295807986639675,748
A00348,17,10,7.0,10.0,0.17293359325347518,749
A00242,8,4,4.0,4.0,0.17229716200558026,750
A00069,15,9,6.0,9.0,0.17197022715022864,751
A01012,17,9,8.0,9.0,0.17158785339794838,752
A00752,17,8,9.0,8.0,0.17101151353453645,753
A00994,7,3,4.0,3.0,0.17095918874755808,754
A00862,14,10,4.0,10.0,0.17048693112708913,755
A01164,17,10,7.0,10.0,0.1696823798342143,756
A01174,7,3,4.0,3.0,0.1695771326269057,757
A00005,9,5,4.0,5.0,0.16955722991386146,758
A00136,6,3,3.0,3.0,0.16955292133075822,759
A01071,16,6,10.0,6.0,0.169291938928162,760
A00945,12,7,5.0,7.0,0.16928866472553197,761
A00089,14,5,9.0,6.0,0.1692410437199138,762
A01110,15,11,4.0,11.0,0.16893453762371896,763
A00220,10,4,6.0,4.0,0.16860241548067958,764
A01119,18,10,8.0,10.0,0.16811124008042125,765
A00378,21,12,9.0,12.0,0.16786605355896975,766
A00174,9,4,6.0,4.0,0.167198127515857,767
A00593,9,5,4.0,5.0,0.16679425165691017,768
A00871,14,6,8.0,6.0,0.16643293033122786,769
A00453,18,7,11.0,7.0,0.16627974294908887,770
A00041,8,5,3.0,5.0,0.1651958695436193,771
A00889,10,5,5.0,5.0,0.16474161221384498,772
A00437,7,2,5.0,2.0,0.16457084111509473,773
A00560,7,3,4.0,3.0,0.1643144294774295,774
A00139,9,5,4.0,5.0,0.164029844960495,775
A01030,9,5,4.0,5.0,0.16331786381351268,776
A01143,8,4,4.0,4.0,0.16283231851942231,777
A00836,9,4,5.0,4.0,0.162628566972623,778
A00557,17,10,8.0,10.0,0.1616223815758968,779
A01125,17,10,8.0,10.0,0.16089932031997953,780
A00006,19,14,5.0,14.0,0.1601906217391561,781
A01158,9,5,4.0,5.0,0.16016600353074395,782
A00141,5,2,3.0,2.0,0.1586912003971106,783
A00440,10,5,5.0,6.0,0.15849199703830813,784
A00143,19,11,8.0,11.0,0.15846500391254964,785
A01085,12,7,5.0,7.0,0.15815237489210138,786
A00929,11,5,6.0,5.0,0.1579840401240197,787
A00733,16,13,3.0,13.0,0.1576708021055517,788
A00132,9,5,4.0,5.0,0.15750004048529784,789
A00544,16,7,9.0,8.0,0.1569890001050448,790
A00463,10,4,7.0,4.0,0.15629349174294657,791
A00569,7,4,3.0,4.0,0.1555309693814918,792
A00907,9,3,6.0,3.0,0.1554219350686304,793
A01056,12,5,7.0,5.0,0.1541362277141559,794
A00382,12,5,7.0,5.0,0.1537054553551893,795
A00721,5,4,1.0,4.0,0.15366295943512018,796
A01144,16,12,4.0,13.0,0.15349143329715836,797
A00454,12,6,6.0,7.0,0.1516774180319858,798
A01148,9,3,6.0,3.0,0.15153068497821862,799
A01147,9,3,6.0,3.0,0.15138880309282193,800
A00837,10,4,6.0,4.0,0.1500880816184381,801
A00693,7,4,3.0,4.0,0.1494238007808407,802
A01069,13,6,7.0,6.0,0.14935761158771335,803
A01177,12,5,8.0,5.0,0.1493055832257858,804
A00638,17,9,8.0,9.0,0.14925597681829764,805
A00784,16,13,3.0,13.0,0.14899482582800402,806
A00918,13,10,3.0,10.0,0.14882862203095143,807
A01099,17,7,10.0,7.0,0.14815593155697088,808
A00077,9,5,4.0,5.0,0.1471070031017555,809
A01185,18,10,8.0,10.0,0.14678923456012283,810
A00055,12,5,7.0,5.0,0.1467565622758302,811
A00647,18,12,6.0,12.0,0.14625202666875373,812
A00323,9,4,5.0,4.0,0.1461345661978894,813
A00253,13,5,8.0,6.0,0.1458785142897048,814
A00393,11,6,5.0,6.0,0.14585545901987385,815
A00148,4,2,2.0,2.0,0.145160045850054,816
A00160,17,8,9.0,8.0,0.144799174175614,817
A00530,17,9,8.0,9.0,0.14479626602228676,818
A00303,12,5,8.0,5.0,0.1446870575021132,819
A00214,17,9,8.0,9.0,0.1442987070026055,820
A00686,14,9,5.0,9.0,0.14377269154983865,821
A00090,10,4,6.0,4.0,0.14351744344501738,822
A00622,10,5,5.0,5.0,0.1425618902032818,823
A00368,8,3,5.0,3.0,0.14191334001872172,824
A00894,11,5,6.0,5.0,0.1418646053136126,825
A00866,16,6,10.0,6.0,0.14102564762928044,826
A00109,17,9,8.0,9.0,0.14097841446638948,827
A01190,19,10,9.0,10.0,0.14012305827240057,828
A00187,18,10,8.0,10.0,0.14010075634915067,829
A00627,18,14,4.0,14.0,0.13963294931213863,830
A00124,17,9,8.0,10.0,0.13926630545989016,831
A00206,5,2,4.0,2.0,0.13867029561514213,832
A00144,9,4,5.0,4.0,0.13746804048772332,833
A00213,14,8,6.0,8.0,0.1370030546906511,834
A00709,7,4,3.0,4.0,0.13623734992363207,835
A00844,4,2,2.0,2.0,0.13623612836653234,836
A00278,10,4,6.0,4.0,0.1355003158369745,837
A00611,7,4,3.0,4.0,0.13473334481633314,838
A01032,7,5,2.0,6.0,0.1325203085084772,839
A00620,17,7,10.0,7.0,0.13202599526068043,840
A00269,10,5,5.0,5.0,0.13092143672710477,841
A01129,7,4,3.0,4.0,0.13026398235988015,842
A00517,11,4,7.0,4.0,0.13025422482751606,843
A00576,10,4,6.0,4.0,0.129755496896112,844
A00962,15,11,4.0,11.0,0.12880890463000655,845
A00484,18,11,7.0,11.0,0.1287941314610734,846
A00989,6,1,5.0,1.0,0.1287827036078071,847
A00993,18,11,7.0,11.0,0.12866746319960456,848
A00478,9,4,5.0,4.0,0.12854364794306886,849
A00826,4,2,2.0,2.0,0.128488185439223,850
A00705,9,4,5.0,4.0,0.1276587910332835,851
A00295,16,7,9.0,8.0,0.12678147901818182,852
A00991,8,2,6.0,2.0,0.12649767732972825,853
A00872,6,4,2.0,4.0,0.12638665491038617,854
A00512,9,3,6.0,3.0,0.1258158238438373,855
A00824,7,3,4.0,3.0,0.12551359502867346,856
A00170,8,4,4.0,4.0,0.12510425816510637,857
A01101,9,4,6.0,4.0,0.12306682398050109,858
A00579,11,6,5.0,6.0,0.12279811053925874,859
A01073,1,1,0.0,1.0,0.12215112053027162,860
A00405,18,10,8.0,10.0,0.12204478154901607,861
A01080,7,2,5.0,2.0,0.12180635739995135,862
A00757,7,2,5.0,2.0,0.12119832737361193,863
A00737,14,6,8.0,6.0,0.12088120593096782,864
A00998,5,1,4.0,1.0,0.12027896272220234,865
A00586,5,2,3.0,2.0,0.11851766743482252,866
A00309,19,12,7.0,12.0,0.11813555276470335,867
A00333,9,4,5.0,4.0,0.11804287495274247,868
A00364,13,5,9.0,6.0,0.11796556872895791,869
A00439,9,4,6.0,5.0,0.11753345845610864,870
A00703,6,5,1.0,5.0,0.11749573746088662,871
A00583,7,1,6.0,1.0,0.11725195830464424,872
A00939,11,5,6.0,5.0,0.11633462195242461,873
A00681,19,9,10.0,9.0,0.11616274058355873,874
A00825,9,4,5.0,5.0,0.11584883130806078,875
A00172,17,10,7.0,10.0,0.11523028810778368,876
A01138,8,3,5.0,3.0,0.1147452964742659,877
A00380,11,5,6.0,5.0,0.1141693290752278,878
A00078,12,5,7.0,5.0,0.11300137415976186,879
A00788,17,10,7.0,10.0,0.11141213613654796,880
A00096,7,4,3.0,4.0,0.11085681723595914,881
A00023,10,4,6.0,4.0,0.11074025122992402,882
A00257,7,2,5.0,2.0,0.11055981973968439,883
A00711,9,4,5.0,4.0,0.1103586209810326,884
A00684,12,5,7.0,5.0,0.10983680354323484,885
A00079,10,4,6.0,4.0,0.10929117941957443,886
A00791,17,9,9.0,9.0,0.10848380515903272,887
A00937,11,4,7.0,4.0,0.10785938463993378,888
A00338,8,5,3.0,5.0,0.10745337802834996,889
A00716,9,4,5.0,4.0,0.10745269909783688,890
A00351,13,5,8.0,5.0,0.10742605329191955,891
A01052,9,3,6.0,3.0,0.1068701909779782,892
A01013,7,1,6.0,1.0,0.10625440842670499,893
A00435,9,2,7.0,2.0,0.10591808443529249,894
A00829,15,6,9.0,6.0,0.10489312808912861,895
A00996,8,5,3.0,5.0,0.10478824780207958,896
A00890,12,5,7.0,5.0,0.10465360636778374,897
A01189,15,12,3.0,12.0,0.10461820323006772,898
A00302,8,2,6.0,2.0,0.10447282132399162,899
A00315,8,4,4.0,4.0,0.10361873497244242,900
A00083,13,8,5.0,8.0,0.10323682427049398,901
A00504,8,5,3.0,5.0,0.10226854986516455,902
A00219,9,4,5.0,4.0,0.10169457161244722,903
A01187,7,5,2.0,5.0,0.1007847705138989,904
A00564,13,5,8.0,5.0,0.10066539489949519,905
A00193,17,9,8.0,9.0,0.09957695202686456,906
A00045,18,8,10.0,8.0,0.09905084622401632,907
A01086,1,1,0.0,1.0,0.09838133173321015,908
A00605,9,3,6.0,3.0,0.09722687843015021,909
A00671,8,4,4.0,4.0,0.097225901879583,910
A00224,8,5,3.0,5.0,0.09651933983050846,911
A00736,5,3,2.0,3.0,0.09529299346629386,912
A00397,17,12,5.0,12.0,0.09496451128080358,913
A01111,5,2,3.0,2.0,0.09468410659804921,914
A00888,17,10,7.0,10.0,0.0942809047808544,915
A00607,15,9,6.0,9.0,0.0932787888156586,916
A00081,17,10,7.0,10.0,0.09321794806737028,917
A00307,16,12,4.0,12.0,0.09202540919054472,918
A00399,13,5,8.0,5.0,0.09185305727559184,919
A01105,6,2,4.0,2.0,0.09169255979974507,920
A00049,17,7,10.0,7.0,0.09148660805443788,921
A00942,9,3,6.0,3.0,0.09128515752277065,922
A01173,10,4,6.0,4.0,0.09114218451179812,923
A01102,8,3,5.0,3.0,0.08952973121232002,924
A00450,9,4,5.0,4.0,0.08943729388618289,925
A00125,7,5,2.0,5.0,0.08900469300073004,926
A00009,12,5,8.0,5.0,0.08888336369051025,927
A01031,10,4,6.0,4.0,0.08859788374551458,928
A00487,9,2,7.0,2.0,0.0873909536269961,929
A00874,13,5,8.0,5.0,0.08738316687170854,930
A00531,6,3,3.0,3.0,0.08726260711846469,931
A00324,8,3,5.0,3.0,0.08681884870780773,932
A00387,18,10,8.0,10.0,0.08629322278142415,933
A00735,22,9,13.0,9.0,0.08474992177889709,934
A00840,19,9,10.0,9.0,0.08454335265544266,935
A00859,9,3,6.0,3.0,0.0836718497085907,936
A00064,9,4,5.0,4.0,0.08366823857759621,937
A01162,11,4,7.0,4.0,0.08291503343877535,938
A00551,8,3,5.0,3.0,0.08248141296485967,939
A00924,12,5,7.0,5.0,0.08234336272781678,940
A00790,8,5,3.0,5.0,0.08224468049030031,941
A00851,10,4,6.0,4.0,0.08077520618225728,942
A01159,7,5,2.0,5.0,0.07892862998962415,943
A00661,10,5,5.0,5.0,0.07892661074855717,944
A00556,11,5,6.0,5.0,0.0786988341946418,945
A00063,11,5,6.0,5.0,0.07766749041468583,946
A00643,6,1,5.0,1.0,0.07731549520564765,947
A00496,10,5,5.0,5.0,0.07563314380855347,948
A00839,7,5,2.0,5.0,0.07473710023912453,949
A00865,8,3,5.0,3.0,0.07457102895965559,950
A00676,18,15,3.0,15.0,0.07409132388136422,951
A00415,13,5,8.0,5.0,0.07396971440505987,952
A00747,11,5,6.0,5.0,0.07278564662289166,953
A00374,15,5,10.0,6.0,0.07221850535834906,954
A00301,12,5,7.0,5.0,0.07211953649266709,955
A00293,8,5,3.0,5.0,0.07149319707473938,956
A00635,19,7,12.0,7.0,0.07117141417206177,957
A00409,12,5,7.0,5.0,0.07107686463290512,958
A01011,12,4,8.0,4.0,0.07100878028286337,959
A00634,18,12,6.0,12.0,0.07074630584653203,960
A00877,14,5,9.0,5.0,0.0700138477991137,961
A00724,10,3,7.0,3.0,0.06961531313048133,962
A00342,17,9,8.0,9.0,0.06947277470781835,963
A01051,18,9,9.0,9.0,0.06906601786743405,964
A00483,18,7,11.0,7.0,0.06886374753594045,965
A00028,11,3,8.0,3.0,0.06884447376245649,966
A00339,8,4,4.0,4.0,0.06757454390394173,967
A01168,8,2,6.0,2.0,0.06704808781594129,968
A00900,20,7,13.0,7.0,0.06632803702315457,969
A00106,11,5,6.0,5.0,0.06589251251515105,970
A00466,14,5,9.0,5.0,0.06579988344300902,971
A00018,9,4,5.0,4.0,0.06561024052176431,972
A00821,11,5,6.0,5.0,0.06556308584485991,973
A00666,18,8,10.0,8.0,0.06468170785486795,974
A00902,20,15,5.0,15.0,0.06460328956108047,975
A00149,23,10,13.0,10.0,0.06409207218650974,976
A01167,7,4,3.0,4.0,0.06295191071178297,977
A00134,11,5,6.0,5.0,0.06274176065267743,978
A01179,11,4,7.0,4.0,0.06271116324422636,979
A00471,23,9,14.0,9.0,0.06247821957836423,980
A00973,11,5,6.0,5.0,0.06197521496558894,981
A01000,11,4,7.0,4.0,0.06153341578822735,982
A01146,10,3,7.0,3.0,0.06080230302048901,983
A00159,17,7,11.0,7.0,0.06061678659980354,984
A00294,17,12,5.0,12.0,0.060590630583655526,985
A00042,11,4,7.0,4.0,0.06015360784204792,986
A01106,13,5,9.0,5.0,0.060010275679708965,987
A00952,9,3,6.0,3.0,0.05986193630230089,988
A01157,10,4,6.0,4.0,0.0594811860747096,989
A00322,11,3,8.0,3.0,0.058745165063359334,990
A00053,10,2,8.0,2.0,0.058441414686304254,991
A00347,12,5,7.0,5.0,0.057241044044194556,992
A01005,11,5,6.0,5.0,0.05716437355857406,993
A00754,9,2,8.0,2.0,0.05705079488542591,994
A00582,9,3,7.0,3.0,0.05704030097843516,995
A00545,8,3,5.0,3.0,0.05692166259797735,996
A00438,11,5,6.0,5.0,0.0559962154637039,997
A00653,19,10,9.0,10.0,0.05595678547290445,998
A00099,11,4,7.0,4.0,0.05584794162932688,999
A00300,20,8,12.0,8.0,0.055781260566685954,1000
A00328,18,9,9.0,9.0,0.05536663362731719,1001
A00171,13,4,9.0,4.0,0.05530844003240218,1002
A00720,10,4,6.0,4.0,0.054895910738212934,1003
A00931,13,4,9.0,4.0,0.05475346587554461,1004
A00095,11,4,8.0,4.0,0.05443150574515862,1005
A00568,17,7,10.0,7.0,0.054110633372552626,1006
A01149,10,4,6.0,4.0,0.053668584976520904,1007
A00581,8,3,5.0,3.0,0.05366398058588672,1008
A00051,13,5,8.0,5.0,0.05320502853564718,1009
A00749,11,4,7.0,4.0,0.05102499694237138,1010
A00848,13,5,8.0,5.0,0.04991486929196833,1011
A00528,19,9,10.0,9.0,0.049412785640252505,1012
A01091,12,5,7.0,5.0,0.049103153396828254,1013
A00917,13,5,8.0,5.0,0.04907056676618258,1014
A01067,17,6,11.0,6.0,0.047794290829838444,1015
A00623,11,5,6.0,5.0,0.04769501825431499,1016
A01197,10,3,7.0,3.0,0.04745166007776279,1017
A00326,16,4,12.0,4.0,0.04722599102666392,1018
A00954,9,4,5.0,4.0,0.047182364781536944,1019
A01043,8,3,5.0,3.0,0.046882107328096355,1020
A00672,11,5,6.0,5.0,0.04643162012962086,1021
A00039,13,5,8.0,5.0,0.046164538245388555,1022
A00521,12,5,7.0,5.0,0.04441702254160361,1023
A00710,12,5,7.0,5.0,0.044329580428512504,1024
A00965,7,3,4.0,3.0,0.0440558807435812,1025
A01082,10,4,6.0,4.0,0.04371569488807651,1026
A00943,8,2,6.0,2.0,0.04364509526079749,1027
A00262,7,3,4.0,3.0,0.043160056299218985,1028
A00601,13,5,8.0,5.0,0.04308137246394557,1029
A01083,13,5,8.0,5.0,0.0427520789894202,1030
A00911,13,5,8.0,5.0,0.04237049784667923,1031
