Account_ID,Degree,In_Degree,Out_Degree,Outgoing_Tx,Total_Outgoing,Avg_Outgoing,Unique_Beneficiaries,Fraudulent_Outgoing,Incoming_Tx,Total_Incoming,Unique_Senders,Fraud_Rate,Degree_Centrality,PageRank,Fraud_Account,Fraud_Risk_Score,Community
A00064,9,5,4,4.0,5404000.0,1351000.0,4.0,0.0,5.0,10631000.0,5.0,0.0,0.007506255212677231,0.0009854616716117547,0,0.08366823857759621,0
A00282,11,5,6,6.0,15602000.0,2600333.3333333335,6.0,0.0,5.0,7031000.0,5.0,0.0,0.009174311926605505,0.0009324958639603711,0,0.22248664032422535,0
A00214,17,8,9,9.0,10295000.0,1143888.888888889,9.0,0.0,8.0,14096000.0,8.0,0.0,0.014178482068390324,0.0013529891035984382,0,0.1442987070026055,0
A00123,13,8,5,5.0,5339000.0,1067800.0,5.0,0.0,8.0,11951000.0,8.0,0.0,0.010842368640533777,0.0012349037429789655,0,0.012921548194047122,3
A00920,8,6,2,2.0,1558000.0,779000.0,2.0,0.0,6.0,12597000.0,6.0,0.0,0.006672226855713094,0.0008715874834548445,0,0.026963217950778856,2
A00747,11,6,5,5.0,28375000.0,5675000.0,5.0,0.0,6.0,5166000.0,6.0,0.0,0.009174311926605505,0.0006764943322449422,0,0.07278564662289166,2
A00570,14,7,7,7.0,13170000.0,1881428.5714285714,7.0,0.0,7.0,22151000.0,7.0,0.0,0.011676396997497914,0.0015435687737426792,0,0.32609554478295794,4
A00281,9,4,5,5.0,8710000.0,1742000.0,5.0,0.0,4.0,3269000.0,4.0,0.0,0.007506255212677231,0.0004726288478804309,0,0.20599518806893652,2
A01030,9,4,5,5.0,3185000.0,637000.0,5.0,0.0,4.0,11062000.0,4.0,0.0,0.007506255212677231,0.00040981813262395614,0,0.16331786381351268,1
A00307,16,4,12,12.0,20559000.0,1713250.0,12.0,0.0,4.0,2680000.0,4.0,0.0,0.013344453711426188,0.0005506838124978466,0,0.09202540919054472,2
A00533,12,7,5,5.0,15057000.0,3011400.0,5.0,0.0,7.0,10754000.0,7.0,0.0,0.010008340283569641,0.0009642175848213533,0,0.03821337907190862,0
A00198,12,6,6,6.0,8563000.0,1427166.6666666667,6.0,0.0,6.0,6567000.0,6.0,0.0,0.010008340283569641,0.000598464350886298,0,0.35118276707187607,0
A00740,16,12,4,4.0,10694000.0,2673500.0,4.0,0.0,12.0,31085000.0,12.0,0.0,0.013344453711426188,0.0013352325298329473,0,0.023510169285105346,1
A01143,8,4,4,4.0,5024000.0,1256000.0,4.0,0.0,4.0,3816000.0,4.0,0.0,0.006672226855713094,0.0004676155307879677,0,0.16283231851942231,0
A01082,10,6,4,4.0,5834000.0,1458500.0,4.0,0.0,6.0,8160000.0,6.0,0.0,0.008340283569641367,0.0008443192113393144,0,0.04371569488807651,0
A00618,14,6,8,8.0,39045000.0,4880625.0,8.0,0.0,6.0,14659000.0,6.0,0.0,0.011676396997497914,0.0009406785863961823,0,0.24815724368814468,2
A00638,17,8,9,9.0,10383000.0,1153666.6666666667,9.0,0.0,8.0,12100000.0,8.0,0.0,0.014178482068390324,0.0007775772765437066,0,0.14925597681829764,2
A00316,15,7,8,8.0,35517000.0,4439625.0,8.0,0.0,7.0,19204000.0,7.0,0.0,0.012510425354462052,0.0007590330326907297,0,0.3726956783525418,2
A00944,10,5,5,5.0,7489000.0,1497800.0,5.0,0.0,5.0,10481000.0,5.0,0.0,0.008340283569641367,0.0006447396159302986,0,0.5190997879344225,4
A00813,8,5,3,3.0,4009000.0,1336333.3333333333,3.0,0.0,5.0,16408000.0,5.0,0.0,0.006672226855713094,0.000604684265846581,0,0.2319220830749142,3
A00523,14,8,6,6.0,5150000.0,858333.3333333334,6.0,0.0,8.0,24849000.0,8.0,0.0,0.011676396997497914,0.0009007967053131553,0,0.19509761417573607,1
A00637,12,6,6,6.0,8756000.0,1459333.3333333333,6.0,0.0,6.0,4812000.0,6.0,0.0,0.010008340283569641,0.0010630496322020266,0,0.4108828523291555,1
A00093,7,4,3,4.0,10671000.0,2667750.0,3.0,0.0,4.0,12698000.0,4.0,0.0,0.005838198498748957,0.000729593477224655,0,0.3032572539998666,5
A00036,9,2,7,7.0,9322000.0,1331714.2857142857,7.0,0.0,2.0,1092000.0,2.0,0.0,0.007506255212677231,0.00033335971328585776,0,0.2486311520675641,1
A00127,17,12,5,5.0,5026000.0,1005200.0,5.0,0.0,12.0,19212000.0,12.0,0.0,0.014178482068390324,0.00148631309059259,0,0.003529612210144766,1
A00912,14,3,11,11.0,43282000.0,3934727.272727273,11.0,1.0,3.0,12846000.0,3.0,0.09090909090909091,0.011676396997497914,0.000540135668436892,1,0.9629893925055868,1
A00482,12,6,6,6.0,9514000.0,1585666.6666666667,6.0,0.0,6.0,15263000.0,6.0,0.0,0.010008340283569641,0.000848433060102671,0,0.394539882975513,1
A00300,20,12,8,8.0,14188000.0,1773500.0,8.0,0.0,12.0,42044000.0,12.0,0.0,0.016680567139282735,0.001472290132631831,0,0.055781260566685954,1
A00840,19,10,9,9.0,16322000.0,1813555.5555555555,9.0,0.0,10.0,22972000.0,10.0,0.0,0.0158465387823186,0.0013775418641888838,0,0.08454335265544266,5
A01075,6,2,4,4.0,3804000.0,951000.0,4.0,0.0,2.0,3437000.0,2.0,0.0,0.0050041701417848205,0.0003897550702488821,0,0.21383816669779715,3
A00733,16,3,13,13.0,36708000.0,2823692.3076923075,13.0,0.0,3.0,2179000.0,3.0,0.0,0.013344453711426188,0.00044311240629893965,0,0.1576708021055517,0
A00081,17,7,10,10.0,8926000.0,892600.0,10.0,0.0,7.0,15959000.0,7.0,0.0,0.014178482068390324,0.0010697940525055578,0,0.09321794806737028,0
A00806,10,4,6,6.0,8675000.0,1445833.3333333333,6.0,0.0,4.0,5664000.0,4.0,0.0,0.008340283569641367,0.0006067639377996278,0,0.46374340275378245,2
A00654,11,5,6,6.0,16996000.0,2832666.6666666665,6.0,0.0,5.0,17937000.0,5.0,0.0,0.009174311926605505,0.0005036004499514742,0,0.27518961314159196,2
A00306,15,7,8,8.0,26718000.0,3339750.0,8.0,0.0,7.0,9410000.0,7.0,0.0,0.012510425354462052,0.0011777337073491298,0,0.2737292038901771,0
A00286,15,7,8,8.0,8762000.0,1095250.0,8.0,0.0,7.0,15314000.0,7.0,0.0,0.012510425354462052,0.0010999115505735903,0,0.40609354320031726,0
A00669,12,6,6,6.0,12170000.0,2028333.3333333333,6.0,0.0,6.0,8718000.0,6.0,0.0,0.010008340283569641,0.000875651047564859,0,0.4037883446578086,0
A00499,9,4,5,5.0,8361000.0,1672200.0,5.0,0.0,4.0,6483000.0,4.0,0.0,0.007506255212677231,0.0005321488309353369,0,0.2289846292168031,0
A00862,14,4,10,10.0,15002000.0,1500200.0,10.0,0.0,4.0,4771000.0,4.0,0.0,0.011676396997497914,0.0004990670029325603,0,0.17048693112708913,0
A01024,7,5,2,2.0,1968000.0,984000.0,2.0,1.0,5.0,6152000.0,5.0,0.5,0.005838198498748957,0.0005974923284979743,1,0.7892227275360578,4
A00065,7,4,3,3.0,1193000.0,397666.6666666667,3.0,0.0,4.0,10114000.0,4.0,0.0,0.005838198498748957,0.0004443285113936616,0,0.2127329080297953,1
A00418,16,8,8,8.0,9715000.0,1214375.0,8.0,0.0,8.0,17859000.0,8.0,0.0,0.013344453711426188,0.0009005420061574519,0,0.42073341768943545,0
A00008,7,3,4,4.0,10242000.0,2560500.0,4.0,0.0,3.0,6468000.0,3.0,0.0,0.005838198498748957,0.00041761303235576537,0,0.3270571318522458,1
A00936,10,4,6,6.0,8149000.0,1358166.6666666667,6.0,0.0,4.0,7591000.0,4.0,0.0,0.008340283569641367,0.0005726284602814851,0,0.4369777362873229,0
A01067,17,11,6,6.0,9207000.0,1534500.0,6.0,0.0,11.0,26830000.0,11.0,0.0,0.014178482068390324,0.0014072168554290687,0,0.047794290829838444,0
A01025,12,6,6,6.0,8220000.0,1370000.0,6.0,0.0,6.0,16238000.0,6.0,0.0,0.010008340283569641,0.0007436446007675826,0,0.4404405375820094,1
A01147,9,6,3,3.0,16427000.0,5475666.666666667,3.0,0.0,6.0,58758000.0,6.0,0.0,0.007506255212677231,0.0007980365082756167,0,0.15138880309282193,4
A00359,8,5,3,3.0,2032000.0,677333.3333333334,3.0,0.0,5.0,6016000.0,5.0,0.0,0.006672226855713094,0.0007693568762689401,0,0.343671114503881,0
A00852,8,2,6,6.0,17232000.0,2872000.0,6.0,0.0,2.0,2092000.0,2.0,0.0,0.006672226855713094,0.00029436885462531294,0,0.3917838007523745,4
A00042,11,7,4,4.0,27337000.0,6834250.0,4.0,0.0,7.0,16421000.0,7.0,0.0,0.009174311926605505,0.000825001809297078,0,0.06015360784204792,4
A00709,7,3,4,4.0,5450000.0,1362500.0,4.0,0.0,3.0,3355000.0,3.0,0.0,0.005838198498748957,0.0005345340426028087,0,0.13623734992363207,3
A00542,22,11,11,11.0,16920000.0,1538181.8181818181,11.0,0.0,11.0,12730000.0,11.0,0.0,0.01834862385321101,0.0015177668955170269,0,0.19068555907447238,1
A00539,14,5,9,9.0,20373000.0,2263666.6666666665,9.0,0.0,5.0,8388000.0,5.0,0.0,0.011676396997497914,0.00048689337763879585,0,0.3036549490523517,4
A00277,12,6,6,6.0,5723000.0,953833.3333333334,6.0,0.0,6.0,13470000.0,6.0,0.0,0.010008340283569641,0.0004954950516650348,0,0.24262361897825244,0
A00477,10,6,4,4.0,9346000.0,2336500.0,4.0,0.0,6.0,12200000.0,6.0,0.0,0.008340283569641367,0.0008423165315224653,0,0.36353921523764493,5
A00249,13,5,8,8.0,14695000.0,1836875.0,8.0,0.0,5.0,7253000.0,5.0,0.0,0.010842368640533777,0.0009529853639228601,0,0.2885921629997384,3
A00138,11,7,4,4.0,4656000.0,1164000.0,4.0,0.0,7.0,9323000.0,7.0,0.0,0.009174311926605505,0.0009416019645774395,0,0.01816834452093864,1
A00330,12,4,8,8.0,74300000.0,9287500.0,8.0,1.0,4.0,7849000.0,4.0,0.125,0.010008340283569641,0.0004053477431762081,1,0.9425286051207568,2
A00629,12,8,4,4.0,7798000.0,1949500.0,4.0,0.0,8.0,52135000.0,8.0,0.0,0.010008340283569641,0.0010504849265184247,0,0.024025115753703984,1
A00660,10,7,3,3.0,7101000.0,2367000.0,3.0,1.0,7.0,10050000.0,7.0,0.3333333333333333,0.008340283569641367,0.0008177567529374583,1,0.9036875054189951,0
A01064,13,6,7,7.0,36469000.0,5209857.142857143,7.0,0.0,6.0,19857000.0,6.0,0.0,0.010842368640533777,0.0009053699188816231,0,0.3185603971650089,3
A00360,26,14,12,12.0,44769000.0,3730750.0,12.0,0.0,14.0,24194000.0,14.0,0.0,0.021684737281067554,0.001803723617487816,0,0.2739206144313634,3
A01040,10,6,4,4.0,2892000.0,723000.0,4.0,0.0,6.0,24540000.0,6.0,0.0,0.008340283569641367,0.0011283849814671585,0,0.01539291055500323,0
A00226,16,6,10,10.0,22261000.0,2226100.0,10.0,0.0,6.0,13807000.0,6.0,0.0,0.013344453711426188,0.000637581105177615,0,0.37206194449251123,2
A00525,16,9,7,8.0,28490000.0,3561250.0,7.0,0.0,9.0,20944000.0,9.0,0.0,0.013344453711426188,0.0010781502431640273,0,0.19435087052105446,3
A00816,8,4,4,4.0,8264000.0,2066000.0,4.0,0.0,4.0,8861000.0,4.0,0.0,0.006672226855713094,0.0006309544682405395,0,0.2767896412589853,5
A00375,11,7,4,4.0,15262000.0,3815500.0,4.0,0.0,7.0,4891000.0,7.0,0.0,0.009174311926605505,0.00103001281277609,0,0.009365689886743184,5
A00363,13,6,7,8.0,31180000.0,3897500.0,7.0,0.0,6.0,7857000.0,6.0,0.0,0.010842368640533777,0.0007187000751084335,0,0.33911321936153865,1
A00197,13,10,3,3.0,9915000.0,3305000.0,3.0,0.0,10.0,10934000.0,10.0,0.0,0.010842368640533777,0.0014933457769091723,0,0.024011298084621244,1
A00411,15,5,10,10.0,10472000.0,1047200.0,10.0,0.0,5.0,13491000.0,5.0,0.0,0.012510425354462052,0.000543805406370429,0,0.2301380647766502,1
A00653,19,9,10,10.0,10831000.0,1083100.0,10.0,0.0,9.0,9544000.0,9.0,0.0,0.0158465387823186,0.0010869719002051398,0,0.05595678547290445,1
A00540,12,5,7,7.0,21882000.0,3126000.0,7.0,0.0,5.0,11689000.0,5.0,0.0,0.010008340283569641,0.0007958354391808179,0,0.26300203637326486,1
A00040,12,6,6,6.0,13181000.0,2196833.3333333335,6.0,1.0,6.0,8666000.0,6.0,0.16666666666666666,0.010008340283569641,0.0009841092097301056,1,0.706970086883977,2
A00046,11,8,3,3.0,5016000.0,1672000.0,3.0,0.0,9.0,34903000.0,8.0,0.0,0.009174311926605505,0.0008449109679701662,0,0.022887618058938707,0
A00510,11,4,7,7.0,14311000.0,2044428.5714285714,7.0,0.0,4.0,2898000.0,4.0,0.0,0.009174311926605505,0.0006547527639451298,0,0.3332619325168537,2
A00969,11,4,7,7.0,19945000.0,2849285.714285714,7.0,0.0,4.0,14379000.0,4.0,0.0,0.009174311926605505,0.0006323947009213119,0,0.2823819097006163,0
A00024,9,7,2,2.0,2058000.0,1029000.0,2.0,0.0,7.0,8749000.0,7.0,0.0,0.007506255212677231,0.0010566410736314604,0,0.028825436994382166,0
A00641,12,3,9,9.0,20735000.0,2303888.888888889,9.0,0.0,3.0,5527000.0,3.0,0.0,0.010008340283569641,0.0004906306877943327,0,0.32979215830191017,3
A01187,7,2,5,5.0,7155000.0,1431000.0,5.0,0.0,2.0,2253000.0,2.0,0.0,0.005838198498748957,0.0002975973488597257,0,0.1007847705138989,0
A01199,10,3,7,7.0,8639000.0,1234142.857142857,7.0,0.0,3.0,4119000.0,3.0,0.0,0.008340283569641367,0.0005070071078613241,0,0.34448190089725667,3
A00485,8,2,6,6.0,20222000.0,3370333.3333333335,6.0,0.0,2.0,2061000.0,2.0,0.0,0.006672226855713094,0.0002878956280051208,0,0.4350716691706768,3
A00105,13,5,8,8.0,10080000.0,1260000.0,8.0,0.0,5.0,6783000.0,5.0,0.0,0.010842368640533777,0.0005874573648654242,0,0.4663133629054289,1
A00356,13,4,9,9.0,10548000.0,1172000.0,9.0,0.0,4.0,22062000.0,4.0,0.0,0.010842368640533777,0.0005203870439992473,0,0.2714001299419393,0
A00644,15,8,7,7.0,6213000.0,887571.4285714285,7.0,0.0,8.0,9160000.0,8.0,0.0,0.012510425354462052,0.0012002447689365208,0,0.4035528759966097,3
A00931,13,9,4,4.0,8249000.0,2062250.0,4.0,0.0,9.0,15703000.0,9.0,0.0,0.010842368640533777,0.0009160964029434271,0,0.05475346587554461,4
A00768,14,8,6,6.0,25414000.0,4235666.666666667,6.0,0.0,8.0,14986000.0,8.0,0.0,0.011676396997497914,0.000925352362923013,0,0.5635388010309962,3
A00490,10,4,6,6.0,18654000.0,3109000.0,6.0,0.0,4.0,5161000.0,4.0,0.0,0.008340283569641367,0.0006592399470187797,0,0.26759504698606396,2
A00552,10,6,4,4.0,18910000.0,4727500.0,4.0,0.0,6.0,20219000.0,6.0,0.0,0.008340283569641367,0.0004956975453793547,0,0.17894512091627307,1
A00642,13,7,6,6.0,26347000.0,4391166.666666667,6.0,1.0,7.0,11908000.0,7.0,0.16666666666666666,0.010842368640533777,0.0009313320593919482,1,0.8666970380354952,5
A01062,11,9,2,2.0,1162000.0,581000.0,2.0,0.0,9.0,11654000.0,9.0,0.0,0.009174311926605505,0.0012667872532536617,0,0.009969360753816514,0
A00165,11,5,6,6.0,6729000.0,1121500.0,6.0,1.0,5.0,11008000.0,5.0,0.16666666666666666,0.009174311926605505,0.0007729843694569842,1,0.6718350114507329,3
A00407,15,7,8,8.0,14157000.0,1769625.0,8.0,0.0,7.0,31332000.0,7.0,0.0,0.012510425354462052,0.001146511616258724,0,0.2417975917813287,3
A00144,9,5,4,4.0,18673000.0,4668250.0,4.0,0.0,5.0,3653000.0,5.0,0.0,0.007506255212677231,0.0006824034039856677,0,0.13746804048772332,1
A00241,12,5,7,7.0,9802000.0,1400285.7142857143,7.0,0.0,5.0,39022000.0,5.0,0.0,0.010008340283569641,0.0008217083215343469,0,0.29692541095022923,0
A00690,16,8,8,8.0,13817000.0,1727125.0,8.0,0.0,8.0,26881000.0,8.0,0.0,0.013344453711426188,0.0010349012478689352,0,0.3334801987027392,0
A00849,7,2,5,5.0,13103000.0,2620600.0,5.0,0.0,2.0,1209000.0,2.0,0.0,0.005838198498748957,0.0003018724999826329,0,0.18508710992424285,2
A00225,15,8,7,8.0,13937000.0,1742125.0,7.0,0.0,8.0,21717000.0,8.0,0.0,0.012510425354462052,0.0009966137356586622,0,0.29394477143050646,3
A00362,12,4,8,9.0,15981000.0,1775666.6666666667,8.0,0.0,4.0,9749000.0,4.0,0.0,0.010008340283569641,0.0008550735187883133,0,0.2994504833318453,1
A01198,13,5,8,8.0,19850000.0,2481250.0,8.0,0.0,5.0,6428000.0,5.0,0.0,0.010842368640533777,0.000589367718199983,0,0.28830017462938445,0
A01195,11,7,4,4.0,5705000.0,1426250.0,4.0,0.0,7.0,14789000.0,7.0,0.0,0.009174311926605505,0.0010296446271168575,0,0.008505102570704946,4
A01027,11,4,7,7.0,4975000.0,710714.2857142857,7.0,0.0,4.0,8539000.0,4.0,0.0,0.009174311926605505,0.0004055475705701055,0,0.36743427513265065,1
A00304,13,6,7,7.0,11033000.0,1576142.857142857,7.0,0.0,6.0,23243000.0,6.0,0.0,0.010842368640533777,0.0006755119597853775,0,0.36050037400009655,4
A00882,11,3,8,8.0,17302000.0,2162750.0,8.0,1.0,3.0,7098000.0,3.0,0.125,0.009174311926605505,0.00046859174155810125,1,0.7775364505187681,5
A00858,11,5,6,7.0,8622000.0,1231714.2857142857,6.0,0.0,6.0,12892000.0,5.0,0.0,0.009174311926605505,0.0004952662894911485,0,0.35056566003401896,1
A00715,10,4,6,7.0,9924000.0,1417714.2857142857,6.0,0.0,4.0,14186000.0,4.0,0.0,0.008340283569641367,0.00048234306274239254,0,0.4031232793229783,0
A00947,11,7,4,4.0,18471000.0,4617750.0,4.0,0.0,7.0,5531000.0,7.0,0.0,0.009174311926605505,0.0009046067237623686,0,0.02545625113582336,0
A00073,16,5,11,11.0,13866000.0,1260545.4545454546,11.0,0.0,6.0,11635000.0,5.0,0.0,0.013344453711426188,0.0004037225791372588,0,0.2042160177229738,0
A00155,14,6,8,8.0,18509000.0,2313625.0,8.0,0.0,6.0,15023000.0,6.0,0.0,0.011676396997497914,0.0009677569804513338,0,0.3982169355237975,0
A00471,23,14,9,9.0,15907000.0,1767444.4444444445,9.0,0.0,14.0,24180000.0,14.0,0.0,0.019182652210175146,0.0015476328525847892,0,0.06247821957836423,3
A00075,13,6,7,7.0,35253000.0,5036142.857142857,7.0,0.0,7.0,13608000.0,6.0,0.0,0.010842368640533777,0.0006064240204871312,0,0.40545581152547006,3
A00595,7,1,6,6.0,10169000.0,1694833.3333333333,6.0,0.0,1.0,3927000.0,1.0,0.0,0.005838198498748957,0.0002738300973416167,0,0.2703016334388846,1
A00415,13,8,5,5.0,29230000.0,5846000.0,5.0,0.0,8.0,8177000.0,8.0,0.0,0.010842368640533777,0.0008284308032979204,0,0.07396971440505987,1
A00056,14,7,7,7.0,10986000.0,1569428.5714285714,7.0,0.0,7.0,15479000.0,7.0,0.0,0.011676396997497914,0.001962961979748024,0,0.3565273972700887,1
A00264,12,5,7,7.0,8115000.0,1159285.7142857143,7.0,0.0,5.0,7118000.0,5.0,0.0,0.010008340283569641,0.0011315871138003336,0,0.30201978854150335,0
A01000,11,7,4,4.0,28107000.0,7026750.0,4.0,0.0,7.0,17945000.0,7.0,0.0,0.009174311926605505,0.0007618561274497365,0,0.06153341578822735,1
A00413,21,11,10,10.0,18285000.0,1828500.0,10.0,0.0,11.0,15808000.0,11.0,0.0,0.01751459549624687,0.0015995154604632582,0,0.18476847875207017,2
A00167,14,8,6,6.0,10100000.0,1683333.3333333333,6.0,0.0,9.0,25009000.0,8.0,0.0,0.011676396997497914,0.0010122292130764353,0,0.3020096011758331,2
A00162,11,7,4,4.0,5759000.0,1439750.0,4.0,0.0,7.0,17438000.0,7.0,0.0,0.009174311926605505,0.0010740834272052594,0,0.008505102570704946,2
A00124,17,8,9,10.0,17315000.0,1731500.0,9.0,0.0,8.0,5582000.0,8.0,0.0,0.014178482068390324,0.0008432538670002355,0,0.13926630545989016,0
A00183,8,4,4,4.0,4050000.0,1012500.0,4.0,0.0,5.0,13249000.0,4.0,0.0,0.006672226855713094,0.0005102725973056115,0,0.22432612735998073,0
A00439,9,5,4,5.0,11745000.0,2349000.0,4.0,0.0,6.0,7766000.0,5.0,0.0,0.007506255212677231,0.0008967532143880744,0,0.11753345845610864,1
A01019,16,11,5,5.0,7754000.0,1550800.0,5.0,0.0,12.0,9639000.0,11.0,0.0,0.013344453711426188,0.001890587341116351,0,0.024105568960814568,1
A00099,11,7,4,4.0,4645000.0,1161250.0,4.0,0.0,7.0,35285000.0,7.0,0.0,0.009174311926605505,0.0007863724290395121,0,0.05584794162932688,2
A00600,9,3,6,6.0,9858000.0,1643000.0,6.0,0.0,3.0,2334000.0,3.0,0.0,0.007506255212677231,0.0004779052640459725,0,0.220477463942908,2
A00530,17,8,9,9.0,29397000.0,3266333.3333333335,9.0,0.0,8.0,5463000.0,8.0,0.0,0.014178482068390324,0.0009829393183089525,0,0.14479626602228676,0
A00422,13,5,8,9.0,10294000.0,1143777.7777777778,8.0,0.0,5.0,8580000.0,5.0,0.0,0.010842368640533777,0.00076937691762625,0,0.4317120320022398,3
A00774,9,5,4,4.0,12039000.0,3009750.0,4.0,0.0,5.0,23998000.0,5.0,0.0,0.007506255212677231,0.0008020637641936821,0,0.2682995262947256,1
A00243,13,5,8,8.0,19720000.0,2465000.0,8.0,0.0,5.0,8418000.0,5.0,0.0,0.010842368640533777,0.0007769011240942914,0,0.35077756698067253,0
A00724,10,7,3,3.0,15356000.0,5118666.666666667,3.0,0.0,7.0,37543000.0,7.0,0.0,0.008340283569641367,0.0008788089456971412,0,0.06961531313048133,0
A00666,18,10,8,8.0,8696000.0,1087000.0,8.0,0.0,10.0,18712000.0,10.0,0.0,0.015012510425354461,0.0010349391331653567,0,0.06468170785486795,3
A01058,13,5,8,8.0,19022000.0,2377750.0,8.0,0.0,5.0,10360000.0,5.0,0.0,0.010842368640533777,0.0008212992114008235,0,0.399830673014398,0
A00022,12,9,3,3.0,5978000.0,1992666.6666666667,3.0,0.0,10.0,9364000.0,9.0,0.0,0.010008340283569641,0.001566402564009881,0,0.02089315844721964,1
A00417,7,5,2,2.0,1260000.0,630000.0,2.0,0.0,5.0,7193000.0,5.0,0.0,0.005838198498748957,0.0006425215536360252,0,0.27381921470013104,0
A00544,16,9,7,8.0,23454000.0,2931750.0,7.0,0.0,9.0,16671000.0,9.0,0.0,0.013344453711426188,0.0011721281283161558,0,0.1569890001050448,1
A00296,8,2,6,6.0,20002000.0,3333666.6666666665,6.0,0.0,2.0,5679000.0,2.0,0.0,0.006672226855713094,0.00031695910343656347,0,0.39949230378799244,0
A01057,13,7,6,6.0,5808000.0,968000.0,6.0,0.0,7.0,14626000.0,7.0,0.0,0.010842368640533777,0.0008552426984798644,0,0.3242580875417337,0
A00412,14,7,7,7.0,25831000.0,3690142.8571428573,7.0,1.0,7.0,23226000.0,7.0,0.14285714285714285,0.011676396997497914,0.0007243187951247507,1,0.882414158509562,1
A00262,7,4,3,3.0,14375000.0,4791666.666666667,3.0,0.0,4.0,8203000.0,4.0,0.0,0.005838198498748957,0.000890752234822039,0,0.043160056299218985,1
A00699,13,7,6,6.0,5898000.0,983000.0,6.0,0.0,7.0,14863000.0,7.0,0.0,0.010842368640533777,0.001366785102965259,0,0.3100953633484322,1
A00505,15,8,7,7.0,11404000.0,1629142.857142857,7.0,0.0,8.0,19919000.0,8.0,0.0,0.012510425354462052,0.0008418646157361793,0,0.4903635598124504,0
A00125,7,2,5,5.0,7568000.0,1513600.0,5.0,0.0,2.0,903000.0,2.0,0.0,0.005838198498748957,0.0002635832160311954,0,0.08900469300073004,5
A01098,9,2,7,7.0,10914000.0,1559142.857142857,7.0,0.0,2.0,11655000.0,2.0,0.0,0.007506255212677231,0.0003414495831592306,0,0.32411975389305775,2
A01152,16,7,9,9.0,16734000.0,1859333.3333333333,9.0,0.0,7.0,15968000.0,7.0,0.0,0.013344453711426188,0.00096729328464274,0,0.6036651530416101,4
A00201,6,2,4,4.0,16198000.0,4049500.0,4.0,0.0,2.0,4761000.0,2.0,0.0,0.0050041701417848205,0.00037797984706810443,0,0.22916803771249372,1
A00903,11,6,5,5.0,4886000.0,977200.0,5.0,0.0,6.0,16597000.0,6.0,0.0,0.009174311926605505,0.0009198143582042559,0,0.022255292270424363,1
A00084,13,6,7,7.0,13898000.0,1985428.5714285714,7.0,0.0,6.0,6925000.0,6.0,0.0,0.010842368640533777,0.0006831518188054312,0,0.33729724336927414,3
A00604,12,4,8,8.0,18566000.0,2320750.0,8.0,0.0,4.0,16769000.0,4.0,0.0,0.010008340283569641,0.0006431804749239643,0,0.47039723048537163,0
A00977,8,6,2,2.0,1745000.0,872500.0,2.0,0.0,6.0,4512000.0,6.0,0.0,0.006672226855713094,0.0005821891976719722,0,0.259105668779619,0
A00650,6,4,2,2.0,3435000.0,1717500.0,2.0,0.0,4.0,15644000.0,4.0,0.0,0.0050041701417848205,0.0007575215553393728,0,0.25028749920706445,5
A00592,9,6,3,3.0,6871000.0,2290333.3333333335,3.0,0.0,6.0,5743000.0,6.0,0.0,0.007506255212677231,0.0007644833245831684,0,0.2770587360594345,5
A01177,12,7,5,5.0,7610000.0,1522000.0,5.0,0.0,8.0,11933000.0,7.0,0.0,0.010008340283569641,0.0008056424468688056,0,0.1493055832257858,2
A00855,17,10,7,7.0,16850000.0,2407142.8571428573,7.0,0.0,10.0,12414000.0,10.0,0.0,0.014178482068390324,0.0014463585789559782,0,0.1760039536711422,2
A00039,13,8,5,5.0,14567000.0,2913400.0,5.0,0.0,8.0,20643000.0,8.0,0.0,0.010842368640533777,0.0009136265147054706,0,0.046164538245388555,2
A00853,15,7,8,8.0,9242000.0,1155250.0,8.0,0.0,7.0,9431000.0,7.0,0.0,0.012510425354462052,0.0007305112906178276,0,0.4936000864538431,0
A01077,11,5,6,6.0,5145000.0,857500.0,6.0,0.0,5.0,9466000.0,5.0,0.0,0.009174311926605505,0.0006704130678580586,0,0.35547388180918926,3
A00177,17,13,4,4.0,9949000.0,2487250.0,4.0,0.0,13.0,30913000.0,13.0,0.0,0.014178482068390324,0.001969242587900227,0,0.030215595475738374,3
A00464,9,4,5,5.0,20049000.0,4009800.0,5.0,0.0,4.0,4571000.0,4.0,0.0,0.007506255212677231,0.0004740521358530317,0,0.28229874703880226,0
A00283,10,3,7,7.0,7778000.0,1111142.857142857,7.0,0.0,3.0,3250000.0,3.0,0.0,0.008340283569641367,0.000741565220987089,0,0.3662260717579317,3
A00098,11,7,4,4.0,2477000.0,619250.0,4.0,0.0,7.0,17396000.0,7.0,0.0,0.009174311926605505,0.001121656396372066,0,0.007756168361694691,3
A00729,11,8,3,3.0,8735000.0,2911666.6666666665,3.0,0.0,8.0,24401000.0,8.0,0.0,0.009174311926605505,0.0009240443082022453,0,0.035704317180896956,3
A01004,15,5,10,10.0,47300000.0,4730000.0,10.0,0.0,6.0,12450000.0,5.0,0.0,0.012510425354462052,0.0006364301175335928,0,0.2982532230351336,1
A01070,10,9,1,1.0,1191000.0,1191000.0,1.0,0.0,9.0,14950000.0,9.0,0.0,0.008340283569641367,0.0010009177236342786,0,0.01664790303036587,1
A01091,12,7,5,5.0,6314000.0,1262800.0,5.0,0.0,7.0,9414000.0,7.0,0.0,0.010008340283569641,0.0007110701875626803,0,0.049103153396828254,4
