Loan_ID,Customer_Segment,Loan_Type,Loan_Amount,Interest_Rate,Tenor_Months,PD_Base,LGD_Base,Annual_Operating_Cost,EAD,Expected_Loss_Base,Expected_Interest_Income,Expected_Profit_Base,Maturity_Years
L00654,Mass,Consumer,52209060.220782526,0.0917013854434803,12,0.04900488460039366,0.2612682766432808,945539.4327738639,52209060.220782526,668454.6170028063,4787643.154947854,3173649.1051711836,1.0
L00655,Affluent,Consumer,259454425.98242667,0.11185980170297748,60,0.08849475336395664,0.15,2363371.148926886,259454425.98242667,3444053.3154752683,29022520.641354095,23215096.176951945,5.0
L00656,Mass,Consumer,52053075.25599906,0.09460062344052443,60,0.10497386000728871,0.15,2157670.02315865,52053075.25599906,819631.8352308164,4924253.371214047,1946951.512824581,5.0
L00657,Affluent,Working Capital,55914384.356934875,0.09133382841882084,24,0.01,0.4439696582646616,2094661.8567364162,55914384.356934875,248242.9011502732,5106874.78700029,2763970.029113601,2.0
L00658,Mass,Auto,67561094.1986238,0.10940047091464032,48,0.12805671995464005,0.39530804969098077,3626398.461685446,67561094.1986238,3420067.7260127016,7391215.520837818,344749.33313967055,4.0
L00659,Mass,Consumer,130719957.20242205,0.13288955916731598,12,0.04306565932367116,0.3799735075253118,4770005.755443219,130719957.20242205,2139076.4941238095,17371317.48700028,10462235.237433251,1.0
L00660,Mass,Auto,191155994.94033918,0.08142931868821104,48,0.05855545249885915,0.4494123534728285,3451027.8819314097,191155994.94033918,5030373.941462131,15565702.431158938,7084300.607765397,4.0
L00661,Mass,Consumer,293534716.8150379,0.13197001394003122,36,0.10930544666996966,0.2075404264692376,2030923.169867917,293534716.8150379,6658922.822906442,38737780.669963665,30047934.677189305,3.0
L00662,Affluent,Consumer,262754521.23989773,0.094654154065508,48,0.039898454113401115,0.47064007635961735,2568701.525241962,262754521.23989773,4933954.868135613,24870806.934850074,17368150.5414725,4.0
L00663,Mass,Mortgage,120069654.03866176,0.11122425458264756,36,0.06454358010011144,0.33041739014952315,4190345.441779901,120069654.03866176,2560644.018917741,13354657.768446533,6603668.307748891,3.0
L00664,Mass,Consumer,257980299.40203753,0.1336353129798335,36,0.09496412349233396,0.5560477991912247,3750952.655092124,257980299.40203753,13622544.42043428,34475278.05322244,17101780.977696035,3.0
L00665,Mass,Consumer,72547537.1847458,0.11085582466143801,60,0.09535999371015204,0.3118936719517,3225046.328800989,72547537.1847458,2157721.8076160387,8042317.061771335,2659548.925354308,5.0
L00666,Affluent,Auto,30625782.87904591,0.0996451611324146,12,0.10630163903595959,0.38039746987602346,1897745.8742578125,30625782.87904591,1238410.9397534505,3051711.069788874,-84445.74422238884,1.0
L00667,Affluent,Consumer,72540384.836196,0.1179271612085053,24,0.03754482052580759,0.2213703986004956,4198791.744500279,72540384.836196,602905.7626447589,8554481.6567051,3752784.149560062,2.0
L00668,Priority,Working Capital,65548895.286317505,0.10188300835801607,36,0.1013695531102518,0.15565759111052435,4898598.780645052,65548895.286317505,1034292.1152265815,6678318.646314607,745427.7504429733,3.0
L00669,Mass,Mortgage,74701594.6225235,0.11438431889270305,36,0.10674375369549415,0.24346268615624073,3767048.1258143187,74701594.6225235,1941354.080324453,8544691.021096159,2836288.814957387,3.0
L00670,Mass,Auto,58437668.81459456,0.10131574202919924,12,0.06033374896901547,0.19382184385820447,10890615.016108597,58437668.81459456,683370.0098281859,5920655.778407244,-5653329.247529538,1.0
L00671,Mass,Mortgage,84915747.547443,0.12050075214580269,36,0.08901067643368603,0.15168622052538372,3635521.8622149257,84915747.547443,1146506.3622869677,10232411.448489983,5450383.223988089,3.0
L00672,Mass,Working Capital,191044169.13968402,0.07990382953409611,36,0.07963041235103009,0.39565851816948316,4436967.480669958,191044169.13968402,6019123.744671442,15265160.724420337,4809069.499078938,3.0
L00673,Priority,Consumer,434386447.4349904,0.08675661076631383,48,0.10366791812239745,0.2551628246826284,3444022.0046487916,434386447.4349904,11490476.67099473,37685895.9422793,22751397.266635783,4.0
L00674,Affluent,Mortgage,32900303.645912483,0.07963928835237696,60,0.12462734459146513,0.4879949918607161,2343143.8056761813,32900303.645912483,2000914.8753050494,2620156.7689375835,-1723901.9120436471,5.0
L00675,Mass,Mortgage,45681379.888420105,0.10398427027446588,36,0.04247125604942468,0.5005716792599265,1388548.4489473018,45681379.888420105,971181.9319564933,4750144.952828026,2390414.571924231,3.0
L00676,Mass,Working Capital,66281249.799231656,0.07746831206142413,36,0.13758828693607855,0.15,1701745.999897019,66281249.799231656,1367928.5423787876,5134696.543268084,2065022.0009922767,3.0
L00677,Affluent,Consumer,213107802.10779634,0.09254703164879725,36,0.050416010865404065,0.5029797593607176,1710582.4065145312,213107802.10779634,5404037.302739552,19722494.50627585,12607874.797021767,3.0
L00678,Mass,Mortgage,102902420.0010471,0.08506484511776145,12,0.01788219595745664,0.511552781882578,1365935.4948835007,102902420.0010471,941319.1387887639,8753378.41963191,6446123.785959645,1.0
L00679,Mass,Auto,69714604.21563728,0.1316341721316988,48,0.09952762746917367,0.264509243995454,2166184.368037054,69714604.21563728,1835305.1018999526,9176824.211414455,5175334.7414774485,4.0
L00680,Mass,Consumer,205416884.79305464,0.0871677536608349,60,0.015272047374618564,0.33085071235401786,2504044.781943308,205416884.79305464,1037923.8114034176,17905728.41141709,14363759.818070365,5.0
L00681,Mass,Working Capital,245865451.83367753,0.08184217734737984,60,0.018760237469707435,0.3660615106826899,4535676.421608543,245865451.83367753,1688456.617561753,20122163.91256551,13898030.873395214,5.0
L00682,Mass,Consumer,118323425.98292877,0.10947009360778384,60,0.07200815850713195,0.3020278820789094,1368458.9071335208,118323425.98292877,2573353.6703512226,12952876.518344896,9011063.940860152,5.0
L00683,Mass,Consumer,65061132.169100255,0.1353627807821099,36,0.09221437523621372,0.15,3904962.1218222566,65061132.169100255,899935.748270146,8806855.771241795,4001957.901149393,3.0
L00684,Mass,Mortgage,146966022.1476453,0.10291079257357767,48,0.083455092981671,0.29968976809636255,2858697.651111348,146966022.1476453,3675713.8991872063,15124389.820600146,8589978.270301593,4.0
L00685,Mass,Mortgage,100739762.87092316,0.10430305248341284,24,0.11565004088451612,0.15,3017870.876938056,100739762.87092316,1747583.6542078082,10507464.773892462,5742010.242746597,2.0
L00686,Mass,Consumer,100156284.39245082,0.12823363429941256,60,0.04632632285338258,0.46516668652782656,2382604.0117278085,100156284.39245082,2158314.0546646845,12843404.3455695,8302486.279177008,5.0
L00687,Mass,Consumer,81711240.81123748,0.12080812808789602,36,0.1658108768435545,0.394575065977598,7115262.2529815985,81711240.81123748,5345944.665918,9871382.046144895,-2589824.8727547033,3.0
L00688,Priority,Consumer,240141702.99992195,0.11265746972301406,24,0.08487961651060365,0.46427283371935923,1687368.2811203043,240141702.99992195,9463336.15241421,27053756.63494674,15903052.201412227,2.0
L00689,Affluent,Auto,144734627.79802525,0.09451786688879651,60,0.11188541474585623,0.33671406243973895,1891019.3537019838,144734627.79802525,5452644.445259982,13680008.284413258,6336344.485451292,5.0
L00690,Mass,Working Capital,260933974.5374619,0.11320724231315903,36,0.04033744327851894,0.41989125533752747,2651581.31317546,260933974.5374619,4419527.364791919,29539615.683198117,22468507.00523074,3.0
L00691,Mass,Mortgage,326926819.37474984,0.08050588628365163,60,0.08960361462749404,0.26825323601270246,3046782.2268560566,326926819.37474984,7858163.28025812,26319533.343659528,15414587.836545352,5.0
L00692,Affluent,Consumer,169309316.88494676,0.09377384011093323,48,0.03843122936667772,0.224748679338645,2797559.538217173,169309316.88494676,1462386.8834710908,15876784.810860327,11616838.389172062,4.0
L00693,Mass,Mortgage,82075036.37815326,0.13076632771719449,60,0.16654923581975423,0.19449995258614125,2438349.5894981637,82075036.37815326,2658723.829368979,10732651.10442625,5635577.685559107,5.0
L00694,Mass,Working Capital,261840729.68467277,0.12843586832534018,36,0.01,0.19301872847566873,3252750.778109254,261840729.68467277,505401.6470687683,33629741.47999162,29871589.0548136,3.0
L00695,Affluent,Auto,170160186.93767947,0.11287472458803677,36,0.024152234537015836,0.15,3377375.5750135053,170160186.93767947,616462.311567194,19206784.23643942,15212946.349858722,3.0
L00696,Mass,Consumer,845575597.039451,0.07027163301522016,48,0.057452365077893516,0.5053139820547489,2452202.3174022688,845575597.039451,24548313.888579745,59419978.041781984,32419461.835799966,4.0
L00697,Affluent,Consumer,151421737.7782553,0.08325201249630329,12,0.1177355631702019,0.21043222600371495,6263012.697295028,151421737.7782553,3751527.5561575633,12606164.405727271,2591624.1522746803,1.0
L00698,Mass,Working Capital,202503621.8453316,0.09276949628494675,12,0.09869863380009226,0.21518082129300076,3117734.786424996,202503621.8453316,4300782.669967604,18786158.994468752,11367641.538076153,1.0
L00699,Mass,Working Capital,149203278.4798931,0.1019094174359031,60,0.20504192669879975,0.27817581922973517,2178242.4696344477,149203278.4798931,8510212.722605642,15205219.189412722,4516763.997172633,5.0
L00700,Mass,Consumer,111404508.60383195,0.08249259929089267,60,0.10313050507796602,0.15,4655349.424508282,111404508.60383195,1723380.48604137,9190047.487454714,2811317.5769050624,5.0
L00701,Mass,Auto,98829691.4733115,0.10056635297551983,60,0.04102943495510311,0.6286090931481493,906335.3925577464,98829691.4733115,2548963.6057897587,9938941.637166766,6483642.638819261,5.0
L00702,Mass,Consumer,149631353.57116866,0.13681131428679638,12,0.12421697479490888,0.3011235433805836,1424303.8188324133,149631353.57116866,5596909.247030977,20471262.140583906,13450049.074720517,1.0
L00703,Mass,Consumer,177394054.85207948,0.1122150457834561,24,0.15243042886736327,0.5180250000515906,2257644.204913733,177394054.85207948,14007526.470976248,19906281.986939024,3641111.3110490427,2.0
L00704,Affluent,Auto,285226233.61018497,0.10893887932129866,60,0.14763255360013214,0.4712372541887399,1387254.6574295538,285226233.61018497,19843177.431435883,31072226.24252848,9841794.153663043,5.0
L00705,Mass,Mortgage,151279582.03809166,0.08668400245766722,12,0.09516643097495052,0.21488588589611413,3735742.0620827936,151279582.03809166,3093655.7780741337,13113519.661184806,6284121.821027879,1.0
L00706,Mass,Consumer,84802486.2380607,0.07549827383917487,36,0.10635651932541795,0.15,3672675.1948792636,84802486.2380607,1352894.589963269,6402441.328243965,1376871.5434014332,3.0
L00707,Affluent,Working Capital,93911349.35705832,0.0828924643402253,36,0.08074583514137822,0.27242141452445023,5651062.757216016,93911349.35705832,2065758.056008867,7784543.177722397,67722.36449751444,3.0
L00708,Affluent,Auto,44491094.05755254,0.07477099533526181,60,0.04474549936225904,0.4335788881641583,1872887.267683893,44491094.05755254,863158.5403887541,3326643.386237955,590597.5781653081,5.0
L00709,Mass,Consumer,417131752.63672614,0.10635063472034716,36,0.35,0.15,3320249.226479839,417131752.63672614,21899417.013428118,44362226.654926665,19142560.415018708,3.0
L00710,Mass,Mortgage,79966798.72883637,0.11190994447933246,24,0.03489436278144891,0.21943079229712403,4740580.7061579665,79966798.72883637,612297.5950110541,8949080.005934032,3596201.7047650116,2.0
L00711,Priority,Auto,247911564.5182432,0.08762478084925177,36,0.07566490328791106,0.3431237762582712,2711657.1319986335,247911564.5182432,6436385.982128549,21723196.5109062,12575153.396779018,3.0
L00712,Mass,Mortgage,147658900.2668091,0.10766254811836465,12,0.020782231232556587,0.45337475840577246,4092814.51845237,147658900.2668091,1391262.692379716,15897333.455080142,10413256.244248055,1.0
L00713,Affluent,Working Capital,150699926.19908583,0.1314418886921811,48,0.053373655465354435,0.18872286110939768,2378009.267790567,150699926.19908583,1517974.5819864557,19808282.925380144,15912299.07560312,4.0
L00714,Affluent,Auto,109881865.23989816,0.14023855216225026,36,0.14671243915963386,0.41179828523540074,4824213.265958333,109881865.23989816,6638615.174050935,15409673.690130811,3946845.250121543,3.0
L00715,Affluent,Consumer,66462812.207103014,0.11886738631348592,36,0.28542091425176785,0.24442896214258042,1708779.9078726827,66462812.207103014,4636787.255151427,7900260.774102382,1554693.6110782723,3.0
L00716,Mass,Consumer,58037548.69737287,0.10185287092874981,36,0.029372639408186206,0.39408262387585463,1150881.0921969009,58037548.69737287,671798.9503113814,5911290.95649455,4088610.913986268,3.0
L00717,Mass,Auto,438710957.2017305,0.11828587638977259,24,0.13234734757302793,0.15,2068552.3388226589,438710957.2017305,8709334.730530981,51893310.0544027,41115422.98504906,2.0
L00718,Mass,Working Capital,130707571.83759108,0.1293325797062033,12,0.10501898861803058,0.4271898776170727,2392549.999591518,130707571.83759108,5863940.1863234,16904747.452889543,8648257.266974624,1.0
L00719,Mass,Consumer,279064392.4274491,0.06886989351976994,60,0.03813075020450622,0.2303261838746631,3111387.3398045693,279064392.4274491,2450885.868173836,19219134.99163771,13656861.783659305,5.0
L00720,Priority,Consumer,339058258.3028155,0.13167724268033548,36,0.1001715080842513,0.3776721881271484,3132407.0026757824,339058258.3028155,12827249.5347372,44646256.56131171,28686600.023898724,3.0
L00721,Mass,Auto,88177915.9148285,0.09519743722932487,36,0.11689819577179208,0.4369317009729459,1753447.04749851,88177915.9148285,4503821.748812752,8394311.615314573,2137042.819003311,3.0
L00722,Mass,Consumer,164864028.95443168,0.09537066681112517,36,0.19676098247693136,0.23013135368306428,1517440.148439823,164864028.95443168,7465186.8687472455,15723192.374552798,6740565.357365729,3.0
L00723,Mass,Consumer,124120122.23596534,0.09861129649345347,60,0.05786261671777338,0.236813261723769,5637881.221766934,124120122.23596534,1700772.7307586502,12239646.174614465,4900992.222088881,5.0
L00724,Priority,Working Capital,50379351.089370936,0.11076151449796359,48,0.24387154066701333,0.23724770895921107,2333648.9391807006,50379351.089370936,2914846.6969674556,5580093.226083357,331597.58993520075,4.0
L00725,Mass,Auto,104415878.92376032,0.0849974234334222,12,0.06341038230547577,0.31149784703010397,1970777.205117086,104415878.92376032,2062443.0696874745,8875080.674055802,4841860.399251241,1.0
L00726,Mass,Working Capital,186442277.18403602,0.09987334737556287,36,0.10447147356985688,0.592847655385924,2932184.4931237656,186442277.18403602,11547427.010777466,18620614.31469221,4141002.810790979,3.0
L00727,Mass,Mortgage,82534781.75500162,0.11445498971696202,36,0.027510831357871027,0.28548736723164136,1539401.1787118358,82534781.75500162,648227.7479371924,9446517.597060416,7258888.670411387,3.0
L00728,Mass,Consumer,94053083.9976623,0.10893428248693186,48,0.06974582542554153,0.4126127081338775,1748658.255199404,94053083.9976623,2706660.9595504594,10245605.220968476,5790286.006218612,4.0
L00729,Mass,Working Capital,105368802.54328194,0.11185466125850645,60,0.05150600124250378,0.3330869080662273,3714443.019326249,105368802.54328194,1807704.5106777952,11785991.715693254,6263844.185689209,5.0
L00730,Mass,Consumer,584723298.4689021,0.09916856317713788,48,0.05956017883074295,0.15608221643557266,1505379.4273750328,584723298.4689021,5435754.266856407,57986169.365357764,51045035.67112632,4.0
L00731,Mass,Consumer,30324471.898471583,0.11748677914432784,60,0.26043783252542047,0.15,1286183.791027286,30324471.898471583,1184645.960057394,3562724.5326041067,1091894.7815194265,5.0
L00732,Mass,Working Capital,174814291.15383863,0.1240154901960514,36,0.07659541618054318,0.5156550758298246,2092747.155326463,174814291.15383863,6904607.741322645,21679680.01071855,12682325.114069443,3.0
L00733,Mass,Auto,99234668.57537138,0.1229359076189288,36,0.06268745586193314,0.657265468038994,2845704.086601181,99234668.57537138,4088696.5867565353,12199504.048576873,5265103.375219157,3.0
L00734,Mass,Working Capital,74217543.7870984,0.11269698419117644,48,0.10015091507093354,0.15,4971104.998319352,74217543.7870984,1114943.2386892473,8364093.3588825725,2278045.121873973,4.0
L00735,Mass,Consumer,97425205.68290998,0.12190006695702621,48,0.022330964503897394,0.21412626334882315,2964018.077178774,97425205.68290998,465852.843707885,11876139.096048778,8446268.175162118,4.0
L00736,Affluent,Working Capital,197951871.05302164,0.12067909051406514,24,0.059182293974780864,0.2591633851648067,3236033.5471806773,197951871.05302164,3036162.766179074,23888651.76423615,17616455.450876396,2.0
L00737,Mass,Mortgage,206620636.57161424,0.15317714232031462,36,0.06371853224818898,0.20745308404986446,1499236.9454463236,206620636.57161424,2731236.7916851216,31649558.654444158,27419084.91731271,3.0
L00738,Mass,Mortgage,137965628.4053941,0.12692520726087675,12,0.14834356048471173,0.48342684534847774,2744787.5196314305,137965628.4053941,9893964.908175701,17511315.98023175,4872563.552424619,1.0
L00739,Mass,Working Capital,272339031.67726576,0.10340260554056493,24,0.08534509561531446,0.2784819837561675,1428543.8573173662,272339031.67726576,6472701.246505804,28160565.46582373,20259320.36200056,2.0
L00740,Mass,Consumer,310789703.5573847,0.08858977282775635,60,0.04263371503035349,0.2627001120248087,3951119.345327656,310789703.5573847,3480807.917929601,27532789.235354453,20100861.972097196,5.0
L00741,Mass,Auto,221356317.43394813,0.10029947541433601,24,0.2966457920985954,0.1573299971076915,2646061.667037993,221356317.43394813,10330983.027750043,22201922.518274236,9224877.8234862,2.0
L00742,Mass,Mortgage,79666359.24619865,0.09902787259920037,60,0.11950631426646474,0.15,2436080.408808281,79666359.24619865,1428094.9446811944,7889190.073874689,4025014.720385213,5.0
L00743,Affluent,Auto,173872610.00858822,0.11420560621906561,36,0.0740377699360856,0.5754391347792958,3219161.1228649905,173872610.00858822,7407708.714975095,19857226.830921993,9230356.993081905,3.0
L00744,Mass,Working Capital,174494328.0557965,0.0923953875865926,48,0.14740445463155513,0.20718816267534435,1956138.8454499748,174494328.0557965,5329136.719085713,16122471.072377358,8837195.50784167,4.0
L00745,Mass,Auto,65089820.349428736,0.12645918908736725,60,0.062132843463414786,0.5424980014916002,1961643.9115807503,65089820.349428736,2193978.890817934,8231205.899231173,4075583.096832488,5.0
L00746,Mass,Consumer,36981307.12862305,0.07998786589388468,48,0.1278963444321687,0.18933392363401727,1553994.8818629477,36981307.12862305,895506.6682002036,2958055.8351848624,508554.285121711,4.0
L00747,Mass,Consumer,26322129.908313647,0.0756145475463045,60,0.03300253570090806,0.15,6091142.511641214,26322129.908313647,130304.55480345913,1990335.943472186,-4231111.122972487,5.0
L00748,Mass,Working Capital,126454601.2514987,0.10256791185734371,24,0.07349047052289057,0.384089640840132,2230805.376208439,126454601.2514987,3569424.978956451,12970184.395119265,7169954.039954374,2.0
L00749,Affluent,Working Capital,150057946.41513819,0.08983393711448079,36,0.06497684678523685,0.2799060351169438,2134619.946314554,150057946.41513819,2729165.6290089493,13480296.121785652,8616510.546462148,3.0
L00750,Affluent,Working Capital,49459569.57372332,0.08235179062828266,48,0.11013345697593893,0.3374997866781089,3536583.071808754,49459569.57372332,1838413.1029753794,4073084.118100242,-1301912.056683891,4.0
L00751,Mass,Consumer,262963697.99030393,0.09353274080991283,48,0.13150040903439572,0.15,2514630.787150794,262963697.99030393,5186975.07703834,24595715.406543296,16894109.542354163,4.0
L00752,Mass,Consumer,134512261.0021475,0.09129325507657939,48,0.10579924338327067,0.37791905329138387,783058.3066895264,134512261.0021475,5378277.699719291,12280062.154596474,6118726.148187656,4.0
L00753,Mass,Auto,330161260.7263682,0.10518241796221593,48,0.05329773670120766,0.3016395323498962,6873484.937983216,330161260.7263682,5307904.984398793,34727159.720653005,22545769.798270997,4.0
L00754,Mass,Auto,158442800.0581802,0.09383152581034329,24,0.03926201812446633,0.48544603483877896,1966902.5004881774,158442800.0581802,3019854.9689016817,14866929.683122199,9880172.21373234,2.0
L00755,Affluent,Consumer,53932947.59900389,0.0952955815514987,24,0.08464193234219973,0.5831305292193286,1642852.8344191639,53932947.59900389,2661984.3941230206,5139571.606233581,834734.3776913965,2.0
L00756,Mass,Mortgage,169220509.22660992,0.10491241707201672,60,0.04097895710108812,0.538062722867241,2304710.734476659,169220509.22660992,3731185.184130872,17753332.641121153,11717436.722513622,5.0
L00757,Mass,Consumer,198358254.89891723,0.12325634827323764,36,0.02371636643050675,0.45926928729937133,1931369.1002915516,198358254.89891723,2160557.527705249,24448914.14869259,20356987.52069579,3.0
L00758,Priority,Mortgage,79580895.15016057,0.13147341837879822,48,0.06508538221673342,0.15781256058095025,1949980.1505274568,79580895.15016057,817398.5181225487,10462772.323036335,7695393.65438633,4.0
L00759,Mass,Consumer,40687543.7322037,0.10765981612471316,36,0.12786421096577152,0.15,2649637.759578753,40687543.7322037,780372.1013180322,4380413.476775276,950403.6158784903,3.0
L00760,Mass,Consumer,129374822.36725909,0.10905977613786937,60,0.04649208104483432,0.318719158187536,986345.3236563255,129374822.36725909,1917065.371059196,14109589.16524989,11206178.470534367,5.0
L00761,Affluent,Consumer,56648089.72741197,0.10170263368867485,60,0.042098087535825404,0.26475708804826414,3609935.4025018145,56648089.72741197,631386.4129707669,5761259.918710165,1519938.1032375838,5.0
L00762,Mass,Working Capital,278149152.6330563,0.11366247516106341,24,0.07253447271668788,0.38260010405534045,4028383.707051232,278149152.6330563,7719110.951553964,31615121.152225595,19867626.4936204,2.0
L00763,Mass,Auto,88420976.5215315,0.1120239484905145,60,0.0602349789628299,0.36423361200938204,1074152.6724908794,88420976.5215315,1939921.2063683514,9905266.919329038,6891193.040469807,5.0
L00764,Mass,Working Capital,437441320.684287,0.12886525829559142,24,0.0846593874378032,0.4494638107324255,3139540.443906809,437441320.684287,16645224.439220972,56370988.779145285,36586223.89601751,2.0
L00765,Affluent,Mortgage,24394867.02017091,0.07100331667520227,36,0.09665225284548008,0.4875074260578372,1629532.3833546531,24394867.02017091,1149454.2012898328,1732116.4682826428,-1046870.1163618432,3.0
L00766,Mass,Consumer,132766035.27921319,0.10077904061318026,60,0.023468001560522773,0.2771129635791688,2008473.797953189,132766035.27921319,863415.6925731872,13380033.661454748,10508144.170928372,5.0
L00767,Mass,Consumer,350561523.8914461,0.11110541764429759,36,0.04701766015679566,0.3795314402124105,2980686.369041312,350561523.8914461,6255658.31046369,38949284.521980524,29712939.842475522,3.0
L00768,Mass,Mortgage,61544685.58612706,0.10452688876424199,24,0.031604940016695976,0.17358991925513323,3855487.349248616,61544685.58612706,337652.5460978755,6433074.50429135,2239934.6089448584,2.0
L00769,Mass,Consumer,106494255.10961145,0.08809488542226998,48,0.15777525311573784,0.1923366284235206,2950050.9381786278,106494255.10961145,3231670.43059375,9381599.20201121,3199877.8332388336,4.0
L00770,Mass,Auto,88696014.593949,0.0816113997736714,60,0.026084725863109583,0.30129271339228864,1248187.0798473943,88696014.593949,697074.2039662424,7238605.9053581655,5293344.621544529,5.0
L00771,Mass,Auto,71856136.1544911,0.1195138036685195,24,0.11372643889263645,0.47518390034563907,2581470.8037081007,71856136.1544911,3883175.499827624,8587800.148746256,2123153.8452105317,2.0
L00772,Mass,Working Capital,144165035.56181893,0.09137533469286453,48,0.07783584336139318,0.20857329860324808,3193173.0746855685,144165035.56181893,2340444.1846175147,13173128.375469921,7639511.116166839,4.0
L00773,Mass,Consumer,45418773.91978672,0.07341179115289917,36,0.014685898519693555,0.5885647833525754,1698834.9685854807,45418773.91978672,392581.83600178664,3334273.5454201265,1242856.740832859,3.0
L00774,Affluent,Mortgage,110417115.85936968,0.12041831148017816,36,0.01843859455388147,0.3570186360140193,1637838.1242649076,110417115.85936968,726867.2476568078,13296242.650296498,10931537.278374784,3.0
L00775,Mass,Consumer,176706015.27427775,0.11326169220802917,48,0.023714955768669655,0.2596122416393992,2412276.454836497,176706015.27427775,1087924.656812341,20014022.313302547,16513821.20165371,4.0
L00776,Affluent,Consumer,102122335.19133885,0.10291426624575176,36,0.10538653343938599,0.27806045925440454,3330446.8766333885,102122335.19133885,2992575.3339048675,10509845.19351935,4186822.9829810937,3.0
L00777,Mass,Auto,56675305.84174543,0.08853807133030148,48,0.09317959788613646,0.1708516693152351,1883118.252204183,56675305.84174543,902264.625930502,5017922.271283109,2232539.3931484236,4.0
L00778,Mass,Mortgage,259856821.2244548,0.1029580540193311,48,0.03758427152981917,0.2821423659289222,2819349.9818996307,259856821.2244548,2755551.69145281,26754352.63691908,21179450.963566642,4.0
L00779,Affluent,Auto,207511023.5900231,0.1268805768093457,60,0.03215567960424733,0.16225668069543517,1331114.1481710519,207511023.5900231,1082683.3366964457,26329118.36739987,23915320.882532373,5.0
L00780,Affluent,Consumer,54959764.573306546,0.0759354128514816,60,0.29749560919660556,0.49655567310345633,2862034.828803133,54959764.573306546,8118828.582579458,4173392.413094265,-6807470.998288326,5.0
L00781,Mass,Working Capital,45463557.41103799,0.0768484028986873,12,0.3063416154303512,0.15,1005599.9604513856,45463557.41103799,2089106.943076184,3493801.7771310485,399094.8736034789,1.0
L00782,Affluent,Working Capital,58765117.0130937,0.0937002241875766,48,0.05370040176856134,0.5171206128039242,2918877.453751491,58765117.0130937,1631882.892559622,5506304.638536052,955544.292224939,4.0
L00783,Mass,Mortgage,180629255.21942818,0.10452041363772231,48,0.18781347081091415,0.7607025456958394,3884485.764015262,180629255.21942818,25806535.17496966,18879444.470608346,-10811576.468376573,4.0
L00784,Mass,Working Capital,147550636.77036813,0.09606674583809195,12,0.15961625490709902,0.21737487612588197,2299846.705080284,147550636.77036813,5119500.058546414,14174709.52086758,6755362.757240882,1.0
L00785,Priority,Consumer,217033946.5709167,0.11657069835300635,36,0.01708460859160195,0.2602191419034248,3303503.2314733975,217033946.5709167,964876.972381815,25299798.71808083,21031418.514225617,3.0
L00786,Mass,Auto,93960932.03646146,0.12459901100007024,48,0.18095216414936893,0.19679396642668007,2826215.959670749,93960932.03646146,3345976.4252737868,11707439.204387914,5535246.819443379,4.0
L00787,Affluent,Working Capital,59975795.02974342,0.11001783794293442,24,0.031076264023732317,0.38108855036452194,1255742.6489219188,59975795.02974342,710281.8496276985,6598407.298080963,4632382.799531345,2.0
L00788,Mass,Auto,239038973.83897164,0.11508778218760987,36,0.08918516931380159,0.21055132615605263,1385073.7504154688,239038973.83897164,4488687.15863903,27510465.35552934,21636704.446474843,3.0
L00789,Affluent,Auto,79233988.7538315,0.1098977919364261,36,0.0263236027663701,0.1997116454534659,2086040.880572026,79233988.7538315,416543.3810988292,8707640.4103617,6205056.148690845,3.0
L00790,Mass,Mortgage,138020577.26710704,0.10517114563647573,36,0.045683525492905115,0.4237959573646608,2321011.914822843,138020577.26710704,2672146.478288558,14515782.232589366,9522623.839477966,3.0
L00791,Mass,Auto,37526528.64675797,0.08171594340333549,60,0.10631690209490006,0.32585716822569155,1690489.9738726548,37526528.64675797,1300073.7361640686,3066515.691022122,75951.9809853984,5.0
L00792,Mass,Auto,78267615.675642,0.08649614926315269,24,0.10166669577538909,0.15,1358215.8576842144,78267615.675642,1193581.4807940854,6769847.3679514,4218050.0294731,2.0
L00793,Mass,Consumer,255836606.15205565,0.08068346741450531,48,0.10222984711328277,0.15,599375.805063629,255836606.15205565,3923120.569935868,20641784.475907013,16119288.100907516,4.0
L00794,Mass,Consumer,70125452.58377793,0.10232691369070049,48,0.16084061520040116,0.43185149225955166,5772345.520489042,70125452.58377793,4870862.021912073,7175721.134061554,-3467486.40833956,4.0
L00795,Mass,Auto,221045731.255898,0.1091810045625787,36,0.052390513660239404,0.16525855437191128,5862908.849408262,221045731.255898,1913809.641938866,24133994.992788747,16357276.50144162,3.0
L00796,Mass,Mortgage,20889089.112922695,0.07891327707393522,36,0.12074788507625782,0.364459554952893,1638551.2387971785,20889089.112922695,919281.194270247,1648426.4769901924,-909405.9560772331,3.0
L00797,Mass,Mortgage,78881600.31436935,0.10630671084783613,24,0.010373844187225104,0.3931648175914207,1216610.4006013577,78881600.31436935,321728.9054739596,8385643.475834242,6847304.169758925,2.0
L00798,Mass,Working Capital,105527940.67500584,0.08924610609131624,24,0.18904255987513116,0.5796536679718776,5174725.040099699,105527940.67500584,11563668.713414956,9417957.789079698,-7320435.964434957,2.0
L00799,Affluent,Mortgage,443366601.3134081,0.08575441181633653,36,0.21272156191922748,0.2362233684068721,866261.508199737,443366601.3134081,22279084.767077927,38020642.11463949,14875295.839361828,3.0
L00800,Affluent,Consumer,49933622.965292744,0.09374371050190723,24,0.1496439560545989,0.6645763477359646,4179654.731745056,49933622.965292744,4965890.503708178,4680963.095569789,-4464582.139883445,2.0
