Customer_ID,Age,Monthly_Income,Tenure_Months,Product_Count,Digital_Engagement,Balance,Prior_Monthly_Transactions,Segment,Treatment,Campaign_Name,Conversion,Propensity_True
C01265,31,4870722.0,76,6,27,18347581.0,21,Mass,0,Personal Loan Offer,1,0.40864318038896136
C01266,22,3905689.0,24,2,16,73873791.0,28,Affluent,1,Personal Loan Offer,1,0.2818617677013503
C01267,23,14295815.0,46,3,31,160390527.0,26,Mass,0,Personal Loan Offer,1,0.3084234717263221
C01268,37,7689856.0,120,1,100,12991114.0,32,Mass,1,Personal Loan Offer,0,0.6224808129439325
C01269,63,4018322.0,148,2,20,46037297.0,28,Affluent,0,Personal Loan Offer,0,0.30031945206919713
C01270,23,16155198.0,126,3,62,27518244.0,24,Mass,0,Personal Loan Offer,0,0.5512808337694558
C01271,37,38511276.0,59,4,26,27850327.0,17,Mass,0,Personal Loan Offer,1,0.5162686742449016
C01272,25,25768809.0,147,5,45,25608133.0,26,Affluent,0,Personal Loan Offer,1,0.7145206856473784
C01273,62,10416403.0,75,4,60,14334286.0,32,Affluent,0,Personal Loan Offer,1,0.5864923013985736
C01274,51,12058521.0,35,1,11,554744.0,20,Affluent,0,Personal Loan Offer,0,0.13121208365752557
C01275,55,19553320.0,137,3,31,92808813.0,28,Affluent,0,Personal Loan Offer,0,0.38747578669863636
C01276,53,22244106.0,94,5,63,9984158.0,28,Mass,0,Personal Loan Offer,0,0.5454527644516335
C01277,50,9933988.0,68,4,11,15708078.0,32,Affluent,1,Personal Loan Offer,0,0.35561507607977016
C01278,55,12227706.0,120,4,55,16045675.0,31,Affluent,1,Personal Loan Offer,0,0.6766395945330702
C01279,21,14157504.0,132,4,64,9133316.0,25,Mass,0,Personal Loan Offer,0,0.6239207767230471
C01280,59,16273510.0,42,4,29,25431089.0,18,Mass,0,Personal Loan Offer,0,0.3373139929997203
C01281,54,11153068.0,23,6,24,19133100.0,25,Affluent,1,Personal Loan Offer,0,0.7448067980417532
C01282,54,11233044.0,95,4,54,9768826.0,16,Affluent,1,Personal Loan Offer,0,0.4383579290057724
C01283,38,25631304.0,12,4,75,23220472.0,27,Mass,1,Personal Loan Offer,0,0.5338552553937996
C01284,57,23339403.0,116,3,11,19349868.0,19,Affluent,0,Personal Loan Offer,0,0.2250089299216159
C01285,38,15603301.0,81,3,40,50580739.0,29,Mass,0,Personal Loan Offer,1,0.22014516927127048
C01286,23,30889510.0,41,5,100,5234909.0,24,Mass,0,Personal Loan Offer,1,0.5565935486932749
C01287,61,9702286.0,109,6,40,8938278.0,23,Affluent,0,Personal Loan Offer,1,0.6365090925368682
C01288,31,29298668.0,69,5,40,41306914.0,28,Mass,0,Personal Loan Offer,1,0.5826134697251542
C01289,25,16172142.0,72,4,77,10548560.0,18,Mass,1,Personal Loan Offer,0,0.41599997676590683
C01290,48,72527878.0,41,5,53,8103775.0,32,Affluent,0,Personal Loan Offer,0,0.7258300109472419
C01291,31,6227915.0,123,1,45,11083321.0,27,Mass,0,Personal Loan Offer,0,0.3843664692973637
C01292,59,8213398.0,163,2,81,18079045.0,34,Affluent,0,Personal Loan Offer,0,0.2952847044302424
C01293,40,15108318.0,113,2,12,18147873.0,21,Priority,0,Personal Loan Offer,0,0.5465494487665835
C01294,21,14930191.0,45,4,74,16212359.0,24,Affluent,1,Personal Loan Offer,1,0.7041256439340672
C01295,63,35074806.0,151,5,44,7150392.0,23,Affluent,0,Personal Loan Offer,0,0.6618591796424048
C01296,44,8308679.0,24,1,90,43331992.0,27,Priority,1,Personal Loan Offer,1,0.7131522844367424
C01297,32,19739305.0,54,2,75,75335543.0,24,Affluent,0,Personal Loan Offer,1,0.2985744454366244
C01298,51,22743089.0,9,3,95,2960338.0,14,Affluent,0,Personal Loan Offer,0,0.5982780347409049
C01299,44,17680511.0,154,6,21,4229956.0,30,Mass,1,Personal Loan Offer,1,0.5744810811591307
C01300,22,7073523.0,11,1,27,54521180.0,34,Affluent,0,Personal Loan Offer,0,0.31054698191163876
C01301,55,26028029.0,100,6,92,96113387.0,29,Mass,1,Personal Loan Offer,0,0.7828200711687113
C01302,39,23595013.0,37,2,45,2378698.0,27,Mass,0,Personal Loan Offer,0,0.5499251794409796
C01303,52,16687804.0,40,2,84,45203240.0,27,Mass,1,Personal Loan Offer,1,0.5911564737692312
C01304,61,13427406.0,111,4,72,102885031.0,18,Mass,1,Personal Loan Offer,0,0.48722047407051694
C01305,48,13589074.0,146,5,55,8442851.0,26,Mass,0,Personal Loan Offer,0,0.5600883504982428
C01306,51,11491435.0,6,6,14,97066868.0,30,Mass,0,Personal Loan Offer,0,0.2209321122712865
C01307,32,17070272.0,31,1,16,16738944.0,24,Mass,0,Personal Loan Offer,0,0.2782987586225497
C01308,31,12207260.0,54,1,75,27395242.0,29,Affluent,1,Personal Loan Offer,0,0.5739439128804225
C01309,39,7524903.0,170,3,18,9742512.0,31,Priority,0,Personal Loan Offer,0,0.4007219330148365
C01310,59,6740818.0,13,4,10,54421582.0,37,Affluent,1,Personal Loan Offer,0,0.5004085272702011
C01311,44,7935027.0,34,2,29,46071033.0,16,Mass,0,Personal Loan Offer,0,0.29713009456591494
C01312,36,13559391.0,74,4,93,112217800.0,22,Mass,1,Personal Loan Offer,1,0.6243810128090052
C01313,56,11823404.0,60,2,67,84465202.0,27,Mass,1,Personal Loan Offer,0,0.6581507559314123
C01314,59,13508860.0,11,6,75,19817834.0,21,Affluent,1,Personal Loan Offer,1,0.5346999444623283
C01315,61,15805435.0,99,2,69,447694414.0,27,Mass,0,Personal Loan Offer,0,0.6983929961671516
C01316,34,8498419.0,111,4,61,77209687.0,20,Mass,1,Personal Loan Offer,0,0.6231528094986396
C01317,52,26870250.0,34,4,33,34337852.0,26,Mass,1,Personal Loan Offer,0,0.5197384195366866
C01318,47,10357032.0,125,1,49,7378555.0,22,Priority,0,Personal Loan Offer,0,0.3646283893323702
C01319,41,9454793.0,13,4,59,4330572.0,28,Mass,1,Personal Loan Offer,1,0.4994257055849206
C01320,38,15646059.0,133,1,99,4714790.0,23,Mass,0,Personal Loan Offer,0,0.40344041779553036
C01321,26,4370275.0,49,4,91,7862203.0,22,Mass,1,Personal Loan Offer,1,0.47987650413966754
C01322,33,7768777.0,42,4,77,79283888.0,22,Mass,1,Personal Loan Offer,0,0.5402383098778588
C01323,45,20583642.0,37,1,84,32551426.0,22,Priority,0,Personal Loan Offer,0,0.4689127007043833
C01324,60,4615059.0,157,2,83,10830423.0,26,Mass,0,Personal Loan Offer,0,0.42591501149408445
C01325,59,22188463.0,92,2,70,17459139.0,27,Mass,1,Personal Loan Offer,1,0.33114161591469765
C01326,29,27550805.0,125,6,85,15455824.0,21,Mass,0,Personal Loan Offer,0,0.7337987531258892
C01327,51,9793376.0,39,2,16,44513074.0,21,Mass,0,Personal Loan Offer,0,0.4214101283726882
C01328,24,14089131.0,13,6,11,8305638.0,25,Mass,0,Personal Loan Offer,0,0.6318133625966466
C01329,51,22206933.0,9,4,50,28372452.0,30,Affluent,0,Personal Loan Offer,0,0.403779574290439
C01330,36,9282887.0,81,6,14,26999492.0,22,Affluent,0,Personal Loan Offer,1,0.318165173544993
C01331,41,19340149.0,61,5,40,8557981.0,27,Mass,1,Personal Loan Offer,0,0.44541777196847
C01332,53,8296011.0,139,2,28,97879615.0,28,Priority,0,Personal Loan Offer,0,0.49945332475020665
C01333,40,9227844.0,143,4,97,14882129.0,24,Affluent,0,Personal Loan Offer,1,0.6387930458232427
C01334,57,7731258.0,58,5,69,7411124.0,20,Affluent,1,Personal Loan Offer,0,0.6959780964960491
C01335,45,14488607.0,80,1,13,46927894.0,27,Mass,0,Personal Loan Offer,0,0.2890824881444981
C01336,65,22686945.0,70,4,66,21120156.0,21,Affluent,0,Personal Loan Offer,0,0.369896417496082
C01337,49,10844354.0,123,3,76,30089028.0,32,Affluent,0,Personal Loan Offer,0,0.5824718658368301
C01338,34,5963870.0,115,1,39,6116882.0,37,Mass,1,Personal Loan Offer,0,0.18931536124216752
C01339,55,6615517.0,118,6,90,45066921.0,28,Mass,0,Personal Loan Offer,0,0.5910396044070947
C01340,39,14908572.0,12,2,98,175591564.0,23,Mass,0,Personal Loan Offer,0,0.5353886931663626
C01341,45,33088000.0,63,6,99,5657027.0,21,Mass,1,Personal Loan Offer,0,0.7993953380027887
C01342,27,14901403.0,175,2,18,28501054.0,20,Mass,0,Personal Loan Offer,0,0.2643259407092166
C01343,26,9699880.0,63,4,50,9119569.0,19,Priority,1,Personal Loan Offer,1,0.47631029283673887
C01344,46,18289147.0,34,3,80,294517473.0,17,Mass,1,Personal Loan Offer,0,0.7981902482090324
C01345,29,10518992.0,38,6,50,69086874.0,14,Mass,0,Personal Loan Offer,0,0.3917374195445729
C01346,65,9745930.0,7,6,53,26518421.0,24,Mass,0,Personal Loan Offer,0,0.5567567045978821
C01347,59,7083401.0,141,5,39,5858331.0,26,Affluent,1,Personal Loan Offer,1,0.5666152377764947
C01348,52,26037909.0,3,6,48,7460901.0,22,Mass,1,Personal Loan Offer,1,0.5634389445071328
C01349,54,3000000.0,109,5,73,42182556.0,30,Affluent,0,Personal Loan Offer,1,0.5026586519255362
C01350,47,18610561.0,74,2,12,5120438.0,30,Mass,1,Personal Loan Offer,0,0.18680351743875595
C01351,23,9298443.0,19,6,82,5283657.0,22,Mass,1,Personal Loan Offer,0,0.687461078394895
C01352,38,9575610.0,160,4,76,20177408.0,23,Mass,1,Personal Loan Offer,0,0.6536829137912928
C01353,43,30437640.0,135,3,22,22854521.0,35,Mass,0,Personal Loan Offer,0,0.37172546308806276
C01354,62,8102191.0,148,2,80,29246610.0,18,Mass,0,Personal Loan Offer,1,0.30244224667148023
C01355,30,8255409.0,169,5,57,12886844.0,30,Mass,1,Personal Loan Offer,0,0.5040622383068556
C01356,43,11169533.0,165,2,39,50193163.0,28,Mass,0,Personal Loan Offer,0,0.5252485546740068
C01357,36,15067238.0,127,4,51,8447897.0,26,Mass,0,Personal Loan Offer,0,0.33487846716158187
C01358,27,9411064.0,98,1,57,37426411.0,32,Priority,0,Personal Loan Offer,0,0.44009495149546857
C01359,25,5049475.0,127,4,29,24775443.0,26,Affluent,0,Personal Loan Offer,0,0.4146656533616754
C01360,37,7454163.0,82,4,65,36466038.0,23,Mass,0,Personal Loan Offer,0,0.6179319892020444
C01361,24,24279692.0,35,4,67,65217662.0,20,Mass,1,Personal Loan Offer,0,0.47642834216160546
C01362,24,12503816.0,71,4,43,12684743.0,27,Mass,1,Personal Loan Offer,1,0.47998902040542535
C01363,36,15379026.0,86,6,51,10325894.0,23,Mass,1,Personal Loan Offer,0,0.6886300496071277
C01364,30,10392922.0,11,6,66,3696323.0,34,Mass,0,Personal Loan Offer,0,0.4024010369249421
C01365,45,8349344.0,153,3,55,2655758.0,21,Priority,0,Personal Loan Offer,0,0.35443307761851056
C01366,21,30191784.0,164,6,49,16772793.0,31,Mass,1,Personal Loan Offer,0,0.5668148916888701
C01367,34,10820053.0,77,6,97,17961119.0,28,Affluent,1,Personal Loan Offer,1,0.8198765249496311
C01368,41,9403230.0,91,1,89,6750720.0,23,Mass,1,Personal Loan Offer,1,0.5024122718879831
C01369,64,21928452.0,152,3,44,8369822.0,35,Mass,0,Personal Loan Offer,0,0.5623860684132664
C01370,49,8065603.0,84,5,75,91760886.0,19,Mass,0,Personal Loan Offer,0,0.35677032713116036
C01371,60,8652139.0,125,4,83,48017813.0,24,Mass,1,Personal Loan Offer,0,0.6016312589768689
C01372,36,12067819.0,94,1,20,5663972.0,29,Affluent,0,Personal Loan Offer,0,0.09185452323988753
C01373,41,12001783.0,51,3,63,12850519.0,23,Affluent,1,Personal Loan Offer,0,0.6678223385092802
C01374,39,13841798.0,144,3,82,30016132.0,24,Mass,1,Personal Loan Offer,0,0.671470727936883
C01375,60,37914160.0,37,5,15,10689706.0,33,Mass,1,Personal Loan Offer,1,0.40002561083828364
C01376,64,14437705.0,42,4,40,8908777.0,33,Mass,0,Personal Loan Offer,1,0.18934586577513277
C01377,64,3244551.0,126,1,82,14260400.0,23,Mass,1,Personal Loan Offer,0,0.39331291848239486
C01378,54,14358916.0,129,1,95,59524808.0,22,Affluent,0,Personal Loan Offer,0,0.6974871395535603
C01379,43,12252630.0,172,2,100,65178755.0,23,Mass,1,Personal Loan Offer,0,0.6110830854910155
C01380,45,12290224.0,129,1,64,9585825.0,25,Mass,1,Personal Loan Offer,0,0.6096439010405332
C01381,65,13738164.0,7,6,13,31698944.0,25,Affluent,0,Personal Loan Offer,0,0.4110489751884496
C01382,33,11812208.0,154,2,12,19872175.0,23,Mass,1,Personal Loan Offer,1,0.4734940045016693
C01383,36,11657736.0,76,4,83,7297244.0,31,Mass,1,Personal Loan Offer,0,0.32813190995135666
C01384,61,16811799.0,4,1,76,14859773.0,29,Mass,0,Personal Loan Offer,0,0.35719382357054974
C01385,38,8906330.0,106,3,27,5649110.0,26,Affluent,0,Personal Loan Offer,0,0.2363337511917038
C01386,31,7125495.0,33,6,21,63993884.0,27,Priority,1,Personal Loan Offer,0,0.6111116263548126
C01387,46,63306401.0,77,4,23,94462631.0,18,Affluent,0,Personal Loan Offer,0,0.4079862102236259
C01388,35,8094502.0,86,2,89,13265401.0,24,Mass,1,Personal Loan Offer,0,0.6210849946427555
C01389,61,12679484.0,16,5,79,10450533.0,31,Affluent,1,Personal Loan Offer,1,0.7285693274270199
C01390,61,5271387.0,154,4,96,57416213.0,22,Mass,0,Personal Loan Offer,1,0.6167341691814978
C01391,34,12793846.0,93,2,20,67483371.0,29,Mass,1,Personal Loan Offer,0,0.27769279973765076
C01392,44,7182393.0,174,6,73,6562167.0,24,Mass,1,Personal Loan Offer,0,0.4518410948342496
C01393,65,9407870.0,85,6,94,17247852.0,29,Mass,0,Personal Loan Offer,0,0.7359273326724771
C01394,54,21320994.0,108,4,58,18855297.0,25,Mass,0,Personal Loan Offer,0,0.4357569095448267
C01395,30,15557019.0,147,1,80,9253076.0,23,Priority,1,Personal Loan Offer,1,0.650049439408503
C01396,47,16404110.0,40,3,64,29421155.0,21,Mass,1,Personal Loan Offer,0,0.6459850398958394
C01397,48,4530100.0,164,4,10,9932249.0,24,Priority,1,Personal Loan Offer,1,0.34453333874549497
C01398,50,32956845.0,35,6,49,11651926.0,19,Mass,0,Personal Loan Offer,1,0.7118111737640925
C01399,22,6229973.0,180,5,33,18072466.0,20,Mass,1,Personal Loan Offer,0,0.41143566324369335
C01400,34,27816103.0,116,2,17,4511682.0,37,Priority,1,Personal Loan Offer,0,0.49829584155853207
C01401,59,21046953.0,95,4,64,2558136.0,30,Mass,0,Personal Loan Offer,1,0.36464979766093736
C01402,31,16484815.0,40,2,94,50099180.0,22,Mass,0,Personal Loan Offer,0,0.45920653974911985
C01403,34,7498215.0,104,3,14,9539196.0,30,Mass,0,Personal Loan Offer,0,0.21428022513671807
C01404,35,13043384.0,101,4,39,169117943.0,26,Affluent,0,Personal Loan Offer,1,0.6616397578280447
C01405,28,9261814.0,178,4,70,143677355.0,26,Mass,1,Personal Loan Offer,1,0.4934666147120164
C01406,27,12193200.0,151,3,38,12052278.0,20,Priority,1,Personal Loan Offer,1,0.539226778613127
C01407,36,10459147.0,88,3,20,207428203.0,19,Mass,0,Personal Loan Offer,0,0.31584363619758105
C01408,60,3910522.0,72,5,27,51075596.0,19,Mass,0,Personal Loan Offer,1,0.32569924728914323
C01409,21,22239899.0,71,4,12,10489959.0,31,Affluent,0,Personal Loan Offer,0,0.24307835571185488
C01410,33,11476457.0,70,1,100,1512695.0,29,Mass,0,Personal Loan Offer,0,0.29262907397132887
C01411,23,9191383.0,5,5,54,39800816.0,27,Mass,1,Personal Loan Offer,1,0.4510503371406389
C01412,46,8817397.0,9,4,95,20635815.0,29,Mass,0,Personal Loan Offer,0,0.572473821362218
C01413,32,14615161.0,136,5,72,30787041.0,20,Mass,1,Personal Loan Offer,0,0.45128828392987297
C01414,56,7340013.0,48,5,41,15909177.0,25,Mass,0,Personal Loan Offer,0,0.4478834204210956
C01415,47,3471407.0,76,2,95,6371758.0,26,Mass,1,Personal Loan Offer,1,0.7336162653007322
C01416,56,15011672.0,127,6,33,13048923.0,18,Mass,1,Personal Loan Offer,0,0.6290559378681652
C01417,49,15965231.0,111,6,26,40543260.0,28,Mass,0,Personal Loan Offer,0,0.44632993137849486
C01418,40,10752187.0,67,1,83,14032231.0,27,Affluent,1,Personal Loan Offer,0,0.5143541068663922
C01419,59,6382501.0,136,2,60,13947697.0,25,Affluent,1,Personal Loan Offer,0,0.521248455774708
C01420,42,12601567.0,31,2,48,4376920.0,26,Mass,1,Personal Loan Offer,0,0.3862356615112567
C01421,63,5362412.0,87,6,63,21909772.0,24,Mass,0,Personal Loan Offer,0,0.616055598485128
C01422,65,6820480.0,21,6,98,6578458.0,25,Mass,0,Personal Loan Offer,0,0.6954323478166187
C01423,47,7940870.0,97,2,35,50111898.0,21,Affluent,0,Personal Loan Offer,1,0.3671213249796642
C01424,51,19088253.0,19,4,92,9598736.0,24,Mass,1,Personal Loan Offer,1,0.5283841085632078
C01425,32,9830312.0,170,2,92,14880151.0,15,Affluent,1,Personal Loan Offer,1,0.5941319395049851
C01426,57,9380003.0,120,1,79,174114972.0,23,Mass,0,Personal Loan Offer,0,0.210945998994948
C01427,51,35162759.0,46,2,24,14719278.0,16,Mass,0,Personal Loan Offer,0,0.3495836816420848
C01428,61,14567034.0,112,1,18,12873326.0,22,Mass,0,Personal Loan Offer,1,0.09729734572935816
C01429,33,14459529.0,65,6,20,35922156.0,28,Priority,1,Personal Loan Offer,0,0.5600036158526588
C01430,56,9792054.0,95,5,73,3355063.0,28,Mass,0,Personal Loan Offer,0,0.4313655584170077
C01431,42,8644318.0,32,2,46,69863378.0,30,Mass,1,Personal Loan Offer,0,0.5147752045148455
C01432,29,3605221.0,92,4,99,54037179.0,35,Mass,1,Personal Loan Offer,0,0.6283436431559304
C01433,28,20444501.0,22,2,10,33790646.0,31,Mass,0,Personal Loan Offer,0,0.2685827431424941
C01434,46,15355550.0,30,4,43,682928.0,31,Mass,1,Personal Loan Offer,1,0.4761161160676659
C01435,35,10873899.0,106,6,34,15430107.0,25,Mass,0,Personal Loan Offer,0,0.3420782486628497
C01436,25,11127638.0,92,6,90,5600557.0,24,Affluent,1,Personal Loan Offer,1,0.8037903441339546
C01437,40,17989459.0,55,5,21,61549336.0,20,Affluent,0,Personal Loan Offer,0,0.5278924826371507
C01438,50,5102936.0,13,2,47,57299584.0,21,Mass,1,Personal Loan Offer,0,0.2756977015778945
C01439,35,8675231.0,78,2,88,29480887.0,26,Mass,0,Personal Loan Offer,1,0.3665726773919537
C01440,63,6423352.0,167,1,98,6005172.0,22,Mass,1,Personal Loan Offer,0,0.42353226712941977
C01441,56,31792702.0,129,1,93,89123806.0,23,Mass,1,Personal Loan Offer,0,0.5341693846615325
C01442,44,19424151.0,13,4,69,15386202.0,26,Mass,1,Personal Loan Offer,0,0.3887840941315385
C01443,63,3573072.0,169,4,24,121644559.0,25,Affluent,1,Personal Loan Offer,0,0.33825651910203286
C01444,40,5219167.0,78,6,18,26078712.0,27,Mass,0,Personal Loan Offer,0,0.30498394237588744
C01445,27,11157551.0,105,1,47,33199682.0,32,Mass,0,Personal Loan Offer,0,0.3044170893819351
C01446,22,9254080.0,3,2,53,12621830.0,23,Affluent,0,Personal Loan Offer,0,0.38918942964388253
C01447,63,5792109.0,58,5,56,81670091.0,23,Affluent,0,Personal Loan Offer,0,0.6001422214580558
C01448,64,34971235.0,142,5,14,36751027.0,19,Mass,1,Personal Loan Offer,0,0.39660111483909183
C01449,54,14250665.0,61,3,71,84658369.0,26,Mass,1,Personal Loan Offer,0,0.5427041594231102
C01450,25,15581053.0,32,1,45,23885545.0,16,Mass,0,Personal Loan Offer,1,0.3286922081688024
C01451,34,8201347.0,19,3,19,19081010.0,23,Mass,0,Personal Loan Offer,0,0.2567620136800297
C01452,22,17852748.0,167,2,93,36265339.0,23,Affluent,1,Personal Loan Offer,0,0.6710048335666821
C01453,23,9734426.0,147,4,42,84628643.0,29,Affluent,0,Personal Loan Offer,1,0.1866350966914941
C01454,32,10268366.0,10,6,31,55283063.0,27,Mass,0,Personal Loan Offer,0,0.39522101131065573
C01455,46,16792926.0,167,2,54,22964650.0,20,Mass,0,Personal Loan Offer,0,0.31149359810531374
C01456,23,4898642.0,149,1,96,3122125.0,19,Affluent,1,Personal Loan Offer,1,0.5270435599694088
C01457,65,28883543.0,67,5,85,44975519.0,24,Mass,0,Personal Loan Offer,1,0.5712401784881252
C01458,41,13266217.0,119,1,19,4744697.0,31,Affluent,0,Personal Loan Offer,0,0.34658481972343747
C01459,32,24274489.0,48,6,72,20712513.0,23,Affluent,1,Personal Loan Offer,1,0.746796997829262
C01460,44,6642084.0,47,5,70,17813669.0,22,Mass,1,Personal Loan Offer,0,0.34972149108863654
C01461,56,7222245.0,130,3,90,4845080.0,25,Affluent,1,Personal Loan Offer,1,0.6101103822090533
C01462,35,6333554.0,39,3,97,29027259.0,28,Mass,1,Personal Loan Offer,1,0.3990748558370449
C01463,23,13771075.0,66,3,77,172440114.0,15,Mass,0,Personal Loan Offer,0,0.5708402737914793
C01464,23,12443488.0,66,3,69,14630768.0,13,Mass,0,Personal Loan Offer,0,0.3818317597621251
C01465,59,9295033.0,29,6,42,43017712.0,29,Affluent,1,Personal Loan Offer,1,0.4390911381283862
C01466,26,6870031.0,150,5,91,210908020.0,32,Mass,1,Personal Loan Offer,0,0.44720587758842484
C01467,49,5979152.0,122,2,95,47386885.0,17,Mass,0,Personal Loan Offer,0,0.48233395903474685
C01468,38,11684235.0,156,2,100,10494895.0,21,Mass,1,Personal Loan Offer,1,0.38666700551061284
C01469,55,9289028.0,96,4,96,25349197.0,25,Affluent,0,Personal Loan Offer,1,0.46941524603830115
C01470,23,8230303.0,34,4,68,32346715.0,19,Affluent,0,Personal Loan Offer,0,0.559185487885241
C01471,61,28101020.0,52,5,97,83893271.0,19,Mass,1,Personal Loan Offer,0,0.7780499338177874
C01472,52,11468768.0,65,2,81,67341899.0,22,Mass,0,Personal Loan Offer,0,0.5216038127202731
C01473,41,24129382.0,170,3,31,1253386.0,24,Mass,0,Personal Loan Offer,0,0.21118250470998998
C01474,30,8949682.0,45,1,12,8495424.0,23,Affluent,0,Personal Loan Offer,0,0.23248195397564111
C01475,64,13729319.0,126,3,99,18647378.0,22,Mass,1,Personal Loan Offer,0,0.6531277975949322
C01476,34,11639388.0,24,5,48,7245968.0,21,Affluent,1,Personal Loan Offer,1,0.4902508997479148
C01477,43,4717195.0,173,2,89,500000.0,33,Affluent,1,Personal Loan Offer,1,0.589965372508018
C01478,38,26324307.0,118,2,36,9680502.0,24,Affluent,0,Personal Loan Offer,0,0.35045814272624903
C01479,31,11140333.0,79,3,42,19927918.0,21,Mass,1,Personal Loan Offer,0,0.31158305399881325
C01480,39,18091400.0,64,6,85,11827740.0,22,Affluent,1,Personal Loan Offer,0,0.6210330275168091
C01481,27,7935060.0,66,4,57,7380114.0,29,Mass,0,Personal Loan Offer,0,0.5236996717518764
C01482,21,10959890.0,43,6,71,20846726.0,29,Affluent,1,Personal Loan Offer,0,0.7170392613418664
C01483,34,7449432.0,109,1,39,28185860.0,20,Mass,0,Personal Loan Offer,0,0.21962965969988804
C01484,26,23681776.0,157,6,65,12517594.0,21,Priority,0,Personal Loan Offer,0,0.7633038752216336
C01485,39,14241807.0,45,1,54,78844385.0,33,Mass,1,Personal Loan Offer,1,0.22311142561668304
C01486,59,14684406.0,136,2,94,21188248.0,23,Affluent,1,Personal Loan Offer,0,0.5618615958744685
C01487,28,25327935.0,103,3,54,8366357.0,15,Mass,0,Personal Loan Offer,1,0.2718273297259186
C01488,21,22666643.0,140,2,18,6496054.0,18,Priority,0,Personal Loan Offer,0,0.24618140924673124
C01489,25,18280685.0,140,6,77,16163611.0,20,Mass,1,Personal Loan Offer,0,0.441786167753393
C01490,43,5490156.0,9,6,96,60895113.0,27,Mass,0,Personal Loan Offer,0,0.5863320914704339
C01491,33,8184836.0,6,4,90,8776200.0,28,Mass,1,Personal Loan Offer,0,0.6433633488463723
C01492,43,6908608.0,165,3,19,36292524.0,34,Affluent,0,Personal Loan Offer,1,0.338135478808583
C01493,22,17904466.0,30,5,100,21983434.0,25,Affluent,1,Personal Loan Offer,0,0.6542299870959063
C01494,35,13180853.0,105,5,41,146784459.0,33,Affluent,0,Personal Loan Offer,0,0.5193711898772662
C01495,39,5585226.0,137,3,85,29547045.0,28,Mass,0,Personal Loan Offer,0,0.2717955756977605
C01496,40,10816766.0,92,5,67,9949338.0,29,Affluent,1,Personal Loan Offer,1,0.6585104223846938
C01497,45,5275877.0,4,2,98,41766802.0,29,Mass,0,Personal Loan Offer,0,0.2648488960944075
C01498,56,11654246.0,4,2,41,43196275.0,34,Mass,0,Personal Loan Offer,0,0.27132867171642133
C01499,42,4828094.0,122,1,65,13446532.0,27,Affluent,1,Personal Loan Offer,0,0.4053072337464171
C01500,58,16050849.0,162,1,72,6244722.0,22,Mass,0,Personal Loan Offer,1,0.45685785626385605
C01501,44,14772777.0,64,2,24,34184334.0,21,Mass,0,Personal Loan Offer,0,0.3005946504285938
C01502,32,34270274.0,99,4,80,21311513.0,32,Affluent,1,Personal Loan Offer,0,0.6696662681897125
C01503,31,19129602.0,169,6,23,4389355.0,31,Mass,1,Personal Loan Offer,1,0.6118868057745307
C01504,35,9509619.0,149,4,85,25796873.0,23,Affluent,0,Personal Loan Offer,1,0.8098075924926124
C01505,47,18818590.0,99,3,21,10577609.0,24,Mass,1,Personal Loan Offer,0,0.30914284143887444
C01506,31,5563300.0,119,2,26,4393518.0,27,Affluent,0,Personal Loan Offer,0,0.3039984884523075
C01507,62,7067782.0,174,1,55,14063966.0,23,Mass,0,Personal Loan Offer,0,0.3050438575389279
C01508,42,14413064.0,144,4,26,72143054.0,31,Affluent,0,Personal Loan Offer,0,0.357886361577562
C01509,59,3661487.0,77,1,16,66939804.0,15,Affluent,1,Personal Loan Offer,0,0.2783044938362354
C01510,51,11757228.0,126,5,14,51546503.0,27,Affluent,0,Personal Loan Offer,0,0.5607606873879528
C01511,36,6846666.0,61,3,36,26179199.0,25,Mass,0,Personal Loan Offer,0,0.1246222588767297
C01512,31,12687605.0,166,3,54,36289538.0,19,Affluent,0,Personal Loan Offer,0,0.43956718681990226
C01513,54,6633627.0,19,1,14,22073479.0,27,Mass,0,Personal Loan Offer,0,0.35887895010130827
C01514,35,15153676.0,43,2,22,6623881.0,17,Mass,0,Personal Loan Offer,1,0.29951441410761714
C01515,32,12128241.0,64,1,65,8086778.0,32,Mass,1,Personal Loan Offer,0,0.43553935667104815
C01516,62,25922412.0,38,5,38,10897696.0,19,Mass,0,Personal Loan Offer,1,0.26745401357475457
C01517,42,12044530.0,108,3,78,81214301.0,34,Affluent,0,Personal Loan Offer,1,0.6694482765142311
C01518,23,7862881.0,129,5,86,58699018.0,19,Mass,0,Personal Loan Offer,0,0.6992538980787647
C01519,43,10476341.0,161,4,12,6792742.0,22,Affluent,0,Personal Loan Offer,0,0.3618826850885257
C01520,41,5729204.0,92,6,96,21096843.0,28,Affluent,1,Personal Loan Offer,1,0.6385237344053168
C01521,59,15003479.0,113,5,72,13371494.0,32,Mass,1,Personal Loan Offer,1,0.6223384954818526
C01522,53,16598698.0,109,1,84,17126582.0,25,Mass,0,Personal Loan Offer,0,0.33307081347147566
C01523,29,46663602.0,3,1,53,11701177.0,27,Mass,0,Personal Loan Offer,0,0.2986776271886656
C01524,27,8524095.0,129,6,10,81566929.0,35,Mass,1,Personal Loan Offer,0,0.47670846205591016
C01525,48,10356555.0,7,2,90,19625421.0,11,Mass,0,Personal Loan Offer,0,0.6053597535201957
